GEO_ID,C17001B_001E,C17001B_001M,C17001B_002E,C17001B_002M,C17001B_003E,C17001B_003M,C17001B_004E,C17001B_004M,C17001B_005E,C17001B_005M,C17001B_006E,C17001B_006M,C17001B_007E,C17001B_007M,C17001B_008E,C17001B_008M,C17001B_009E,C17001B_009M,C17001B_010E,C17001B_010M,C17001B_011E,C17001B_011M,C17001B_012E,C17001B_012M,C17001B_013E,C17001B_013M,C17001B_014E,C17001B_014M,C17001B_015E,C17001B_015M,C17001B_016E,C17001B_016M,C17001B_017E,C17001B_017M,C17001B_018E,C17001B_018M,C17001B_019E,C17001B_019M,NAME,C17001B_001EA,C17001B_001MA,C17001B_002EA,C17001B_002MA,C17001B_003MA,C17001B_003EA,C17001B_004EA,C17001B_004MA,C17001B_005EA,C17001B_005MA,C17001B_006MA,C17001B_006EA,C17001B_007EA,C17001B_007MA,C17001B_008EA,C17001B_008MA,C17001B_009EA,C17001B_009MA,C17001B_010EA,C17001B_010MA,C17001B_011EA,C17001B_011MA,C17001B_012EA,C17001B_012MA,C17001B_013EA,C17001B_013MA,C17001B_014EA,C17001B_014MA,C17001B_015EA,C17001B_015MA,C17001B_016MA,C17001B_016EA,C17001B_017MA,C17001B_017EA,C17001B_018EA,C17001B_018MA,C17001B_019MA,C17001B_019EA,state
0400000US01,1238884,6238,385588,13542,160485,7579,74149,4449,76489,5269,9847,1456,225103,9227,72793,5096,133029,6030,19281,1959,853296,14398,404865,8359,90019,4810,276144,6231,38702,1560,448431,9432,90950,4976,300963,6069,56518,2006,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24096,1953,1532,930,965,632,57,78,908,646,0,147,567,618,174,212,393,461,0,147,22564,2109,12327,1439,2593,805,9086,1153,648,327,10237,1289,4216,748,5509,816,512,333,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,262283,5894,60189,6919,28293,3980,10666,2437,16986,2685,641,278,31896,4216,11014,2191,19644,2715,1238,538,202094,8395,105274,4491,27342,2680,69765,3157,8167,785,96820,5150,24202,2726,63374,3078,9244,686,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,441858,4372,154697,8073,73375,5033,36287,3367,34070,2908,3018,826,81322,5131,28473,3060,46320,2948,6529,1097,287161,8365,139478,5244,34620,3224,91665,3485,13193,913,147683,5398,30500,3052,100603,3272,16580,1159,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2167453,13626,563920,16925,260207,11127,91398,5763,155681,8088,13128,1884,303713,9535,93991,5501,187788,6476,21934,2133,1603533,19853,780898,12377,166053,6086,526554,9910,88291,2186,822635,11235,160571,6188,546989,7329,115075,2508,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,195159,5833,46039,5029,21969,2657,9237,2006,12423,1993,309,290,24070,3273,8031,1669,14423,2071,1616,577,149120,6476,78596,3763,16791,2086,55049,3001,6756,483,70524,3980,17872,2154,45218,2693,7434,692,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,355188,6119,71132,7544,32245,4209,14121,2664,16844,2430,1280,553,38887,4402,12536,2639,22572,2518,3779,907,284056,8704,135642,5469,34875,2840,89302,3886,11465,843,148414,4916,32847,2843,100220,3324,15347,1027,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190911,4595,33392,5202,13831,2775,7109,2176,5982,1395,740,417,19561,3351,6791,1978,11141,1860,1629,533,157519,5279,74403,3169,19343,2407,47880,1670,7180,449,83116,3137,18472,2167,55446,1673,9198,634,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,301052,3579,86279,6828,37255,3550,14096,2132,19309,2388,3850,766,49024,4493,12850,2167,30164,2897,6010,1122,214773,6890,97678,3757,18455,2064,67138,2766,12085,798,117095,4341,20372,1981,76223,3139,20500,1262,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3015790,18343,847887,26805,388232,14592,171419,7786,195856,8279,20957,2504,459655,15494,157861,8538,265700,8833,36094,2922,2167903,28000,1027962,13956,255414,7507,675298,9084,97250,2957,1139941,18302,246947,9653,761453,11085,131541,3345,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2983362,12263,811133,23976,345619,12455,161804,8583,169800,7214,14015,1789,465514,16339,155434,8703,275726,9734,34354,2830,2172229,22426,1030258,11089,262891,7137,685213,8383,82154,2386,1141971,15974,254054,8989,771490,9967,116427,3103,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27682,2265,1601,710,913,553,66,85,731,495,116,260,688,512,254,260,434,389,0,185,26081,2151,16218,1500,3659,566,11707,1358,852,280,9863,1193,2755,672,6571,835,537,251,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8227,1765,2444,1778,1661,1637,827,1105,834,604,0,193,783,512,255,244,455,405,73,96,5783,1498,3629,1204,1006,430,2330,1134,293,438,2154,910,973,634,1162,530,19,53,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1756906,9845,555756,16637,238608,8158,104976,5047,122110,5007,11522,1555,317148,11255,101090,5871,192163,7937,23895,2037,1201150,18002,562939,9039,131364,5105,369699,5876,61876,2102,638211,12163,131222,5422,416869,8532,90120,2546,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,575066,7531,190203,9543,82361,4848,39829,4022,39335,3202,3197,739,107842,6515,38042,3418,63209,4112,6591,984,384863,10809,185615,6208,47410,4357,120740,3866,17465,1176,199248,6928,45631,3918,130045,4195,23572,1070,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,95815,3087,34214,4115,15916,2202,8972,1485,6366,1367,578,390,18298,2462,6878,1388,10882,1518,538,237,61601,4916,31645,2620,9776,1887,20722,1676,1147,399,29956,2962,10115,1804,17899,1904,1942,429,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,158561,4155,41656,4190,18071,2159,7463,1303,10095,1537,513,201,23585,2779,8579,1539,13635,1719,1371,438,116905,5470,57887,3279,14852,1877,38731,2158,4304,483,59018,3573,13591,2142,38824,2321,6603,706,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,328905,6421,94758,8221,39632,3830,17076,2487,20533,2564,2023,744,55126,5014,16285,2700,34309,3436,4532,1047,234147,9600,117583,5710,30697,3384,76183,3495,10703,944,116564,5755,26197,2768,77266,3876,13101,1057,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1435220,6931,481403,18337,205542,10520,99968,6330,96717,6005,8857,1294,275861,10286,97637,5491,155724,6515,22500,1837,953817,17979,453480,9316,106248,5935,303374,5956,43858,1817,500337,11123,111547,5907,330674,6880,58116,2075,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12397,1202,6290,1624,3347,1137,1605,674,1714,690,28,55,2943,769,1301,466,1642,539,0,165,6107,1296,4258,1002,952,478,3093,837,213,159,1849,722,482,307,1194,567,173,191,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1700006,9901,253933,12429,105440,5961,42896,4592,54710,3609,7834,1299,148493,8672,49061,5080,85941,5215,13491,1581,1446073,13874,675007,7592,172107,5218,442747,4720,60153,1499,771066,9644,162348,5618,518707,5670,90011,2209,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,448705,8740,98710,8863,44134,4472,20093,2876,22184,2747,1857,640,54576,5632,17320,2736,32990,3317,4266,1000,349995,11144,169562,5763,40657,3463,114934,3659,13971,936,180433,7339,40118,3096,120943,4641,19372,1211,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1326423,8643,458965,12844,205497,6934,85455,4036,111364,5108,8678,1280,253468,8499,83965,4778,154768,5475,14735,1480,867458,14297,410141,7601,94514,4676,267842,5027,47785,1406,457317,8779,87782,3831,299681,6421,69854,1950,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,283991,5567,93085,8747,43418,4399,19523,3157,23342,2680,553,349,49667,5667,20044,3402,27612,3114,2011,621,190906,9057,95174,4592,27519,3176,63228,2854,4427,644,95732,5665,30651,3320,60239,3044,4842,702,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
