GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001EA,B05004_001MA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004EA,B05004_004MA,B05004_005EA,B05004_005MA,B05004_006EA,B05004_006MA,B05004_007EA,B05004_007MA,B05004_008MA,B05004_008EA,B05004_009EA,B05004_009MA,B05004_010EA,B05004_010MA,B05004_011EA,B05004_011MA,B05004_012EA,B05004_012MA,B05004_013MA,B05004_013EA,B05004_014EA,B05004_014MA,B05004_015MA,B05004_015EA,state
0400000US13,35.9,0.2,34.6,0.1,37.2,0.2,35.1,0.2,33.4,0.2,36.5,0.2,39.9,0.3,39.3,0.4,40.5,0.5,47.7,0.6,47.5,1.0,47.9,0.6,35.8,0.4,35.5,0.5,36.1,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.1,0.2,36.2,0.3,40.0,0.3,34.6,0.3,33.5,0.4,36.0,0.5,48.2,0.9,47.0,1.3,49.4,1.0,53.4,1.0,52.2,1.1,54.6,1.0,40.3,0.9,39.8,2.0,40.8,1.1,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.7,0.2,34.7,0.2,36.9,0.4,35.3,0.2,34.4,0.3,36.2,0.4,40.2,1.6,38.2,2.9,41.1,1.7,48.3,1.8,48.8,3.5,48.1,2.6,35.0,1.6,34.2,2.0,37.0,2.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.2,0.1,35.9,0.1,38.5,0.1,35.3,0.1,33.8,0.1,36.8,0.2,42.8,0.2,42.3,0.4,43.4,0.4,50.1,0.4,50.1,0.5,50.1,0.4,37.4,0.3,37.0,0.4,37.8,0.4,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.3,0.1,36.1,0.1,38.5,0.2,37.3,0.1,36.0,0.1,38.6,0.2,37.3,0.5,36.9,0.6,37.8,0.8,47.4,1.0,47.1,1.2,48.1,2.2,33.4,0.6,33.0,0.8,34.0,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.0,0.2,36.9,0.2,39.3,0.3,38.3,0.2,37.1,0.2,39.6,0.3,35.8,0.9,35.1,1.4,36.5,0.9,42.4,2.2,43.1,3.0,42.0,2.1,32.5,0.9,32.1,1.1,33.0,1.2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.0,0.2,34.7,0.2,37.4,0.3,35.8,0.2,34.3,0.2,37.3,0.3,37.5,0.7,37.1,1.0,37.8,0.8,46.2,1.3,46.4,2.0,46.2,1.4,33.5,1.0,32.7,1.2,34.3,1.0,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.5,0.1,37.1,0.2,39.9,0.2,38.7,0.2,37.3,0.2,40.1,0.2,35.8,0.8,35.1,1.0,36.8,1.1,43.1,1.6,43.8,2.1,42.6,2.6,32.4,1.3,31.8,1.7,32.9,1.7,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.0,0.2,34.9,0.2,37.2,0.2,35.8,0.1,34.7,0.2,36.9,0.2,40.2,0.8,38.2,1.4,42.7,1.8,51.3,1.1,50.4,1.3,52.0,1.8,33.3,0.7,32.9,1.4,33.9,1.5,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.0,0.2,42.8,0.3,45.1,0.2,43.9,0.2,42.7,0.3,44.9,0.2,47.3,1.5,43.2,3.9,48.8,3.8,52.8,3.7,51.2,5.2,53.8,6.3,39.2,4.3,34.6,5.3,43.9,3.9,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.2,0.1,36.6,0.2,39.6,0.2,36.9,0.2,35.1,0.2,38.5,0.3,42.0,0.4,40.8,0.5,43.1,0.5,48.7,0.5,48.2,0.7,49.1,0.7,36.3,0.5,35.8,0.6,36.7,0.6,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.4,0.2,37.8,0.2,40.8,0.2,38.0,0.2,36.2,0.2,39.8,0.3,43.1,0.4,42.4,0.5,43.7,0.4,49.8,0.4,49.7,0.6,49.9,0.5,36.3,0.4,36.2,0.4,36.5,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.6,0.1,38.1,0.2,40.9,0.2,39.1,0.1,37.5,0.2,40.6,0.2,43.0,0.5,42.5,0.5,43.5,0.7,50.1,0.6,50.2,0.8,50.1,0.8,36.8,0.6,36.1,0.8,37.5,0.9,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.7,0.3,36.7,0.2,38.8,0.1,37.9,0.2,36.7,0.2,39.0,0.2,37.2,0.5,36.4,0.7,37.7,0.6,41.3,0.8,41.2,0.9,41.4,0.9,33.0,0.7,32.8,0.7,33.4,1.4,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.6,0.2,35.1,0.2,38.1,0.3,36.5,0.2,35.0,0.3,38.0,0.3,38.5,1.7,37.4,1.5,40.1,1.6,48.1,2.7,48.7,2.2,47.1,4.1,34.9,1.7,34.3,2.5,35.2,1.4,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.1,0.2,36.7,0.2,39.6,0.2,38.1,0.2,36.6,0.2,39.5,0.3,38.7,0.9,37.8,0.9,39.8,1.2,46.4,1.3,46.3,1.6,46.6,1.9,33.7,0.9,33.3,1.3,34.2,1.3,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,39.6,0.4,38.7,0.4,40.5,0.5,39.3,0.4,38.6,0.4,40.3,0.5,47.0,3.3,46.7,9.7,47.3,5.8,54.7,3.5,54.8,5.3,54.7,4.1,38.2,3.1,35.5,4.8,39.5,2.2,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.3,0.2,35.3,0.2,37.5,0.2,36.3,0.2,35.2,0.2,37.5,0.3,36.6,0.8,36.0,0.9,37.7,1.4,44.6,1.3,46.3,1.8,43.3,1.6,34.1,0.7,33.9,0.8,34.4,1.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,37.1,0.2,36.4,0.2,37.8,0.2,34.0,0.2,33.6,0.3,34.5,0.3,43.5,0.5,42.6,0.5,44.4,0.4,49.5,0.7,49.3,0.9,49.7,0.7,38.7,0.5,38.1,0.7,39.5,0.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42.3,0.3,41.6,0.4,43.0,0.3,42.1,0.3,41.2,0.3,42.9,0.3,44.8,1.3,44.9,1.4,44.6,2.5,49.5,2.2,49.1,3.8,49.6,2.4,38.3,2.4,38.1,3.3,38.4,3.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.4,0.2,37.9,0.1,41.0,0.2,36.7,0.2,34.5,0.2,39.0,0.3,43.8,0.3,43.1,0.4,44.7,0.4,50.6,0.4,50.6,0.4,50.6,0.5,37.0,0.4,36.6,0.5,37.5,0.5,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36.9,0.2,35.6,0.2,38.3,0.3,35.7,0.2,34.5,0.4,37.0,0.4,41.7,0.9,40.3,1.0,43.3,0.9,51.7,1.8,51.0,4.0,52.1,2.0,38.1,0.8,37.1,1.2,38.8,1.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.2,0.1,36.5,0.1,39.8,0.1,34.5,0.1,33.0,0.2,36.0,0.2,45.4,0.2,44.2,0.3,46.5,0.2,51.7,0.3,50.9,0.3,52.4,0.4,38.4,0.3,37.8,0.3,38.9,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,37.9,0.1,36.3,0.1,39.5,0.2,37.9,0.2,36.1,0.2,39.7,0.2,37.6,0.5,37.1,0.6,38.3,0.7,46.8,0.7,46.3,0.8,47.3,0.9,34.7,0.4,34.4,0.6,35.1,0.4,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35.5,0.2,34.0,0.4,36.9,0.4,35.7,0.3,34.2,0.5,37.0,0.5,32.0,2.2,31.0,3.0,34.9,6.1,43.2,8.9,41.0,9.6,47.4,10.2,30.1,3.0,28.7,3.5,30.9,3.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.3,0.1,37.8,0.2,40.8,0.1,39.1,0.1,37.5,0.1,40.6,0.2,41.7,0.8,40.6,0.6,43.0,0.9,50.5,0.7,50.0,0.9,51.1,1.3,34.2,0.9,33.5,0.8,35.2,0.9,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.2,0.1,35.0,0.1,37.6,0.2,36.0,0.2,34.8,0.2,37.5,0.2,37.1,0.8,36.1,0.6,38.4,0.9,47.0,0.9,46.8,1.2,47.2,1.3,33.5,0.6,32.6,0.6,34.4,0.7,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.1,0.2,37.8,0.3,40.2,0.3,38.7,0.2,37.3,0.3,39.9,0.3,40.9,0.6,40.2,0.7,41.7,0.8,47.7,1.0,47.3,1.3,48.2,1.2,36.9,0.9,36.0,1.2,37.7,1.1,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.6,0.1,39.0,0.2,42.0,0.2,40.4,0.2,38.8,0.2,41.9,0.2,41.8,0.4,40.9,0.5,42.9,0.6,49.4,0.5,49.0,0.9,49.9,0.8,35.4,0.4,34.9,0.7,36.1,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39.9,0.3,37.9,0.4,41.8,0.4,38.8,0.4,36.6,0.6,40.9,0.6,44.5,1.3,42.8,2.4,46.2,1.6,50.9,1.7,50.1,2.4,51.7,2.2,37.0,2.3,37.3,2.4,36.6,3.7,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38.6,0.2,37.1,0.2,40.0,0.2,38.5,0.2,36.9,0.3,39.9,0.2,39.5,0.9,38.3,0.9,41.4,1.2,49.8,1.3,47.9,1.5,51.7,1.2,34.1,0.6,33.9,0.8,34.4,0.7,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36.6,0.3,35.5,0.3,38.0,0.4,36.8,0.3,35.7,0.3,38.1,0.4,34.3,2.3,31.1,4.8,36.4,3.7,47.6,4.4,43.4,8.9,49.3,7.9,30.1,3.6,27.2,3.6,33.1,1.7,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.5,0.2,36.9,0.3,39.8,0.2,38.7,0.2,37.1,0.2,40.0,0.2,36.4,0.7,35.2,0.7,37.8,1.0,44.3,1.0,44.3,1.1,44.3,1.8,33.4,0.6,32.5,0.8,34.8,0.9,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34.0,0.1,33.0,0.1,35.1,0.1,31.4,0.2,30.4,0.1,32.5,0.1,41.2,0.2,40.4,0.2,42.1,0.2,49.1,0.3,49.0,0.3,49.2,0.4,37.3,0.3,36.6,0.3,38.2,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30.2,0.1,29.6,0.1,30.7,0.1,28.9,0.2,28.4,0.1,29.5,0.2,37.9,0.8,37.0,0.9,38.9,1.2,46.9,1.4,46.6,1.5,47.2,2.2,34.5,0.6,34.1,0.9,35.1,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42.5,0.3,41.4,0.4,43.6,0.4,42.2,0.4,41.2,0.3,43.4,0.4,47.6,3.4,44.7,4.6,49.2,3.4,54.9,3.2,53.6,4.1,56.2,3.3,37.5,4.3,35.0,5.0,39.1,6.2,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37.6,0.1,36.3,0.2,38.9,0.2,36.6,0.1,35.2,0.2,38.1,0.3,41.0,0.4,40.1,0.5,41.8,0.5,46.7,0.6,46.1,0.7,47.2,0.6,35.8,0.4,35.4,0.6,36.2,0.6,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,37.4,0.1,36.4,0.2,38.5,0.2,36.4,0.2,35.4,0.2,37.4,0.2,40.8,0.4,39.7,0.4,41.9,0.6,48.1,0.7,47.2,0.9,48.7,0.8,35.4,0.4,35.1,0.5,35.8,0.6,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41.7,0.2,40.4,0.4,43.0,0.3,41.8,0.3,40.5,0.3,43.0,0.2,38.0,2.6,34.8,2.8,40.6,5.8,49.2,5.5,50.2,7.7,48.7,6.6,30.2,2.6,28.0,3.9,32.0,4.5,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,39.0,0.2,37.8,0.2,40.2,0.2,39.1,0.2,37.9,0.2,40.4,0.2,38.2,0.7,37.6,0.6,39.0,0.7,47.0,1.3,47.2,2.0,46.9,1.4,34.6,0.7,34.8,0.8,34.4,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36.6,0.4,35.9,0.5,37.4,0.6,36.5,0.3,35.9,0.5,37.2,0.6,38.4,2.9,36.1,4.2,40.4,3.2,43.7,2.6,49.7,11.2,42.8,2.1,33.2,3.5,32.2,3.2,37.1,7.5,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,38.6,0.2,36.7,0.2,40.3,0.2,38.2,0.2,36.4,0.2,39.9,0.3,48.6,1.4,48.0,1.6,49.1,1.5,57.9,2.4,57.8,3.2,57.9,2.6,41.9,1.4,41.1,2.0,42.6,2.4,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
