GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001MA,B25073_001EA,B25073_002EA,B25073_002MA,B25073_003MA,B25073_003EA,B25073_004MA,B25073_004EA,B25073_005EA,B25073_005MA,B25073_006MA,B25073_006EA,B25073_007MA,B25073_007EA,B25073_008EA,B25073_008MA,B25073_009MA,B25073_009EA,B25073_010MA,B25073_010EA,B25073_011MA,B25073_011EA,B25073_012MA,B25073_012EA,B25073_013MA,B25073_013EA,B25073_014EA,B25073_014MA,B25073_015MA,B25073_015EA,B25073_016MA,B25073_016EA,B25073_017EA,B25073_017MA,B25073_018MA,B25073_018EA,B25073_019EA,B25073_019MA,B25073_020EA,B25073_020MA,B25073_021MA,B25073_021EA,B25073_022EA,B25073_022MA,B25073_023MA,B25073_023EA,B25073_024EA,B25073_024MA,B25073_025EA,B25073_025MA,B25073_026EA,B25073_026MA,B25073_027EA,B25073_027MA,B25073_028MA,B25073_028EA,B25073_029EA,B25073_029MA,B25073_030EA,B25073_030MA,B25073_031MA,B25073_031EA,B25073_032EA,B25073_032MA,B25073_033MA,B25073_033EA,B25073_034MA,B25073_034EA,B25073_035EA,B25073_035MA,B25073_036MA,B25073_036EA,B25073_037MA,B25073_037EA,B25073_038MA,B25073_038EA,B25073_039MA,B25073_039EA,B25073_040EA,B25073_040MA,B25073_041MA,B25073_041EA,B25073_042EA,B25073_042MA,B25073_043EA,B25073_043MA,B25073_044MA,B25073_044EA,B25073_045EA,B25073_045MA,B25073_046MA,B25073_046EA,B25073_047EA,B25073_047MA,B25073_048EA,B25073_048MA,B25073_049EA,B25073_049MA,B25073_050MA,B25073_050EA,state
0400000US01,582422,10924,244577,7635,57809,3397,22067,2644,20637,2061,18503,2485,78970,4615,46591,3421,85082,4246,19695,2504,9662,1597,9216,1670,8109,1478,33900,2552,4500,930,129163,5352,32017,3189,15455,2478,14964,2095,11358,1957,48617,3382,6752,1535,25242,2871,7248,1396,3404,1152,2218,784,2321,853,9205,1746,846,385,26428,2252,5761,1191,2319,829,4226,942,2897,882,10238,1568,987,433,71577,4510,14843,2303,6392,1560,5942,1807,5617,1471,23868,2531,14915,1928,353,226,76,130,0,192,0,192,0,192,72,95,205,181,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,89908,3375,33904,2281,9233,1593,3446,721,5095,1158,2244,672,9568,1374,4318,654,26339,2445,6882,1109,3092,855,3288,902,2481,1009,8876,1584,1720,730,16507,2364,4738,1152,2209,800,1830,653,2009,615,5423,1352,298,159,6393,1192,1901,628,1080,553,523,315,769,403,1848,617,272,199,4172,966,1109,581,550,365,333,258,892,552,1178,503,110,153,2494,707,1109,501,422,367,192,227,50,71,386,222,335,274,99,134,0,147,0,147,0,147,0,147,99,134,0,147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,910778,13688,401127,10147,102351,6008,53892,4467,40372,3703,30973,3484,135975,7249,37564,2981,103207,4815,21384,2835,12969,2063,11582,1811,7557,1344,43658,3727,6057,1481,206750,7735,45568,3400,29974,3003,22815,2858,17688,2348,79933,5255,10772,2161,51395,3552,10057,2106,5395,1269,6693,1506,4451,1277,21847,2392,2952,838,89930,4507,18325,2100,9945,1606,10428,1433,7812,1384,40081,2960,3339,766,56562,4226,12375,1761,5285,1413,3913,1002,3833,1044,22913,2579,8243,1497,1807,893,218,148,0,203,0,203,59,95,399,393,1131,793,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,385912,7213,176770,6185,42529,3536,19357,2376,16640,2107,13009,1909,56158,3833,29077,2399,68387,4186,14361,2140,8561,1502,7857,1489,6012,1337,27506,2916,4090,1159,68999,4597,19801,2837,7510,1816,7456,1494,5984,1492,23983,2669,4265,1377,10909,1662,2714,885,1463,659,1229,564,1018,554,3708,1011,777,566,19427,2310,3620,1052,2837,968,2287,865,1805,901,7274,1239,1604,767,41060,3426,9283,1468,3102,832,3463,1003,2675,845,13794,2193,8743,1179,360,278,182,188,0,192,0,192,0,192,0,192,178,203,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5845953,25919,2190253,22862,397262,10256,250640,8631,230945,8455,191408,7021,958566,18702,161432,6874,899526,16617,183122,6397,96689,4534,95741,5083,77995,4338,417893,12294,28086,2988,1322767,17790,249986,7695,154133,7383,146185,6380,121624,6585,604969,14734,45870,3918,567474,13482,105473,4710,64337,4700,64650,3902,51197,4236,262259,10175,19558,2233,739458,12608,127097,4899,79355,5153,87403,5332,69726,5057,346611,9833,29266,2779,120517,5293,21314,2690,11585,1895,10760,1866,8474,1541,50939,3730,17445,2112,5958,1274,799,446,307,264,307,335,245,257,2453,1005,1847,729,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,710855,11436,270165,8109,61502,3897,34210,3288,28678,3124,22048,2428,101864,5104,21863,2298,80654,4887,17510,2376,12124,2024,9076,1507,7673,1587,31573,3031,2698,929,167564,7094,37010,3418,19638,2486,20748,2981,18591,2562,65180,4367,6397,1540,87328,5049,15431,2290,11137,2096,10370,1930,9058,1729,38195,3133,3137,796,79395,3942,15728,1753,8980,1350,9560,1544,7987,1643,34490,2909,2650,861,24895,2830,5760,1337,2791,943,1873,726,2246,1018,8863,1579,3362,1036,854,492,0,195,124,204,174,281,184,241,221,252,151,152,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,451382,9182,99551,5101,20956,2291,10800,1731,8778,1570,7795,1391,37023,3056,14199,2050,164483,6040,35718,3409,17446,2170,18418,2403,12569,2027,72828,4269,7504,1650,90312,4111,17694,2299,12541,2224,9854,1443,8450,1599,36744,3515,5029,1161,38236,3377,7639,1539,4977,1186,4292,1023,3840,988,16228,2427,1260,510,56062,3461,12609,1928,7094,1481,8231,1514,5708,1137,20156,2364,2264,746,2460,871,810,541,44,73,0,201,141,201,1130,604,335,302,278,210,0,201,88,142,78,129,0,201,43,74,69,84,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96024,4093,38614,3353,6725,1272,4792,1231,4066,1079,3026,867,15079,2206,4926,1244,10487,1371,2846,719,1266,469,1519,551,866,456,3514,933,476,455,29418,2447,6855,1316,4400,1259,2845,862,2132,916,12121,1983,1065,640,4108,842,1081,391,428,256,684,383,379,219,1116,489,420,352,6925,1220,1162,434,459,303,973,457,517,267,3140,782,674,541,6361,1265,1614,752,751,501,549,373,526,358,2365,813,556,313,111,137,0,189,0,189,0,189,0,189,81,130,30,46,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161138,4370,24862,2521,5988,1200,3057,793,2620,885,2097,796,8452,1547,2648,846,25105,2627,7687,1629,2887,817,2676,848,2018,663,9157,1402,680,331,39957,2935,8435,1528,3867,790,4830,1300,3201,969,17084,2369,2540,696,15837,2313,3479,1014,2029,846,1420,522,1567,681,5863,1285,1479,739,55377,3087,13612,1802,6977,1422,7348,1505,6528,1185,19295,2079,1617,618,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2539102,20898,949233,14089,181273,7576,107527,5266,93056,5093,78620,5185,391567,11499,97190,5121,344563,9479,57665,3756,40175,3852,35841,3050,28506,2702,166286,7381,16090,1898,579392,15069,97513,6612,71888,5125,61685,5035,55482,4376,265519,9172,27305,3699,240956,9568,38086,3205,26578,3120,27181,3193,24487,3336,110995,6464,13629,2240,268126,7917,41244,3121,21281,2279,30985,2897,27441,2788,132378,6136,14797,2095,152991,6842,31008,3153,12735,2439,12894,2046,11522,2053,62502,4349,22330,2895,3841,1123,355,299,357,305,423,353,273,272,1189,627,1244,742,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
