GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001EA,B17018_001MA,B17018_002MA,B17018_002EA,B17018_003MA,B17018_003EA,B17018_004EA,B17018_004MA,B17018_005EA,B17018_005MA,B17018_006EA,B17018_006MA,B17018_007MA,B17018_007EA,B17018_008MA,B17018_008EA,B17018_009EA,B17018_009MA,B17018_010MA,B17018_010EA,B17018_011EA,B17018_011MA,B17018_012MA,B17018_012EA,B17018_013MA,B17018_013EA,B17018_014MA,B17018_014EA,B17018_015EA,B17018_015MA,B17018_016EA,B17018_016MA,B17018_017EA,B17018_017MA,B17018_018MA,B17018_018EA,B17018_019MA,B17018_019EA,B17018_020MA,B17018_020EA,B17018_021EA,B17018_021MA,B17018_022EA,B17018_022MA,B17018_023MA,B17018_023EA,B17018_024MA,B17018_024EA,B17018_025EA,B17018_025MA,B17018_026MA,B17018_026EA,B17018_027EA,B17018_027MA,B17018_028MA,B17018_028EA,B17018_029MA,B17018_029EA,B17018_030MA,B17018_030EA,B17018_031MA,B17018_031EA,B17018_032EA,B17018_032MA,B17018_033EA,B17018_033MA,B17018_034EA,B17018_034MA,B17018_035MA,B17018_035EA,state
0400000US01,1222568,14007,174593,5454,50938,3329,15594,1642,18096,2095,13135,1632,4113,1354,123655,5176,16642,2341,5556,1445,5357,1120,4362,1021,1367,612,107013,4850,25984,2604,35045,2696,40330,3684,5654,1089,1047975,12811,806927,13011,70069,3883,212446,7107,261490,9307,262922,6986,241048,8506,63840,4466,8990,1382,21717,2765,19665,2821,13468,2053,177208,6823,27249,2379,47351,3505,66446,4184,36162,3244,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,778,361,1439,381,774,269,233,166,6590,957,1602,421,296,182,740,238,566,291,0,147,4988,887,1079,500,1925,575,1718,399,266,177,155617,3391,123278,3925,5000,969,27642,2482,48941,2955,41695,2649,32339,2400,12502,1764,1616,684,3855,768,4555,1061,2476,878,19837,1610,1987,435,4287,1053,8033,1344,5530,1123,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,28353,3021,25950,2632,25972,2675,11287,1929,121950,5349,25835,2700,9394,1527,7874,1467,6866,1409,1701,716,96115,4873,30516,2442,28111,2871,31352,3062,6136,1291,1358798,12983,1045031,11565,87017,4341,195113,6519,373471,8828,389430,9224,313767,10077,103626,6418,15031,2180,25597,3084,41297,3449,21701,2543,210141,7236,24262,2564,51630,4101,88226,4770,46023,3306,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,11839,1759,14353,1849,10205,1615,2661,669,69735,4077,13064,2061,2506,661,5134,1230,4647,1498,777,647,56671,3500,13610,2118,21507,2422,19236,2153,2318,709,642331,9468,509479,8797,54036,3603,157558,5685,152076,6491,145809,5036,132852,5003,39438,3104,8330,1652,13300,1560,12461,1838,5347,1198,93414,4501,11804,1590,29975,2545,32572,2762,19063,2031,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,198976,6183,106228,5404,100325,4912,57241,3858,630207,11812,136695,5738,49098,3954,37985,3152,39009,3549,10603,1622,493512,9785,174604,5843,119776,4989,162144,6191,36988,2815,7552993,30734,5697544,28260,714520,11441,901882,13516,1753727,18395,2327415,19252,1855449,18633,621667,12504,121510,5397,147124,6478,212235,7566,140798,6485,1233782,13731,200800,6013,248879,7747,479270,11084,304833,9714,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,15582,2116,12101,1970,10779,1743,7450,1207,65682,3667,11582,1915,2568,963,4083,1066,3912,1140,1019,552,54100,3537,12597,1846,14517,1877,20142,2344,6844,1238,1168347,10778,936290,11617,55490,4551,152085,5670,290006,7717,438709,7939,232057,7209,76804,5221,9995,1854,16493,1940,27070,3172,23246,2141,155253,5684,12997,1895,30119,2656,66299,3839,45838,3340,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,5637,1406,6708,1582,3084,776,3523,805,48673,3115,6060,1505,2402,997,1810,679,1344,660,504,350,42613,3022,10475,1564,13596,2084,15637,2254,2905,820,822668,9009,638933,9589,35126,3108,129660,4614,157668,5524,316479,6497,183735,6411,51208,3549,6478,1331,14323,2219,14749,2080,15658,1982,132527,5470,12230,2000,38055,3350,47802,3651,34440,2972,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,2200,839,2059,599,1509,612,439,307,13128,1840,1747,768,830,546,662,433,231,195,24,40,11381,1673,3295,948,5106,1316,2410,710,570,376,209029,4873,158526,4790,10871,1673,38091,2249,46084,3164,63480,2660,50503,3510,12901,1748,1116,431,4969,1238,4198,1099,2618,763,37602,3276,3487,1017,12228,1725,14306,2032,7581,1521,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,1167,694,859,365,787,435,668,409,15420,2011,2054,714,743,516,656,348,578,427,77,108,13366,1966,3679,1147,5164,1065,3744,996,779,603,101566,3750,62324,3075,3127,928,7189,1200,7238,1111,44770,2618,39242,2530,9715,1504,1443,596,2838,868,2043,760,3391,982,29527,2270,2630,886,7738,1114,11294,1534,7865,1187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,58028,4584,76403,4120,62075,4817,36982,2866,340159,11393,62065,4527,19430,2575,22805,2805,13819,1974,6011,1567,278094,10488,66858,4774,97747,5735,90424,5468,23065,2528,4052741,29605,3100895,28510,237002,8152,707635,13486,993779,15889,1162479,16989,951846,17055,273553,9186,38578,3191,89570,5303,82775,4850,62630,4512,678293,13031,72228,4354,190192,6718,253335,8676,162538,6257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
