GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002EA,B10053_002MA,B10053_003EA,B10053_003MA,B10053_004EA,B10053_004MA,B10053_005MA,B10053_005EA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008EA,B10053_008MA,B10053_009EA,B10053_009MA,B10053_010EA,B10053_010MA,B10053_011EA,B10053_011MA,state
0400000US01,122379,6359,117093,6134,61674,4435,39593,3746,22081,2533,55419,5013,5286,1427,1182,569,1104,563,78,96,4104,1336,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15575,2047,13432,1973,7632,1439,5278,1236,2354,535,5800,1161,2143,729,734,627,497,606,237,315,1409,556,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,159959,9264,107356,6898,44585,4120,26487,3245,18098,2215,62771,5203,52603,6044,14778,2167,10957,1904,3821,856,37825,5005,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66665,4100,62396,4026,36737,3237,21441,2423,15296,2008,25659,2734,4269,1138,1637,710,1387,713,250,381,2632,896,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1125828,19018,419005,11074,151021,6390,85576,5371,65445,4007,267984,9402,706823,15465,144816,6411,94341,5129,50475,3762,562007,13920,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,100500,6067,75864,4951,31999,3976,20040,2966,11959,2009,43865,3873,24636,3461,6473,1659,5135,1439,1338,724,18163,3194,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65480,4643,44743,3822,14461,2424,8623,1902,5838,1435,30282,3281,20737,3248,4704,1475,3263,1433,1441,566,16033,2943,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23749,2994,20856,2894,9979,1805,7208,1649,2771,852,10877,2022,2893,790,451,321,359,314,92,87,2442,747,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10666,1540,8756,1469,3727,1012,2139,813,1588,492,5029,1111,1910,824,517,416,421,374,96,170,1393,724,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,468303,13938,288451,12011,120288,7399,68876,6321,51412,4458,168163,9930,179852,10199,34017,4198,19109,2993,14908,2455,145835,8815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,253127,11483,209195,10261,101490,7346,65799,5967,35691,3704,107705,6598,43932,4199,9026,2161,6318,1945,2708,901,34906,3791,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,56434,4533,34920,3265,8147,1514,3856,1122,4291,1144,26773,2855,21514,2875,3545,976,1940,591,1605,695,17969,2653,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26093,3318,22662,3024,9803,2023,5010,1470,4793,1397,12859,2334,3431,1175,919,523,734,516,185,177,2512,1028,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,280388,9963,181437,7578,78531,4908,46995,3354,31536,3260,102906,5788,98951,6054,19615,2364,12649,2116,6966,1247,79336,5348,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125802,6897,115829,6335,58298,4933,39791,4317,18507,2372,57531,4322,9973,1805,2331,976,1618,831,713,466,7642,1649,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39846,3580,33097,3199,14428,1867,8478,1316,5950,1223,18669,2241,6749,1547,1658,634,1461,648,197,189,5091,1327,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47662,3875,40615,3692,19866,2416,10724,1955,9142,1622,20749,2480,7047,1661,2910,1153,2218,1053,692,439,4137,1190,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102198,6351,98455,6454,53948,4225,34192,3183,19756,2406,44507,4257,3743,1063,1322,676,664,492,658,474,2421,795,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,121490,6557,116100,6386,65216,5727,40315,4045,24901,3156,50884,4324,5390,1295,1443,669,1173,575,270,288,3947,1219,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19196,2273,18558,2212,6525,1134,3730,928,2795,802,12033,1890,638,335,216,166,105,128,111,99,422,289,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,106922,5667,40109,3577,26285,2903,13824,1982,66813,4644,36078,2808,6430,1184,3219,881,3211,998,29648,2627,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125145,6993,80960,6079,26113,3098,15928,2817,10185,1496,54847,5001,44185,4057,9895,2037,4768,1467,5127,1353,34290,3566,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,176089,6901,150203,6408,60035,3995,36564,3374,23471,2294,90168,4960,25886,3120,2831,736,2159,656,672,290,23055,3019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
