GEO_ID,C08012_001E,C08012_001M,C08012_002E,C08012_002M,C08012_003E,C08012_003M,C08012_004E,C08012_004M,C08012_005E,C08012_005M,C08012_006E,C08012_006M,C08012_007E,C08012_007M,C08012_008E,C08012_008M,C08012_009E,C08012_009M,C08012_010E,C08012_010M,C08012_011E,C08012_011M,C08012_012E,C08012_012M,C08012_013E,C08012_013M,C08012_014E,C08012_014M,C08012_015E,C08012_015M,C08012_016E,C08012_016M,C08012_017E,C08012_017M,C08012_018E,C08012_018M,C08012_019E,C08012_019M,C08012_020E,C08012_020M,C08012_021E,C08012_021M,C08012_022E,C08012_022M,C08012_023E,C08012_023M,C08012_024E,C08012_024M,C08012_025E,C08012_025M,C08012_026E,C08012_026M,C08012_027E,C08012_027M,C08012_028E,C08012_028M,C08012_029E,C08012_029M,C08012_030E,C08012_030M,NAME,C08012_001MA,C08012_001EA,C08012_002MA,C08012_002EA,C08012_003MA,C08012_003EA,C08012_004MA,C08012_004EA,C08012_005EA,C08012_005MA,C08012_006MA,C08012_006EA,C08012_007MA,C08012_007EA,C08012_008EA,C08012_008MA,C08012_009MA,C08012_009EA,C08012_010EA,C08012_010MA,C08012_011MA,C08012_011EA,C08012_012MA,C08012_012EA,C08012_013EA,C08012_013MA,C08012_014EA,C08012_014MA,C08012_015EA,C08012_015MA,C08012_016MA,C08012_016EA,C08012_017MA,C08012_017EA,C08012_018EA,C08012_018MA,C08012_019MA,C08012_019EA,C08012_020MA,C08012_020EA,C08012_021EA,C08012_021MA,C08012_022MA,C08012_022EA,C08012_023MA,C08012_023EA,C08012_024EA,C08012_024MA,C08012_025MA,C08012_025EA,C08012_026MA,C08012_026EA,C08012_027MA,C08012_027EA,C08012_028MA,C08012_028EA,C08012_029MA,C08012_029EA,C08012_030EA,C08012_030MA,state
0400000US01,1933555,16895,242195,8552,276820,9473,338249,9817,300829,9011,122593,7231,292931,9182,108195,5742,141816,6112,109927,5651,1020805,12504,119348,5920,132328,6259,174827,6469,156524,5988,62730,4747,162243,6359,58398,4029,83289,4489,71118,3939,912750,10831,122847,5606,144492,6921,163422,7377,144305,6565,59863,4510,130688,6870,49797,3830,58527,3785,38809,3636,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342405,5479,82887,3892,73269,4666,64630,4279,47412,3859,14560,1914,22915,3218,8818,1885,11732,1701,16182,1970,191120,4287,47619,3080,40028,3243,33806,2976,25614,2581,6708,1164,14044,2351,5438,1383,6746,1217,11117,1511,151285,3537,35268,2437,33241,2652,30824,2757,21798,2508,7852,1458,8871,1651,3380,971,4986,1145,5065,992,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2604104,16668,326747,10020,361047,9603,395842,12250,403131,10723,189030,7619,389640,9235,178300,5957,204629,7336,155738,5723,1404566,10727,159096,5872,179520,6562,204789,7552,217171,7811,103845,5135,228777,7984,98873,4276,114948,6013,97547,5130,1199538,13295,167651,7051,181527,6290,191053,8229,185960,6754,85185,5150,160863,4874,79427,4218,89681,4464,58191,3370,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1188625,11146,215158,7229,207026,8323,214569,8447,169537,7258,62755,4193,140330,6605,56428,5168,67909,4368,54913,3622,631044,6638,110357,5337,110597,6140,109502,5388,91573,4947,30913,2894,70575,4552,31342,3119,40637,3217,35548,3121,557581,8328,104801,4517,96429,4828,105067,5621,77964,4972,31842,2700,69755,4541,25086,3187,27272,2524,19365,2224,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15868010,41013,1604168,25130,2098100,26643,2435511,27477,2355128,29161,934487,15811,2365170,27938,1057088,15035,1313017,19668,1705341,25516,8726144,29660,787614,15913,1084839,20122,1278146,18971,1275253,21124,509769,12175,1353066,22557,607965,12191,768932,15914,1060560,16545,7141866,29701,816554,14737,1013261,16716,1157365,16492,1079875,16809,424718,9715,1012104,14558,449123,10117,544085,11662,644781,16401,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2399564,16901,323422,9125,341301,11274,386505,10087,373411,10591,157885,7348,322238,8898,160738,6017,179526,5621,154538,7465,1309341,10577,162223,5182,179094,8388,201949,7258,200338,7534,86075,5356,178648,6561,93701,4318,107536,4440,99777,6055,1090223,11644,161199,6565,162207,6365,184556,7250,173073,6969,71810,4278,143590,5526,67037,4066,71990,3456,54761,3469,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1661027,10885,206803,7785,253778,7647,268673,8301,265181,8437,101594,5831,207527,8674,108200,5979,111664,5356,137607,7062,863415,7163,97777,4826,126622,5241,132096,5608,129975,6013,52973,4080,110527,5492,61119,4387,65184,3706,87142,5545,797612,9192,109026,5047,127156,5696,136577,6004,135206,5005,48621,3435,97000,5682,47081,3298,46480,3623,50465,3757,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407696,6230,44681,4065,60604,4692,67958,3734,67243,3812,27738,2569,56305,4368,22990,2289,28096,2966,32081,3438,208760,3569,21784,2442,30912,3328,32273,2995,32222,2591,13599,2063,29945,2834,11205,1599,16112,2128,20708,2546,198936,4298,22897,2793,29692,2890,35685,3104,35021,2917,14139,1830,26360,2927,11785,1695,11984,1973,11373,1693,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,315613,5279,18292,2410,22103,2646,39732,3399,48862,3817,22816,2415,65502,4664,35739,2878,34239,2845,28328,2846,155239,3219,9647,1773,10698,1728,21071,2552,23831,2726,11841,1740,30834,2659,16747,2066,16726,1912,13844,1949,160374,4183,8645,1457,11405,1753,18661,2425,25031,2549,10975,1762,34668,3439,18992,1946,17513,1820,14484,1928,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7929082,32998,770157,17822,1001531,21120,1229093,17415,1308415,24584,532653,13570,1314471,22284,567917,15420,658779,16731,546066,14320,4140334,25094,375394,10937,500284,12826,614846,13657,660592,15839,275616,9256,710054,15289,305923,10321,369690,11865,327935,12928,3788748,22551,394763,11736,501247,14495,614247,14027,647823,14082,257037,9286,604417,15415,261994,10870,289089,10651,218131,7825,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
