GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001MA,B27010_001EA,B27010_002EA,B27010_002MA,B27010_003MA,B27010_003EA,B27010_004EA,B27010_004MA,B27010_005EA,B27010_005MA,B27010_006MA,B27010_006EA,B27010_007EA,B27010_007MA,B27010_008MA,B27010_008EA,B27010_009MA,B27010_009EA,B27010_010EA,B27010_010MA,B27010_011MA,B27010_011EA,B27010_012EA,B27010_012MA,B27010_013EA,B27010_013MA,B27010_014MA,B27010_014EA,B27010_015MA,B27010_015EA,B27010_016EA,B27010_016MA,B27010_017MA,B27010_017EA,B27010_018MA,B27010_018EA,B27010_019EA,B27010_019MA,B27010_020MA,B27010_020EA,B27010_021EA,B27010_021MA,B27010_022EA,B27010_022MA,B27010_023MA,B27010_023EA,B27010_024MA,B27010_024EA,B27010_025MA,B27010_025EA,B27010_026MA,B27010_026EA,B27010_027EA,B27010_027MA,B27010_028MA,B27010_028EA,B27010_029EA,B27010_029MA,B27010_030EA,B27010_030MA,B27010_031MA,B27010_031EA,B27010_032EA,B27010_032MA,B27010_033EA,B27010_033MA,B27010_034MA,B27010_034EA,B27010_035EA,B27010_035MA,B27010_036MA,B27010_036EA,B27010_037EA,B27010_037MA,B27010_038EA,B27010_038MA,B27010_039EA,B27010_039MA,B27010_040MA,B27010_040EA,B27010_041MA,B27010_041EA,B27010_042EA,B27010_042MA,B27010_043MA,B27010_043EA,B27010_044MA,B27010_044EA,B27010_045EA,B27010_045MA,B27010_046EA,B27010_046MA,B27010_047EA,B27010_047MA,B27010_048MA,B27010_048EA,B27010_049MA,B27010_049EA,B27010_050EA,B27010_050MA,B27010_051EA,B27010_051MA,B27010_052MA,B27010_052EA,B27010_053EA,B27010_053MA,B27010_054EA,B27010_054MA,B27010_055MA,B27010_055EA,B27010_056EA,B27010_056MA,B27010_057MA,B27010_057EA,B27010_058EA,B27010_058MA,B27010_059EA,B27010_059MA,B27010_060MA,B27010_060EA,B27010_061MA,B27010_061EA,B27010_062EA,B27010_062MA,B27010_063MA,B27010_063EA,B27010_064EA,B27010_064MA,B27010_065MA,B27010_065EA,B27010_066MA,B27010_066EA,state
0400000US01,4755381,1814,1107844,2800,990552,7760,463885,11137,59229,5696,3422,1390,440211,10305,22788,3709,1017,751,69111,5649,12220,2390,140,137,7888,2309,8316,2278,168,226,40379,4102,48181,5683,1083752,5679,733658,9424,534873,10027,82083,5324,4100,1106,94879,5706,14244,2021,3479,1281,61335,4373,16747,2089,1117,569,7050,1432,8025,2015,311,209,28085,3515,288759,10706,1861714,5869,1326709,13466,1004073,13765,123939,7183,59600,3938,99763,5118,27467,2992,11867,2186,230339,6681,44756,3488,20159,2289,11142,1919,51563,3313,18801,2255,7018,1278,76900,5047,304666,10485,702071,2771,181655,6209,11256,1772,1533,817,168227,6125,330,245,309,278,516587,6286,306,256,143490,5042,125075,4659,54958,3624,238,194,14312,1980,178208,5908,3829,1123,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,187885,833,150759,3685,76599,4497,5332,1486,61,61,54286,3573,14371,2584,110,123,15284,2461,1239,833,143,240,395,367,5132,1486,25,41,8350,1932,21842,2981,181673,2823,117871,4311,85304,4707,6262,1376,238,259,15069,1947,10438,2036,560,343,11852,1757,3001,912,0,147,470,223,3362,998,0,147,5019,1412,51950,3848,278103,2043,187955,4619,155343,5486,9272,1511,2171,798,14164,1797,4813,921,2192,714,32653,2798,7850,1638,1142,527,99,144,3946,1056,5381,1043,1050,447,13185,1585,57495,3644,64587,1146,15638,2000,2763,954,253,234,12622,1724,0,147,0,147,48250,2057,109,138,21926,1773,5167,1163,6005,1045,0,147,2431,911,12612,1568,699,318,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,1613505,1027,1336967,11378,679525,15516,86316,6605,1410,694,544543,12590,23606,3600,1567,1487,84778,6702,12881,2168,375,358,5069,1415,8751,1908,227,173,57475,5593,191760,10797,1496622,3908,1009540,11491,684588,11719,92326,5608,2954,1083,206377,8042,16645,2356,6650,1745,64215,4379,20857,2649,871,487,7041,1496,4805,1321,1113,748,29528,2717,422867,11475,2404278,3632,1716387,14702,1243394,15457,179283,6997,42696,3581,200507,8359,28887,2622,21620,2673,193337,6916,43774,4150,11537,2102,5040,895,38224,3218,12252,1842,7203,1250,75307,4376,494554,12409,1006821,1666,334927,7610,14844,2003,6432,1359,311576,7093,707,372,1368,884,662889,7888,1445,642,168338,6535,196486,6978,68408,4561,71,116,30074,2692,198067,6781,9005,1533,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,709125,2381,632843,6815,249738,9721,28774,3593,2036,995,340416,10057,11510,3194,369,261,37023,4021,5386,1571,287,414,2305,1033,2244,892,186,151,26615,3218,39259,5023,654148,4677,419789,8466,307720,8741,40956,3901,1875,684,59722,4141,7248,1592,2268,864,35685,3785,10306,1831,433,334,6427,1511,2771,1110,154,159,15594,2226,198674,7759,1105752,4798,751948,9502,553703,9947,72155,4310,42844,3332,56856,4112,12114,2010,14276,2048,128454,5542,24074,2981,8562,1122,5838,1006,35920,3057,6091,1494,6694,1275,41275,2987,225350,8191,437989,2282,132424,5467,5529,1055,565,338,125442,5431,191,166,697,361,303898,5460,330,210,60571,3728,95329,4761,38393,2678,24,49,16271,1704,92980,4155,1667,995,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,9157955,2369,8094185,22291,3948862,31334,537918,14202,43594,5240,3461413,33026,99946,8424,2452,1497,390562,14490,68227,5106,4110,1191,22021,3966,26787,4103,1130,667,268287,10684,673208,17842,9373754,7085,6351130,28392,4352528,29296,726864,16443,31552,3303,1129930,16689,86255,5521,24001,2839,345573,8833,122840,5629,4277,1198,37383,3342,22551,2727,3251,871,155271,6894,2677051,26941,14602764,6942,10604414,36043,7867405,38659,1143554,20435,173117,6620,1271110,21075,79491,4830,69737,4389,931854,16128,234137,8621,50216,2905,24268,2460,238796,9023,38420,3419,23583,2513,322434,8328,3066496,32962,4697080,3683,1485351,16876,143091,6389,23863,2593,1312962,16195,1273,618,4162,1075,3128305,17362,4749,1102,933866,12600,705108,12517,694726,12253,863,413,92786,4370,696207,11377,83424,5559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,1239191,3147,1071713,7919,588730,12408,87933,6178,4536,1872,341937,10941,47704,4265,873,943,65329,5112,12143,2407,171,179,2977,1645,10600,2760,484,713,38954,4168,102149,6364,1244307,4935,894698,10692,626637,11153,119189,5680,2686,898,110792,6430,30651,3516,4743,1248,63265,4176,20162,2114,653,354,3625,881,7773,1894,1557,748,29495,2801,286344,9999,2060633,4704,1571455,10515,1194717,13103,197062,6875,24784,2537,103347,5848,37418,3347,14127,1987,152595,6435,36861,2928,8733,1346,5564,1091,25813,2581,13637,2057,6340,1490,55647,3996,336583,9967,629141,2142,195584,6709,15861,1705,1778,543,177465,6318,165,193,315,215,429445,6556,773,420,120233,5274,130615,4919,36108,2488,101,100,14939,1868,126676,4943,4112,1023,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,784159,911,710731,5857,436539,10317,31999,3685,1394,789,231301,9344,9431,2674,67,112,39773,4306,8609,1824,42,69,2492,1449,2463,1528,0,201,26167,3536,33655,4063,767690,2399,615029,7121,440333,8273,54252,4024,3056,1139,111337,6402,4758,1061,1293,597,27958,2508,11197,1432,686,329,3395,934,1322,622,526,418,10832,1557,124703,6930,1468005,2660,1197423,10091,950273,11541,96376,5468,20375,2652,117732,6388,7681,1818,4986,1497,101083,5119,28427,2923,8642,1579,3219,972,22702,2571,4031,1601,2471,749,31591,3151,169499,9209,521555,1361,153402,5822,15964,1841,1370,589,135667,5524,0,201,401,378,363507,5990,589,358,130609,5212,92140,4004,34942,3000,51,89,10877,1754,94299,5037,4646,1257,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,203339,387,181004,2763,104430,5383,5854,1394,769,606,66812,4775,3065,1279,74,126,13247,2110,1117,528,263,294,747,741,1800,944,0,189,9320,1732,9088,2188,205526,1535,161821,3987,114939,5286,9654,1388,1354,704,33700,3269,2155,1003,19,31,12182,1975,3976,1161,0,189,1410,775,1642,779,81,128,5073,1303,31523,3511,359612,1500,283756,4785,222607,5969,14733,1983,7322,1424,33360,2798,4373,1318,1361,578,34653,3123,7116,1150,3369,833,915,449,7779,1727,3365,989,660,357,11449,1502,41203,3643,143025,657,30235,2631,2545,691,121,162,27462,2485,23,38,84,174,111320,2628,104,133,39571,2395,28333,2272,6322,1301,0,189,2086,632,34904,2297,1470,567,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,111287,241,97574,2913,44023,3160,4728,1610,188,236,47298,3772,1337,644,0,203,11083,2682,1204,512,124,146,369,313,315,291,0,203,9071,2497,2630,1112,222543,593,188960,2823,130904,3977,21337,2074,620,404,34270,3078,1615,568,214,337,14741,2064,6787,1312,131,118,866,404,512,295,98,123,6347,1595,18842,2055,230610,726,185285,3333,128701,3853,14086,2090,2322,844,37745,2505,963,419,1468,584,24766,2212,5679,1372,731,422,41,67,7344,1488,1130,462,591,372,9250,1696,20559,2415,71393,513,17196,1847,4932,868,381,193,11717,1767,0,203,166,115,53933,1879,146,139,22900,1729,6040,1159,9690,1764,0,203,887,394,14270,1505,264,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,4019835,2322,3424356,18709,1519753,27706,255280,12214,14644,3594,1544379,30396,88197,7850,2103,1638,150444,8684,22120,3486,386,229,9315,2551,18859,3194,412,612,99352,6993,445035,17132,4112499,6704,2541264,20964,1720922,21944,302601,9982,12266,2251,424514,14830,66754,5405,14207,2455,153647,8599,38856,4212,1984,796,26160,3760,15189,2671,3229,1035,68229,5644,1417588,19672,7534396,7799,5015675,26292,3667400,27414,593994,14913,153720,9266,432226,13041,107126,5773,61209,4201,587522,12241,106699,5324,36964,3437,19987,2417,150908,8574,47184,5302,21402,2575,204378,6264,1931199,25659,3578397,4016,1240249,16760,59159,4416,23446,3012,1154313,17073,1555,555,1776,687,2279007,18622,3143,776,556333,12257,627209,10379,332248,10182,691,475,97724,5785,661659,12611,59141,5391,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
