GEO_ID,B25128_001E,B25128_001M,B25128_002E,B25128_002M,B25128_003E,B25128_003M,B25128_004E,B25128_004M,B25128_005E,B25128_005M,B25128_006E,B25128_006M,B25128_007E,B25128_007M,B25128_008E,B25128_008M,B25128_009E,B25128_009M,B25128_010E,B25128_010M,B25128_011E,B25128_011M,B25128_012E,B25128_012M,B25128_013E,B25128_013M,B25128_014E,B25128_014M,B25128_015E,B25128_015M,B25128_016E,B25128_016M,B25128_017E,B25128_017M,B25128_018E,B25128_018M,B25128_019E,B25128_019M,B25128_020E,B25128_020M,B25128_021E,B25128_021M,B25128_022E,B25128_022M,B25128_023E,B25128_023M,B25128_024E,B25128_024M,B25128_025E,B25128_025M,B25128_026E,B25128_026M,B25128_027E,B25128_027M,B25128_028E,B25128_028M,B25128_029E,B25128_029M,B25128_030E,B25128_030M,B25128_031E,B25128_031M,B25128_032E,B25128_032M,B25128_033E,B25128_033M,B25128_034E,B25128_034M,B25128_035E,B25128_035M,B25128_036E,B25128_036M,B25128_037E,B25128_037M,B25128_038E,B25128_038M,B25128_039E,B25128_039M,B25128_040E,B25128_040M,B25128_041E,B25128_041M,B25128_042E,B25128_042M,B25128_043E,B25128_043M,B25128_044E,B25128_044M,B25128_045E,B25128_045M,NAME,B25128_001MA,B25128_001EA,B25128_002MA,B25128_002EA,B25128_003MA,B25128_003EA,B25128_004MA,B25128_004EA,B25128_005MA,B25128_005EA,B25128_006EA,B25128_006MA,B25128_007MA,B25128_007EA,B25128_008MA,B25128_008EA,B25128_009MA,B25128_009EA,B25128_010EA,B25128_010MA,B25128_011EA,B25128_011MA,B25128_012EA,B25128_012MA,B25128_013MA,B25128_013EA,B25128_014EA,B25128_014MA,B25128_015EA,B25128_015MA,B25128_016MA,B25128_016EA,B25128_017EA,B25128_017MA,B25128_018EA,B25128_018MA,B25128_019MA,B25128_019EA,B25128_020EA,B25128_020MA,B25128_021EA,B25128_021MA,B25128_022MA,B25128_022EA,B25128_023EA,B25128_023MA,B25128_024MA,B25128_024EA,B25128_025EA,B25128_025MA,B25128_026MA,B25128_026EA,B25128_027EA,B25128_027MA,B25128_028MA,B25128_028EA,B25128_029MA,B25128_029EA,B25128_030EA,B25128_030MA,B25128_031MA,B25128_031EA,B25128_032EA,B25128_032MA,B25128_033EA,B25128_033MA,B25128_034MA,B25128_034EA,B25128_035EA,B25128_035MA,B25128_036MA,B25128_036EA,B25128_037EA,B25128_037MA,B25128_038EA,B25128_038MA,B25128_039EA,B25128_039MA,B25128_040EA,B25128_040MA,B25128_041MA,B25128_041EA,B25128_042EA,B25128_042MA,B25128_043EA,B25128_043MA,B25128_044MA,B25128_044EA,B25128_045EA,B25128_045MA,state
0400000US01,1822439,11200,1240017,12974,126598,4853,57912,3467,62402,3340,4602,1267,1646,679,36,60,0,192,728247,9439,100008,4877,314977,8905,197477,6382,73787,3619,32522,2393,9476,1608,385172,4718,22865,2084,93066,3799,76957,4128,54942,3309,71670,3320,65672,2872,582422,10924,209400,7213,173567,6422,32463,3548,2305,976,1028,458,37,62,0,192,301276,8373,178070,5902,93725,4936,19915,2393,5423,905,2180,659,1963,541,71746,3949,29996,2614,25086,2306,7413,1293,3199,685,1971,503,4081,881,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,19272,1786,10712,1640,7795,1134,403,175,344,242,18,16,0,147,104121,3002,13557,1602,48687,2495,26256,1997,11722,1189,2980,706,919,460,32714,1639,1984,526,8793,1298,6560,1093,6735,937,5565,892,3077,844,89908,3375,37564,2514,32533,2627,4653,862,52,41,326,246,0,147,0,147,45282,2261,27847,2269,14667,1597,2213,718,331,163,215,142,9,15,7062,1246,3111,753,2535,724,816,380,229,213,345,258,26,31,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,150778,5166,82703,4201,62488,3483,4488,920,954,420,145,226,0,203,836666,9667,176620,5458,410541,7759,175891,5385,53649,3331,16849,1832,3116,807,502587,6196,66236,3436,201309,5680,115884,4609,52601,2897,42894,2357,23663,2175,910778,13688,335453,8607,295254,7995,37189,2898,2235,777,775,463,0,203,0,203,469454,10462,336013,9999,114416,5032,14125,1846,3093,620,1107,454,700,378,105871,4425,56553,3436,35759,2867,8007,1347,2783,675,1627,584,1142,671,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,81456,4151,39024,3328,40214,3051,1831,654,387,269,0,192,0,192,426900,6135,66774,4234,195258,5491,105115,4787,39764,2594,15111,1616,4878,1058,231631,4177,15474,1509,62632,3221,53365,3269,34117,2249,38016,2383,28027,2003,385912,7213,149288,5504,126963,5453,21017,2436,740,421,500,457,68,117,0,192,186127,5541,116567,4918,58049,4216,7751,1354,1918,544,1116,578,726,394,50497,3133,21522,2107,19370,2105,4605,908,1879,587,1464,447,1657,595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,551974,10003,304196,8618,219905,7204,18759,2348,8355,1288,759,343,0,203,4262568,23525,703918,14308,1869516,19336,1088488,15807,443315,9957,118131,4363,39200,3046,1990097,12633,133221,5273,425101,7654,376775,8006,349207,7199,407148,8027,298645,5474,5845953,25919,1879860,16300,1519741,15472,335998,9631,17305,2114,6528,1309,288,265,0,203,3228225,22218,1716623,17601,1145549,16040,278903,8194,61586,4013,18800,2331,6764,1328,737868,12528,264497,7503,279451,7729,108474,4566,44524,3299,27817,2238,13105,1443,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,147784,5715,82875,4801,62439,4081,1827,677,643,383,0,195,0,195,824390,8112,139528,5123,413848,6945,191519,5558,59364,3470,15880,1710,4251,944,319771,4380,26685,1960,90363,4294,73877,3609,44417,2303,50013,2768,34416,1956,710855,11436,298084,7505,265088,7731,31330,2253,677,372,989,600,0,195,0,195,333756,7926,226648,7119,91826,5325,11800,1375,2721,841,444,302,317,243,79015,3701,39985,3029,26912,2047,6887,1067,2857,799,1391,586,983,388,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,68426,3434,34527,2712,30467,2412,2303,847,1030,506,99,115,0,201,570970,7347,65251,3279,252844,6644,150507,4621,70787,2967,21129,2186,10452,1454,249082,4627,10593,1376,44052,2792,38187,2450,39030,2732,53990,2767,63230,3498,451382,9182,139247,5721,112467,5163,25436,2929,1081,627,263,188,0,201,0,201,230317,6939,121711,5891,82899,4294,18340,2049,4845,1087,1823,851,699,290,81818,4042,25574,2568,32188,2757,12512,1726,5184,1245,2223,634,4137,867,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,23752,2328,9714,1419,11823,1468,1401,674,738,546,76,131,0,189,144047,3256,19826,2169,67775,3561,34933,2514,15472,1675,4571,901,1470,521,75248,2156,4841,944,23283,1772,11819,1286,11728,1343,10657,1279,12920,1226,96024,4093,35120,2667,28626,2680,6303,1437,16,28,175,202,0,189,0,189,47162,3055,28876,2634,13937,1655,2756,845,1208,666,339,250,46,75,13742,1769,5295,1104,4739,1017,1907,666,1110,461,96,116,595,491,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,13777,1629,7494,1007,5996,1252,213,228,74,86,0,203,0,203,66325,3275,11937,1494,32152,2895,13606,1723,5234,1114,1498,560,1898,601,30411,1600,1335,503,4144,695,5697,896,5204,816,7009,839,7022,1137,161138,4370,66670,3013,54721,2982,11565,1544,232,180,152,146,0,203,0,203,75398,3868,34545,2559,30538,2889,7384,1381,2211,822,455,291,265,265,19070,1670,4386,1184,6665,1025,3218,673,2296,710,1690,609,815,386,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,311480,9517,149550,6237,147384,7053,9714,1821,4521,1101,311,285,0,218,2582437,18600,468006,10937,1247127,13707,597804,11624,199171,6459,52984,3466,17345,2223,1778565,13348,210176,7076,647764,11855,433001,8318,248153,6900,149477,5077,89994,4089,2539102,20898,807681,14583,700172,13561,100181,6352,5110,1224,2134,752,84,96,0,218,1354271,17375,932049,16495,360572,10640,42173,3494,11941,1804,5158,1230,2378,1006,377150,9394,191318,6933,132493,6142,34357,2756,11994,1658,5133,1027,1855,535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
