GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001MA,B08528_001EA,B08528_002EA,B08528_002MA,B08528_003MA,B08528_003EA,B08528_004EA,B08528_004MA,B08528_005MA,B08528_005EA,B08528_006MA,B08528_006EA,B08528_007MA,B08528_007EA,B08528_008MA,B08528_008EA,B08528_009EA,B08528_009MA,B08528_010MA,B08528_010EA,B08528_011MA,B08528_011EA,B08528_012MA,B08528_012EA,B08528_013MA,B08528_013EA,B08528_014EA,B08528_014MA,B08528_015EA,B08528_015MA,B08528_016MA,B08528_016EA,B08528_017MA,B08528_017EA,B08528_018EA,B08528_018MA,B08528_019MA,B08528_019EA,B08528_020MA,B08528_020EA,B08528_021MA,B08528_021EA,B08528_022MA,B08528_022EA,B08528_023MA,B08528_023EA,B08528_024EA,B08528_024MA,B08528_025EA,B08528_025MA,B08528_026EA,B08528_026MA,B08528_027MA,B08528_027EA,B08528_028MA,B08528_028EA,B08528_029MA,B08528_029EA,B08528_030EA,B08528_030MA,B08528_031EA,B08528_031MA,B08528_032MA,B08528_032EA,B08528_033MA,B08528_033EA,B08528_034MA,B08528_034EA,B08528_035EA,B08528_035MA,B08528_036EA,B08528_036MA,B08528_037EA,B08528_037MA,B08528_038MA,B08528_038EA,B08528_039MA,B08528_039EA,B08528_040MA,B08528_040EA,B08528_041EA,B08528_041MA,B08528_042EA,B08528_042MA,B08528_043EA,B08528_043MA,B08528_044MA,B08528_044EA,B08528_045MA,B08528_045EA,B08528_046EA,B08528_046MA,B08528_047MA,B08528_047EA,B08528_048MA,B08528_048EA,B08528_049MA,B08528_049EA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052EA,B08528_052MA,B08528_053MA,B08528_053EA,B08528_054MA,B08528_054EA,B08528_055MA,B08528_055EA,B08528_056MA,B08528_056EA,B08528_057EA,B08528_057MA,B08528_058MA,B08528_058EA,B08528_059MA,B08528_059EA,B08528_060MA,B08528_060EA,B08528_061MA,B08528_061EA,B08528_062EA,B08528_062MA,B08528_063MA,B08528_063EA,B08528_064MA,B08528_064EA,B08528_065EA,B08528_065MA,B08528_066MA,B08528_066EA,B08528_067MA,B08528_067EA,B08528_068EA,B08528_068MA,B08528_069MA,B08528_069EA,B08528_070MA,B08528_070EA,state
0400000US01,1932727,18015,1382352,15431,1330748,14419,51604,3520,126247,5389,120971,5671,119286,5821,78146,4525,102422,5987,3303,1052,1666104,16636,1203478,14502,1162675,13573,40803,3313,109514,5041,108279,5088,103154,5609,68173,4188,71284,4587,2222,907,166532,7567,117859,6272,113710,6222,4149,1063,10534,1672,9936,1785,10291,1814,7106,1535,10552,2109,254,215,9328,1493,5795,1081,5748,1077,47,78,812,612,532,318,1328,743,421,341,409,312,31,51,20791,2520,11936,2012,11187,1888,749,596,1618,663,439,266,2547,805,1054,397,3143,898,54,76,19917,2352,14558,2294,13954,2346,604,398,1161,568,800,397,609,319,636,365,2028,790,125,130,50055,3837,28726,2674,23474,2494,5252,1199,2608,765,985,500,1357,545,756,411,15006,2404,617,399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,215002,5483,205309,5704,9693,1716,34359,2853,29405,2657,30327,2506,37239,2989,19987,2339,490,277,240883,6349,140833,6182,135429,6189,5404,1070,24859,2562,18722,2367,20060,1903,26563,2631,9647,1549,199,142,47159,3880,26936,3348,25949,3398,987,526,4247,1025,3895,807,4043,1096,5449,1527,2573,800,16,21,6712,1189,5047,995,5047,995,0,147,552,336,59,52,739,481,286,186,29,41,0,147,32694,2865,19095,2393,18162,2343,933,609,2407,628,3980,502,2696,767,3384,757,1126,355,6,11,23990,2360,15967,2098,15224,2057,743,333,1597,460,2329,372,2148,899,724,262,1225,550,0,147,15371,2129,7124,1639,5498,1500,1626,563,697,291,420,208,641,391,833,478,5387,1162,269,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,1982068,15699,1882104,16186,99964,5081,172899,7107,185704,7264,130430,5584,94671,4562,156973,7115,4703,1072,2080926,16932,1523449,14896,1458629,15476,64820,4155,138808,6349,151550,6159,95753,5255,72376,3751,96339,5719,2651,810,300368,12248,216951,9890,208070,9763,8881,1432,16524,2028,19965,2381,18227,2286,11387,2081,16449,2486,865,488,64758,5527,50428,5134,49726,5114,702,486,3341,1268,4300,1244,3324,994,1719,723,1621,605,25,44,56928,4479,39507,3999,38014,3815,1493,695,3092,842,2047,601,3372,911,5254,1128,3140,990,516,581,74121,4727,52817,4160,50600,4120,2217,864,4001,1040,4755,1167,5738,1170,1999,819,4734,1324,77,92,150347,7170,98916,5621,77065,5227,21851,2443,7133,1588,3087,778,4016,955,1936,672,34690,3458,569,296,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,861810,9101,824739,8693,37071,3129,92361,4759,68798,4409,99873,4937,28547,2982,72716,4354,1650,631,1023919,11729,732780,9470,703825,9267,28955,2822,75103,4349,58831,4121,84101,4719,25835,2912,46225,3167,1044,475,124218,6827,84164,5568,81342,5705,2822,791,10562,1746,7850,1345,10884,1722,1256,490,9342,1699,160,171,5754,1314,3191,1014,3132,1010,59,91,533,388,327,271,1309,705,105,134,289,287,0,192,20012,2524,13003,1984,11712,1866,1291,551,2422,794,914,562,1781,757,100,120,1672,708,120,176,17263,2138,13260,1844,12877,1774,383,253,1127,623,657,380,719,344,321,196,1126,641,53,90,34589,3457,15412,2084,11851,1804,3561,1052,2614,762,219,177,1079,472,930,584,14062,2288,273,205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,11885622,49600,11340485,48688,545137,11808,1109594,19032,1197161,17740,681284,14980,467946,11998,1371255,23592,27176,2467,12262665,43018,8872485,44688,8512101,43627,360384,9828,813535,16319,947062,14127,467701,12226,334922,11478,813006,17386,13954,1491,1824947,24455,1317929,21149,1265486,20897,52443,5008,116899,5807,116765,5145,76446,5126,49814,3901,141633,6925,5461,1241,886923,17701,651184,15585,643097,15576,8087,1500,68831,4314,51799,4571,43929,3900,21834,2544,48548,3458,798,359,455763,12824,295382,10594,281101,10158,14281,2571,43326,3659,23218,2143,29109,2688,27939,3564,35848,3538,941,473,431907,11189,309135,9985,297228,9762,11907,2075,29366,2739,23130,3117,26128,2845,14277,2274,29214,2667,657,361,877833,17079,439507,11766,341472,10605,98035,5321,37637,2741,35187,3043,37971,2935,19160,2920,303006,10141,5365,1134,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,1822729,16597,1694843,16415,127886,6147,194453,6620,173019,6002,101003,4603,107100,4585,161139,7205,4601,1158,1917766,18291,1375292,16395,1295688,15587,79604,5074,149004,5451,143925,5234,72413,4093,81218,4503,93042,5986,2872,932,247383,8812,178488,7456,166063,7121,12425,1921,16163,2083,17006,1983,9533,1434,10013,1717,15838,2519,342,207,85858,4515,64925,3812,64227,3837,698,333,7178,1273,2639,723,5948,1200,3553,775,1457,642,158,193,75145,4508,47620,4008,44882,4068,2738,730,6334,1301,2983,760,4799,1239,8119,982,5135,1079,155,136,60272,4217,40918,3461,39203,3426,1715,542,5792,1182,3383,876,4260,884,2538,775,3176,875,205,282,177620,7065,115486,5527,84780,4768,30706,2798,9982,2021,3083,937,4050,1001,1659,611,42491,3232,869,459,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,1218627,13164,1160226,13230,58401,4173,162534,5768,124690,5284,70089,4827,31596,2786,108590,5232,2916,905,1362261,13434,966443,12476,923104,12250,43339,3405,130734,5491,112616,5227,58948,4542,23725,2344,68145,4164,1650,644,146064,6905,110001,5896,105487,5882,4514,1158,10924,1463,7134,1195,4788,1230,2287,706,10349,2102,581,478,61529,4431,51268,3851,51059,3852,209,197,4723,1188,1295,493,1504,620,829,461,1878,826,32,52,53983,3898,32559,3489,31400,3438,1159,486,10251,1512,1736,633,2885,754,2481,665,3799,1008,272,320,20076,2686,15023,2221,14697,2256,326,236,1786,615,761,371,305,220,733,572,1468,644,0,201,75129,4216,43333,3305,34479,2819,8854,1649,4116,907,1148,432,1659,649,1541,684,22951,2411,381,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,305079,6904,291319,6669,13760,1770,42311,3883,11623,1622,37195,2677,12045,1967,15316,1960,473,301,344378,8116,246555,6601,237228,6482,9327,1447,35376,3565,10571,1561,31499,2479,10883,1973,9339,1533,155,161,38007,3569,29294,3331,27724,3322,1570,907,3240,903,468,349,3285,927,697,406,860,530,163,143,11755,1913,8955,1646,8949,1645,6,9,1480,815,363,262,730,374,58,69,66,106,103,182,8842,1465,6203,1393,5799,1224,404,310,1192,401,146,195,605,385,164,205,480,444,52,88,5214,1349,3545,998,3422,990,123,125,185,135,8,13,549,309,88,107,839,679,0,189,15846,1986,10527,1537,8197,1372,2330,787,838,418,67,103,527,276,155,140,3732,1113,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,366174,9748,348528,9815,17646,2048,126279,4816,35314,2837,12545,1690,232906,6631,25174,2710,774,539,333043,10568,156102,6743,146293,6606,9809,1661,45529,3507,21720,2343,7173,1283,89733,5124,12511,2084,275,248,72349,4666,32642,3266,30701,3103,1941,825,10685,2005,3195,928,1083,448,22649,2233,2044,629,51,83,306122,8284,134271,6541,132164,6457,2107,570,50470,3686,8741,1318,3199,819,104241,4182,4939,1272,261,361,46392,3659,24148,2605,22808,2524,1340,554,12468,1595,696,448,461,425,7027,1350,1405,431,187,297,26786,3021,11204,1947,10868,1942,336,209,5461,1051,785,370,495,353,7756,1269,1085,646,0,203,14474,2265,7807,1608,5694,1295,2113,804,1666,504,177,151,134,132,1500,817,3190,931,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,6262535,36336,5789430,34836,473105,12204,517461,14320,580295,12283,262776,9060,220334,7946,459210,11904,11078,1617,6628307,35438,5016175,32958,4693675,32079,322500,10201,417620,12633,501403,11070,219165,8305,181127,7605,287686,9880,5131,1071,783491,19087,595369,16673,545959,16033,49410,4062,53466,4439,50704,3863,23600,2853,15975,2388,42291,4669,2086,679,174603,7504,134945,7616,132225,7608,2720,933,9749,1738,9216,2018,4508,1116,3124,885,12988,2271,73,86,126442,7100,94987,6455,89464,6322,5523,1166,9221,1545,5779,1474,2838,732,3549,1905,9194,1682,874,460,176665,9010,136146,8311,128150,8104,7996,1487,9182,1948,7136,1421,6245,1341,3584,891,14006,2223,366,287,424181,12099,284913,10040,199957,8068,84956,5602,18223,2349,6057,1429,6420,1373,12975,2647,93045,5834,2548,1051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
