GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001EA,B18102_001MA,B18102_002MA,B18102_002EA,B18102_003MA,B18102_003EA,B18102_004MA,B18102_004EA,B18102_005MA,B18102_005EA,B18102_006MA,B18102_006EA,B18102_007EA,B18102_007MA,B18102_008MA,B18102_008EA,B18102_009MA,B18102_009EA,B18102_010EA,B18102_010MA,B18102_011MA,B18102_011EA,B18102_012MA,B18102_012EA,B18102_013MA,B18102_013EA,B18102_014MA,B18102_014EA,B18102_015EA,B18102_015MA,B18102_016MA,B18102_016EA,B18102_017MA,B18102_017EA,B18102_018MA,B18102_018EA,B18102_019MA,B18102_019EA,B18102_020EA,B18102_020MA,B18102_021EA,B18102_021MA,B18102_022EA,B18102_022MA,B18102_023EA,B18102_023MA,B18102_024MA,B18102_024EA,B18102_025EA,B18102_025MA,B18102_026EA,B18102_026MA,B18102_027EA,B18102_027MA,B18102_028MA,B18102_028EA,B18102_029EA,B18102_029MA,B18102_030MA,B18102_030EA,B18102_031MA,B18102_031EA,B18102_032EA,B18102_032MA,B18102_033MA,B18102_033EA,B18102_034MA,B18102_034EA,B18102_035EA,B18102_035MA,B18102_036MA,B18102_036EA,B18102_037MA,B18102_037EA,B18102_038EA,B18102_038MA,B18102_039MA,B18102_039EA,state
0400000US01,4755381,1814,2284668,5599,147308,2684,180,131,147128,2677,415809,3961,3402,1124,412407,3980,531617,4933,5271,1192,526346,4928,887106,4678,40855,3285,846251,5881,190180,1968,30802,2567,159378,3416,112648,1728,34394,2215,78254,2513,2470713,5159,145046,2955,348,279,144698,2951,399681,3242,2264,897,397417,3114,552135,3993,4553,1122,547582,3953,974608,3537,25515,3085,949093,5009,224389,1875,15471,2027,208918,2699,174854,1842,34818,2529,140036,2810,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,27429,1035,265,229,27164,1057,69544,1700,380,232,69164,1706,94246,2336,837,425,93409,2313,143384,1614,8225,1402,135159,2161,22353,942,4976,782,17377,876,9908,768,3879,716,6029,951,345384,2157,27276,991,95,89,27181,1002,63636,1571,788,736,62848,1321,87427,1302,624,360,86803,1432,134719,1425,2986,769,131733,1567,20604,843,2131,576,18473,1033,11722,617,3441,707,8281,881,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,221365,1209,790,415,220575,1207,602505,1744,4019,1095,598486,1999,751798,3251,9821,1867,741977,3718,1168289,3029,44104,3380,1124185,4657,275142,1670,36118,2856,239024,3431,187963,1227,53168,2942,134795,3377,3314164,2699,208716,1349,1519,598,207197,1552,580919,1609,3294,1084,577625,1879,744824,2254,7017,1714,737807,2701,1235989,2375,26879,2658,1209110,3607,310038,1235,18498,2008,291540,2391,233678,1241,42853,3319,190825,3255,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,100882,2408,981,755,99901,2482,268655,3444,1736,709,266919,3579,326777,4149,4110,1027,322667,4213,535726,3544,29654,2372,506072,4281,119768,1332,24071,2009,95697,2211,76038,1155,24016,1861,52022,2168,1479168,4700,89299,1970,496,433,88803,2020,250289,3194,2133,971,248156,3325,327371,3255,3635,1111,323736,3301,570026,3297,14564,1811,555462,3652,137191,1477,8926,1221,128265,1845,104992,1495,21576,1913,83416,2165,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1278807,2755,6559,1389,1272248,3059,3406028,3716,20118,2446,3385910,4746,4752433,6837,36941,3457,4715492,8720,7165481,6126,193197,7355,6972284,9477,1239368,2545,145917,5046,1093451,5348,836354,2691,228394,6442,607960,6746,19153082,6595,1221679,3103,4003,1130,1217676,3274,3251441,3540,17908,2607,3233533,4939,4621321,4381,26310,2606,4595011,5205,7437283,4136,132445,5204,7304838,6073,1428312,2553,78927,4286,1349385,4771,1193046,2975,249432,7715,943614,8170,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,172218,2580,874,392,171344,2553,460882,3139,3280,1024,457602,3253,631231,3992,6321,1403,624910,4163,1021905,3415,41569,2985,980336,4606,181353,1445,28709,2095,152644,2422,103629,1327,33298,2081,70331,2257,2602054,4073,161355,1764,567,528,160788,1720,444736,3321,2230,640,442506,3263,613076,2786,5272,1315,607804,3238,1038728,2995,20931,2370,1017797,3923,197218,1766,11967,1468,185251,2237,146941,1868,32128,2183,114813,2559,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,96985,987,906,631,96079,1141,301805,1678,1209,588,300596,1806,383635,1995,2953,1136,380682,2400,709888,1833,18654,2134,691234,2505,133728,826,11962,1354,121766,1538,92658,1166,22945,2220,69713,2438,1822710,2714,93753,905,257,226,93496,919,291616,1458,2008,817,289608,1646,384055,1748,1674,643,382381,1913,758117,1793,12080,1660,746037,2322,154423,973,7855,1244,146568,1544,140746,1503,26966,2148,113780,2497,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,28729,338,265,224,28464,374,74358,711,548,450,73810,915,100496,928,1396,677,99100,1150,170223,1060,5692,1029,164531,1341,39458,555,3580,914,35878,950,24328,538,5857,950,18471,1004,473910,1235,27506,482,0,189,27506,482,72746,686,1167,923,71579,1079,105030,1268,577,275,104453,1372,189389,1229,3721,871,185668,1593,45855,526,2854,790,43001,989,33384,540,5669,961,27715,1008,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,20822,3,0,203,20822,3,35045,410,209,190,34836,438,101450,559,571,352,100879,656,111773,630,2421,696,109352,1002,17648,534,1197,582,16451,751,11574,675,1551,520,10023,772,337521,821,20239,270,0,203,20239,270,35181,411,177,193,35004,462,121093,343,863,448,120230,580,118837,521,1659,644,117178,797,22824,392,878,413,21946,610,19347,497,1940,629,17407,720,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,549923,3628,3462,1111,546461,3717,1510052,5559,7391,1480,1502661,5842,2048451,5131,13517,2554,2034934,5626,3615418,5769,110258,5827,3505160,8712,919338,3041,101498,4767,817840,5780,690763,3082,179303,5056,511460,5062,9911182,7269,524126,3587,3324,1703,520802,3792,1435734,4610,6605,1482,1429129,4878,2064048,4618,14945,2652,2049103,4787,3918978,5631,72059,4372,3846919,7205,1051243,2953,48469,3091,1002774,4218,917053,2929,162561,5819,754492,6116,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
