GEO_ID,B13002I_001E,B13002I_001M,B13002I_002E,B13002I_002M,B13002I_003E,B13002I_003M,B13002I_004E,B13002I_004M,B13002I_005E,B13002I_005M,B13002I_006E,B13002I_006M,B13002I_007E,B13002I_007M,NAME,B13002I_001EA,B13002I_001MA,B13002I_002MA,B13002I_002EA,B13002I_003EA,B13002I_003MA,B13002I_004EA,B13002I_004MA,B13002I_005MA,B13002I_005EA,B13002I_006MA,B13002I_006EA,B13002I_007MA,B13002I_007EA,state
0400000US18,108615,2852,9274,1619,6833,1498,2441,758,99341,3225,45100,3137,54241,2828,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,44622,2232,2735,829,2047,802,688,355,41887,2169,17470,1791,24417,2339,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,79988,1820,6849,1303,4586,1242,2263,882,73139,2216,33504,2000,39635,2637,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,32419,1676,2800,958,1806,812,994,538,29619,1783,15018,1456,14601,1899,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,54263,2526,4588,1178,2907,1048,1681,694,49675,2608,22381,1870,27294,2550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4273,610,413,298,184,194,229,168,3860,612,1135,475,2725,566,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141449,1957,10654,2077,6549,1687,4105,1171,130795,2814,56372,3699,74423,4009,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,201258,1171,15551,1923,8431,1581,7120,1385,185707,2387,59973,3391,125734,3636,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,120716,2221,9272,1577,4690,1167,4582,1209,111444,2731,45551,2708,65893,3175,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,68964,1472,5978,1285,2442,713,3536,946,62986,1710,28692,2226,34294,2390,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18512,2189,878,520,642,461,236,255,17634,2155,8146,1522,9488,1895,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58462,1633,3832,1171,2224,869,1608,809,54630,2034,23252,1765,31378,2091,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,10045,1151,357,285,193,208,164,170,9688,1119,3119,706,6569,1162,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,47092,1275,2839,857,1678,596,1161,657,44253,1364,20459,1763,23794,1701,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,206920,1521,12443,2027,8265,1845,4178,1379,194477,2146,89901,4297,104576,4042,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11133,859,478,340,67,64,411,344,10655,856,5218,811,5437,862,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,455948,2026,26110,2511,14237,1771,11873,1620,429838,3364,171938,4994,257900,4843,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,245613,1676,14901,2247,7747,1701,7154,1564,230712,2733,92596,3918,138116,3952,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,985082,2962,52032,3489,26740,2985,25292,3009,933050,4189,339219,7056,593831,8074,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,225302,3345,17985,2326,11536,1962,6449,1561,207317,4602,101886,4323,105431,5584,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4152,762,271,203,268,202,3,8,3881,754,1934,497,1947,626,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,101681,2397,7760,1336,3628,987,4132,959,93921,2616,36820,2399,57101,2974,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,93360,1268,7532,1112,4658,844,2874,868,85828,1866,43834,1886,41994,1842,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,126767,1698,8236,1783,5508,1482,2728,942,118531,2193,53583,3592,64948,3053,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,215896,2349,14165,1895,5245,1114,8920,1630,201731,2740,69360,3292,132371,4010,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40196,714,2679,921,914,581,1765,723,37517,1172,12187,1873,25330,1880,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65641,2052,3740,1241,2646,887,1094,822,61901,2137,32271,2218,29630,2981,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7179,728,737,400,482,328,255,208,6442,770,2924,590,3518,772,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,76716,2287,6492,1541,4219,1287,2273,799,70224,2525,37629,2485,32595,2480,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2659018,5137,181351,7638,113234,5709,68117,5332,2477667,8725,1161978,15241,1315689,16707,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,100307,1374,5754,1126,3563,917,2191,830,94553,1759,47489,2482,47064,2739,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3055,678,0,151,0,151,0,151,3055,678,971,307,2084,690,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,192980,2681,13483,2162,7668,1607,5815,1559,179497,3235,85669,4528,93828,4940,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,215486,1949,16380,2385,9802,1728,6578,1721,199106,2833,88933,3807,110173,4070,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6189,1113,259,211,170,220,89,108,5930,1102,1793,627,4137,805,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,91238,1690,5887,1438,3963,1157,1924,766,85351,2157,35888,2204,49463,2846,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12909,1478,869,432,550,376,319,231,12040,1460,5415,933,6625,1270,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,882609,3292,33415,2575,14353,1829,19062,2053,849194,4026,275232,7334,573962,8251,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
