GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003MA,B06007_003EA,B06007_004MA,B06007_004EA,B06007_005MA,B06007_005EA,B06007_006EA,B06007_006MA,B06007_007MA,B06007_007EA,B06007_008EA,B06007_008MA,B06007_009EA,B06007_009MA,B06007_010MA,B06007_010EA,B06007_011EA,B06007_011MA,B06007_012EA,B06007_012MA,B06007_013EA,B06007_013MA,B06007_014MA,B06007_014EA,B06007_015MA,B06007_015EA,B06007_016EA,B06007_016MA,B06007_017MA,B06007_017EA,B06007_018EA,B06007_018MA,B06007_019EA,B06007_019MA,B06007_020MA,B06007_020EA,B06007_021MA,B06007_021EA,B06007_022MA,B06007_022EA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026MA,B06007_026EA,B06007_027MA,B06007_027EA,B06007_028EA,B06007_028MA,B06007_029MA,B06007_029EA,B06007_030EA,B06007_030MA,B06007_031MA,B06007_031EA,B06007_032MA,B06007_032EA,B06007_033EA,B06007_033MA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036MA,B06007_036EA,B06007_037EA,B06007_037MA,B06007_038MA,B06007_038EA,B06007_039EA,B06007_039MA,B06007_040EA,B06007_040MA,state
0400000US01,4541368,2912,4309662,8763,143539,6605,74902,5697,68637,5418,88167,6236,57198,5549,30969,4102,3122318,22115,3069361,21855,36670,4326,26671,3930,9999,1730,16287,3435,13615,3101,2672,1057,1217750,21680,1176058,20550,28284,3443,21662,2856,6622,2072,13408,2183,10952,1697,2456,1091,39863,4065,30423,3352,6659,1711,5332,1625,1327,648,2781,1126,1751,811,1030,805,161437,7789,33820,3508,71926,5540,21237,3232,50689,4511,55691,3741,30880,3255,24811,3482,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,680427,1049,575025,5395,20367,2652,16189,2330,4178,1139,85035,4505,56879,3759,28156,3948,269635,6692,227619,7058,4061,1391,4011,1389,50,63,37955,2792,32099,2515,5856,1115,345575,5979,328152,6403,8101,1277,7865,1273,236,179,9322,1657,7852,1595,1470,689,14546,2349,9005,1837,1626,775,1447,753,179,208,3915,1481,2143,878,1772,910,50671,3414,10249,1520,6579,1452,2866,762,3713,1089,33843,3076,14785,1869,19058,3066,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6196543,887,4535677,23788,1266837,17006,815761,16565,451076,12789,394029,13417,280435,10581,113594,6939,2184729,26266,1575985,26966,488246,13033,431997,13294,56249,4843,120498,5430,97768,5168,22730,1794,3042151,24189,2763635,22380,214375,9953,185365,8989,29010,3366,64141,4139,57727,4152,6414,1167,77752,5527,51946,4082,17873,2456,13347,2163,4526,1279,7933,1948,6738,1856,1195,574,891911,18700,144111,7327,546343,13831,185052,9491,361291,11546,201457,10133,118202,7214,83255,5903,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2769171,2391,2578940,9058,139554,6964,72794,5637,66760,4879,50677,5453,31249,4277,19428,2820,1677836,13907,1636129,14272,34034,3677,25416,3008,8618,1809,7673,2407,5591,2101,2082,969,939760,13035,899778,13288,30267,3723,26084,3391,4183,1272,9715,1949,7264,1531,2451,982,19117,2973,14577,2391,2860,1033,1772,786,1088,664,1680,730,1197,496,483,447,132458,5314,28456,3539,72393,4375,19522,2888,52871,3993,31609,3605,17197,2694,14412,2583,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35831956,3033,20130999,53142,10322454,44779,5865849,43016,4456605,39361,5378503,32829,3071499,31342,2307004,24171,18644942,60466,13025696,56648,4661800,35935,3998597,36256,663203,15235,957446,19849,826411,18866,131035,6411,6464455,41266,5828817,38334,403691,12169,331398,12097,72293,4336,231947,8563,204062,8219,27885,2670,455164,9335,243630,7738,106527,5785,71689,4814,34838,3296,105007,6003,80581,5475,24426,2579,10267395,53292,1032856,17937,5150436,37827,1464165,20262,3686271,35328,4084103,30183,1960445,27535,2123658,23864,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934794,2520,4109040,17037,577824,15141,359671,12512,218153,8321,247930,9797,160446,7873,87484,6368,1993509,18117,1749826,20453,205768,9290,169722,8418,36046,3214,37915,3822,32598,3635,5317,1183,2372214,17397,2220491,16833,114390,6564,97164,6393,17226,2459,37333,3066,33797,2924,3536,864,71163,4366,55540,3721,8532,1559,5542,1299,2990,1157,7091,1569,6106,1482,985,474,497908,11444,83183,4849,249134,8674,87243,5744,161891,7193,165591,7587,87945,5310,77646,5706,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405334,868,2671765,12576,388509,8121,229111,7874,159398,6410,345060,11377,224089,9776,120971,5676,1816344,16013,1643852,16593,107795,7251,95754,6603,12041,2170,64697,5091,57910,4934,6787,1226,969034,16089,881317,14326,52909,4574,46773,4295,6136,1276,34808,3254,30545,2900,4263,1082,123351,5836,28487,2602,86982,5284,43970,3905,43012,3415,7882,2171,6781,2143,1101,509,496605,12800,118109,6701,140823,7383,42614,4395,98209,6718,237673,9350,128853,7288,108820,5574,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,869514,423,764157,5465,54833,3638,30931,3171,23902,3118,50524,4258,35655,3541,14869,2207,385597,8768,366384,8992,12046,2141,9130,1649,2916,1123,7167,1796,5995,1454,1172,781,392297,7826,373729,7528,12310,2266,10741,2138,1569,582,6258,1264,5760,1213,498,303,15219,2524,6164,1453,8680,2091,5333,1377,3347,1158,375,248,337,227,38,68,76401,4389,17880,2908,21797,2759,5727,1395,16070,2732,36724,3221,23563,2548,13161,2043,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605388,270,497028,5706,53095,3567,34779,2979,18316,2457,55265,4616,40391,3426,14874,2626,204287,6333,191156,6226,8247,1710,7098,1695,1149,612,4884,1174,4526,1133,358,317,297628,6799,273613,7038,12764,1814,11780,1818,984,359,11251,1733,10227,1552,1024,545,11658,2032,7322,1516,2680,1033,1990,992,690,519,1656,659,1600,636,56,94,91815,5389,24937,3253,29404,2877,13911,2085,15493,2320,37474,3920,24038,2753,13436,2351,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18478811,3217,13411845,36998,3764501,22947,2118588,25505,1645913,25267,1302465,26621,824160,20527,478305,15120,6123371,35935,5170157,36309,764501,17955,668434,16763,96067,6432,188713,10349,166896,9653,21817,3428,7918869,40379,7281350,34791,486310,16866,423873,16238,62437,4798,151209,7688,134732,7186,16477,2123,654510,19656,185501,9268,434916,16123,269223,11831,165693,10351,34093,4267,26514,3590,7579,1941,3782061,37276,774837,21578,2078774,24284,757058,16397,1321716,21654,928450,20608,496018,15494,432432,13904,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
