GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001MA,B12002I_001EA,B12002I_002EA,B12002I_002MA,B12002I_003MA,B12002I_003EA,B12002I_004EA,B12002I_004MA,B12002I_005EA,B12002I_005MA,B12002I_006MA,B12002I_006EA,B12002I_007EA,B12002I_007MA,B12002I_008MA,B12002I_008EA,B12002I_009MA,B12002I_009EA,B12002I_010EA,B12002I_010MA,B12002I_011MA,B12002I_011EA,B12002I_012MA,B12002I_012EA,B12002I_013MA,B12002I_013EA,state
0400000US01,126211,2707,71459,3063,33532,3841,30682,3035,2539,853,1161,687,3545,1149,54752,1903,19498,3011,26395,2454,1530,586,3175,1086,4154,1227,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33637,750,18300,732,8531,993,7701,1112,40,43,250,232,1778,607,15337,742,5421,961,6799,1104,811,562,432,300,1874,771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1417605,205,710616,832,326700,6156,296304,7078,17240,2338,10970,1485,59402,4141,706989,844,282523,6065,289372,6640,27983,3040,33860,2494,73251,4347,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,129880,2015,69479,2236,28240,2342,33317,2629,1525,758,515,444,5882,1770,60401,2131,20614,2713,30861,2253,1514,625,2199,1014,5213,1308,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10742990,1152,5410903,1775,2571159,15840,2325392,17737,127012,6507,76269,4031,311071,10428,5332087,1493,2170132,14468,2229878,15841,220019,7774,270197,8359,441861,10698,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,778270,3185,397720,2721,170527,5298,175361,5612,8332,1877,7493,1355,36007,3225,380550,2368,135452,4780,169308,5192,12141,1721,18914,1873,44735,3622,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,383106,544,190838,910,99733,3143,71454,4334,5047,1221,2338,657,12266,2047,192268,804,86519,3541,66491,3710,8138,1617,9609,1535,21511,2698,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,55585,355,28997,581,13416,1157,12078,1300,615,330,239,209,2649,802,26588,550,11018,1112,10892,1397,1163,745,428,350,3087,1092,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51498,-555555555,26400,370,14501,1325,9845,1326,174,167,56,95,1824,980,25098,370,12649,1131,8901,1289,708,451,1084,506,1756,785,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3645286,1902,1789727,2253,720953,10864,812543,12150,50521,4840,30318,3312,175392,9444,1855559,2233,591076,11252,771364,14968,77187,5735,143693,6309,272239,10855,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,616038,3498,334014,3937,158727,5879,144598,6782,10057,2267,3074,1063,17558,3799,282024,3279,107851,4417,132302,4779,9582,1969,9564,1350,22725,2545,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,93645,-555555555,48963,455,22720,1638,19402,1746,1512,800,980,476,4349,1085,44682,455,17209,1445,19866,1519,1532,683,1562,514,4513,848,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,125212,1074,66727,1078,26838,2269,33942,2279,566,422,742,423,4639,1170,58485,1066,18009,1709,31346,2089,2001,924,2097,651,5032,1431,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1504837,1856,778669,2159,359911,7012,348071,8177,16707,2319,9058,1546,44922,3893,726168,1506,287484,6846,324377,7907,27777,2707,31084,2609,55446,3778,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,278540,2170,143929,2338,61158,2966,67384,2965,2737,994,1673,651,10977,1737,134611,2411,49963,2946,62730,3241,4949,1325,5186,1016,11783,2018,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,112506,2442,58811,2023,26477,2325,24956,2097,1676,717,762,467,4940,1090,53695,2297,23243,2424,22370,2038,2574,727,928,446,4580,1115,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,213259,1734,112153,1520,48325,2520,51777,2848,1868,824,1540,589,8643,1561,101106,1572,37284,2476,47556,2179,3261,869,3381,711,9624,1345,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,92705,2911,54290,2546,27525,2952,21012,2283,1183,674,645,537,3925,964,38415,1709,13943,1884,17934,1650,1915,794,1262,490,3361,794,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,164207,2521,91667,2221,41817,3695,37097,3704,2580,908,1090,501,9083,2118,72540,2292,26716,2447,32007,2332,3711,1093,3323,830,6783,1348,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13372,874,7071,1010,3681,719,2551,715,41,61,0,165,798,537,6301,766,2540,555,2244,681,74,109,390,394,1053,511,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,384311,1096,204399,1542,103549,4247,85677,3623,3315,972,1043,523,10815,1921,179912,1512,71792,3727,78257,4095,7042,1738,6385,1282,16436,2367,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,511449,907,250241,1164,132327,3311,87033,4319,7796,1517,2713,835,20372,2670,261208,768,121843,3689,81462,3978,15297,2126,9853,1483,32753,3094,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,315400,1426,159316,1885,74476,2837,66135,2800,3493,860,2796,814,12416,1845,156084,1981,60527,2462,64717,2755,5282,1389,6214,1103,19344,2069,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,173392,1447,91391,1515,43177,2743,38104,2450,2870,959,635,259,6605,1496,82001,1613,34373,2407,34698,2435,3228,911,3000,923,6702,1232,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,56934,2832,32961,2497,15189,1807,13687,1681,445,272,274,233,3366,1001,23973,2175,9541,1938,11143,1500,1190,745,529,308,1570,588,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,153694,2389,78646,2120,34158,2308,35956,2386,2055,824,1130,447,5347,1414,75048,1892,28588,2062,32947,2079,2696,849,2372,626,8445,1581,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24147,1114,11895,1489,5765,1256,4699,946,115,151,226,151,1090,449,12252,1235,5052,940,4324,882,118,140,442,342,2316,623,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,120039,1403,62682,1199,26579,2143,29689,1897,2351,757,594,333,3469,924,57357,1171,22508,1631,26839,1675,1882,701,1873,591,4255,988,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,543478,910,277458,1163,123276,4324,120630,4223,6376,1342,4340,1319,22836,2800,266020,1040,96439,3919,120720,4381,14035,2303,9787,1493,25039,2702,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29820,1064,15718,1105,6584,1027,8060,1327,331,206,76,104,667,527,14102,967,5234,915,6693,952,432,280,789,328,954,430,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1265498,372,634846,832,299326,5444,262515,6552,19688,2209,9643,1842,43674,3666,630652,828,250706,4706,242487,5762,28938,2970,33537,2425,74984,4133,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,734914,775,363295,868,153984,4378,155491,5122,7132,1608,10735,1889,35953,3128,371619,758,135645,4497,151564,6009,13328,2029,26889,2314,44193,3388,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2763168,1421,1352138,1947,698413,11333,505198,9784,39388,3595,23837,2866,85302,4854,1411030,1598,615356,8914,469019,8170,86537,5222,88177,4191,151941,6916,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,574065,3268,310468,3379,144247,4884,136619,5427,10603,2218,1896,916,17103,2581,263597,2919,102867,5355,123854,4920,12710,2169,6309,1283,17857,2303,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12241,1024,6863,1061,3561,945,2852,730,0,149,37,67,413,437,5378,645,2099,714,2954,525,30,59,59,65,236,180,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,261145,2282,132248,2206,62718,3471,52613,3349,2874,916,1749,657,12294,1807,128897,2082,54986,2760,48531,2833,5536,1250,5252,1057,14592,1778,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,242508,1021,129754,1465,53940,2476,61032,2609,3202,780,1514,522,10066,1226,112754,1110,37937,1707,55505,2064,5128,1236,3769,915,10415,1331,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,326410,1299,172221,1549,79409,3765,74118,4089,5109,1602,1544,602,12041,1823,154189,1300,59351,3203,69182,4075,6509,1708,5317,1244,13830,1929,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,567059,1621,290446,2463,151781,4563,105001,4047,11074,1954,3769,1144,18821,2409,276613,1960,134939,3375,90911,4049,13535,1944,11688,1515,25540,2409,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,103192,771,51617,892,26585,1907,19128,1927,1282,608,330,199,4292,1040,51575,511,24905,1765,15372,1927,2975,754,2228,708,6095,1266,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,175223,1525,96497,1695,42996,3214,46456,3113,1595,608,1315,619,4135,1047,78726,1654,27896,2825,38665,2556,4241,1227,2492,810,5432,1360,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17588,1034,9287,927,4895,889,3628,615,133,162,13,24,618,363,8301,705,3344,936,3644,596,226,214,173,157,914,467,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,203843,2450,112076,2393,47762,3413,53714,3016,3518,1203,624,302,6458,1480,91767,2115,30612,2699,47371,2797,3404,969,2629,795,7751,1298,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7230319,2669,3634131,3278,1478416,12831,1739142,15090,100746,6300,59362,3990,256465,8538,3596188,3118,1226304,14411,1636091,18078,175025,7496,209660,5782,349108,10255,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,257722,800,133266,1084,54407,2182,62693,2931,4423,1153,1419,559,10324,1950,124456,1030,43088,2456,59136,3185,5145,1623,4945,1261,12142,1714,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7230,461,3306,628,1705,532,1319,422,54,62,0,151,228,221,3924,665,1977,658,1179,344,117,165,60,100,591,347,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,513888,3211,272100,2637,123396,4899,120858,4336,9499,1955,1758,688,16589,2782,241788,2437,90219,4420,110538,5433,10661,2459,7796,1372,22574,2790,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,556327,1114,292373,1359,139142,4474,125422,4317,7798,1920,2445,850,17566,2335,263954,1496,104027,4070,119217,4422,9354,2037,8569,1599,22787,2698,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18991,1500,10811,1288,6707,1302,3202,807,183,135,118,180,601,336,8180,1042,3989,826,2551,679,108,150,438,262,1094,472,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,239027,1777,126973,2257,60473,3213,51585,2996,2967,1036,1268,446,10680,1698,112054,1806,47049,2686,48910,2511,2433,822,2581,519,11081,1552,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36469,1257,18973,1335,8036,1223,7637,1096,569,446,783,653,1948,672,17496,1417,6278,1264,8133,1042,592,551,740,360,1753,778,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2927485,3500,1374463,3159,583580,10202,559662,10096,34705,3058,42398,2756,154118,5933,1553022,2955,543455,8428,554989,10331,51215,4103,169471,5475,233892,6896,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
