GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001EA,B23024_001MA,B23024_002MA,B23024_002EA,B23024_003EA,B23024_003MA,B23024_004MA,B23024_004EA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007EA,B23024_007MA,B23024_008MA,B23024_008EA,B23024_009MA,B23024_009EA,B23024_010MA,B23024_010EA,B23024_011MA,B23024_011EA,B23024_012EA,B23024_012MA,B23024_013MA,B23024_013EA,B23024_014EA,B23024_014MA,B23024_015MA,B23024_015EA,B23024_016MA,B23024_016EA,B23024_017EA,B23024_017MA,B23024_018EA,B23024_018MA,B23024_019EA,B23024_019MA,B23024_020MA,B23024_020EA,B23024_021MA,B23024_021EA,B23024_022EA,B23024_022MA,B23024_023MA,B23024_023EA,B23024_024EA,B23024_024MA,B23024_025MA,B23024_025EA,B23024_026MA,B23024_026EA,B23024_027MA,B23024_027EA,B23024_028MA,B23024_028EA,B23024_029EA,B23024_029MA,B23024_030MA,B23024_030EA,B23024_031EA,B23024_031MA,state
0400000US01,2800575,6168,479049,12765,117848,5103,23306,2428,0,192,23306,2428,11244,1422,12062,1820,94542,4671,361201,11505,209428,8421,352,313,209076,8409,146100,7047,62976,4801,151773,7380,2321526,12920,292358,8135,116453,5186,435,303,116018,5193,100536,4843,15482,2056,175905,6397,2029168,14407,1686034,15688,8398,1765,1677636,15632,1585320,15168,92316,5481,343134,9582,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447890,2656,38250,2643,8034,1536,2659,861,37,62,2622,860,1534,684,1088,520,5375,1130,30216,2267,18436,1833,70,81,18366,1815,12415,1505,5951,983,11780,1257,409640,3581,37425,3486,22309,2647,114,102,22195,2621,19931,2461,2264,830,15116,2054,372215,4498,318996,4859,11026,1945,307970,4922,289386,5015,18584,2003,53219,3307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3720622,3885,647984,18209,115996,6968,30494,3327,0,203,30494,3327,16165,2339,14329,2170,85502,5783,531988,16362,291594,11188,289,252,291305,11162,215933,10099,75372,6025,240394,9104,3072638,17964,273263,10585,130856,7122,231,157,130625,7089,115464,6822,15161,1939,142407,6274,2799375,20241,2339646,21906,9145,1671,2330501,21875,2206674,21245,123827,5238,459729,10772,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1673400,4741,298699,10162,74799,4842,15134,1914,0,192,15134,1914,9361,1391,5773,1313,59665,4388,223900,9111,133251,6179,0,192,133251,6179,97787,4682,35464,3339,90649,6050,1374701,10282,186763,5936,72076,4133,48,58,72028,4137,64059,3746,7969,1335,114687,5591,1187938,10901,1003449,11788,4069,1239,999380,11676,956139,11494,43241,3486,184489,6638,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22914262,8021,3474917,39592,524418,13487,134749,7144,240,383,134509,7102,74036,5344,60473,4528,389669,11335,2950499,36820,1693913,22690,2165,776,1691748,22598,1224198,20629,467550,10979,1256586,24392,19439345,39479,1413195,22394,655067,14438,2654,1207,652413,14424,564689,13370,87724,5516,758128,15601,18026150,43722,15159699,39018,73199,4952,15086500,39670,14056106,40451,1030394,16465,2866451,26540,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3181063,4895,389106,11499,69579,4905,20066,2740,0,195,20066,2740,13899,2287,6167,1319,49513,3903,319527,9748,203801,7740,325,238,203476,7714,162195,7018,41281,3997,115726,6450,2791957,12454,229050,7699,128849,5924,2253,1062,126596,5854,112867,5621,13729,1889,100201,4782,2562907,14319,2219663,13076,21332,2480,2198331,13490,2099997,14021,98334,4714,343244,11013,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2109916,2767,210129,8983,39524,3825,11624,2091,0,201,11624,2091,6596,1287,5028,1296,27900,3251,170605,8235,99459,6103,49,81,99410,6109,64568,4923,34842,3613,71146,5131,1899787,9537,133723,7350,73290,5364,0,201,73290,5364,63734,4570,9556,1708,60433,4470,1766064,11853,1555589,11452,4043,1149,1551546,11552,1451591,10774,99955,5819,210475,6722,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,538696,1393,61167,5605,12175,2048,2933,952,0,189,2933,952,1716,805,1217,516,9242,1639,48992,4858,30414,3658,41,70,30373,3656,20848,2887,9525,1981,18578,2477,477529,5941,45468,3479,22047,2379,0,189,22047,2379,19232,2035,2815,849,23421,2391,432061,6637,373993,6814,2217,1112,371776,6613,349717,6500,22059,2494,58068,3937,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,421728,1989,69442,4610,13798,1942,3411,1014,0,203,3411,1014,1970,835,1441,606,10387,1631,55644,4099,29809,2868,0,203,29809,2868,17528,2456,12281,1862,25835,2820,352286,4826,24214,2804,13003,1757,0,203,13003,1757,10904,1710,2099,718,11211,1716,328072,5070,296449,5155,1533,581,294916,5157,276165,4910,18751,2287,31623,2371,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11169980,8498,1800376,34027,332699,11509,78665,5423,0,218,78665,5423,41444,3867,37221,3565,254034,9368,1467677,29100,870433,21359,1112,644,869321,21413,605859,17230,263462,12271,597244,15332,9369604,34078,838447,18924,373407,11348,1168,746,372239,11396,318266,10354,53973,4847,465040,15123,8531157,33680,7228716,32157,34526,3702,7194190,32386,6767711,32458,426479,12520,1302441,24514,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
