GEO_ID,B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,NAME,B15003_001MA,B15003_001EA,B15003_002EA,B15003_002MA,B15003_003EA,B15003_003MA,B15003_004EA,B15003_004MA,B15003_005EA,B15003_005MA,B15003_006EA,B15003_006MA,B15003_007EA,B15003_007MA,B15003_008MA,B15003_008EA,B15003_009EA,B15003_009MA,B15003_010EA,B15003_010MA,B15003_011MA,B15003_011EA,B15003_012EA,B15003_012MA,B15003_013EA,B15003_013MA,B15003_014MA,B15003_014EA,B15003_015EA,B15003_015MA,B15003_016MA,B15003_016EA,B15003_017EA,B15003_017MA,B15003_018MA,B15003_018EA,B15003_019MA,B15003_019EA,B15003_020EA,B15003_020MA,B15003_021MA,B15003_021EA,B15003_022MA,B15003_022EA,B15003_023MA,B15003_023EA,B15003_024EA,B15003_024MA,B15003_025EA,B15003_025MA,state
0400000US01,3225447,5448,41140,3583,160,204,378,285,1392,610,1241,596,5209,1417,4631,1273,9592,1734,22291,2623,21896,2032,50261,4066,71859,4511,104170,4623,104361,5486,60067,4010,824476,14489,176658,7071,193365,6974,517237,11470,258110,8627,476016,11067,202435,6985,44899,3190,33603,2776,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462659,1764,3877,1301,65,126,24,29,98,97,273,179,405,140,928,415,711,316,1738,704,1649,693,4524,861,3118,653,6397,1333,9724,1485,5146,900,106234,4185,22795,2513,32801,2520,94253,4027,38486,3052,84038,4340,32966,2693,7246,1078,5163,1249,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4344737,3583,54599,3976,407,228,987,440,4504,1221,7456,1442,14242,2203,10292,1822,15628,1887,70714,4642,19143,2290,78219,5361,69286,5038,76352,4747,101028,5864,89347,4879,902311,12744,176838,6735,320720,8712,769346,12964,374877,10980,741982,11809,319970,9832,72087,4454,54402,3727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1960503,4652,24334,2727,132,116,577,521,337,217,1589,680,5416,1411,5344,1295,6389,1575,16151,2023,13538,2340,35099,3108,43747,3636,55032,3987,63861,4652,33892,3018,570932,10434,120882,5099,130892,5430,308610,9154,119812,5503,262755,8175,101291,5065,23117,2473,16774,1867,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25147232,5443,636554,14538,6172,1300,7427,1146,38941,3638,98054,5495,178534,7063,119897,5280,155126,7349,820811,15551,145715,6261,330180,12244,522217,15790,376987,9515,525015,12012,646377,13388,4660364,37031,568529,10778,1458165,18766,4066032,36457,1980401,23011,4905468,31636,1935122,20141,583878,12926,381266,10031,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3514235,4596,32988,3135,246,166,179,183,1322,522,3116,911,6835,1320,4821,1311,7812,1577,32723,3923,10849,2369,29293,2832,45386,4039,48911,3468,54455,4478,53448,4255,623953,12159,137150,6188,220290,6278,581004,11076,291173,7133,837913,11378,355393,8389,74424,4085,60551,3349,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2465315,2243,24099,2928,432,327,184,148,773,376,3048,1116,7412,1731,8482,1889,9176,1596,18632,2408,11924,2635,26474,2759,31994,3664,37642,3465,38482,3076,36236,3059,596039,11210,77416,4332,134044,5368,301263,9462,184109,6748,508487,10447,300673,8132,68737,3906,39557,2876,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629730,1121,7620,1464,45,62,0,189,407,320,323,261,971,612,1031,664,921,431,3985,976,2791,931,6668,1055,8701,1467,17069,2281,14000,2077,9015,1268,175148,5961,21578,2342,38700,3063,85095,4965,48277,3571,108075,5152,57865,3086,11174,1316,10271,1342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453014,428,3651,969,0,203,0,203,111,129,479,288,1410,704,1085,765,487,417,2798,971,3209,895,4029,1278,4857,1222,7068,1417,9791,1416,5871,1018,72608,3437,11612,1634,15746,1812,44778,2959,13818,2165,102958,5690,88292,4529,40345,2954,18011,1945,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13726996,7120,202183,9053,5108,1480,2784,1073,7711,1930,19648,3038,37920,4045,37361,3929,45149,5221,155503,9230,66260,4449,147686,7178,210305,10294,267765,10598,297382,9899,304404,10007,3461436,30974,581272,11261,877232,15750,1965096,24607,1300616,20246,2409162,26123,902539,18474,274082,9206,148392,6166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6472172,9373,90490,5850,553,346,1417,608,4590,1691,5767,1410,18147,2876,11594,2560,17966,2926,70611,5028,43661,3738,95248,4743,130580,6921,160928,7364,176233,8112,112034,6153,1528378,20476,321685,10036,370230,11573,1001809,17100,477132,12046,1149847,17473,481823,10662,124458,5596,76991,4343,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,959903,1286,9635,1414,88,105,408,483,653,421,433,286,2175,643,1371,618,2567,694,9614,1925,1992,620,8509,1439,10063,1776,14603,1962,12260,1945,11994,1376,242657,7208,20654,2151,57035,3914,153885,6298,100056,5524,199229,6192,66047,3985,19326,1675,14649,1906,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1026889,2721,10952,1995,284,375,119,182,1247,637,736,385,1837,772,1906,796,1623,798,10461,1796,2518,825,12464,1865,13345,1954,16288,2239,20125,2339,15041,1758,229258,8024,52511,4181,86573,4642,187151,7831,93044,4456,185216,7698,59491,3939,14847,2270,9852,1590,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
