GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001EA,B14003_001MA,B14003_002MA,B14003_002EA,B14003_003MA,B14003_003EA,B14003_004EA,B14003_004MA,B14003_005EA,B14003_005MA,B14003_006EA,B14003_006MA,B14003_007MA,B14003_007EA,B14003_008MA,B14003_008EA,B14003_009MA,B14003_009EA,B14003_010EA,B14003_010MA,B14003_011EA,B14003_011MA,B14003_012EA,B14003_012MA,B14003_013MA,B14003_013EA,B14003_014EA,B14003_014MA,B14003_015EA,B14003_015MA,B14003_016EA,B14003_016MA,B14003_017EA,B14003_017MA,B14003_018EA,B14003_018MA,B14003_019EA,B14003_019MA,B14003_020MA,B14003_020EA,B14003_021MA,B14003_021EA,B14003_022EA,B14003_022MA,B14003_023EA,B14003_023MA,B14003_024EA,B14003_024MA,B14003_025MA,B14003_025EA,B14003_026EA,B14003_026MA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029MA,B14003_029EA,B14003_030EA,B14003_030MA,B14003_031MA,B14003_031EA,B14003_032EA,B14003_032MA,B14003_033EA,B14003_033MA,B14003_034MA,B14003_034EA,B14003_035EA,B14003_035MA,B14003_036MA,B14003_036EA,B14003_037EA,B14003_037MA,B14003_038EA,B14003_038MA,B14003_039EA,B14003_039MA,B14003_040MA,B14003_040EA,B14003_041EA,B14003_041MA,B14003_042MA,B14003_042EA,B14003_043EA,B14003_043MA,B14003_044EA,B14003_044MA,B14003_045MA,B14003_045EA,B14003_046MA,B14003_046EA,B14003_047MA,B14003_047EA,B14003_048EA,B14003_048MA,B14003_049EA,B14003_049MA,B14003_050MA,B14003_050EA,B14003_051EA,B14003_051MA,B14003_052MA,B14003_052EA,B14003_053MA,B14003_053EA,B14003_054EA,B14003_054MA,B14003_055MA,B14003_055EA,B14003_056EA,B14003_056MA,B14003_057MA,B14003_057EA,state
0400000US01,4666958,5106,2258492,6486,517879,9289,15876,2163,129011,5043,148724,5502,81173,2731,43392,2742,55242,4044,26220,2533,18241,1874,77133,4753,12598,2021,15703,2137,17339,2131,8839,1196,5623,1246,8049,1551,3883,1037,5099,950,1663480,8874,35457,2951,11098,1844,1988,598,3589,1218,22395,2666,117285,5597,273752,5055,1197916,4343,2408466,5570,528283,8070,14321,2290,120405,5101,140684,5353,80945,2649,49075,2968,59686,3447,33722,3349,29445,2577,85942,5254,12143,1926,16115,2114,16760,2063,8917,1151,6818,1361,10833,2011,6319,1466,8037,1586,1794241,7792,35195,2806,9966,1881,2577,963,3704,1205,15824,2329,104162,4635,268877,5617,1353936,4059,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,703375,1716,370767,2251,91744,2824,2889,861,23260,1915,24979,2013,13766,1276,8495,1637,7879,1788,6611,1361,3865,889,11814,2411,1997,599,1712,612,1867,514,1440,585,513,424,909,567,2574,1296,802,532,267209,3233,6906,1387,2017,599,419,338,556,291,4608,879,24820,1675,52212,1949,175671,1714,332608,2332,85620,3887,3094,721,19737,2161,23199,1998,11679,1347,6661,1426,7297,1088,6734,1251,7219,1569,11606,2050,1481,643,1801,829,1939,571,1177,471,773,475,1463,886,1094,558,1878,781,235382,3891,6581,1016,2335,810,783,587,995,812,2309,709,18380,1878,44783,1994,159216,2151,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6376529,5428,3168252,4344,782109,9039,23363,2549,201863,5319,216050,5733,124701,2070,59272,2434,75535,4383,47964,4131,33361,3076,87142,5988,11501,1730,18872,2432,14368,2020,6987,1227,4840,1078,10541,2977,9577,1478,10456,1417,2299001,8655,56667,3365,12189,2093,3575,954,5962,1414,30222,2439,164769,4662,395806,4613,1629811,3701,3208277,3906,771464,9121,19004,2165,195790,5563,200722,5773,115902,2540,61163,2966,81302,4276,49634,3606,47947,4050,99174,5956,11940,1766,17972,2367,14908,2347,9246,1361,4754,1248,9335,1616,14449,2207,16570,2050,2337639,8528,57511,3504,15008,2241,4137,1196,7629,1632,23325,2550,140867,4391,363510,4297,1725652,4266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2850031,4133,1401476,4285,333113,7860,14813,2125,94067,4341,86910,3635,53090,2410,24509,2364,30570,3278,16953,2367,12201,1875,44430,4268,4792,1184,8003,1434,10380,1647,3935,939,3355,926,6747,1688,3824,1518,3394,982,1023933,7315,21230,2123,6986,1882,3237,905,3498,1234,15086,2423,67072,3919,172651,4897,734173,4393,1448555,5011,333509,6568,11901,1609,86454,4444,84163,3729,48619,2258,25426,2352,34405,2992,23622,2673,18919,1894,39097,3498,5547,1324,6581,1399,7159,1320,4647,1099,3557,907,4505,1449,3081,980,4020,1173,1075949,6617,22577,2542,7959,1757,3393,1150,2339,950,9071,1409,62945,3510,163722,3625,803943,4102,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36881228,13300,18327083,10325,4559374,23788,151293,6613,1135479,14790,1174008,14040,725455,5017,369029,6942,554256,11092,282350,10173,167504,6666,712594,15252,104904,4754,127183,6616,113470,5755,63376,4081,46067,2857,95393,6495,93590,5218,68611,3797,13055115,21411,277447,6706,45486,3623,15095,1921,19378,2515,148736,5857,864044,11059,2496053,11956,9188876,8034,18554145,10186,4518769,22463,139801,6280,1084710,13631,1116200,14458,694542,5226,358131,6192,569449,11485,316251,9116,239685,7155,757718,15005,98970,4545,118017,6105,108324,4874,55679,3226,53725,3231,124150,6214,103505,5273,95348,4652,13277658,23309,276857,9281,48360,3900,12772,2238,16085,2457,113578,5038,714547,11577,2290823,10840,9804636,9395,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069903,5463,2541942,4027,617836,8179,20885,2256,151117,4833,171851,5301,90767,2083,53633,2450,64731,4117,40621,3531,24231,2496,80842,4368,14163,1643,15441,1966,12660,2017,5432,966,4421,993,7964,1271,9825,1637,10936,1846,1843264,7175,33136,2564,9016,1683,3089,963,3203,955,19042,1918,120091,4321,350389,4069,1305298,4003,2527961,5433,606847,6864,18360,2404,149920,4566,157286,4702,89123,2541,46937,2606,62470,4014,46275,3405,36476,2908,94928,4364,13950,1632,15343,2090,12956,1540,6244,1230,6482,1321,13490,2309,11265,1765,15198,1919,1826186,7604,34615,3118,8442,1765,2996,958,2866,986,13818,1780,99728,3868,318285,4227,1345436,4495,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3486522,3889,1696719,3378,374660,5857,15119,2190,96919,3867,102548,4391,64756,1542,31611,1841,35439,2626,16750,2361,11518,1599,87636,5159,11404,1592,11807,1773,11061,1642,7688,1237,10716,1526,16993,2579,10640,2080,7327,1420,1234423,6365,15298,1680,3582,912,2215,821,1927,562,12902,1590,70984,3157,192471,3643,935044,2619,1789803,3398,377171,5605,11998,1697,93364,4276,102438,4016,62181,1295,29667,1913,37119,3126,22067,2364,18337,2542,100295,4734,12949,1833,10554,1703,10429,1506,6667,1116,15521,1752,20839,2399,10608,1484,12728,1515,1312337,5491,14420,2163,3700,1114,1386,648,1374,576,7584,1243,56048,3544,186613,3242,1041212,3425,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,891570,2159,429933,1916,89817,2928,3141,964,21444,1911,24936,2200,14686,832,8411,831,9021,1323,4568,1161,3610,904,20273,2805,2067,680,4542,1168,3988,1133,1502,567,1097,421,3277,1020,2110,742,1690,499,319843,3147,5665,1072,2435,670,604,410,505,307,2364,677,22082,1541,52508,1529,233680,1256,461637,1674,97580,3322,2128,750,24128,2184,23439,2194,13344,995,10344,859,11514,1346,5437,1342,7246,1378,21463,2567,2239,650,3164,858,3893,903,2266,765,1100,593,3382,1133,3256,993,2163,665,342594,3229,6816,1285,1432,703,697,486,448,312,1866,647,17873,1611,51160,1841,262302,1634,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,620005,1969,292861,1291,43281,2581,4684,990,12131,1173,9999,1412,5342,744,2363,594,2562,807,3459,1239,2741,1015,32834,2664,1715,738,2987,633,2034,643,1845,640,5665,1511,9850,1677,6700,1277,2038,694,216746,2631,1137,623,395,342,255,219,219,252,2208,598,15608,1447,56938,1581,139986,1302,327144,1493,48162,2903,3613,920,13143,1300,9028,1181,5840,756,3289,1147,4440,957,4071,1157,4738,1184,38233,2712,1462,732,2947,774,1427,545,1588,498,6101,1423,12973,1883,8597,1387,3138,1105,240749,3360,2006,855,584,382,348,272,359,295,1899,920,14945,1488,64981,2004,155627,1712,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18927019,9442,9246343,9401,1902416,17830,60850,4316,461805,8939,521004,9879,314712,4957,154943,5995,198919,8108,115170,6851,75013,5350,384574,11084,54852,4869,70499,4847,64443,4570,37881,3474,23949,2814,52939,4829,39721,4348,40290,3279,6959353,16394,114955,6057,23801,3228,11046,2215,11144,1782,75889,5428,414737,9276,1078709,8843,5229072,7405,9680676,9547,1940186,18947,59019,5174,447949,10662,484549,9909,292830,4535,157899,5226,242772,8356,138112,6854,117056,6352,416772,11888,47576,3842,74665,5134,60959,4087,32585,2694,24318,2723,53650,4305,57315,4409,65704,3947,7323718,17694,110956,5972,22922,3424,8673,1766,13214,2382,56793,4683,340326,8853,1006359,8724,5764475,9328,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
