GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002MA,C14007G_002EA,C14007G_003EA,C14007G_003MA,C14007G_004EA,C14007G_004MA,C14007G_005MA,C14007G_005EA,C14007G_006EA,C14007G_006MA,C14007G_007MA,C14007G_007EA,state
0400000US32,104938,6492,47896,4577,6627,1349,24111,3542,9886,1592,7272,1632,57042,4273,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22610,2563,9162,1714,1370,480,4362,1188,2071,718,1359,566,13448,2198,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,200431,12198,94297,7162,15538,2270,41501,3744,19928,2621,17330,2763,106134,7733,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62398,5563,31077,3687,4311,1192,12222,1862,5996,1369,8548,1615,31321,3083,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,515126,18987,224650,10543,32805,3231,99046,6207,42604,3689,50195,4258,290476,12738,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,211151,11347,105066,7031,15378,2062,47042,3722,20853,3093,21793,2243,106085,6577,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13263,2093,6450,1401,939,544,2892,860,1145,604,1474,736,6813,1522,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,267742,9561,141528,6972,22177,2016,64665,4748,30868,3414,23818,2504,126214,5587,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,264013,7260,111193,4680,18179,2059,52756,2848,21558,2009,18700,1886,152820,4924,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,154512,7250,72385,4698,8929,1709,28930,2630,16006,1670,18520,2471,82127,4651,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,237770,9831,118907,6322,19588,2453,57607,4041,21741,2271,19971,2370,118863,6164,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25181,4186,13036,2729,2072,639,4346,1470,1992,903,4626,1324,12145,2287,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,79673,5955,39578,3860,5404,1399,19763,3272,7391,1516,7020,1351,40095,3931,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22538,3471,10433,2083,1415,489,4922,1288,2452,797,1644,685,12105,1993,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,110130,7037,53741,5195,8521,1684,25258,3241,10383,2183,9579,2328,56389,4296,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,587798,16600,273579,9894,44568,4024,122137,7149,55627,4185,51247,4428,314219,11995,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,63626,5074,36818,3990,4378,1127,17067,2604,8979,1666,6394,1521,26808,2981,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12379,1235,6344,997,660,355,3374,826,1488,514,822,294,6035,833,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,240093,10499,119782,6521,18047,2240,55553,4579,22409,2441,23773,2554,120311,6589,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,313226,12430,148291,7445,19919,2638,66720,5190,29359,2511,32293,2952,164935,7623,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,31262,2658,13108,1740,2201,786,6522,1110,2474,644,1911,563,18154,1955,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,111685,5938,60435,4088,7401,1241,28764,3130,12733,1683,11537,1746,51250,3898,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14037,2431,7229,1690,1187,524,3675,1005,1144,699,1223,625,6808,1527,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,311351,14014,90292,6323,11614,2098,38379,3649,18229,2233,22070,2911,221059,10430,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
