GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001EA,B10057_001MA,B10057_002EA,B10057_002MA,B10057_003EA,B10057_003MA,B10057_004EA,B10057_004MA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007EA,B10057_007MA,B10057_008EA,B10057_008MA,B10057_009EA,B10057_009MA,B10057_010EA,B10057_010MA,B10057_011EA,B10057_011MA,state
0400000US23,19196,2273,13206,1859,5046,1058,2794,862,2252,765,8160,1666,5990,1367,1695,538,1041,424,654,293,4295,1163,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,85951,6425,30740,3403,20060,2802,10680,2019,55211,5294,57049,3412,15799,2474,9444,1884,6355,1481,41250,2847,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125145,6993,75597,5775,24883,2913,14252,2558,10631,1738,50714,4939,49548,4366,11125,2173,6444,1710,4681,1213,38423,3572,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,176089,6901,105505,6933,42183,4055,25248,3158,16935,2163,63322,5077,70584,3746,20683,2205,13475,1743,7208,1153,49901,3071,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67482,3620,43165,3568,18861,2470,12958,2157,5903,1201,24304,2674,24317,1996,6685,1142,3784,934,2901,596,17632,1793,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,90331,5971,54328,5329,33716,3572,23128,3123,10588,1859,20612,3334,36003,2994,16978,2134,11769,2111,5209,1008,19025,2201,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,118355,6255,77188,5095,41145,3899,25039,3267,16106,2022,36043,3878,41167,3583,15741,1925,9481,1374,6260,1280,25426,2890,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16691,2381,10771,2241,5498,1606,3441,1279,2057,649,5273,1497,5920,1194,2315,840,1251,586,1064,449,3605,926,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25961,2788,16728,2280,7847,1498,5251,1316,2596,697,8881,1819,9233,1604,2487,771,1581,679,906,350,6746,1402,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,74960,5487,48336,4552,18543,2968,12127,2416,6416,1404,29793,3205,26624,3194,7143,1531,3406,1149,3737,989,19481,2593,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21165,2644,13406,2383,5751,1493,3480,1154,2271,849,7655,1878,7759,1416,2480,717,1766,736,714,408,5279,1295,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,201647,6480,118689,6013,33995,3516,18286,2606,15709,2191,84694,4839,82958,4154,19037,2359,11004,1959,8033,1230,63921,4137,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59243,4556,37287,4183,19973,2777,12408,2205,7565,1646,17314,2692,21956,2058,7359,1018,3405,690,3954,848,14597,2039,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438605,12376,265444,9569,82011,5347,50052,4137,31959,2869,183433,8256,173161,7735,44892,3941,25559,3330,19333,2575,128269,6354,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,202473,7806,120342,6134,59125,5155,37058,4034,22067,2742,61217,4936,82131,5052,32682,2953,19990,2316,12692,1807,49449,3997,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8694,1714,5728,1561,2315,834,1287,567,1028,533,3413,1344,2966,808,1251,541,1038,526,213,137,1715,610,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219979,8358,136432,7327,66656,5014,43938,4031,22718,2858,69776,4980,83547,4737,32321,3178,22951,2842,9370,1365,51226,3923,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90496,5188,58461,4944,32663,2857,22058,2553,10605,1240,25798,3409,32035,2367,11727,1349,7438,1160,4289,836,20308,2038,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68037,5479,44582,5106,16657,2701,10521,2494,6136,1377,27925,3571,23455,2597,5598,1280,3189,1037,2409,718,17857,2279,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241967,9826,148114,7035,63806,4439,41747,3700,22059,2662,84308,4803,93853,5517,29158,2561,18759,2548,10399,1533,64695,4669,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20705,2429,12112,2233,4138,1448,3376,1408,762,400,7974,1659,8593,1644,1328,699,988,645,340,287,7265,1451,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,118108,6829,74463,6445,43375,4892,27707,3887,15668,2428,31088,3512,43645,3367,14895,1640,9193,1373,5702,1092,28750,3131,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13842,1550,8636,1389,5056,1047,3785,949,1271,461,3580,1026,5206,1005,2748,656,1721,598,1027,302,2458,725,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,155459,6580,100151,5694,55506,4311,34511,3664,20995,2676,44645,3819,55308,3990,20407,2387,12888,1876,7519,1340,34901,3253,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760334,17940,513050,17105,230221,11790,156319,9415,73902,5662,282829,10929,247284,9478,78162,4679,49909,4403,28253,3066,169122,7207,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60612,4724,42194,4181,14296,2404,7484,1515,6812,1546,27898,3169,18418,2250,3845,838,1911,634,1934,604,14573,2037,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7887,1494,5456,1277,2017,736,1270,633,747,328,3439,905,2431,668,799,401,408,241,391,330,1632,479,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,185895,7443,118543,6958,47243,4305,30290,3302,16953,2370,71300,5084,67352,4082,18482,1821,10218,1317,8264,1428,48870,3668,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,124091,7179,81060,5910,31580,3271,21136,2497,10444,1846,49480,4732,43031,3724,11534,1679,7658,1612,3876,906,31497,3239,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38607,3553,24887,3136,15878,2468,10622,2044,5256,1546,9009,1859,13720,1830,5551,1069,3603,876,1948,630,8169,1493,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72819,4602,46161,3859,18420,2519,13131,2083,5289,1117,27741,2616,26658,2544,8992,1326,6247,1187,2745,636,17666,2159,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8562,1700,5426,1478,3790,1240,2688,1026,1102,596,1636,731,3136,863,777,331,425,240,352,228,2359,834,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,111750,6747,66845,5523,31601,3898,16580,2850,15021,2327,35244,4013,44905,3393,19295,2613,11956,2175,7339,1505,25610,2726,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
