GEO_ID,B27011_001E,B27011_001M,B27011_002E,B27011_002M,B27011_003E,B27011_003M,B27011_004E,B27011_004M,B27011_005E,B27011_005M,B27011_006E,B27011_006M,B27011_007E,B27011_007M,B27011_008E,B27011_008M,B27011_009E,B27011_009M,B27011_010E,B27011_010M,B27011_011E,B27011_011M,B27011_012E,B27011_012M,B27011_013E,B27011_013M,B27011_014E,B27011_014M,B27011_015E,B27011_015M,B27011_016E,B27011_016M,B27011_017E,B27011_017M,B27011_018E,B27011_018M,B27011_019E,B27011_019M,B27011_020E,B27011_020M,B27011_021E,B27011_021M,B27011_022E,B27011_022M,B27011_023E,B27011_023M,B27011_024E,B27011_024M,B27011_025E,B27011_025M,B27011_026E,B27011_026M,B27011_027E,B27011_027M,B27011_028E,B27011_028M,B27011_029E,B27011_029M,B27011_030E,B27011_030M,B27011_031E,B27011_031M,B27011_032E,B27011_032M,B27011_033E,B27011_033M,B27011_034E,B27011_034M,B27011_035E,B27011_035M,NAME,B27011_001MA,B27011_001EA,B27011_002MA,B27011_002EA,B27011_003EA,B27011_003MA,B27011_004EA,B27011_004MA,B27011_005MA,B27011_005EA,B27011_006MA,B27011_006EA,B27011_007MA,B27011_007EA,B27011_008EA,B27011_008MA,B27011_009EA,B27011_009MA,B27011_010EA,B27011_010MA,B27011_011EA,B27011_011MA,B27011_012EA,B27011_012MA,B27011_013MA,B27011_013EA,B27011_014MA,B27011_014EA,B27011_015EA,B27011_015MA,B27011_016EA,B27011_016MA,B27011_017MA,B27011_017EA,B27011_018MA,B27011_018EA,B27011_019EA,B27011_019MA,B27011_020MA,B27011_020EA,B27011_021EA,B27011_021MA,B27011_022MA,B27011_022EA,B27011_023MA,B27011_023EA,B27011_024EA,B27011_024MA,B27011_025MA,B27011_025EA,B27011_026EA,B27011_026MA,B27011_027MA,B27011_027EA,B27011_028MA,B27011_028EA,B27011_029MA,B27011_029EA,B27011_030MA,B27011_030EA,B27011_031EA,B27011_031MA,B27011_032EA,B27011_032MA,B27011_033EA,B27011_033MA,B27011_034EA,B27011_034MA,B27011_035EA,B27011_035MA,state
0400000US01,3647537,3371,2203359,14783,1996128,16592,1894937,15131,1579976,16273,1519309,16921,110396,4982,314961,11679,101191,4769,100352,4727,77604,4178,91198,4124,839,484,207231,8496,202811,8268,103925,5700,73314,4991,36210,3769,98886,6011,4420,938,4373,945,2350,644,4373,945,47,77,1444178,14763,847718,12792,668140,12064,419788,9851,330427,9889,179578,8119,596460,5278,593517,5100,380482,6585,589008,5032,2943,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,381552,5429,348974,5565,333046,5226,262687,6136,250462,6389,25034,2213,70359,4373,15928,1623,15692,1646,12031,1426,13273,1549,236,177,32578,2887,31360,2723,16672,2374,11549,2056,6301,1274,14688,1732,1218,565,1209,563,679,442,1209,563,9,14,142811,5034,95370,4505,70972,3826,48460,3175,27970,2702,24398,2258,47441,1782,46987,1790,30120,1882,46281,1752,454,260,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,3026227,14402,2765786,16331,2630334,16178,2088922,17123,1918188,18499,229276,7430,541412,13824,135452,4580,134109,4584,88162,4052,123298,4564,1343,515,260441,8735,249878,8471,136020,6645,72290,4283,69031,5356,113858,6192,10563,1590,10051,1526,4752,1016,9853,1522,512,342,1881494,14188,1020688,14160,758537,13062,458616,10517,358361,10468,262151,8683,860806,5128,853656,5268,493476,6704,841166,5814,7150,1362,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,1332603,12104,1228244,12356,1160398,10940,916876,12076,874987,11705,70529,4405,243522,9099,67846,3743,66924,3780,46581,2889,61817,3607,922,907,104359,5286,101702,5108,43588,3086,28936,2394,16715,2243,58114,4244,2657,812,2657,812,815,383,2657,812,0,192,865286,11944,497800,10114,375412,8378,204917,6073,211494,7459,122388,6146,367486,4366,366741,4376,208123,5104,365209,4439,745,334,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,18920792,35465,17057913,39461,16277433,36856,12785445,42603,11803280,44332,1243902,18762,3491988,35937,780480,12450,759662,11863,525136,10795,654202,11480,20818,2467,1862879,21896,1802161,21342,1028362,16547,647409,15081,417473,11826,773799,16772,60718,3462,57828,3408,25364,2017,56096,3423,2890,993,9752806,34931,5896924,31698,4419164,33092,2779822,27928,1897551,25295,1477760,20710,3855882,13003,3796166,13991,1958520,15924,3729519,13893,59716,4439,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,2754504,14419,2569881,15752,2449623,14969,2028623,17009,1914855,16778,166021,8302,421000,13050,120258,4068,119004,4021,80891,3425,106759,4103,1254,586,184623,7321,178655,7296,106167,5655,76231,4386,35225,3834,72488,4948,5968,1068,5717,1024,2662,748,5431,1049,251,239,1179577,13894,676662,13441,547223,11675,393113,11148,196660,7601,129439,7229,502915,4778,500308,4813,312649,6316,494161,4842,2607,830,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1920819,9942,1750931,10047,1641946,9513,1452081,13328,1338684,13395,142610,6515,189865,9461,108985,3636,107540,3703,81642,3389,94241,3700,1445,640,169888,6977,162930,6992,117711,5301,68592,4141,52785,3960,45219,4588,6958,1295,6958,1295,3510,864,6958,1295,0,201,836431,10063,430819,9351,371701,8834,246344,6857,147448,7273,59118,4437,405612,3899,402411,4099,249870,5784,397736,4230,3201,1055,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,465005,5293,425570,5887,401302,5677,354578,6508,323371,7454,40756,3448,46724,4114,24268,1862,24222,1864,19328,1718,22344,1754,46,78,39435,3304,38028,3358,26776,2986,13870,2038,14257,1952,11252,1763,1407,501,1407,501,836,381,1407,501,0,189,243158,5428,125808,5057,111058,4852,68125,4130,52839,3489,14750,2307,117350,1971,115926,1925,85437,2823,115011,1949,1424,572,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,370821,4898,332386,4780,317187,4594,295071,4806,266781,5356,38229,3133,22116,2452,15199,1402,15199,1402,12908,1396,12762,1272,0,203,38435,3164,37717,3130,30237,2934,11912,1779,19828,2407,7480,1423,718,331,718,331,346,217,562,308,0,203,153725,4868,98249,4739,88444,4556,49521,2767,43981,3493,9805,1770,55476,1394,55212,1409,35415,1954,52346,1633,264,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,9286833,30232,8410182,33980,7908658,32185,5840768,34287,5487225,34671,501258,15590,2067890,29082,501524,12595,489841,12619,302355,9169,443885,11851,11683,2019,876651,18411,838051,17971,379317,12537,231367,9701,161686,7934,458734,14304,38600,3246,36312,3123,15362,2297,35610,3099,2288,1033,5938459,29477,2900186,28259,2078023,25146,1279675,19468,968439,17892,822163,20953,3038273,13241,2993103,13755,1615478,17337,2951767,14327,45170,4648,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
