GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001EA,C17001G_001MA,C17001G_002EA,C17001G_002MA,C17001G_003MA,C17001G_003EA,C17001G_004MA,C17001G_004EA,C17001G_005MA,C17001G_005EA,C17001G_006EA,C17001G_006MA,C17001G_007MA,C17001G_007EA,C17001G_008MA,C17001G_008EA,C17001G_009MA,C17001G_009EA,C17001G_010MA,C17001G_010EA,C17001G_011EA,C17001G_011MA,C17001G_012EA,C17001G_012MA,C17001G_013EA,C17001G_013MA,C17001G_014MA,C17001G_014EA,C17001G_015EA,C17001G_015MA,C17001G_016EA,C17001G_016MA,C17001G_017MA,C17001G_017EA,C17001G_018MA,C17001G_018EA,C17001G_019MA,C17001G_019EA,state
0400000US17,277703,10801,53883,5388,24327,3423,15207,2795,8487,1546,633,385,29556,3307,15300,2729,13427,2171,829,395,223820,9286,112177,5225,55079,3860,52965,3671,4133,963,111643,6163,51154,4042,55006,3446,5483,951,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,136797,6288,35856,4225,15928,3032,11199,2171,4301,1249,428,427,19928,2761,11962,2089,7042,1449,924,548,100941,5758,50281,4099,27455,2357,20962,2699,1864,669,50660,3544,25117,2639,22423,1899,3120,812,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,50444,4601,12718,2405,6604,1572,4602,1306,1991,642,11,19,6114,1287,3629,989,2433,756,52,59,37726,3937,18986,2369,10203,1468,8002,1455,781,383,18740,2761,10932,1817,6679,1516,1129,491,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,91050,5208,18365,2653,9982,1987,5977,1231,3920,1330,85,104,8383,1410,4558,1059,3567,696,258,193,72685,4762,36164,3069,17362,2420,16926,1985,1876,519,36521,3235,17719,2113,16320,1851,2482,636,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83282,6464,23789,3769,10826,2014,6316,1521,4391,1202,119,125,12963,2521,8183,2124,4525,1189,255,177,59493,4852,28633,3181,13152,2056,13470,1955,2011,590,30860,2963,14505,2303,14123,1624,2232,722,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74650,6104,21207,3377,8248,1831,5244,1403,2951,1150,53,94,12959,2240,5556,1456,6938,1593,465,268,53443,5121,26643,3080,12159,1638,12359,2035,2125,840,26800,3479,13188,2086,12157,2066,1455,492,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26626,2269,6340,1503,2968,938,1518,535,1343,705,107,148,3372,946,1122,458,2083,731,167,155,20286,2350,10709,1493,5081,1058,4522,1062,1106,428,9577,1572,4069,883,4909,1083,599,321,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,165271,11154,24029,4281,10115,2476,5813,2120,3596,1063,706,495,13914,2492,7332,1966,5242,1085,1340,659,141242,10173,71221,6203,35750,3585,32943,3611,2528,699,70021,5984,33196,2814,32907,3621,3918,1070,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,190545,9553,40229,6192,18713,3601,11387,2658,6793,1833,533,362,21516,3447,8848,1998,11582,2063,1086,485,150316,7817,77674,5198,31848,3385,43180,4294,2646,710,72642,4435,32797,3072,36093,2595,3752,968,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,256560,10264,74729,5892,32448,3531,19716,2645,12212,1924,520,258,42281,4094,20167,2519,21437,2691,677,291,181831,9176,90875,5965,45263,4028,40182,3307,5430,891,90956,5306,41015,3937,44134,3073,5807,859,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,140284,7828,29967,4313,15982,2815,10451,2522,5419,1115,112,106,13985,2274,7168,1572,6569,1295,248,183,110317,6627,54147,4162,28909,2973,23363,2446,1875,502,56170,3970,30286,2741,23558,2215,2326,634,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30963,4065,9898,2355,3576,1053,1754,700,1651,712,171,163,6322,1890,3428,1405,2555,822,339,356,21065,3416,10658,1846,5665,1695,4212,980,781,430,10407,2023,6259,1588,2978,1029,1170,529,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,145403,8384,34424,3965,17522,2269,10298,1533,6896,1548,328,226,16902,2928,8639,2191,7435,1475,828,306,110979,8241,54351,4622,27212,3208,24612,2915,2527,711,56628,4765,28739,3038,24187,2531,3702,802,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25391,3147,6604,1572,3307,996,1525,644,1674,671,108,176,3297,920,1259,501,1940,607,98,106,18787,2913,8899,1608,4279,1118,4217,876,403,237,9888,1860,4044,945,5125,1337,719,353,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41391,4215,7583,1823,4021,1225,2788,1043,1218,468,15,32,3562,1059,2153,747,1388,604,21,32,33808,3862,15468,2242,8841,1315,6190,1681,437,274,18340,2423,8740,1523,8721,1458,879,421,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,115581,6996,20215,3494,7766,1834,4875,1544,2765,737,126,141,12449,2462,6677,1935,5057,1119,715,428,95366,6437,46035,3941,20792,2446,23158,2572,2085,556,49331,3861,24933,2659,22444,2545,1954,666,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22963,2843,3019,1220,1510,817,693,592,753,456,64,115,1509,827,787,547,657,434,65,98,19944,2813,9947,1621,4260,1076,5190,1246,497,330,9997,1803,4419,1091,4889,1175,689,367,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,212789,12709,38461,5995,17922,2979,9946,2061,6775,1499,1201,694,20539,4031,9592,2531,9688,1823,1259,496,174328,10463,86614,5933,38636,3510,44364,4227,3614,795,87714,6271,37992,3337,44902,4117,4820,1082,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,68746,6074,13775,2960,6982,1849,3296,1325,3358,1042,328,247,6793,1634,3776,1366,2520,815,497,301,54971,5105,27535,3366,11794,1988,13841,2212,1900,546,27436,2857,11777,1861,13806,2022,1853,473,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,545901,20088,116456,8216,50339,4122,27187,3186,21151,2698,2001,564,66117,5243,28966,3605,33199,3312,3952,1067,429445,17421,214123,9417,87187,5516,116312,6873,10624,1471,215322,10890,85796,4838,115063,7666,14463,1866,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,226019,12148,62907,6655,26650,3609,16871,2561,9663,1986,116,108,36257,4302,18994,2992,16631,2703,632,379,163112,10577,76887,6374,36443,4037,37683,3523,2761,738,86225,6129,41969,4157,40416,3385,3840,897,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14403,2125,3689,1087,2587,1012,1287,617,1295,830,5,8,1102,501,415,265,564,369,123,155,10714,2105,5672,1316,3054,994,2523,870,95,65,5042,1551,2093,805,2794,1054,155,109,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,284009,10484,79241,7839,36442,4337,23333,3170,12659,2186,450,276,42799,4626,26138,3714,15240,2348,1421,562,204768,9804,101105,6406,52107,4530,45194,3893,3804,829,103663,5282,49882,3550,49679,3110,4102,779,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,275373,7846,64309,5400,27407,2741,16223,1858,10534,1533,650,209,36902,3543,17814,2464,17410,1857,1678,414,211064,7922,105439,4724,42516,2504,55632,3215,7291,728,105625,4345,41840,2819,55096,2844,8689,966,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,158588,7181,33604,4623,14338,2719,6412,1809,7432,1760,494,411,19266,2744,6864,1324,11547,1900,855,436,124984,6417,60796,4481,27220,2601,30065,3015,3511,853,64188,4135,27613,2979,32454,3138,4121,934,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,250455,10365,66190,7054,30764,3554,18629,2860,11334,1717,801,526,35426,4478,20926,3463,13390,2095,1110,519,184265,9110,87894,5308,42288,3088,41996,3529,3610,724,96371,6212,47585,3920,44691,3542,4095,922,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,24607,4324,5143,2282,3979,1894,2061,1168,1879,1235,39,69,1164,631,496,376,600,456,68,96,19464,3403,10291,2016,5166,1348,4349,1356,776,426,9173,2258,3929,1211,4686,1556,558,323,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84243,6380,22349,3777,11172,1977,7786,1697,3317,856,69,74,11177,2648,5602,1611,5222,1624,353,307,61894,5117,33189,3539,16969,2485,15018,2451,1202,488,28705,2641,14316,2101,13186,1849,1203,454,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23246,3537,8294,2384,4102,1276,2516,991,1586,708,0,155,4192,1453,2458,1002,1647,710,87,77,14952,2529,7906,1683,3042,877,4317,1094,547,451,7046,1431,3517,897,3039,955,490,331,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,119750,7240,34196,4368,15619,2389,11516,2035,3837,1015,266,225,18577,2850,8559,2090,9028,1728,990,390,85554,6287,44467,3960,19702,2986,22071,2411,2694,868,41087,4224,21289,3021,17433,2378,2365,657,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,627114,18882,114904,8368,52066,5026,32700,4375,17403,2574,1963,713,62838,5340,29177,3500,30714,2988,2947,870,512210,18715,253951,12143,117817,8083,123613,7528,12521,1604,258259,10570,115541,7096,127651,7025,15067,1768,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,68620,5312,11335,2566,4618,1151,3282,969,1278,537,58,99,6717,1619,3482,1202,3050,941,185,227,57285,5111,30912,2855,17329,2131,13065,1833,518,306,26373,3386,14152,2236,11435,1865,786,397,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12599,1390,3077,1271,990,368,564,334,313,212,113,148,2087,1107,918,699,1158,532,11,18,9522,1206,4694,842,2631,668,1673,549,390,233,4828,937,2671,673,1678,589,479,312,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,259611,10764,32163,3947,15075,2508,10628,2250,4158,1016,289,260,17088,2292,8781,1708,7759,1532,548,373,227448,11015,115932,5999,58195,4286,54164,3749,3573,769,111516,6748,53578,4098,52815,3785,5123,1097,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,330244,13236,62428,5852,29320,3610,15158,2774,13706,2250,456,327,33108,3745,14628,2519,17798,2287,682,338,267816,11187,131612,6947,59283,4311,67346,4667,4983,826,136204,6613,63729,4405,66211,4435,6264,1010,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,31784,2976,10946,2621,4417,1093,2865,811,1378,477,174,267,6529,1828,3561,1200,2700,877,268,250,20838,2448,10489,1710,4338,1029,5036,1055,1115,437,10349,1455,3642,823,5413,1154,1294,528,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,116594,6330,30760,4178,14397,2211,9174,1640,5035,1252,188,157,16363,2747,9337,2140,6751,1319,275,161,85834,5887,43346,3600,21972,2776,20239,2164,1135,411,42488,3134,21777,2268,18642,1874,2069,645,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15368,2483,1725,809,802,438,508,388,294,301,0,193,923,510,566,417,346,262,11,22,13643,2449,6719,1435,4485,1200,2112,884,122,182,6924,1667,2580,862,3799,1238,545,441,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,317645,14370,146846,11571,68177,6132,22991,3098,38670,3969,6516,1282,78669,6415,22509,3075,47037,3818,9123,1339,170799,10648,82021,5700,19517,2400,52102,4567,10402,1667,88778,6251,17609,2592,57900,4252,13269,1711,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
