GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003MA,B17015_003EA,B17015_004MA,B17015_004EA,B17015_005MA,B17015_005EA,B17015_006EA,B17015_006MA,B17015_007MA,B17015_007EA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010MA,B17015_010EA,B17015_011MA,B17015_011EA,B17015_012EA,B17015_012MA,B17015_013MA,B17015_013EA,B17015_014MA,B17015_014EA,B17015_015EA,B17015_015MA,B17015_016MA,B17015_016EA,B17015_017EA,B17015_017MA,B17015_018EA,B17015_018MA,B17015_019MA,B17015_019EA,B17015_020EA,B17015_020MA,B17015_021EA,B17015_021MA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026EA,B17015_026MA,B17015_027MA,B17015_027EA,B17015_028EA,B17015_028MA,B17015_029EA,B17015_029MA,B17015_030MA,B17015_030EA,B17015_031MA,B17015_031EA,B17015_032EA,B17015_032MA,B17015_033MA,B17015_033EA,B17015_034EA,B17015_034MA,B17015_035EA,B17015_035MA,B17015_036MA,B17015_036EA,B17015_037EA,B17015_037MA,B17015_038EA,B17015_038MA,B17015_039EA,B17015_039MA,B17015_040MA,B17015_040EA,B17015_041EA,B17015_041MA,B17015_042MA,B17015_042EA,B17015_043EA,B17015_043MA,B17015_044EA,B17015_044MA,B17015_045MA,B17015_045EA,B17015_046MA,B17015_046EA,B17015_047MA,B17015_047EA,state
0400000US01,1222568,14007,174593,5454,50938,3329,14849,1648,2558,731,12291,1588,36089,2809,4740,976,31349,2757,123655,5176,16642,2341,3286,902,619,383,2667,871,13356,1934,1715,702,11641,1863,107013,4850,19843,2085,6796,1352,13047,1457,87170,4396,16809,2077,70361,4264,1047975,12811,806927,13011,270207,6073,17046,1806,253161,5476,536720,10020,19297,1929,517423,10009,241048,8506,63840,4466,19818,2591,3503,963,16315,2326,44022,3844,2411,721,41611,3776,177208,6823,61911,3401,11520,1471,50391,2907,115297,5419,11958,1901,103339,5116,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,345,132,70,45,275,119,2879,539,589,296,2290,487,6590,957,1602,421,169,69,99,57,70,41,1433,423,242,167,1191,373,4988,887,463,198,242,157,221,113,4525,857,1400,542,3125,626,155617,3391,123278,3925,23440,1681,1853,645,21587,1636,99838,3917,2719,879,97119,3799,32339,2400,12502,1764,1445,467,236,88,1209,482,11057,1581,528,302,10529,1542,19837,1610,3496,594,1269,415,2227,495,16341,1546,2008,875,14333,1375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,19493,2401,2824,866,16669,2203,72069,4320,6877,1310,65192,4026,121950,5349,25835,2700,4426,1006,414,256,4012,997,21409,2565,2567,765,18842,2415,96115,4873,10635,1547,1946,531,8689,1391,85480,4641,13520,1681,71960,4384,1358798,12983,1045031,11565,368659,6100,18870,1835,349789,5877,676372,10191,20779,1993,655593,9986,313767,10077,103626,6418,21636,2602,3206,695,18430,2356,81990,5595,3576,1107,78414,5423,210141,7236,55751,3129,9970,1508,45781,2898,154390,6207,12794,1608,141596,6467,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,10583,1600,2633,775,7950,1415,28475,2862,4150,963,24325,2800,69735,4077,13064,2061,3364,1132,563,333,2801,1085,9700,1715,1054,412,8646,1696,56671,3500,10103,1566,4099,1013,6004,1370,46568,3096,10330,1585,36238,3102,642331,9468,509479,8797,183409,3949,11172,1316,172237,4088,326070,7784,15801,1945,310269,7550,132852,5003,39438,3104,11494,1439,2677,754,8817,1317,27944,3022,2475,750,25469,2959,93414,4501,35824,2655,7679,1310,28145,2367,57590,3618,6334,1320,51256,3460,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,69863,3506,14339,1564,55524,3373,392907,9732,64352,3877,328555,8977,630207,11812,136695,5738,15126,1983,4436,958,10690,1723,121569,5646,20515,2539,101054,5632,493512,9785,52439,3393,18681,2196,33758,2778,441073,9706,146555,8249,294518,7645,7552993,30734,5697544,28260,1455737,13312,138192,5945,1317545,12503,4241807,26148,200896,6857,4040911,25758,1855449,18633,621667,12504,140330,6059,29523,2600,110807,5104,481337,11153,35722,2831,445615,10762,1233782,13731,332161,7641,73436,4076,258725,6872,901621,14700,107982,6108,793639,13152,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,8836,1386,1239,487,7597,1277,37076,3415,2760,698,34316,3361,65682,3667,11582,1915,1647,734,246,339,1401,636,9935,1810,900,441,9035,1753,54100,3537,4953,1090,1566,596,3387,885,49147,3692,7384,1536,41763,3350,1168347,10778,936290,11617,228330,4994,11932,1393,216398,5014,707960,10849,20497,2098,687463,10620,232057,7209,76804,5221,14123,1702,2391,775,11732,1518,62681,4784,2650,808,60031,4626,155253,5684,34574,2661,4664,991,29910,2343,120679,5116,8922,1323,111757,5007,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,4214,982,650,358,3564,1009,14738,2047,1855,791,12883,1796,48673,3115,6060,1505,766,457,80,129,686,429,5294,1439,854,452,4440,1425,42613,3022,5394,1194,1740,699,3654,1058,37219,2942,9496,1721,27723,2732,822668,9009,638933,9589,173290,4227,8808,1253,164482,4370,465643,8249,11489,1771,454154,8380,183735,6411,51208,3549,13254,1970,1722,495,11532,1846,37954,3281,2100,726,35854,3209,132527,5470,30769,2696,6455,1224,24314,2365,101758,4993,7872,1666,93886,4918,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,1649,563,64,51,1585,565,4558,1178,170,191,4388,1122,13128,1840,1747,768,180,141,72,84,108,112,1567,755,244,218,1323,732,11381,1673,1647,666,512,261,1135,596,9734,1549,2098,645,7636,1508,209029,4873,158526,4790,56475,2245,3738,882,52737,2167,102051,4615,4158,915,97893,4472,50503,3510,12901,1748,3005,724,287,212,2718,674,9896,1590,559,330,9337,1584,37602,3276,10285,1367,1486,482,8799,1318,27317,2807,2949,985,24368,2532,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,1333,617,135,142,1198,618,2148,767,189,146,1959,759,15420,2011,2054,714,690,413,53,87,637,403,1364,621,464,341,900,513,13366,1966,2061,675,774,373,1287,598,11305,1792,6543,1233,4762,1231,101566,3750,62324,3075,14306,1380,872,368,13434,1309,48018,2741,1546,572,46472,2622,39242,2530,9715,1504,2046,763,272,220,1774,717,7669,1384,813,584,6856,1401,29527,2270,6354,968,1017,556,5337,855,23173,2269,4189,1070,18984,1973,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,63022,4114,8645,1268,54377,4047,170466,7926,18690,2130,151776,7784,340159,11393,62065,4527,11326,1995,1905,749,9421,1704,50739,3999,5597,1163,45142,3671,278094,10488,40007,3198,11556,1936,28451,2657,238087,9687,44440,3578,193647,8856,4052741,29605,3100895,28510,1181950,13168,68512,3957,1113438,12796,1918945,23689,73244,4790,1845701,23828,951846,17055,273553,9186,72633,4326,11587,1542,61046,3984,200920,8355,9836,1655,191084,8253,678293,13031,197081,6513,35176,2404,161905,5954,481212,11830,39219,3504,441993,10848,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
