GEO_ID,B19325_001E,B19325_001M,B19325_002E,B19325_002M,B19325_003E,B19325_003M,B19325_004E,B19325_004M,B19325_005E,B19325_005M,B19325_006E,B19325_006M,B19325_007E,B19325_007M,B19325_008E,B19325_008M,B19325_009E,B19325_009M,B19325_010E,B19325_010M,B19325_011E,B19325_011M,B19325_012E,B19325_012M,B19325_013E,B19325_013M,B19325_014E,B19325_014M,B19325_015E,B19325_015M,B19325_016E,B19325_016M,B19325_017E,B19325_017M,B19325_018E,B19325_018M,B19325_019E,B19325_019M,B19325_020E,B19325_020M,B19325_021E,B19325_021M,B19325_022E,B19325_022M,B19325_023E,B19325_023M,B19325_024E,B19325_024M,B19325_025E,B19325_025M,B19325_026E,B19325_026M,B19325_027E,B19325_027M,B19325_028E,B19325_028M,B19325_029E,B19325_029M,B19325_030E,B19325_030M,B19325_031E,B19325_031M,B19325_032E,B19325_032M,B19325_033E,B19325_033M,B19325_034E,B19325_034M,B19325_035E,B19325_035M,B19325_036E,B19325_036M,B19325_037E,B19325_037M,B19325_038E,B19325_038M,B19325_039E,B19325_039M,B19325_040E,B19325_040M,B19325_041E,B19325_041M,B19325_042E,B19325_042M,B19325_043E,B19325_043M,B19325_044E,B19325_044M,B19325_045E,B19325_045M,B19325_046E,B19325_046M,B19325_047E,B19325_047M,B19325_048E,B19325_048M,B19325_049E,B19325_049M,B19325_050E,B19325_050M,B19325_051E,B19325_051M,B19325_052E,B19325_052M,B19325_053E,B19325_053M,B19325_054E,B19325_054M,B19325_055E,B19325_055M,B19325_056E,B19325_056M,B19325_057E,B19325_057M,B19325_058E,B19325_058M,B19325_059E,B19325_059M,B19325_060E,B19325_060M,B19325_061E,B19325_061M,B19325_062E,B19325_062M,B19325_063E,B19325_063M,B19325_064E,B19325_064M,B19325_065E,B19325_065M,B19325_066E,B19325_066M,B19325_067E,B19325_067M,B19325_068E,B19325_068M,B19325_069E,B19325_069M,B19325_070E,B19325_070M,B19325_071E,B19325_071M,B19325_072E,B19325_072M,B19325_073E,B19325_073M,B19325_074E,B19325_074M,B19325_075E,B19325_075M,B19325_076E,B19325_076M,B19325_077E,B19325_077M,B19325_078E,B19325_078M,B19325_079E,B19325_079M,B19325_080E,B19325_080M,B19325_081E,B19325_081M,B19325_082E,B19325_082M,B19325_083E,B19325_083M,B19325_084E,B19325_084M,B19325_085E,B19325_085M,B19325_086E,B19325_086M,B19325_087E,B19325_087M,B19325_088E,B19325_088M,B19325_089E,B19325_089M,B19325_090E,B19325_090M,B19325_091E,B19325_091M,B19325_092E,B19325_092M,B19325_093E,B19325_093M,B19325_094E,B19325_094M,B19325_095E,B19325_095M,NAME,B19325_001EA,B19325_001MA,B19325_002EA,B19325_002MA,B19325_003MA,B19325_003EA,B19325_004EA,B19325_004MA,B19325_005MA,B19325_005EA,B19325_006MA,B19325_006EA,B19325_007EA,B19325_007MA,B19325_008MA,B19325_008EA,B19325_009MA,B19325_009EA,B19325_010EA,B19325_010MA,B19325_011MA,B19325_011EA,B19325_012EA,B19325_012MA,B19325_013EA,B19325_013MA,B19325_014MA,B19325_014EA,B19325_015EA,B19325_015MA,B19325_016MA,B19325_016EA,B19325_017MA,B19325_017EA,B19325_018EA,B19325_018MA,B19325_019MA,B19325_019EA,B19325_020EA,B19325_020MA,B19325_021EA,B19325_021MA,B19325_022EA,B19325_022MA,B19325_023EA,B19325_023MA,B19325_024EA,B19325_024MA,B19325_025MA,B19325_025EA,B19325_026EA,B19325_026MA,B19325_027EA,B19325_027MA,B19325_028EA,B19325_028MA,B19325_029EA,B19325_029MA,B19325_030MA,B19325_030EA,B19325_031EA,B19325_031MA,B19325_032EA,B19325_032MA,B19325_033EA,B19325_033MA,B19325_034MA,B19325_034EA,B19325_035EA,B19325_035MA,B19325_036MA,B19325_036EA,B19325_037EA,B19325_037MA,B19325_038EA,B19325_038MA,B19325_039MA,B19325_039EA,B19325_040MA,B19325_040EA,B19325_041MA,B19325_041EA,B19325_042EA,B19325_042MA,B19325_043MA,B19325_043EA,B19325_044EA,B19325_044MA,B19325_045MA,B19325_045EA,B19325_046EA,B19325_046MA,B19325_047EA,B19325_047MA,B19325_048MA,B19325_048EA,B19325_049MA,B19325_049EA,B19325_050MA,B19325_050EA,B19325_051EA,B19325_051MA,B19325_052EA,B19325_052MA,B19325_053EA,B19325_053MA,B19325_054MA,B19325_054EA,B19325_055MA,B19325_055EA,B19325_056EA,B19325_056MA,B19325_057EA,B19325_057MA,B19325_058MA,B19325_058EA,B19325_059MA,B19325_059EA,B19325_060MA,B19325_060EA,B19325_061MA,B19325_061EA,B19325_062EA,B19325_062MA,B19325_063MA,B19325_063EA,B19325_064MA,B19325_064EA,B19325_065MA,B19325_065EA,B19325_066MA,B19325_066EA,B19325_067EA,B19325_067MA,B19325_068EA,B19325_068MA,B19325_069MA,B19325_069EA,B19325_070EA,B19325_070MA,B19325_071MA,B19325_071EA,B19325_072MA,B19325_072EA,B19325_073EA,B19325_073MA,B19325_074MA,B19325_074EA,B19325_075EA,B19325_075MA,B19325_076MA,B19325_076EA,B19325_077EA,B19325_077MA,B19325_078EA,B19325_078MA,B19325_079MA,B19325_079EA,B19325_080MA,B19325_080EA,B19325_081MA,B19325_081EA,B19325_082EA,B19325_082MA,B19325_083MA,B19325_083EA,B19325_084EA,B19325_084MA,B19325_085EA,B19325_085MA,B19325_086MA,B19325_086EA,B19325_087EA,B19325_087MA,B19325_088EA,B19325_088MA,B19325_089MA,B19325_089EA,B19325_090EA,B19325_090MA,B19325_091MA,B19325_091EA,B19325_092MA,B19325_092EA,B19325_093MA,B19325_093EA,B19325_094MA,B19325_094EA,B19325_095EA,B19325_095MA,state
0400000US01,3910998,3826,1870698,4613,822725,11659,0,192,822725,11659,1097,508,657,317,4833,1668,7109,1669,16952,2597,14072,2060,25709,3189,20452,2752,37474,3333,27186,3028,64294,4489,65282,5227,59265,4016,62775,4387,47548,3208,55628,3670,71735,4685,57540,4063,74936,4239,108181,4417,1047973,11277,240814,8670,807159,10986,80410,4133,51186,3717,61182,4047,84822,4731,73770,4584,56697,4066,50870,3505,37595,3197,38659,2722,24894,2177,43767,3199,40765,3463,28490,3037,24181,2148,19892,2192,17512,1963,20165,2419,14488,1786,17349,2062,20465,2087,2040300,3552,634420,11661,0,192,634420,11661,523,282,1533,588,4093,981,8810,1581,20021,2594,16166,2184,33835,3589,33029,2925,44469,2985,26959,2951,69663,4484,63243,4576,51732,3652,49210,4264,40721,3673,43319,3217,40524,3308,28353,3108,30590,2746,27627,2740,1405880,12163,354833,8527,1051047,12667,113662,5998,78991,4912,118684,5596,159794,6569,126945,6987,83529,4317,67258,4284,42726,2933,44267,3249,30973,2705,47880,3689,33705,2761,24038,2351,18162,2337,14532,1723,13008,1656,11940,1475,6924,1265,7193,1172,6836,1104,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,304721,1723,146579,4354,0,147,146579,4354,452,284,429,290,1073,429,457,261,1565,518,1311,518,3070,889,2381,819,5205,1035,4423,1337,6455,1304,9635,1597,7522,1591,8460,1544,8019,1799,9259,1763,14258,1812,13029,1824,21776,2310,27800,2678,158142,4121,10122,1455,148020,3807,23424,2094,8634,1298,8940,1429,7289,1113,10391,1506,7900,1287,8097,1418,5137,1033,6612,1408,3423,753,8237,1426,4716,828,5890,1195,4271,1006,3398,790,3819,927,5650,1151,5210,1131,7996,1282,8986,1292,271658,1627,101803,3717,0,147,101803,3717,226,195,92,119,234,176,503,288,1538,742,1269,565,1831,607,2464,1017,3223,906,3391,879,8069,1348,6443,1219,9328,1457,12328,1987,5661,1074,8027,1442,10829,1647,5693,1378,12830,1779,7824,1455,169855,4021,17500,2329,152355,4304,33784,2859,10198,1387,10018,1297,9653,1267,12780,1668,8110,1064,9176,1116,5352,1017,6845,1175,5846,1220,6705,1175,6419,1314,5281,1098,4055,1055,1853,578,4668,984,3418,786,2970,678,3254,738,1970,617,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,2609804,1840,1123844,11132,0,203,1123844,11132,2270,683,1475,584,7896,1363,8290,1774,22291,2457,15164,1839,37367,3779,29225,2769,64023,4183,30860,3131,81991,5179,88741,5783,73718,5120,86281,4723,52054,3718,73328,4707,95395,5172,67570,4389,119844,5075,166061,6383,1485960,11297,355083,9550,1130877,13141,115255,5006,74619,4245,74827,4105,78333,4740,98893,5597,66371,4181,69106,4346,48611,3496,61716,4169,42017,3006,69659,4121,57485,3257,49773,3215,36681,2852,32228,2467,23961,2302,36425,2635,23603,2369,33132,2438,38182,2759,2671285,1773,825109,12129,0,203,825109,12129,631,304,2148,821,4654,943,6036,1297,28617,3591,15454,1882,31378,3037,29942,2823,48314,3940,29693,3368,77224,5184,81826,4310,78802,4909,69991,4606,48795,3784,58926,4256,56715,3248,44705,3306,57728,3529,53530,3917,1846176,11878,525006,10908,1321170,13343,141846,6163,103693,4908,125269,6415,158925,5860,146258,5935,90722,5044,91611,5050,62058,3923,59763,3978,42647,2792,65419,4029,53937,3155,38209,2629,29310,2741,19272,2047,18715,1964,24351,2305,15472,1701,16413,1772,17280,2207,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,1151058,3436,506358,7830,0,192,506358,7830,785,415,921,676,2567,788,3191,924,13622,2511,7635,1768,19939,2477,18222,2520,26022,3090,15518,2015,43844,2968,48442,3733,39872,3082,39134,3090,31976,2959,32755,3319,40826,3415,28899,2970,42746,2907,49442,3131,644700,8292,135999,6243,508701,7751,48652,3947,31826,2574,35918,2545,54961,4389,53854,3230,37848,3217,36669,2968,25781,2297,27259,2808,17869,1909,27340,2344,22034,2796,17903,2015,14501,1795,10032,1267,10841,1437,10437,1227,6742,1188,8748,1206,9486,1583,1212821,3585,394025,8085,0,192,394025,8085,750,346,1085,559,3531,858,4874,1029,12109,1894,10577,1761,23813,2686,20979,2579,33792,3882,18976,1993,45130,3652,44457,3355,31183,2902,27205,2825,22476,2493,21393,2385,26104,2535,15384,1881,17962,2280,12245,1685,818796,8770,194440,6111,624356,8217,58796,4135,50710,3587,68744,3889,97887,4690,79404,4023,53122,3747,41455,2979,29694,2539,25073,1838,19349,2901,25496,2633,19284,2338,12255,1664,10256,1363,6736,1202,6962,1383,8214,1162,4017,828,3393,863,3509,813,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,15182718,4293,6815180,34144,0,203,6815180,34144,11738,1617,9359,1508,35734,3217,41968,3931,142073,7355,109443,5915,251319,9919,182695,8545,316782,10615,206424,7679,435705,11069,455952,12694,381486,10577,396483,11698,317301,9337,384636,10763,525348,11091,415466,11902,743743,16629,1451525,16821,8367538,33750,2174028,21130,6193510,32383,593780,11821,400740,10858,458625,10925,501579,11343,674412,11687,345834,9068,370068,11410,263266,7633,316290,10816,190610,7588,320405,8065,261439,8868,208935,7740,177982,5584,134807,4966,129953,5323,190470,7163,137373,6098,215496,6947,301446,7299,15550134,4157,4691893,29108,0,203,4691893,29108,8833,1611,9564,1434,38253,2522,41353,3329,120436,5544,102416,5593,183843,7574,136653,6214,232993,8401,162208,7535,327545,10262,382349,11703,325076,9139,307636,8823,260741,7396,290751,8573,392350,11501,301091,9345,478585,11367,589217,14266,10858241,29360,3298585,24558,7559656,31836,762563,13084,595239,13354,789736,15740,788836,14144,946125,13507,472418,11515,453666,12000,300703,8424,349020,9225,210395,7080,362689,9689,276731,7488,200364,5405,170473,6345,128710,6373,118120,5074,156976,5867,122517,5071,172156,5846,182219,6913,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,2110584,2715,1057178,11833,0,195,1057178,11833,1847,639,556,304,6358,1476,5533,1216,19570,2069,8626,1574,21603,2880,19639,2036,37898,3328,25056,1992,60665,4337,80580,4550,67844,3928,73906,4242,61765,3963,68632,4307,93753,4791,72828,3785,125905,5117,204614,5850,1053406,11756,165815,6126,887591,12900,106474,4921,52367,4189,58340,4453,61019,4641,66916,4852,39405,3105,51410,3709,34666,2971,50573,4252,28935,2400,49657,3535,47036,3533,36685,3178,32534,2722,25723,2332,24142,1896,28296,2252,23147,1993,30147,2311,40119,3005,2114093,3401,731046,9964,0,195,731046,9964,1135,543,873,444,7771,1478,5659,1241,17720,2292,10289,1696,22168,2620,18414,2178,34323,2620,23354,2337,62435,4112,72418,4766,63309,3904,58784,3755,48461,3795,50167,2966,59224,3392,47623,3348,63414,3655,63505,3477,1383047,10163,311716,8893,1071331,11669,127262,4830,84411,4717,98340,5665,110739,5027,103329,5015,70954,4765,70387,4463,43656,2944,57023,3861,34522,2552,56988,3263,45471,2912,32918,2484,26532,2611,21912,2434,15786,1782,23449,2112,13948,1494,15936,1838,17768,1752,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1426766,2000,682401,9016,0,201,682401,9016,1223,513,884,478,2277,780,2130,730,6181,1506,1935,833,12185,2183,7724,1309,23836,2940,15555,2430,29733,3136,33807,3045,31406,3257,40120,3568,32924,2994,48593,3809,62107,3349,53462,3857,95755,5329,180564,6630,744365,8778,142876,5473,601489,10324,72865,3948,38354,2983,35426,4023,36231,3485,43350,3229,28142,2403,36540,2894,22849,2345,31008,2805,22506,2336,37416,3611,33751,2505,23828,2336,21594,2354,14353,1936,16381,1959,21748,1911,14706,1666,20660,2217,29781,2214,1528565,1350,510058,8841,0,201,510058,8841,853,372,962,655,1710,645,1854,729,6450,1204,6240,1368,9903,1828,10033,1913,20403,2316,12831,1912,29212,3057,42441,3667,41211,4161,41371,3031,31987,2782,33953,2576,50672,4175,40779,3421,67077,3245,60116,3588,1018507,8882,211234,7101,807273,9063,88443,4719,49866,4081,64568,4023,70940,3762,78391,4740,54579,4165,54450,3907,41212,3277,45762,3448,29469,3213,44327,3265,35444,2820,24910,2315,22000,2028,15838,1960,15856,2175,19068,1808,14041,1630,20013,1902,18096,1786,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,361111,1047,165230,4852,0,189,165230,4852,339,164,0,189,377,236,2089,848,2259,977,1608,641,3999,1317,2383,866,5457,1226,2392,865,10568,1870,12983,1995,11214,1914,11866,1832,10097,1719,12014,1609,18624,2166,11912,1709,18462,1999,26587,2261,195881,4874,35045,2222,160836,4815,17989,2218,10200,1576,10443,1847,10874,1590,11216,1650,8527,1383,10511,1734,6625,1314,6551,1162,5542,1072,10036,1752,8987,1317,7515,1065,6717,1187,4274,712,4589,811,5691,962,2883,661,5431,944,6235,953,393701,1004,139163,4357,0,189,139163,4357,439,461,204,219,745,512,662,405,3317,950,1303,531,5014,1053,3070,944,7316,1484,4504,1161,11319,2065,14633,1708,9746,1372,11508,1677,8887,1717,10646,1618,12710,2035,8070,1411,12606,1907,12464,1678,254538,4179,52308,2904,202230,4291,24750,2276,14199,1829,16738,2198,20190,1913,21310,2015,17053,2010,13556,1711,8892,1280,9065,1176,6971,1464,10573,1559,8111,1322,6157,936,4915,1065,3573,699,4113,893,3943,932,2798,588,2766,578,2557,758,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,257524,580,129122,3677,0,203,129122,3677,154,116,158,158,376,254,650,392,1122,489,1337,647,2785,991,963,496,3223,1053,1525,545,4385,1341,5392,1215,4648,1014,8707,1482,4392,1183,7868,1543,12279,1800,8700,1632,18279,2179,42179,2313,128402,3681,29541,2447,98861,4132,16589,2227,8123,1534,8332,1402,11002,1830,8896,1665,3562,857,3471,927,2788,809,4377,1173,2303,852,3472,854,2659,744,2266,695,2448,971,1787,569,2215,588,2273,848,2179,820,3332,854,6787,1259,292586,512,124514,4311,0,203,124514,4311,143,162,514,410,327,260,646,414,852,455,399,305,2456,701,2485,935,1310,566,2034,740,4295,910,6022,1202,5109,1214,9098,1669,8027,1424,7062,1315,12897,1705,11761,1798,20419,2293,28658,2314,168072,4216,35454,2838,132618,4023,17026,1776,12560,1835,12055,1547,13480,1803,10438,1415,6555,1314,6585,1475,4722,1114,4428,1065,4070,1007,6088,1080,6488,1115,4077,992,4214,801,2590,922,3285,759,3504,1002,1931,603,3882,979,4640,811,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,7863088,4676,3288414,25127,0,218,3288414,25127,5247,1514,6245,1655,20363,2630,21364,2989,81768,5892,63451,5951,117919,7119,97931,6079,199878,10580,113456,7627,281299,9023,297267,10819,225242,9094,228456,7957,173402,7702,195147,8179,242885,8053,186133,7867,287635,9146,443326,11606,4574674,25208,1076457,14691,3498217,25256,306371,10162,196227,8430,243557,8955,309729,11855,333441,9570,212065,7555,218821,8617,174211,7466,186794,7442,117934,5501,207476,7252,166130,6583,128138,4859,109061,5876,86675,4735,81561,4396,104713,4813,71793,4261,100115,4616,143405,5828,8363408,4668,2653794,22576,0,218,2653794,22576,4334,1288,5299,1394,22382,3170,21933,2638,93222,5422,56818,4364,124657,7060,93812,5354,183115,8003,125315,6461,282210,10065,281297,9619,241006,8476,220879,9368,138935,6360,148863,6919,187076,6789,122544,6420,158384,7055,141713,5539,5709614,21608,1476209,21107,4233405,21384,383032,10622,293849,8443,436131,10739,561556,12563,502684,14682,314714,9325,296709,8975,198956,7503,205346,8432,129580,6881,204855,8325,155601,5595,116520,6109,95850,5528,63594,4053,55749,3565,68349,4080,42527,3147,49383,3739,58420,3354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
