GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001EA,C16005_001MA,C16005_002MA,C16005_002EA,C16005_003MA,C16005_003EA,C16005_004MA,C16005_004EA,C16005_005MA,C16005_005EA,C16005_006EA,C16005_006MA,C16005_007EA,C16005_007MA,C16005_008EA,C16005_008MA,C16005_009MA,C16005_009EA,C16005_010EA,C16005_010MA,C16005_011EA,C16005_011MA,C16005_012MA,C16005_012EA,C16005_013EA,C16005_013MA,C16005_014EA,C16005_014MA,C16005_015MA,C16005_015EA,C16005_016EA,C16005_016MA,C16005_017EA,C16005_017MA,C16005_018MA,C16005_018EA,C16005_019MA,C16005_019EA,C16005_020EA,C16005_020MA,C16005_021MA,C16005_021EA,C16005_022EA,C16005_022MA,C16005_023MA,C16005_023EA,C16005_024MA,C16005_024EA,C16005_025EA,C16005_025MA,C16005_026EA,C16005_026MA,C16005_027EA,C16005_027MA,C16005_028MA,C16005_028EA,C16005_029MA,C16005_029EA,state
0400000US01,4541368,2912,4379931,7644,4275842,9263,71613,5065,53665,5153,17948,2665,16935,2521,13682,1970,3253,1219,9651,1887,7335,1587,2316,1113,5890,2762,5301,2743,589,406,161437,7789,33820,3508,71926,5540,21237,3232,50689,4511,19300,2711,13326,2240,5974,1700,27355,2743,12885,2037,14470,2157,9036,2796,4669,1717,4367,2022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,680427,1049,629756,3363,564776,5170,13788,2105,13323,2110,465,282,7582,1678,7095,1653,487,290,9444,1901,6435,1673,3009,1220,34166,2414,28564,2149,5602,1032,50671,3414,10249,1520,6579,1452,2866,762,3713,1089,7878,1920,5061,1239,2817,1157,24515,2806,8666,1520,15849,2990,1450,765,1058,670,392,378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6196543,887,5304632,18835,4391566,23524,720494,13023,630709,12856,89785,5611,47907,4416,44774,4241,3133,770,25738,2505,22180,2367,3558,967,118927,5081,95279,4889,23648,1882,891911,18700,144111,7327,546343,13831,185052,9491,361291,11546,70384,4472,52729,3736,17655,2503,93782,5417,45868,3837,47914,3995,37291,6749,19605,3965,17686,4405,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2769171,2391,2636713,5966,2550484,8676,67161,5253,53272,4711,13889,2413,11144,3093,9151,2838,1993,945,5154,1327,2709,857,2445,1230,2770,1285,2192,1141,578,463,132458,5314,28456,3539,72393,4375,19522,2888,52871,3993,9538,2005,6570,1649,2968,1267,18112,2562,8058,1531,10054,1931,3959,1704,2569,1482,1390,909,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35831956,3033,25564561,52918,19098143,52185,5172018,38829,4401684,39833,770334,14999,430275,12070,390799,11419,39476,3694,767281,15142,633266,14393,134015,6517,96844,8018,86989,7861,9855,1959,10267395,53292,1032856,17937,5150436,37827,1464165,20262,3686271,35328,1150134,21571,679550,15307,470584,15361,2677991,24333,1133158,19579,1544833,20773,255978,16190,147737,11712,108241,8351,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934794,2520,4436886,11741,4025857,16543,328690,11858,272428,10486,56262,4230,45555,3855,41425,3796,4130,1057,28185,2950,23841,2609,4344,1061,8599,1932,7235,1615,1364,632,497908,11444,83183,4849,249134,8674,87243,5744,161891,7193,67661,5010,45052,3763,22609,2798,69969,3567,30438,2361,39531,3170,27961,4957,12455,2528,15506,3765,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405334,868,2908729,12783,2553656,12667,247686,8548,186497,7599,61189,4075,84349,5154,74650,5181,9699,1540,15701,2016,14098,1915,1603,581,7337,2264,6488,2137,849,438,496605,12800,118109,6701,140823,7383,42614,4395,98209,6718,158142,8376,88179,6146,69963,4724,63809,4602,30746,2728,33063,3822,15722,3433,9928,2598,5794,1888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,869514,423,793113,4493,746277,5311,33036,3195,25204,2735,7832,1590,8435,1669,6813,1296,1622,856,4343,1260,4257,1236,86,137,1022,560,1022,560,0,189,76401,4389,17880,2908,21797,2759,5727,1395,16070,2732,18063,3045,11815,2301,6248,1634,13970,1958,8001,1446,5969,1528,4691,1390,3747,1223,944,546,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605388,270,513573,5398,472091,6083,23691,2428,20868,2435,2823,936,10502,1986,9849,1771,653,521,4665,870,4306,870,359,288,2624,886,2198,764,426,438,91815,5389,24937,3253,29404,2877,13911,2085,15493,2320,16134,2808,11157,2005,4977,1514,9818,1654,5122,1196,4696,1269,11522,2421,7759,1797,3763,1516,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18478811,3217,14696750,37854,12637008,37875,1685727,26993,1361530,23919,324197,12278,289041,12701,255335,11079,33706,4146,53131,4675,43893,3838,9238,1881,31843,4684,28914,4409,2929,1071,3782061,37276,774837,21578,2078774,24284,757058,16397,1321716,21654,635733,20152,344144,14438,291589,12687,226986,9244,112095,7334,114891,6738,65731,6327,39779,4735,25952,4021,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9335151,3801,8370845,19468,7890351,22670,339716,10344,280275,9927,59441,5318,73151,6286,66500,5669,6651,2247,48720,4292,42991,4206,5729,1210,18907,3404,15272,2960,3635,1619,964306,18716,177965,7900,401691,10891,120495,6937,281196,10379,165253,10115,108598,6921,56655,5951,159568,6958,67654,5277,91914,5837,59829,7470,36765,5233,23064,4259,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1313348,394,1068220,10013,945625,12506,17187,2520,12053,2123,5134,1366,7871,1998,5971,1329,1900,1443,96742,6819,69748,6746,26994,2478,795,642,662,639,133,196,245128,9926,37906,2891,8035,1756,3768,1022,4267,1507,9739,1984,7868,1822,1871,713,187896,9492,56559,4522,131337,7704,1552,806,1107,528,445,360,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1500897,1466,1406117,5834,1319359,7246,69058,4738,57871,4434,11187,2076,10814,1996,9538,1810,1276,676,2729,870,2367,773,362,362,4157,1138,3078,934,1079,703,94780,5718,17616,2204,51917,4257,16620,2885,35297,3350,11858,2883,7214,1670,4644,2108,10055,1698,4455,1053,5600,1353,3334,1796,1346,611,1988,1686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12085046,3404,10289473,23790,9152683,24412,820789,13571,677689,13705,143100,6050,207670,10202,180815,9589,26855,3151,65542,4760,57414,4501,8128,1850,42789,5712,38667,4769,4122,2395,1795573,23674,193623,8348,767612,14955,230068,9810,537544,13197,462402,15089,242495,9853,219907,8598,286368,8830,145814,7503,140554,6222,85568,8771,49500,5466,36068,5684,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6146838,2969,5835916,9803,5592240,13348,152381,6380,124279,5691,28102,3566,77654,6319,60982,5498,16672,2519,8280,1609,6248,1365,2032,777,5361,1420,4181,1032,1180,1082,310922,9862,52971,4212,129573,5909,41836,4707,87737,5411,58417,5849,38482,3892,19935,3673,55363,4080,23548,3018,31815,3284,14598,3070,8118,1933,6480,2088,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2897339,2384,2749847,7490,2661254,8802,55425,3760,43758,3354,11667,1973,23582,3264,19846,2945,3736,1203,7311,1135,5773,1006,1538,580,2275,695,1987,652,288,222,147492,7128,26343,2798,52595,3958,16338,2688,36257,3042,25108,4187,14514,2647,10594,2607,34396,2808,14235,1905,20161,2412,9050,2075,4743,1178,4307,1590,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2694653,1648,2498519,7862,2372825,9268,94787,4385,80404,4722,14383,1975,15696,2689,13474,2428,2222,709,10932,1806,9870,1754,1062,447,4279,1535,3883,1497,396,422,196134,7736,29391,3224,99894,5026,34826,3452,65068,4196,20043,2879,13628,2118,6415,1419,35366,2539,14148,1652,21218,2319,11440,2836,7519,2198,3921,1246,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4123458,2572,3976229,7242,3887820,9006,51827,3992,41528,3817,10299,1614,26861,3460,21840,2965,5021,1483,6325,1282,5301,1232,1024,492,3396,1409,2630,1329,766,510,147229,7022,29683,3181,53377,4758,17798,2833,35579,3800,26218,4042,15203,2557,11015,2547,24812,2742,11258,1583,13554,2155,13139,3050,6576,1671,6563,1953,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4320472,1953,4139585,7944,3934278,12208,68479,5861,56526,5467,11953,2161,119488,5842,102329,5829,17159,2080,12073,1758,9612,1769,2461,720,5267,1978,5017,1946,250,198,180887,7386,28484,3018,82680,5450,25953,2646,56727,5230,24377,3871,17692,3105,6685,1780,35969,2895,12985,1753,22984,2621,9377,3215,6605,3057,2772,1171,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264125,996,1219766,3085,1165959,4573,7689,1156,6776,1177,913,568,41679,3529,34741,3620,6938,1182,2455,796,1797,693,658,581,1984,587,1894,591,90,73,44359,3104,18993,1871,3110,922,1697,707,1413,618,11080,1765,7826,1453,3254,831,6199,1184,2870,1017,3329,857,4977,2085,2097,1074,2880,1560,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5562102,1310,4725413,15356,4433693,17912,161935,7130,138970,6523,22965,2856,68524,5663,60780,5100,7744,1900,35111,3277,29547,2700,5564,1396,26150,4452,23389,4103,2761,1116,836689,15352,184205,9683,233771,7107,85236,6710,148535,6667,169812,10435,110355,7918,59457,5620,166756,7076,88052,5258,78704,5157,82145,7962,58827,6405,23318,3152,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6328899,1440,5288830,17267,4713198,19895,316695,8285,236631,8571,80064,4508,182142,7792,162484,7398,19658,2618,58460,4714,49256,4396,9204,1490,18335,2579,15293,2368,3042,1145,1040069,17419,199234,8606,219495,7974,77461,5478,142034,7341,366073,11899,190422,8586,175651,8148,189379,6313,84176,4972,105203,4534,65888,5518,39992,3706,25896,3676,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
