GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001MA,C17002_001EA,C17002_002EA,C17002_002MA,C17002_003EA,C17002_003MA,C17002_004MA,C17002_004EA,C17002_005EA,C17002_005MA,C17002_006MA,C17002_006EA,C17002_007EA,C17002_007MA,C17002_008MA,C17002_008EA,state
0400000US24,5788159,2967,290284,14479,295287,15120,185853,11945,180384,12568,270003,13894,139247,13019,4427101,25468,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6456530,2610,352232,15706,418281,15648,217547,13129,204856,11941,307425,15489,131435,9918,4824754,27809,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9669513,4111,768871,22156,879565,21701,423892,14170,445807,15258,652211,20427,275891,13757,6223276,34950,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5292348,2336,259106,10955,333316,12961,193266,11274,194014,9953,316151,16104,125197,7805,3871298,22976,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2893768,2850,309654,16449,386261,18574,180698,12645,166030,11548,230410,13634,81864,8998,1538851,24579,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5861009,3082,404106,15258,526960,19758,281584,12323,291850,14140,408682,15690,183509,14150,3764318,29894,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,990603,976,70102,5709,93535,7677,51708,5240,46158,4215,67958,5915,27438,3544,633704,8591,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1815565,1350,99219,8051,140214,9662,87613,7390,80345,7080,127743,7832,48970,5064,1231461,13063,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2750476,2092,195701,11852,237875,15451,149912,12113,135836,12125,212786,15485,82461,8557,1735905,25383,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1281181,1408,52875,5923,58620,6511,40852,5821,47816,5117,69341,7270,27585,4174,984092,11725,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8721010,3187,438899,19516,559650,22597,295078,15448,302819,16490,442754,21428,170509,10961,6511301,30260,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2045402,1557,207655,12381,240806,13462,129787,10651,100819,7956,155808,9653,52729,6640,1157798,17001,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19133973,5745,1338887,30958,1716758,38478,825365,25522,858326,25857,1096976,30809,441839,20119,12855822,60891,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9588277,3839,753265,23695,962132,25567,514830,20156,529330,23455,666371,22926,289462,14898,5872887,44558,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,698199,719,37065,3739,45333,4478,30345,4447,27882,3796,34245,3761,17796,3082,505533,7899,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11248753,4641,841667,25297,955275,26482,520394,22853,515588,21715,730233,22328,301219,14548,7384377,45795,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3735207,2100,267969,10824,358937,14068,207575,10190,205617,10232,294285,12295,123717,7846,2277107,19402,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3852871,2320,283077,13689,359061,15641,204304,12980,184356,11706,285734,13635,104901,9346,2431438,25326,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12353256,3882,759549,24891,930856,27981,501384,20881,555015,21145,757241,23102,334924,14130,8514287,44815,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1010827,1740,60477,7272,83969,7639,46222,5980,35512,4336,58865,7770,17768,3371,708014,11514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4631801,2952,390000,14313,470380,19053,237310,12540,258308,15173,356027,18464,145449,8860,2774327,29641,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,815049,1215,49643,5031,65811,5316,43301,5471,38461,4443,54709,5965,20110,2947,543014,9133,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6335295,3095,493980,19910,632792,23010,347461,16001,356248,15918,457739,19812,189574,12657,3857501,33782,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25834229,6476,1896210,40517,2633829,51528,1421689,39157,1396562,41207,1830038,44038,788544,35746,15867357,84054,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2851587,2386,149062,11322,212119,14424,123088,10095,145478,10989,210711,12511,85175,7105,1925954,21131,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,602538,524,29946,3767,44112,3587,27972,3635,23988,2567,40356,3873,14361,2220,421803,7392,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8010544,3323,432539,18609,506194,19836,310262,17946,312267,21025,447956,17272,188909,11849,5812417,38718,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6836262,3828,434999,16462,532283,19698,282215,18393,302054,17434,406912,17242,164224,11158,4713575,34568,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1798266,1983,150421,9763,181926,7997,96791,8254,97479,8742,132240,8272,53418,5016,1085991,17709,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5593197,2530,316808,12305,438743,15200,239057,10233,255276,12565,350750,13011,144957,8363,3847606,21670,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,569307,563,28948,3931,33091,4691,22965,3825,20290,3957,33652,5158,17887,3329,412474,9326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3581841,2112,926187,23425,700692,22974,308521,14648,284981,12813,320922,15777,115178,10553,925360,20883,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
