GEO_ID,B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,NAME,B05003H_001EA,B05003H_001MA,B05003H_002MA,B05003H_002EA,B05003H_003EA,B05003H_003MA,B05003H_004EA,B05003H_004MA,B05003H_005MA,B05003H_005EA,B05003H_006EA,B05003H_006MA,B05003H_007MA,B05003H_007EA,B05003H_008MA,B05003H_008EA,B05003H_009EA,B05003H_009MA,B05003H_010EA,B05003H_010MA,B05003H_011EA,B05003H_011MA,B05003H_012MA,B05003H_012EA,B05003H_013MA,B05003H_013EA,B05003H_014EA,B05003H_014MA,B05003H_015EA,B05003H_015MA,B05003H_016MA,B05003H_016EA,B05003H_017MA,B05003H_017EA,B05003H_018MA,B05003H_018EA,B05003H_019MA,B05003H_019EA,B05003H_020EA,B05003H_020MA,B05003H_021EA,B05003H_021MA,B05003H_022EA,B05003H_022MA,B05003H_023EA,B05003H_023MA,state
0400000US01,3204524,3006,1566760,2074,332301,1753,331107,1903,1194,633,777,506,417,314,1234459,770,1222087,2203,12372,2054,6944,1397,5428,1489,1637764,2078,318545,1579,317687,1538,858,469,232,289,626,352,1319219,1106,1303353,2250,15866,1911,8815,1374,7051,1408,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,459168,243,245392,775,50119,768,49908,794,211,209,12,23,199,209,195273,261,190145,1233,5128,1216,2874,715,2254,955,213776,722,45515,741,45423,748,92,76,67,84,25,40,168261,161,162564,1059,5697,1024,3873,887,1824,473,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3750664,2271,1853447,1452,338528,845,336017,1291,2511,1041,583,468,1928,859,1514919,1158,1443034,4544,71885,4623,38823,3296,33062,3134,1897217,1512,321885,1249,318861,1505,3024,1012,1464,624,1560,764,1575332,750,1494525,4594,80807,4661,46471,3458,34336,3476,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2178091,1723,1069942,1842,234511,1760,234042,1775,469,370,267,299,202,197,835431,470,827009,1782,8422,1820,4114,1123,4308,1524,1108149,1981,220896,1847,220408,1948,488,380,207,283,281,249,887253,539,878686,1706,8567,1629,3940,933,4627,1278,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884539,6586,7423040,4108,1243604,2551,1215868,4347,27736,3384,7324,1524,20412,2858,6179436,2959,5552177,16146,627259,15949,400051,11406,227208,9458,7461499,3948,1180421,2282,1151752,4471,28669,3609,7828,1357,20841,3022,6281078,2949,5597511,14859,683567,14421,457273,11740,226294,9243,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3643026,3406,1820333,2312,361735,1306,358417,1790,3318,1300,709,651,2609,1064,1458598,1866,1414100,4135,44498,3395,24852,2529,19646,2307,1822693,2300,343094,1603,340260,1793,2834,945,743,320,2091,926,1479599,1304,1423281,3746,56318,3468,34278,2725,22040,1948,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493100,2018,1213798,918,235263,425,232699,943,2564,828,921,445,1643,644,978535,731,904352,4316,74183,4184,46304,3009,27879,2887,1279302,1231,222363,676,219364,1130,2999,792,960,483,2039,661,1056939,924,971005,4192,85934,4167,57465,3599,28469,2416,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,592064,1118,286570,997,53611,143,53404,255,207,212,53,88,154,192,232959,980,226676,1225,6283,1051,3864,913,2419,810,305494,321,51113,136,50841,314,272,281,166,262,106,124,254381,283,245938,1506,8443,1435,4813,941,3630,1068,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,230264,560,114582,409,11700,213,11330,315,370,249,141,141,229,215,102882,300,92488,1677,10394,1627,4004,985,6390,1260,115682,302,11081,245,9888,641,1193,628,69,117,1124,627,104601,170,94163,1844,10438,1866,3936,1012,6502,1426,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10992388,6011,5389353,3980,909545,2600,897901,3417,11644,2092,3266,941,8378,1871,4479808,2486,4200935,9260,278873,9507,158302,6752,120571,6128,5603035,3934,861824,2881,850249,3234,11575,2225,2943,987,8632,1829,4741211,2419,4403482,11244,337729,10987,204598,8072,133131,6489,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
