GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001MA,B08014_001EA,B08014_002EA,B08014_002MA,B08014_003EA,B08014_003MA,B08014_004EA,B08014_004MA,B08014_005EA,B08014_005MA,B08014_006MA,B08014_006EA,B08014_007EA,B08014_007MA,B08014_008EA,B08014_008MA,B08014_009MA,B08014_009EA,B08014_010EA,B08014_010MA,B08014_011EA,B08014_011MA,B08014_012MA,B08014_012EA,B08014_013EA,B08014_013MA,B08014_014MA,B08014_014EA,B08014_015EA,B08014_015MA,B08014_016EA,B08014_016MA,B08014_017MA,B08014_017EA,B08014_018EA,B08014_018MA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US01,1972264,17151,43662,4158,394100,9815,801700,16567,467273,13667,175191,8459,90338,9130,1040381,12437,23375,2950,170468,7512,438394,10456,256128,8233,100191,5975,51825,5796,931883,10855,20287,2586,223632,6808,363306,9835,211145,7807,75000,4328,38513,4477,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,341556,5309,21042,2266,76157,4599,129680,6275,73590,5218,26723,4586,14364,3582,185295,4166,10965,1498,39940,3340,70159,3925,41432,3306,14088,2486,8711,2367,156261,3597,10077,1192,36217,3463,59521,3583,32158,2911,12635,2502,5653,1532,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2735603,15953,84139,5608,662606,13927,1206997,21089,522981,17172,185867,11807,73013,6783,1467239,10348,48300,4077,320440,9541,665906,13315,286218,10835,103544,7204,42831,4174,1268364,13197,35839,3244,342166,8252,541091,11023,236763,8595,82323,5855,30182,3299,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1217156,11949,27508,3068,254494,9680,535068,15031,268894,10772,93287,6543,37905,5463,645593,7127,12351,1895,119340,5981,292061,9021,146504,7278,53007,4235,22330,3593,571563,8515,15157,2245,135154,5906,243007,8498,122390,5206,40280,3489,15575,2364,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16602180,39194,566947,18676,3372542,34737,6523549,54562,3648039,43708,1644372,32251,846731,29047,9080600,28415,309448,11218,1697391,21632,3645891,32873,2026272,27230,926338,19205,475260,17885,7521580,30107,257499,10570,1675151,23567,2877658,31276,1621767,22693,718034,16611,371471,13685,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2550266,14896,63319,5354,506533,13968,1110041,20103,559353,16625,221161,11224,89859,7476,1382457,9844,34773,3891,248600,9161,615890,12850,310742,10158,122293,7789,50159,4588,1167809,10646,28546,3072,257933,8206,494151,9868,248611,8732,98868,5177,39700,3499,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711450,10251,65976,5268,342996,10003,722687,14464,369147,12118,146040,8451,64604,7966,889503,6915,31320,3411,157097,6346,385503,9292,201567,7188,79259,5225,34757,3810,821947,8826,34656,3216,185899,6570,337184,7756,167580,6677,66781,4250,29847,4500,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,419737,6294,12444,2175,89271,5169,180613,7342,84820,6169,37858,4853,14731,3218,214732,3999,5613,1325,39206,3017,93975,4272,47062,3799,20474,2718,8402,2051,205005,4218,6831,1489,50065,3461,86638,4579,37758,3187,17384,2780,6329,1478,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,318291,4629,88226,5534,131005,5595,77494,5409,15744,2519,5400,1944,422,442,155704,2845,39435,4021,63160,3577,41158,3345,8421,1682,3373,1382,157,158,162587,3853,48791,3148,67845,3493,36336,3208,7323,1382,2027,804,265,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8303217,32827,250667,11672,2069020,29877,3777368,42320,1549498,28648,499432,24293,157232,12812,4337717,24271,140037,8584,978444,21249,2029920,25041,834004,17879,269095,13640,86217,7804,3965500,24008,110630,6183,1090576,18668,1747448,24951,715494,17777,230337,12791,71015,6366,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4249849,24980,125852,8674,978149,19210,1789644,27585,883966,22328,338629,16492,133609,10574,2230170,16038,68991,6340,446078,12330,972178,16864,480934,13326,188482,9919,73507,6869,2019679,18420,56861,4803,532071,12845,817466,16389,403032,12786,150147,8529,60102,5119,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,657825,7164,24618,3731,140482,6313,250830,9268,117101,8006,74784,6787,50010,6066,355091,5726,11854,2212,76400,4261,136185,5703,63026,4699,40099,4040,27527,3876,302734,5333,12764,2240,64082,3513,114645,5127,54075,4178,34685,3413,22483,2692,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,692709,9819,12629,2138,111597,6547,287402,9845,178223,8773,72431,7261,30427,4757,383616,5959,7367,1357,55547,4670,159874,5896,102301,5239,41132,4965,17395,2868,309093,6970,5262,1307,56050,3604,127528,5959,75922,4907,31299,3103,13032,2199,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5924297,21417,310188,12041,1398658,17147,2469122,29563,1139064,22531,446963,16639,160302,11563,3099016,16467,149591,7188,671129,11535,1333141,16720,615374,14443,241764,10214,88017,6865,2825281,15407,160597,7468,727529,10898,1135981,17664,523690,11178,205199,8134,72285,5628,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2945148,16209,76047,4920,589283,13886,1256051,18679,647097,15591,254159,10966,122511,8555,1552563,11608,40372,3277,273525,7742,679293,11205,351644,9138,140418,6550,67311,5407,1392585,12124,35675,3038,315758,9483,576758,11669,295453,8150,113741,6018,55200,4272,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1524259,8784,33561,3691,270327,8017,642294,13917,368385,10035,140378,7519,69314,6376,796507,6532,17308,2211,123823,4844,343898,8611,196413,6314,76742,4764,38323,3856,727752,6502,16253,2363,146504,5798,298396,7217,171972,5334,63636,3807,30991,3069,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
