GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001EA,C24020_001MA,C24020_002MA,C24020_002EA,C24020_003MA,C24020_003EA,C24020_004EA,C24020_004MA,C24020_005EA,C24020_005MA,C24020_006EA,C24020_006MA,C24020_007EA,C24020_007MA,C24020_008EA,C24020_008MA,C24020_009MA,C24020_009EA,C24020_010EA,C24020_010MA,C24020_011EA,C24020_011MA,C24020_012MA,C24020_012EA,C24020_013MA,C24020_013EA,C24020_014MA,C24020_014EA,C24020_015MA,C24020_015EA,C24020_016EA,C24020_016MA,C24020_017EA,C24020_017MA,C24020_018EA,C24020_018MA,C24020_019MA,C24020_019EA,C24020_020MA,C24020_020EA,C24020_021EA,C24020_021MA,C24020_022EA,C24020_022MA,C24020_023EA,C24020_023MA,C24020_024EA,C24020_024MA,C24020_025MA,C24020_025EA,C24020_026EA,C24020_026MA,C24020_027EA,C24020_027MA,C24020_028MA,C24020_028EA,C24020_029EA,C24020_029MA,C24020_030MA,C24020_030EA,C24020_031MA,C24020_031EA,C24020_032EA,C24020_032MA,C24020_033EA,C24020_033MA,C24020_034MA,C24020_034EA,C24020_035EA,C24020_035MA,C24020_036MA,C24020_036EA,C24020_037MA,C24020_037EA,C24020_038EA,C24020_038MA,C24020_039MA,C24020_039EA,C24020_040MA,C24020_040EA,C24020_041MA,C24020_041EA,C24020_042MA,C24020_042EA,C24020_043EA,C24020_043MA,C24020_044MA,C24020_044EA,C24020_045MA,C24020_045EA,C24020_046EA,C24020_046MA,C24020_047MA,C24020_047EA,C24020_048MA,C24020_048EA,C24020_049EA,C24020_049MA,C24020_050MA,C24020_050EA,C24020_051EA,C24020_051MA,C24020_052MA,C24020_052EA,C24020_053MA,C24020_053EA,C24020_054EA,C24020_054MA,C24020_055EA,C24020_055MA,C24020_056EA,C24020_056MA,C24020_057EA,C24020_057MA,C24020_058EA,C24020_058MA,C24020_059MA,C24020_059EA,C24020_060EA,C24020_060MA,C24020_061EA,C24020_061MA,C24020_062EA,C24020_062MA,C24020_063EA,C24020_063MA,C24020_064MA,C24020_064EA,C24020_065EA,C24020_065MA,C24020_066EA,C24020_066MA,C24020_067MA,C24020_067EA,C24020_068EA,C24020_068MA,C24020_069MA,C24020_069EA,C24020_070MA,C24020_070EA,C24020_071EA,C24020_071MA,C24020_072EA,C24020_072MA,C24020_073MA,C24020_073EA,state
0400000US01,1433940,16795,805052,11471,259621,7194,121500,5676,96617,5041,24883,2751,64036,3866,24404,2419,33608,2872,6024,1288,48781,3003,12018,1616,6169,1263,22155,2256,8439,1363,25304,2311,18354,1811,6950,1391,90227,5634,2882,885,25795,2908,10984,1517,14811,2228,20323,2999,35130,3682,6097,1370,121061,4978,76521,4154,44540,3096,144946,6470,8014,1931,68888,4621,68044,4561,189197,6820,104184,5432,52937,3200,32076,3108,628888,11337,269658,8685,94185,5137,57158,4077,37027,3228,16888,2345,9483,1690,4798,1119,2607,782,90116,5273,15431,2263,8359,1505,59268,4424,7058,1605,68469,3844,45223,3178,23246,2188,99368,5553,28494,2915,6778,1283,3425,964,3353,917,25875,2772,15491,2541,22730,2951,202009,7805,59119,3951,142890,6481,7387,1785,1576,624,3142,1341,2669,937,50466,3900,39866,3489,3652,1031,6948,1573,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,230313,6044,131088,4457,46431,3209,20731,2143,17044,1877,3687,807,13715,1984,4180,1260,6121,1217,3414,1215,9129,1560,2867,878,1085,398,3819,1001,1358,591,2856,856,1925,588,931,588,16473,2278,677,435,4901,936,2577,738,2324,651,5075,1366,3900,1024,1920,763,21435,2265,10942,1648,10493,1575,27561,2216,1969,665,14821,1886,10771,1656,19188,2137,6062,1196,8356,1587,4770,1358,99225,3710,45627,3165,17400,1887,10700,1407,6700,1411,3750,1008,989,418,1334,804,1427,478,15770,1926,3777,802,1977,696,8926,1525,1090,704,8707,1400,5830,1146,2877,835,13169,1764,3526,751,945,368,525,322,420,234,2512,805,1830,747,4356,1007,36111,2982,8481,1476,27630,2534,1226,653,119,101,834,613,273,214,3092,737,1292,440,1229,462,571,353,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1913642,16973,1096823,11111,396559,8664,187771,5428,141502,5399,46269,3410,104683,4982,53254,4151,44992,3154,6437,1274,71741,4865,14456,1979,9835,1674,28906,2817,18544,2438,32364,3266,22957,2348,9407,1995,165911,6862,6200,1391,52903,3952,24772,2921,28131,2955,37701,3433,54854,3945,14253,2135,202862,6596,125952,5224,76910,4986,184981,6088,8544,1482,98275,5032,78162,4945,146510,7121,65664,4393,54118,4015,26728,3513,816819,12103,356204,9905,147200,6660,87033,4588,60167,4407,29580,2576,15440,1949,7995,1460,6145,1052,104784,5544,20877,2335,11531,1596,61252,4207,11124,1389,74640,4158,50540,3411,24100,2425,142997,7353,30305,3029,13049,2056,5659,1524,7390,1490,33674,3000,24403,3267,41566,3710,271105,7454,82441,4965,188664,6805,7726,1283,1294,572,2588,819,3844,1121,38787,4037,24362,3165,9092,1625,5333,1187,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,889913,10968,500000,7629,149405,6495,78042,4983,60893,4530,17149,2688,26639,2372,14117,1920,9486,1412,3036,1015,30669,3307,8215,1634,3129,988,15209,2226,4116,1034,14055,1724,10325,1492,3730,983,50862,3770,2655,858,13373,1584,6203,1054,7170,1303,11549,2356,19957,2194,3328,894,78486,4080,46803,3192,31683,2786,95536,5151,6970,1194,48429,3879,40137,3116,125711,6273,68302,4348,35471,2826,21938,2590,389913,8153,165124,6305,52913,3476,33558,2794,19355,2117,10141,1732,5425,1184,1484,535,3232,1010,56883,3856,8640,1415,3891,919,40696,3040,3656,1198,45187,2920,29186,2496,16001,2297,58248,4096,16648,1989,4525,1387,2094,1066,2431,744,13128,2208,10155,1794,13792,2061,128355,5115,35735,3462,92620,4530,3851,1170,1093,596,1468,758,1290,680,34335,2998,25575,2476,4235,1270,4525,1067,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11314749,48588,6668377,34483,2550439,21910,1210902,16760,896821,13484,314081,9262,670285,12461,336651,8699,264058,8645,69576,4191,479350,10292,70238,4430,90044,4777,147046,5906,172022,6413,189902,6828,136533,5707,53369,3684,899028,17510,41420,3604,215446,6504,119193,5735,96253,4726,250457,10255,304285,11083,87420,5740,1141213,18397,680689,14824,460524,10687,1001027,18641,118887,7785,507210,11839,374930,11594,1076670,16655,498304,11750,355989,9925,222377,8395,4646372,28733,2080667,19471,916759,15818,558045,12195,358714,9940,205227,7609,101015,5784,49290,3746,54922,3369,586156,10551,113043,5277,82024,4786,287108,8671,103981,4862,372525,9678,266012,7763,106513,6205,769174,14388,159858,6743,47724,3905,25708,3122,22016,2644,162788,7053,138131,6285,260673,8722,1466142,20696,470755,14141,995387,13996,56062,4295,30622,2944,10502,1971,14938,1746,274327,9375,190348,6776,32180,2968,51799,4205,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1743702,15747,1020786,12179,428924,8276,214578,5845,163013,5594,51565,3183,121340,4462,65008,3520,44895,3114,11437,1494,67706,3704,10318,1349,10089,1362,28373,2586,18926,2259,25300,1990,18755,1877,6545,1103,119436,5434,6159,1390,36261,3060,18692,2420,17569,2090,33623,3637,31332,2881,12061,1724,180397,6700,113436,5740,66961,4184,160186,6460,6315,1138,93607,5008,60264,4196,131843,6612,56351,4194,51403,4007,24089,2924,722916,9838,357492,8967,152084,6213,89292,4889,62792,3991,39056,2721,19596,1806,10024,1572,9436,1557,106172,4530,19036,1945,10729,1643,60480,3942,15927,1539,60180,3524,42825,2892,17355,2301,111536,4262,28470,2723,8586,1357,3848,911,4738,1054,29350,2891,16003,2246,29127,2441,218278,7637,73982,4771,144296,5266,8138,1591,1865,699,3109,1079,3164,968,27472,2778,17593,2115,5504,1345,4375,1043,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1177261,12461,671883,9237,285748,8514,144439,6115,100379,4605,44060,3262,67961,3852,32552,2946,27487,2368,7922,1388,50909,3723,8900,1573,10334,1340,19144,1966,12531,1973,22439,2433,17295,2148,5144,1245,84391,5111,3358,1041,21302,2399,9142,1349,12160,1908,19299,2416,31709,3645,8723,1905,114988,4987,73783,4040,41205,3212,93476,5467,2318,1082,51958,4418,39200,3598,93280,4617,52867,3597,27707,2148,12706,1921,505378,8762,252086,7500,100186,5607,59199,4173,40987,3542,19296,2041,10033,1598,3704,839,5559,1215,85287,4560,16171,1825,9226,1396,51181,3276,8709,1323,47317,3033,33483,2436,13834,1695,76206,4966,26929,3109,4631,1134,2587,941,2044,861,12138,1705,11241,2001,21267,2545,149350,5989,44058,3829,105292,4537,2101,551,402,261,504,237,1195,509,25635,2514,20367,2297,2856,783,2412,765,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297467,6645,160331,4597,64071,3541,30205,2482,22152,2135,8053,1472,17136,1968,8304,1612,5359,1003,3473,745,11337,1799,2046,756,1797,690,5586,1296,1908,698,5393,1291,3713,829,1680,850,21459,2588,1230,760,6965,1280,3089,1002,3876,893,5696,1592,5079,1176,2489,928,26044,2683,15107,1907,10937,1711,23553,2617,911,501,11581,1886,11061,1495,25204,2681,10128,1559,9827,1737,5249,1399,137136,4176,66537,3410,26933,2327,16689,1993,10244,1683,5030,1241,2360,966,727,387,1943,780,21096,2262,4395,1135,2215,630,12921,1743,1565,736,13478,1834,8897,1638,4581,1045,22183,2621,8210,2009,1754,619,1415,582,339,182,4936,1248,2154,781,5129,1362,41706,3128,10504,1648,31202,2772,486,305,45,79,177,152,264,200,6224,1346,3863,1102,1198,481,1163,603,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248040,5618,124819,3618,85257,2887,39557,2347,25129,1903,14428,1780,18118,1934,9866,1497,3072,749,5180,1081,25848,2292,1228,467,12022,1341,6673,1630,5925,1191,1734,561,1417,510,317,215,13731,2004,650,407,3767,1069,3140,1021,627,312,4778,1267,3494,956,1042,487,14081,1724,6127,1360,7954,1460,5791,1572,463,472,3441,1264,1887,748,5959,1505,721,419,4169,1182,1069,588,123221,4331,83860,3721,38549,2754,20373,2151,18176,2404,11054,1602,6279,1246,1041,441,3734,768,29445,2594,3944,1095,10016,1571,7097,1265,8388,1595,4812,1137,3683,937,1129,569,14014,1877,3516,1086,2197,854,1946,813,251,237,2925,1106,3192,883,2184,763,24075,2379,5520,1360,18555,2209,278,252,0,203,85,138,193,212,994,467,462,318,455,321,77,87,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5850974,32906,3223416,24655,1091756,17262,564706,11556,424440,10389,140266,7058,211053,7810,113466,6084,79306,4682,18281,2267,200958,7833,33248,3214,40857,3454,70808,4470,56045,3815,115039,6239,85007,5050,30032,3052,530336,12978,20563,2557,142784,7356,79642,5890,63142,4421,139650,7119,182198,8063,45141,4532,640404,14424,401008,11178,239396,9251,531643,16410,24329,3572,281522,11506,225792,9620,429277,12386,159341,6354,189400,9805,80536,5747,2627558,23207,1105047,18207,430641,10587,266295,8168,164346,6394,61149,4404,34769,3196,11292,1803,15088,1751,347220,10071,54075,4872,49517,4216,204537,7848,39091,3984,266037,10897,176169,8130,89868,5979,480920,14851,127532,7856,38267,4128,17599,2376,20668,2907,112367,6674,96638,7212,106116,7069,920212,18832,303777,9915,616435,15691,20130,2969,8125,1975,5971,1278,6034,1479,101249,6030,65224,4979,22139,2812,13886,2271,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
