GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002EA,B11003_002MA,B11003_003MA,B11003_003EA,B11003_004EA,B11003_004MA,B11003_005EA,B11003_005MA,B11003_006MA,B11003_006EA,B11003_007MA,B11003_007EA,B11003_008MA,B11003_008EA,B11003_009MA,B11003_009EA,B11003_010EA,B11003_010MA,B11003_011EA,B11003_011MA,B11003_012MA,B11003_012EA,B11003_013MA,B11003_013EA,B11003_014EA,B11003_014MA,B11003_015MA,B11003_015EA,B11003_016EA,B11003_016MA,B11003_017EA,B11003_017MA,B11003_018MA,B11003_018EA,B11003_019EA,B11003_019MA,B11003_020EA,B11003_020MA,state
0400000US01,1222568,14007,857865,13657,305444,8903,69467,4723,55693,3473,180284,6883,552421,9004,364703,8382,80482,4553,34890,3526,7864,1284,4400,1119,22626,2967,45592,3310,284221,7561,152220,5935,33352,2866,25830,2813,93038,4897,132001,5070,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,126502,3972,54850,2690,12299,1624,12361,1560,30190,2081,71652,2798,38929,2672,14104,1812,7855,1324,3231,993,877,279,3747,782,6249,1221,24825,1868,14213,1412,3143,870,2069,603,9001,1111,10612,1279,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,1136593,12560,429785,8468,88977,4931,107855,5376,232953,6353,706808,9053,435717,12004,129461,6868,64711,4679,17576,2581,12126,1960,35009,3375,64750,4747,306256,9406,177004,7625,32093,3048,33575,3188,111336,5736,129252,5139,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,548537,9552,204825,6015,45275,4208,42240,2703,117310,4393,343712,6911,202587,6081,52502,3112,26441,2446,6848,1330,5026,1341,14567,1920,26061,2345,150085,5431,82172,4091,18283,2228,14975,1832,48914,3786,67913,3677,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,6160314,28374,2753934,22159,582551,10621,607822,12772,1563561,18009,3406380,21146,2485656,20747,758362,14153,339073,10688,81449,5171,66429,4593,191195,7923,419289,10389,1727294,16569,891567,14103,150718,6607,181618,8351,559231,12504,835727,11765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,982202,12396,411595,8735,99326,4562,88088,4703,224181,6120,570607,9168,297739,7821,88386,5617,46754,4087,12233,2011,5616,1427,28905,3056,41632,3317,209353,6661,125737,5746,23453,2490,22414,2666,79870,4503,83616,3999,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,657885,9631,262395,6604,60057,3493,45159,2923,157179,5497,395490,7807,232408,6271,57268,4156,23780,2720,5112,1322,3715,950,14953,2080,33488,3110,175140,5220,97897,4469,15435,2354,19334,2244,63128,4022,77243,3640,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,164733,4617,55941,3093,13340,1960,11406,1892,31195,2493,108792,3396,63631,3723,14648,1884,7359,1643,1959,855,1482,753,3918,1192,7289,1137,48983,3420,24914,2231,5695,1280,4558,1224,14661,2149,24069,2785,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,65805,3264,25218,2266,10747,1729,4306,979,10165,1248,40587,2534,54662,3050,11769,1655,5449,1213,1875,706,253,263,3321,1025,6320,1307,42893,2636,20610,2189,3183,928,4368,1042,13059,1632,22283,2112,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,3334383,26444,1109448,15795,231615,7912,215481,7977,662352,14792,2224935,21242,1292005,18683,335618,9602,145860,6823,42853,3827,19278,2172,83729,5196,189758,7922,956387,15609,498564,13007,91897,5855,92595,6209,314072,9071,457823,11363,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
