GEO_ID,B13001_001E,B13001_001M,B13001_002E,B13001_002M,B13001_003E,B13001_003M,B13001_004E,B13001_004M,B13001_005E,B13001_005M,B13001_006E,B13001_006M,B13001_007E,B13001_007M,B13001_008E,B13001_008M,B13001_009E,B13001_009M,NAME,B13001_001EA,B13001_001MA,B13001_002MA,B13001_002EA,B13001_003MA,B13001_003EA,B13001_004EA,B13001_004MA,B13001_005MA,B13001_005EA,B13001_006EA,B13001_006MA,B13001_007MA,B13001_007EA,B13001_008MA,B13001_008EA,B13001_009EA,B13001_009MA,state
0400000US01,1163325,5128,513664,9434,2505,986,184535,6662,326624,7806,649661,9527,162778,4237,299064,7030,187819,7008,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175297,1983,83926,2805,406,329,32986,2393,50534,2027,91371,2672,23188,1825,46765,2535,21418,1707,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1541860,3629,658118,9848,3713,943,243776,6384,410629,7286,883742,9676,218306,2855,415321,6191,250115,7269,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,686653,4426,327130,7340,1813,655,126984,4867,198333,6323,359523,6767,91846,3599,165296,5386,102381,5148,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9559090,9658,4172074,25078,20374,2312,1393683,15028,2758017,19593,5387016,22952,1271366,4789,2725042,15178,1390608,17117,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1274702,4137,614083,8775,3986,1151,225497,5476,384600,6664,660619,9330,161484,2915,326016,5436,173119,6367,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,856016,2710,365583,7898,1262,634,101186,4076,263135,5744,490433,8305,121732,1272,232108,4400,136593,5756,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,219750,1801,88413,3502,246,231,29379,2192,58788,2481,131337,3434,29122,1059,63243,2182,38972,2473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,196799,1107,46508,3246,52,87,18603,2018,27853,2373,150291,3175,19024,1266,91404,2269,39863,2349,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4464346,8583,1858973,20030,8995,1648,586724,11790,1263254,15227,2605373,18563,568644,5948,1251810,12254,784919,13876,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2527147,7588,1093113,12959,4565,1219,366339,9287,722209,10685,1434034,14358,346039,6806,668992,9538,419003,9471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318851,1719,152602,4693,717,415,56013,3130,95872,3068,166249,5171,38029,1436,85077,3534,43143,3085,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,366115,2423,188301,5181,798,400,78039,3638,109464,3701,177814,4523,54065,1982,78420,3427,45329,3112,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3150687,5595,1378657,13073,4370,1168,460122,8575,914165,9611,1772030,14531,425682,3450,873667,10198,472681,9694,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1562092,5206,704005,10487,3452,811,260117,6640,440436,7104,858087,10674,221997,3305,399463,7024,236627,6641,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,708322,3729,342071,6149,1794,945,127361,4061,212916,4078,366251,6697,106003,3449,174818,4043,85430,3522,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,667432,3290,328635,6027,1398,613,129766,4416,197471,3700,338797,6140,99160,3159,158757,5129,80880,3821,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1035388,4563,499818,7157,3840,1094,185233,4582,310745,5217,535570,7446,136561,3444,244660,5593,154349,5161,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125800,4344,461931,9857,2293,861,172923,7336,286715,6870,663869,10604,147640,3982,330736,7492,185493,6439,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,294461,1868,125583,4163,194,184,39089,2341,86300,3222,168878,4289,39957,1226,75367,2695,53554,3308,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1473312,4028,627050,9295,1889,638,196380,5442,428781,7617,846262,9570,190326,2485,412419,6187,243517,8337,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1665973,3616,679667,9939,2798,843,196935,6102,479934,7701,986306,8976,223770,2262,507209,6954,255327,6746,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2313979,4610,984462,11076,3269,902,310865,6101,670328,8623,1329517,11386,335281,2983,635679,6306,358557,7940,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1271452,3673,603529,7747,1339,570,216560,5853,385630,4753,667923,8192,173403,2939,326448,6524,168072,4945,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,721943,4225,301252,7350,2099,705,106979,4944,192174,5149,420691,7818,101588,3856,196543,5521,122560,4714,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1417380,4629,646397,8713,2753,775,240516,5615,403128,6122,770983,9319,193925,3222,370957,5876,206101,6142,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224888,2234,102650,3725,225,127,39396,2256,63029,2506,122238,3926,33126,1850,57636,2462,31476,2484,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,433122,2497,209543,4980,927,513,79681,3453,128935,3425,223579,4745,63456,1900,107345,3667,52778,2506,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,670257,2466,301413,7613,1449,668,111238,5535,188726,4542,368844,7506,86015,1915,172701,5212,110128,4923,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,308318,2421,140128,5034,332,429,39592,2937,100204,3778,168190,5075,44463,1410,78241,3245,45486,3259,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2138567,3887,966179,10940,2168,646,277603,5628,686408,8769,1172388,11188,277239,2224,563506,6430,331643,8660,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481706,2573,195513,5154,875,428,69587,3457,125051,3822,286193,5263,70131,2706,136241,3875,79821,3849,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4901261,7123,2003990,17725,7782,1274,628256,13375,1367952,13688,2897271,19574,625520,3549,1489963,13221,781788,14162,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2393153,5751,1089366,12670,5484,1049,379867,8713,704015,9629,1303787,13397,308425,5072,608563,9584,386799,8825,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165888,1555,81146,2595,501,313,34093,1907,46552,1799,84742,2804,23624,1227,43802,2327,17316,1482,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2696291,5702,1166256,13912,3541,899,395247,7825,767468,10420,1530035,13862,380675,3474,722654,8886,426706,10109,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905512,2738,439168,5751,3389,867,183190,4339,252589,4834,466344,5611,124308,2936,214020,4100,128016,3928,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922053,3861,423502,8818,2022,786,153860,5971,267620,6103,498551,8214,117964,2605,241928,6462,138659,5465,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2956073,5528,1254364,11517,3565,844,386842,6664,863957,9167,1701709,11432,415739,3519,839009,7685,446961,8537,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256478,1857,100094,4197,172,155,27964,2602,71958,2779,156384,4079,36287,1099,79578,2716,40519,2877,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1139993,4430,494035,9703,2066,637,167426,5549,324543,6955,645958,9213,155789,4249,311638,6128,178531,6470,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188896,1869,89833,3009,519,318,36490,2182,52824,2356,99063,3183,27256,1268,46394,2351,25413,2217,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1558401,5296,727265,9835,3679,915,263882,6639,459704,7423,831136,9844,203850,4161,388674,7509,238612,6282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6588884,9281,3124590,22850,23073,2764,1189336,14221,1912181,18112,3464294,25462,910289,7742,1623125,15630,930880,18084,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,721862,2284,391619,5282,2700,821,186504,4388,202415,3655,330243,5821,108686,2064,150156,4331,71401,3508,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143023,1416,59965,2245,190,162,17193,1598,42582,1813,83058,2708,21544,1072,40420,1998,21094,1804,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2043963,4969,958845,11244,3385,826,328219,7865,627241,7565,1085118,11958,266020,5501,533299,8614,285799,7304,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1663461,4065,785356,12282,2328,676,287246,6970,495782,9326,878105,11706,214239,3411,429459,6944,234407,8880,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,410893,2496,188264,5212,1071,537,64778,3775,122415,3859,222629,5378,53293,2242,103803,3639,65533,3929,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1325161,3204,594781,8813,2090,599,198007,6045,394684,5183,730380,9280,186456,2523,355666,6032,188258,5075,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133086,2405,67843,3371,572,500,26866,2404,40405,2027,65243,3749,16997,1779,33604,2752,14642,1723,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,891126,3124,293042,7208,2524,925,89337,4049,201181,5730,598084,7973,128654,3777,273530,4923,195900,5670,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
