GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001EA,B11004_001MA,B11004_002MA,B11004_002EA,B11004_003EA,B11004_003MA,B11004_004EA,B11004_004MA,B11004_005MA,B11004_005EA,B11004_006MA,B11004_006EA,B11004_007EA,B11004_007MA,B11004_008MA,B11004_008EA,B11004_009MA,B11004_009EA,B11004_010EA,B11004_010MA,B11004_011MA,B11004_011EA,B11004_012EA,B11004_012MA,B11004_013EA,B11004_013MA,B11004_014MA,B11004_014EA,B11004_015MA,B11004_015EA,B11004_016EA,B11004_016MA,B11004_017MA,B11004_017EA,B11004_018EA,B11004_018MA,B11004_019EA,B11004_019MA,B11004_020MA,B11004_020EA,state
0400000US01,1222568,14007,857865,13657,334703,9472,78392,4798,64001,3645,192310,6812,523162,8791,364703,8382,80482,4553,41380,3553,9852,1516,6140,1237,25388,3019,39102,3113,284221,7561,187310,6084,42344,3112,37194,3486,107772,5456,96911,4896,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,126502,3972,58480,2885,13738,1649,14005,1598,30737,2124,68022,2835,38929,2672,14104,1812,8904,1377,3503,1032,1524,420,3877,784,5200,1137,24825,1868,16726,1495,3795,848,2865,659,10066,1261,8099,1145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,1136593,12560,463668,8583,100896,5043,119043,5570,243729,6438,672925,9052,435717,12004,129461,6868,75376,5124,19428,2854,15154,2045,40794,3614,54085,4377,306256,9406,209485,7571,39642,2865,46281,3769,123562,5490,96771,4393,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,548537,9552,222328,6363,49397,4341,47996,2956,124935,4700,326209,6990,202587,6081,52502,3112,30559,2518,8317,1525,6141,1368,16101,1885,21943,2223,150085,5431,99400,4748,22675,2478,18100,2071,58625,4104,50685,3197,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,6160314,28374,2972140,22216,653345,11232,699056,13232,1619739,18866,3188174,20102,2485656,20747,758362,14153,407898,10461,100263,5757,84421,4935,223214,8074,350464,10402,1727294,16569,1069878,14595,199812,7710,245261,8875,624805,12136,657416,11320,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,982202,12396,435199,9302,105205,4616,96409,4808,233585,6408,547003,9421,297739,7821,88386,5617,52769,4150,14177,2039,6946,1455,31646,3057,35617,3094,209353,6661,144571,6402,30741,3005,27755,3251,86075,4910,64782,3675,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,657885,9631,275858,6584,64008,3613,48521,3086,163329,5500,382027,7684,232408,6271,57268,4156,28265,2957,6366,1313,4532,1070,17367,2313,29003,2885,175140,5220,112665,5031,19505,2672,22345,2336,70815,4311,62475,3458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,164733,4617,61722,3231,14595,2001,12940,1949,34187,2671,103011,3206,63631,3723,14648,1884,8727,1739,2455,878,1677,789,4595,1154,5921,915,48983,3420,31232,2696,7517,1416,5954,1322,17761,2569,17751,2457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,65805,3264,26854,2341,11192,1733,4703,1043,10959,1261,38951,2506,54662,3050,11769,1655,6265,1248,1876,674,593,473,3796,1055,5504,1295,42893,2636,26080,2265,5263,1089,5882,1321,14935,1782,16813,1727,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,3334383,26444,1195918,15887,258024,8344,243737,9218,694157,15181,2138465,21223,1292005,18683,335618,9602,174060,6966,50108,3856,26483,2384,97469,5874,161558,7489,956387,15609,593459,14633,120728,6129,118038,7082,354693,9960,362928,10603,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
