GEO_ID,C24010F_001E,C24010F_001M,C24010F_002E,C24010F_002M,C24010F_003E,C24010F_003M,C24010F_004E,C24010F_004M,C24010F_005E,C24010F_005M,C24010F_006E,C24010F_006M,C24010F_007E,C24010F_007M,C24010F_008E,C24010F_008M,C24010F_009E,C24010F_009M,C24010F_010E,C24010F_010M,C24010F_011E,C24010F_011M,C24010F_012E,C24010F_012M,C24010F_013E,C24010F_013M,NAME,C24010F_001MA,C24010F_001EA,C24010F_002MA,C24010F_002EA,C24010F_003EA,C24010F_003MA,C24010F_004MA,C24010F_004EA,C24010F_005EA,C24010F_005MA,C24010F_006EA,C24010F_006MA,C24010F_007MA,C24010F_007EA,C24010F_008EA,C24010F_008MA,C24010F_009EA,C24010F_009MA,C24010F_010MA,C24010F_010EA,C24010F_011EA,C24010F_011MA,C24010F_012EA,C24010F_012MA,C24010F_013MA,C24010F_013EA,state
0400000US01,23106,3385,15207,2450,2156,895,3745,1184,1612,964,5186,1410,2508,952,7899,1864,1610,802,2135,832,2722,1251,172,192,1260,760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4212,866,2808,730,804,413,509,398,125,128,269,332,1101,582,1404,481,282,222,476,269,502,342,52,90,92,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,174939,8854,100485,6292,13913,1995,26356,3340,15174,2439,25250,2976,19792,2452,74454,4753,15892,1908,27187,3328,23002,2713,1334,1055,7039,1678,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,29153,3094,18824,2302,1400,483,4611,1572,639,309,5530,1571,6644,1272,10329,1640,1715,827,2734,791,3350,1053,373,387,2157,918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2207883,34423,1295829,23983,154201,7612,307416,10668,201106,9842,322669,12122,310437,10649,912054,15544,179106,6545,309831,9403,296756,8805,24244,2010,102117,5429,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,109035,7121,60257,4612,7332,1201,13470,2310,6518,1674,20759,2900,12178,1976,48778,4096,11492,2155,18245,2340,15212,2188,550,355,3279,980,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89176,6652,52760,4983,4836,1398,17434,3535,6387,1387,12219,2494,11884,2587,36416,3600,5047,1341,17360,2815,9183,1910,54,84,4772,1323,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11122,2232,7348,1675,1556,1007,1147,669,860,455,1345,557,2440,1008,3774,1230,1135,604,1722,1112,625,410,32,58,260,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11576,2448,6209,1593,1407,860,3387,1306,42,72,1083,695,290,363,5367,1320,1652,842,2444,975,1103,631,57,99,111,188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,233312,11921,130991,8182,19141,2940,32617,4511,21608,2990,37196,5009,20429,3172,102321,7453,24268,2882,34281,4311,32616,4046,3262,1170,7894,1791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,116566,9806,75299,7019,5747,1523,19617,4224,4724,1410,30720,4078,14491,2684,41267,4752,5871,1227,12085,2967,13550,2371,2335,1090,7426,1789,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,6495,1526,3763,1043,605,310,1149,569,766,426,837,453,406,317,2732,819,860,428,748,536,1059,558,0,185,65,107,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18279,2665,11915,1884,1119,586,1879,974,1090,729,4651,1118,3176,1014,6364,1278,1519,641,1332,543,1294,620,1042,586,1177,593,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,330416,11672,197683,7852,20044,2670,45978,4678,28762,3126,31903,3688,70996,4466,132733,6007,21907,2131,40807,4263,36356,2927,830,461,32833,2840,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,66392,4430,39974,3461,2790,1018,9577,2095,3745,1245,8783,1673,15079,2385,26418,2609,5354,1221,9079,2052,5030,1191,846,860,6109,1446,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16972,2856,9964,2086,591,329,1452,706,943,638,3139,920,3839,1192,7008,1509,566,345,1865,731,1690,876,230,189,2657,1282,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26309,3158,15771,2216,1332,466,2966,933,2344,820,4884,1244,4245,979,10538,1739,2037,828,3105,955,2972,860,0,170,2424,848,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
