GEO_ID,B20004_001E,B20004_001M,B20004_002E,B20004_002M,B20004_003E,B20004_003M,B20004_004E,B20004_004M,B20004_005E,B20004_005M,B20004_006E,B20004_006M,B20004_007E,B20004_007M,B20004_008E,B20004_008M,B20004_009E,B20004_009M,B20004_010E,B20004_010M,B20004_011E,B20004_011M,B20004_012E,B20004_012M,B20004_013E,B20004_013M,B20004_014E,B20004_014M,B20004_015E,B20004_015M,B20004_016E,B20004_016M,B20004_017E,B20004_017M,B20004_018E,B20004_018M,NAME,B20004_001EA,B20004_001MA,B20004_002EA,B20004_002MA,B20004_003MA,B20004_003EA,B20004_004MA,B20004_004EA,B20004_005EA,B20004_005MA,B20004_006EA,B20004_006MA,B20004_007EA,B20004_007MA,B20004_008MA,B20004_008EA,B20004_009MA,B20004_009EA,B20004_010EA,B20004_010MA,B20004_011EA,B20004_011MA,B20004_012EA,B20004_012MA,B20004_013MA,B20004_013EA,B20004_014MA,B20004_014EA,B20004_015MA,B20004_015EA,B20004_016MA,B20004_016EA,B20004_017EA,B20004_017MA,B20004_018MA,B20004_018EA,state
0400000US13,32284,200,19172,524,25926,330,31244,248,49053,1288,59111,1955,38353,937,21538,417,30712,367,37590,1002,60752,1024,75396,2228,27879,509,15087,654,21348,435,26308,458,40409,488,50827,495,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,37226,657,22042,2138,30529,888,36018,824,45783,1826,61683,1138,42094,695,24560,2347,34113,2265,41881,995,52090,2276,79975,6036,31788,547,18699,3204,25050,1528,30067,1457,39753,2314,51781,1716,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30477,386,20425,1214,25126,836,29000,1485,38960,2664,56773,2339,36547,766,26745,1340,31652,854,35248,1919,50329,3416,72137,5731,22776,876,11382,1383,19697,1355,22419,1029,30945,969,45791,3174,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37343,242,21152,375,29119,581,33400,737,51107,299,68340,1773,45134,399,25122,629,34612,1097,41812,372,62318,615,85765,1795,31180,197,16381,362,22467,527,27463,492,41586,431,57612,1439,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,32622,497,20392,541,27928,652,31675,315,44939,1115,59150,1701,40816,287,25043,1026,34910,976,40827,418,56886,1301,71610,1724,26817,317,14756,1045,21476,278,26090,467,36855,626,50823,865,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35411,239,22714,1340,30007,721,32378,477,45880,640,59389,2762,41776,343,26442,1157,36125,468,41243,377,56462,1264,69765,3809,28579,634,17269,1568,21316,390,26482,451,39012,1310,51651,978,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35103,385,22246,926,28118,992,31165,441,45216,1051,56929,1920,41248,379,26795,1139,33713,1649,38285,1173,55898,1552,71426,1875,28191,745,15553,1353,21791,625,25526,582,36464,769,47155,1317,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31647,231,20160,773,26389,475,30296,362,42410,1165,53668,1307,38149,918,22812,1864,32114,543,37103,627,51686,873,69499,4762,26010,396,14663,1365,20346,412,24430,919,35814,988,48641,1582,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33091,1097,19727,1137,27223,460,31709,458,46512,739,58530,3209,42277,470,26583,1348,38693,2328,42561,2092,59757,3783,76028,2014,25787,398,12895,876,20278,437,25018,603,40814,565,49108,1675,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,31379,361,19984,3170,25821,583,30688,456,40854,893,51108,1438,36856,814,21984,2443,30876,677,37056,1326,49173,3184,63927,4590,26825,522,11968,1908,20754,577,25745,753,35936,1093,45080,2283,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46114,360,24752,829,32162,365,41182,377,60060,1137,79134,2252,51665,321,29279,1728,37535,1016,50336,619,70250,1295,97411,1922,40733,322,19618,1510,27447,1052,35568,572,51134,512,65554,1015,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,44510,887,22714,1425,31785,326,38542,898,56296,804,71634,669,51632,316,27126,1226,40060,887,46598,972,69509,2485,90198,1815,37195,382,19776,1083,25369,549,32227,406,46188,924,61530,631,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,32886,475,19141,997,26166,342,30719,267,47043,701,65897,830,40970,234,22485,768,31640,361,38760,1048,59961,1344,79998,1645,27133,275,13386,992,20586,347,24906,488,38760,1154,55582,1588,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,39167,503,20820,819,30359,287,35728,313,50975,502,65317,1421,45860,364,24795,1722,35666,547,42106,381,61918,702,78301,3355,32037,270,16040,795,23370,719,29703,652,41442,527,57883,2030,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29756,668,18810,1594,25404,580,28201,1093,40577,874,47970,2603,35232,637,22734,1556,31037,699,35496,899,51202,1333,59497,4381,24129,678,14156,1124,19724,936,22466,1063,35388,1174,42153,1253,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,32206,168,18937,1218,26808,333,30858,312,43178,1396,55820,1389,39047,865,23507,1738,31581,312,37748,1495,54083,2743,70455,2229,27726,460,14707,923,21507,368,25923,474,37091,640,48416,2024,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30278,451,20807,1825,24588,1114,27922,1150,37477,2346,51447,1722,36381,983,26257,3070,30749,953,35101,2600,47194,3425,61095,2543,24834,771,12324,1504,20226,912,23044,1187,31802,1450,45146,5202,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33370,847,22195,781,27285,553,31312,408,44237,2072,55312,1583,40717,319,24469,1159,33131,2215,40169,714,53701,2491,67071,4268,27461,559,19485,1619,21525,419,25242,700,35789,849,50322,1002,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32170,246,23119,983,28722,1015,32222,464,45626,1246,61380,1347,36240,461,24180,1276,32313,862,37223,1377,51482,1668,72269,4998,29630,838,21793,950,25150,812,28718,1144,40618,1320,54214,2456,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40282,506,24898,2968,32463,1357,36715,678,49845,1785,61208,1610,47412,1601,28822,4052,38928,1723,46132,1637,65054,3767,81998,5337,32329,599,20079,3069,25961,1409,30735,700,40215,1736,51969,2288,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,44938,679,21398,413,31654,367,38677,911,60457,475,81217,800,52078,285,24804,957,40153,779,47316,1346,72450,2132,100692,658,36546,339,16591,452,25238,545,32213,432,50826,502,66342,1219,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31178,406,16615,804,25765,833,30004,1264,41940,941,55311,1569,36823,822,21272,1028,30947,832,37142,1675,50176,4042,71911,4901,25562,599,11230,776,20517,853,24111,1111,38059,2854,48439,2857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,39914,353,20190,280,29182,415,36014,281,53490,1137,70822,560,44189,873,22449,496,33280,1178,41709,381,62300,875,84108,2409,34987,397,15650,441,23891,539,31184,232,47480,1010,61556,653,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31716,157,18262,569,25445,294,30636,229,44733,1118,57798,1778,37064,335,20993,453,30110,411,36567,464,56354,1579,76248,1895,27380,301,14351,717,21005,376,25825,410,36872,463,50002,1187,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,37193,556,25332,2915,30974,920,36441,816,43465,3459,52291,5279,45760,1303,31735,2333,38612,1986,48159,2244,51789,1412,62216,10181,29777,806,11381,4208,22552,1946,27805,1270,36737,1255,48825,3307,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,34575,406,19078,838,27313,320,31831,202,48894,1130,61794,606,41365,218,22440,930,34111,1014,40426,369,60863,556,76398,1537,27911,405,14483,1158,21241,254,26763,317,40129,691,52739,1120,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,31730,187,21464,538,26728,370,31207,282,41397,455,52610,1687,39103,872,25995,747,32594,1537,39680,1433,52342,1373,69566,4347,26093,291,15369,736,20508,377,25567,454,35293,546,45416,1667,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31633,291,19512,808,26097,515,30385,472,42388,1210,57215,2480,37353,692,22062,931,30878,645,36581,1100,52350,1509,66572,1647,26606,387,15118,1157,21569,618,25257,544,34622,2271,50297,1629,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,36407,168,21616,439,28851,485,34134,586,49318,780,64939,1107,42416,216,26883,543,35363,326,41363,362,58211,1594,81771,1143,30374,178,15607,522,22142,211,28904,698,41164,349,54907,1173,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39221,1258,21120,1327,30688,917,35697,904,52002,1462,67373,3655,43330,2782,25644,3056,37241,1552,40881,1218,61267,1680,77436,5859,33315,1577,16598,2268,25781,1125,30938,1204,45936,2688,60137,5790,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,31206,235,17806,887,25230,612,30626,378,41840,517,51346,848,36473,465,20447,1028,30418,565,37379,834,54026,3462,65547,3687,26777,427,15202,753,20519,543,25394,573,36071,891,45625,1816,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,31366,363,20940,2083,27082,714,30389,576,37730,1636,50243,2725,37608,1186,25589,2006,33279,3394,36825,763,47292,1556,59539,5216,25858,560,13497,3271,21370,750,24362,1357,31719,803,44973,4422,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31585,187,18706,918,25504,330,31143,288,42403,882,55401,1534,36400,374,20901,489,30443,348,36656,615,51365,952,75786,2521,27283,320,14545,953,20756,392,26739,460,37262,803,47357,1223,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34616,350,19870,316,26757,222,33350,614,50704,241,65760,839,40849,193,23901,448,31909,233,41363,381,62434,1139,83344,2672,28245,420,13910,311,21278,224,27510,498,43313,934,53836,1284,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,35365,397,22290,1462,27868,1481,31843,418,44668,1850,61774,1165,45595,861,27076,1854,35907,986,41535,738,58544,3215,80086,5200,24703,839,16170,1069,20933,635,22768,977,31288,1092,47586,2151,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,34771,1152,23474,2058,29002,2216,31443,676,40889,1248,54872,2819,39136,1587,24397,3719,32413,1772,35315,2374,50647,1893,61202,2584,30890,655,22847,2000,23075,2086,28245,2571,35627,1359,51429,1161,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40465,218,21629,562,28505,666,35244,475,54270,1441,76575,1050,47440,642,25820,669,33610,1448,41553,539,70639,1142,99594,2159,32411,437,16893,692,23062,682,29366,756,43396,1287,60114,1284,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,38926,656,21550,491,30595,331,35743,377,52013,479,67087,1123,46649,525,25536,781,35951,775,42799,1438,65874,1508,84578,2827,31312,277,16913,622,24258,846,29640,842,41508,718,55430,1691,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,31406,439,20267,1011,27085,484,28818,1575,42380,1501,54456,2492,39303,1415,23893,2576,35248,1590,38051,2822,54066,4210,67036,5079,25076,551,12441,1442,20841,462,23098,1084,36625,1007,48868,2443,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,35158,193,20752,647,28969,636,32111,241,46445,586,60202,819,41228,216,24723,1333,34015,1189,41023,373,56818,1257,70769,1994,29366,504,15424,792,22857,549,26697,350,39550,930,52758,1105,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36543,1072,24796,3888,32111,1144,31843,1365,46287,2763,56548,3362,46988,2103,32938,15219,41901,4211,43398,4257,55288,6658,61747,3750,27295,1018,13599,9471,24006,2662,25059,1192,39743,4465,52442,2987,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17991,331,10408,600,14298,351,17173,331,25546,584,36525,1118,17795,468,11052,853,15208,328,18635,740,29632,1724,49001,3451,18192,455,9338,772,12782,570,16049,429,23628,905,32393,1575,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
