GEO_ID,C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,NAME,C18101_001MA,C18101_001EA,C18101_002MA,C18101_002EA,C18101_003EA,C18101_003MA,C18101_004MA,C18101_004EA,C18101_005EA,C18101_005MA,C18101_006MA,C18101_006EA,C18101_007MA,C18101_007EA,C18101_008EA,C18101_008MA,C18101_009MA,C18101_009EA,C18101_010MA,C18101_010EA,C18101_011EA,C18101_011MA,C18101_012MA,C18101_012EA,C18101_013MA,C18101_013EA,C18101_014EA,C18101_014MA,C18101_015MA,C18101_015EA,C18101_016MA,C18101_016EA,C18101_017EA,C18101_017MA,C18101_018MA,C18101_018EA,C18101_019MA,C18101_019EA,C18101_020MA,C18101_020EA,C18101_021EA,C18101_021MA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,28840,2631,534277,4407,1418723,4731,200933,7008,1217790,8521,302828,1900,121385,4346,181443,4305,2470713,5159,544727,4391,19283,2218,525444,4810,1526743,3765,218349,6218,1308394,6949,399243,1967,169039,4021,230204,3842,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,3728,962,93245,1838,237630,1974,26567,2573,211063,3184,32261,848,13782,1292,18479,1096,345384,2157,90912,1717,3257,1153,87655,1574,222146,1283,20067,2212,202079,2320,32326,832,11854,1206,20472,1394,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,32604,2569,791266,2746,1920087,2842,201638,8276,1718449,8036,463105,1334,159257,5664,303848,5558,3314164,2699,789635,1895,20518,2559,769117,3110,1980813,2354,199049,8060,1781764,7776,543716,1448,188662,5544,355054,5574,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,25578,2702,343959,4950,862503,3593,135960,5137,726543,6151,195806,1562,84510,2710,111296,2886,1479168,4700,339588,3571,15778,2251,323810,4211,897397,3109,133056,5505,764341,6527,242183,2000,101120,3829,141063,3897,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,185256,6707,4499579,7829,11917914,6910,994871,18329,10923043,19181,2075722,3272,729663,8633,1346059,8273,19153082,6595,4473120,4214,113744,6508,4359376,8242,12058604,4800,991905,16137,11066699,17412,2621358,3316,1004443,13828,1616915,14061,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,25405,2686,607695,4448,1653136,3953,158607,5984,1494529,6716,284982,1510,99597,3510,185385,3593,2602054,4073,606091,3326,15276,1876,590815,3467,1651804,2894,145014,6674,1506790,7122,344159,1664,116338,3738,227821,4063,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,17963,2470,380827,3116,1093523,1944,88078,5017,1005445,5498,226386,1298,68792,3132,157594,3148,1822710,2714,385369,1796,11411,1650,373958,2053,1142172,1698,93342,5066,1048830,5432,295169,1346,98658,3196,196511,3227,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,5303,1080,97784,1355,270719,1081,27245,2767,243474,2879,63786,493,19743,1574,44043,1621,473910,1235,100252,856,4036,1142,96216,1459,294419,998,32248,2911,262171,3141,79239,492,26121,1664,53118,1727,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,3377,927,52490,1022,213223,658,17428,1772,195795,1832,29222,519,8153,982,21069,1112,337521,821,55420,476,1755,754,53665,859,239930,641,22397,2393,217533,2493,42171,552,15720,1314,26451,1354,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,108730,6591,1951245,9021,5663869,6338,597936,16461,5065933,17848,1610101,3180,543675,9261,1066426,10044,9911182,7269,1959860,6147,58780,4810,1901080,7293,5983026,4806,598539,13552,5384487,14156,1968296,3245,676250,9758,1292046,9922,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
