GEO_ID,C08412_001E,C08412_001M,C08412_002E,C08412_002M,C08412_003E,C08412_003M,C08412_004E,C08412_004M,C08412_005E,C08412_005M,C08412_006E,C08412_006M,C08412_007E,C08412_007M,C08412_008E,C08412_008M,C08412_009E,C08412_009M,C08412_010E,C08412_010M,C08412_011E,C08412_011M,C08412_012E,C08412_012M,C08412_013E,C08412_013M,C08412_014E,C08412_014M,C08412_015E,C08412_015M,C08412_016E,C08412_016M,C08412_017E,C08412_017M,C08412_018E,C08412_018M,C08412_019E,C08412_019M,C08412_020E,C08412_020M,C08412_021E,C08412_021M,C08412_022E,C08412_022M,C08412_023E,C08412_023M,C08412_024E,C08412_024M,C08412_025E,C08412_025M,C08412_026E,C08412_026M,C08412_027E,C08412_027M,C08412_028E,C08412_028M,C08412_029E,C08412_029M,C08412_030E,C08412_030M,NAME,C08412_001EA,C08412_001MA,C08412_002EA,C08412_002MA,C08412_003EA,C08412_003MA,C08412_004EA,C08412_004MA,C08412_005EA,C08412_005MA,C08412_006EA,C08412_006MA,C08412_007EA,C08412_007MA,C08412_008MA,C08412_008EA,C08412_009EA,C08412_009MA,C08412_010EA,C08412_010MA,C08412_011EA,C08412_011MA,C08412_012EA,C08412_012MA,C08412_013EA,C08412_013MA,C08412_014EA,C08412_014MA,C08412_015MA,C08412_015EA,C08412_016EA,C08412_016MA,C08412_017EA,C08412_017MA,C08412_018MA,C08412_018EA,C08412_019EA,C08412_019MA,C08412_020MA,C08412_020EA,C08412_021MA,C08412_021EA,C08412_022EA,C08412_022MA,C08412_023MA,C08412_023EA,C08412_024MA,C08412_024EA,C08412_025EA,C08412_025MA,C08412_026MA,C08412_026EA,C08412_027MA,C08412_027EA,C08412_028MA,C08412_028EA,C08412_029MA,C08412_029EA,C08412_030EA,C08412_030MA,state
0400000US01,1882672,17651,241078,8358,274075,9441,330372,9619,295180,8652,118990,7112,277916,9772,104328,5659,137225,6684,103508,5921,993843,13466,119338,6075,131549,6378,171227,6370,153303,5795,60532,4619,153387,6257,55625,3910,81016,4852,67866,4374,888829,10517,121740,5515,142526,6875,159145,7223,141877,6514,58458,4618,124529,6740,48703,3733,56209,3971,35642,3410,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351438,5540,86134,4063,74333,4716,66141,4302,48254,3890,14742,1914,23544,3260,8940,1895,11837,1703,17513,2074,198412,4384,49968,3180,41033,3255,34691,3073,26439,2627,6890,1215,14525,2406,5527,1388,6851,1230,12488,1621,153026,3669,36166,2547,33300,2661,31450,2814,21815,2510,7852,1458,9019,1636,3413,968,4986,1145,5025,982,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2577101,17718,323561,9977,357075,9422,391290,12674,398952,10780,186886,7874,384581,9174,177475,6145,203107,7423,154174,5784,1388399,11419,156906,5813,177045,6513,201540,7831,215518,7817,102554,5203,225720,7944,98323,4468,113847,6062,96946,5293,1188702,13541,166655,7160,180030,6268,189750,8288,183434,6613,84332,5240,158861,5004,79152,4217,89260,4443,57228,3298,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1191166,11239,214102,7472,205523,8083,215096,8325,169291,7266,62908,4256,140535,6523,57112,4878,69596,4680,57003,3694,635653,6945,109301,5485,109313,5950,110449,5369,92451,5115,31442,2849,71442,4386,31831,3120,42127,3625,37297,3062,555513,8455,104801,4606,96210,4775,104647,5609,76840,4900,31466,2659,69093,4538,25281,3065,27469,2599,19706,2296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15862205,41178,1602833,25178,2096457,26393,2432996,27581,2355274,28834,934807,15930,2365572,27603,1057731,15042,1313098,19772,1703437,25095,8722710,30988,786671,15859,1084270,19849,1276051,18982,1274810,20892,509948,12212,1352650,22426,608991,12195,769255,16042,1060064,16271,7139495,29344,816162,14783,1012187,16690,1156945,16630,1080464,16558,424859,9748,1012922,14597,448740,10206,543843,11722,643373,16188,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2386424,18005,322827,9364,340091,11328,386404,10205,371731,10555,157344,7331,320623,8843,160119,6017,177540,5625,149745,7193,1299100,11424,161623,5508,178063,8358,201519,7335,199096,7464,85695,5410,178137,6393,93265,4345,105386,4285,96316,5804,1087324,11334,161204,6572,162028,6290,184885,7242,172635,6993,71649,4268,142486,5444,66854,4039,72154,3546,53429,3386,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1643913,11999,205656,7752,251564,7453,270584,8499,268240,8325,105081,5894,208099,8399,109336,6271,114295,5863,111058,6462,850744,8735,97336,4789,124841,5147,133054,5794,132026,5970,54909,4247,110586,5464,61463,4479,66068,3886,70461,5153,793169,9319,108320,5121,126723,5736,137530,6016,136214,5143,50172,3469,97513,5421,47873,3481,48227,3803,40597,3753,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,408196,7685,44367,3860,60266,4610,66351,3593,67206,3879,29462,2719,55947,4544,27284,2534,29875,3202,27438,2916,207294,5205,21808,2296,30487,3264,31657,2951,32073,2554,13855,2109,29875,2852,13523,1648,15877,2055,18139,2578,200902,5293,22559,2734,29779,2808,34694,3188,35133,2978,15607,2030,26072,3163,13761,1929,13998,2315,9299,1449,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784692,13877,23007,3141,29449,2916,52577,4104,74618,4777,42239,3226,131003,6272,91237,4831,141137,5717,199425,7578,406341,10718,12177,2100,14793,1868,26658,2810,39139,3110,23801,2395,64854,4419,46965,3443,73585,4197,104369,5620,378351,7512,10830,1747,14656,1802,25919,2986,35479,3068,18438,2187,66149,4031,44272,2951,67552,3537,95056,4207,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7889508,34250,765369,17892,997119,21146,1224436,17482,1302525,24903,530912,13463,1307541,22097,564879,15164,657556,15903,539171,14358,4106705,26277,372449,10990,497564,12921,610760,13356,655349,16053,273876,9147,704365,15250,303846,10338,367377,11566,321119,12893,3782803,22923,392920,11645,499555,14343,613676,14153,647176,14423,257036,9219,603176,15282,261033,10632,290179,10350,218052,7897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
