GEO_ID,C24010D_001E,C24010D_001M,C24010D_002E,C24010D_002M,C24010D_003E,C24010D_003M,C24010D_004E,C24010D_004M,C24010D_005E,C24010D_005M,C24010D_006E,C24010D_006M,C24010D_007E,C24010D_007M,C24010D_008E,C24010D_008M,C24010D_009E,C24010D_009M,C24010D_010E,C24010D_010M,C24010D_011E,C24010D_011M,C24010D_012E,C24010D_012M,C24010D_013E,C24010D_013M,NAME,C24010D_001EA,C24010D_001MA,C24010D_002EA,C24010D_002MA,C24010D_003EA,C24010D_003MA,C24010D_004MA,C24010D_004EA,C24010D_005MA,C24010D_005EA,C24010D_006EA,C24010D_006MA,C24010D_007EA,C24010D_007MA,C24010D_008EA,C24010D_008MA,C24010D_009EA,C24010D_009MA,C24010D_010EA,C24010D_010MA,C24010D_011MA,C24010D_011EA,C24010D_012EA,C24010D_012MA,C24010D_013EA,C24010D_013MA,state
0400000US01,24999,1880,15014,1102,8849,1007,2556,791,1746,736,1029,476,834,453,9985,1351,4908,1087,1944,653,1469,576,307,311,1357,602,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23314,1729,11919,1089,2419,746,3301,878,2660,823,647,322,2892,590,11395,1144,2460,825,3214,793,4351,1138,105,133,1265,436,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,96172,3108,48382,2006,27007,2384,7409,1605,7403,1280,1358,589,5205,1108,47790,2482,23406,1757,11293,1980,10209,1799,326,286,2556,689,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18631,1642,9807,1122,4924,942,1375,561,1364,569,741,394,1403,449,8824,1310,3622,990,1891,714,1728,619,0,192,1583,665,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2528417,19061,1281715,11765,640620,10412,166145,6707,243415,8567,76590,4470,154945,6899,1246702,12680,604316,9806,244383,8765,321676,8679,6094,1461,70233,4847,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75374,2953,38513,1915,19662,1733,6845,1221,6172,1293,1501,448,4333,964,36861,2034,17285,1817,9338,1432,7533,1238,320,253,2385,645,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,74533,3044,39642,1792,23479,2153,4100,1081,6172,1290,1243,612,4648,1011,34891,2185,18918,1627,5457,1171,7624,1323,0,201,2892,661,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18227,1479,9584,1002,6855,760,1049,525,1256,568,0,189,424,266,8643,925,5362,719,1587,670,1250,598,0,189,444,313,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14484,1297,5643,953,3404,855,1166,481,827,727,85,134,161,176,8841,807,6299,821,823,384,1563,689,0,203,156,261,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,241500,6796,121807,3642,58423,3189,20424,2080,23668,2596,6086,1371,13206,2301,119693,5207,52098,3847,32657,3558,29308,3149,232,162,5398,1092,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
