GEO_ID,B18101D_001E,B18101D_001M,B18101D_002E,B18101D_002M,B18101D_003E,B18101D_003M,B18101D_004E,B18101D_004M,B18101D_005E,B18101D_005M,B18101D_006E,B18101D_006M,B18101D_007E,B18101D_007M,B18101D_008E,B18101D_008M,B18101D_009E,B18101D_009M,B18101D_010E,B18101D_010M,NAME,B18101D_001EA,B18101D_001MA,B18101D_002MA,B18101D_002EA,B18101D_003MA,B18101D_003EA,B18101D_004EA,B18101D_004MA,B18101D_005MA,B18101D_005EA,B18101D_006MA,B18101D_006EA,B18101D_007MA,B18101D_007EA,B18101D_008MA,B18101D_008EA,B18101D_009EA,B18101D_009MA,B18101D_010EA,B18101D_010MA,state
0400000US01,58596,3012,14474,1764,244,206,14230,1752,38551,2102,1708,694,36843,2125,5571,1043,2014,850,3557,860,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41283,2618,10869,1393,126,156,10743,1410,26934,1707,1915,663,25019,1783,3480,628,1509,679,1971,490,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,190373,5211,39426,3093,635,326,38791,3031,131975,3013,6085,1265,125890,3093,18972,1013,6627,1132,12345,1148,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39141,2378,10312,1229,101,144,10211,1230,27090,1404,1727,575,25363,1435,1739,641,549,336,1190,627,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5182866,17736,1003311,9805,18283,2104,985028,10033,3509776,11627,160548,7128,3349228,12946,669779,3312,232853,7670,436926,7803,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,149269,3628,35074,2411,815,419,34259,2324,100790,2688,5340,1146,95450,2648,13405,1033,4691,1109,8714,1302,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,147120,3610,34971,1882,710,366,34261,1944,102189,2541,3472,1056,98717,2279,9960,803,2088,635,7872,964,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33425,1180,7179,838,68,113,7111,836,23381,759,490,385,22891,773,2865,438,808,494,2057,346,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22569,1408,2327,588,50,78,2277,585,18580,1062,179,197,18401,1076,1662,398,349,209,1313,395,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,507202,6853,107406,4182,2566,926,104840,4318,345036,4510,16793,1744,328243,4552,54760,1882,15843,1754,38917,2003,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,354363,5454,84249,2881,1428,566,82821,2983,246001,3906,9689,1787,236312,4168,24113,1632,7581,1534,16532,1749,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,524964,10820,79300,5254,1134,429,78166,5182,324135,6826,21483,2335,302652,6746,121529,1756,44279,2016,77250,2228,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24486,1825,5288,1264,117,169,5171,1261,16319,1439,867,533,15452,1530,2879,810,1432,520,1447,595,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,634016,4887,137065,2870,1982,634,135083,2973,431593,3271,16933,2160,414660,3677,65358,1286,20632,1813,44726,2029,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,116791,3671,26263,1858,1026,734,25237,1975,83858,2849,3312,908,80546,2819,6670,1438,2209,987,4461,1291,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63341,2329,15757,1328,304,318,15453,1345,44659,1583,2133,672,42526,1577,2925,620,811,365,2114,542,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,72565,3003,17346,1858,450,387,16896,1782,50107,1752,2185,728,47922,1773,5112,803,1622,536,3490,859,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,52636,2396,14833,1515,703,454,14130,1445,33539,1863,1265,586,32274,1761,4264,802,1433,439,2831,681,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74075,2621,16424,1269,434,249,15990,1223,51709,2295,2943,772,48766,2256,5942,843,1514,632,4428,872,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14059,1403,3394,863,0,165,3394,863,9371,990,485,313,8886,1034,1294,436,310,349,984,483,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,352943,4666,74714,2591,1148,526,73566,2497,241564,3200,10316,2265,231248,3642,36665,1192,11034,1433,25631,1574,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,386310,4891,80682,2851,2242,660,78440,2768,276483,3148,10664,1405,265819,3212,29145,1155,10756,1445,18389,1652,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,266326,4480,67038,2757,943,363,66095,2748,178379,2691,9378,1511,169001,3148,20909,828,5146,952,15763,1121,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,233284,3639,68460,2253,1018,401,67442,2290,152938,2294,9365,1394,143573,2503,11886,782,4204,821,7682,1009,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27743,2497,6596,1374,264,280,6332,1362,18933,1667,1525,815,17408,1610,2214,759,452,349,1762,636,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,101767,3300,21859,1651,600,320,21259,1590,71575,2486,2866,808,68709,2568,8333,983,1858,520,6475,980,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6354,948,1026,397,0,165,1026,397,4718,783,193,190,4525,760,610,405,46,89,564,396,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37269,1618,9298,887,244,198,9054,924,25774,1054,1535,622,24239,1078,2197,572,1264,629,933,359,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,214331,4365,38845,2439,679,409,38166,2500,145943,2974,8935,1472,137008,3234,29543,761,8953,1251,20590,1330,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30918,1787,7690,1236,121,115,7569,1225,21484,1264,857,580,20627,1335,1744,755,838,524,906,572,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,799988,6185,184600,3656,3786,1029,180814,3552,541721,4017,19836,2355,521885,4396,73667,1163,19679,1840,53988,2076,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27362,2650,5770,1640,35,80,5735,1638,18585,1667,1056,522,17529,1661,3007,560,1151,437,1856,561,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1549983,9104,307098,4380,5409,1247,301689,4542,1087492,6415,44418,3431,1043074,6761,155393,2169,47808,3049,107585,3509,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,236073,4518,61276,2558,897,370,60379,2634,159351,3635,6800,1336,152551,3738,15446,1282,3931,864,11515,1306,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9096,1178,1518,507,80,135,1438,500,7242,970,393,274,6849,974,336,222,43,68,293,187,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,212015,5126,48223,2963,693,329,47530,2944,146401,3261,6246,1244,140155,3120,17391,1128,4549,918,12842,1110,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,70492,3443,17064,1693,131,143,16933,1710,48234,2364,2548,695,45686,2403,5194,642,1750,494,3444,605,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,151099,4430,31443,2707,773,408,30670,2684,105944,2946,6602,1707,99342,3137,13712,916,4480,882,9232,1172,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,383560,4796,88367,2813,2547,913,85820,2811,264615,3510,10555,1750,254060,3931,30578,1424,8024,1126,22554,1610,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32991,2476,6750,1162,421,379,6329,1121,24057,1734,1734,929,22323,1749,2184,413,782,400,1402,406,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63879,3119,13958,1713,572,634,13386,1897,44528,2463,1777,649,42751,2697,5393,1211,1278,555,4115,1104,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9067,1238,3136,1022,53,109,3083,1008,5562,875,320,261,5242,905,369,283,156,171,213,241,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,98240,3190,23311,1699,733,427,22578,1689,67798,2555,2444,821,65354,2550,7131,1072,1216,536,5915,977,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1086495,10341,257331,5371,5007,1335,252324,5332,742451,7422,29096,3049,713355,8322,86713,2257,27268,2202,59445,2724,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62462,2747,13663,1663,163,158,13500,1634,44552,2017,1995,738,42557,2074,4247,466,1250,454,2997,538,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
