GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001EA,C17014_001MA,C17014_002EA,C17014_002MA,C17014_003MA,C17014_003EA,C17014_004EA,C17014_004MA,C17014_005EA,C17014_005MA,C17014_006EA,C17014_006MA,C17014_007MA,C17014_007EA,C17014_008MA,C17014_008EA,C17014_009EA,C17014_009MA,C17014_010MA,C17014_010EA,C17014_011EA,C17014_011MA,state
0400000US24,1443796,11656,101919,5268,38240,3640,50021,3979,12075,1737,1583,717,1341877,11651,118104,4112,400084,9712,631447,12099,192242,5724,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,138598,5776,56562,3907,64212,4304,15267,2250,2557,852,1482204,12602,149827,5109,408617,8136,702409,11216,221351,6888,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,305163,6944,107188,4693,159539,5684,33904,2631,4532,1010,2179395,15204,341453,5311,671544,10132,921134,11107,245264,6657,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1372189,10600,99247,3669,27599,2438,54414,2868,15816,1984,1418,471,1272942,10831,138531,3364,317823,6906,656218,8314,160370,4518,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745079,9844,141333,6145,54554,4445,70446,3885,14927,2245,1406,682,603746,9725,88845,4494,205350,6785,255614,7279,53937,3516,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1523085,12213,175804,7497,59633,3660,94172,5576,19138,1876,2861,910,1347281,11142,182055,5014,407302,10045,612380,9653,145544,5903,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,256091,4820,28884,2866,7836,1378,15428,2036,5083,997,537,224,227207,4879,30878,1901,64776,3556,106787,3893,24766,1741,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475000,5447,41593,2653,10019,1311,23760,2077,6606,1077,1208,670,433407,5681,42535,2174,113527,4062,222414,4731,54931,2567,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639825,9575,74004,4340,23862,2453,39235,3405,9446,1553,1461,562,565821,9522,71512,3160,190343,6236,239931,7992,64035,3561,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,347272,6740,17721,2286,7071,1373,7419,1405,2741,861,490,399,329551,6516,36343,2457,97536,4850,150905,5083,44767,2700,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2207108,15690,191576,8242,70530,4775,96537,5264,20393,2109,4116,957,2015532,14743,203187,5910,621296,12323,881067,10603,309982,7687,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482570,8454,78772,4187,25994,2281,42132,3854,8734,1578,1912,783,403798,6847,60978,2624,142239,5233,165556,5491,35025,2678,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4584095,23648,555715,11514,208772,7420,266830,8890,70021,4123,10092,1593,4028380,22401,437373,7471,1279718,15819,1742300,16917,568989,9221,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2474802,16886,323394,8533,108915,5382,172219,6700,36030,2854,6230,1434,2151408,15990,298798,6266,694310,12177,974416,14508,183884,7054,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,180213,4276,12577,1557,4046,1045,6119,975,2180,641,232,246,167636,4086,15307,1044,42623,2565,91115,3618,18591,1972,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923404,17892,339646,9215,119136,5351,180197,7225,36513,3306,3800,961,2583758,18414,338997,6954,798274,11697,1146467,14099,300020,7318,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,956517,8198,119549,4250,43315,2717,60018,2693,14238,1717,1978,614,836968,7115,107337,3102,277272,5968,376620,7631,75739,3304,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,961197,8560,108668,5173,34010,2922,55235,3890,16356,2197,3067,1042,852529,8622,129051,4414,261188,7084,379010,9089,83280,4398,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3152234,16466,293368,8876,115631,4815,142140,5559,30951,2746,4646,1018,2858866,18184,375313,7201,852667,12514,1267976,13815,362910,8368,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259863,5566,27696,2537,9773,1658,15104,2079,2191,671,628,486,232167,5994,26651,2219,71000,3944,102961,4593,31555,2464,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1195104,11860,168466,6140,58990,3625,88509,4427,19090,2473,1877,616,1026638,11110,155376,4920,345101,7993,436428,10544,89733,4546,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213838,4685,19632,1935,6771,1133,10234,1536,2157,478,470,271,194206,4218,19171,1435,48372,2839,103710,3622,22953,2027,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1658071,14416,220449,7821,76217,5098,113538,5684,26595,2688,4099,1024,1437622,14381,202954,5644,469917,11379,621642,11306,143109,6076,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6322542,26601,860114,17817,235989,9812,479881,13020,122164,6760,22080,2418,5462428,27260,510875,7374,1813053,20627,2477932,23386,660568,12640,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,677332,6098,63176,4036,12978,2024,33604,3219,15195,1879,1399,638,614156,6429,55326,3291,185920,5762,277459,5227,95451,3851,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155933,3601,12219,1569,5121,1106,5666,937,1327,445,105,75,143714,3508,18229,1414,37264,2343,71312,3108,16909,1718,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2049184,16114,172062,6900,61572,4372,87023,4783,20896,2209,2571,773,1877122,15824,202349,5139,573244,10100,876052,12288,225477,7537,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1705112,13920,162515,6352,54772,4668,83155,4606,20256,2319,4332,1357,1542597,13775,195239,5208,493447,8986,704163,10056,149748,6598,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,479389,7296,64863,3957,30550,2633,29046,2360,4577,839,690,489,414526,7241,80404,3209,143425,5632,157368,5095,33329,2561,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1458482,10630,133902,5057,40335,3007,75607,4185,15499,1957,2461,660,1324580,10607,164116,3623,355822,7421,647074,8988,157568,5247,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,148556,4206,12405,1756,3327,855,6576,1388,2361,790,141,145,136151,3857,13289,1305,36654,2471,73630,3502,12578,1434,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895080,9229,371967,7912,209392,6408,134308,5138,25427,2443,2840,778,523113,8900,115539,4002,198283,5691,176361,6377,32930,2837,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
