GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001MA,B18105_001EA,B18105_002MA,B18105_002EA,B18105_003EA,B18105_003MA,B18105_004MA,B18105_004EA,B18105_005MA,B18105_005EA,B18105_006EA,B18105_006MA,B18105_007MA,B18105_007EA,B18105_008MA,B18105_008EA,B18105_009EA,B18105_009MA,B18105_010MA,B18105_010EA,B18105_011MA,B18105_011EA,B18105_012MA,B18105_012EA,B18105_013MA,B18105_013EA,B18105_014MA,B18105_014EA,B18105_015EA,B18105_015MA,B18105_016MA,B18105_016EA,B18105_017EA,B18105_017MA,B18105_018MA,B18105_018EA,B18105_019MA,B18105_019EA,B18105_020EA,B18105_020MA,B18105_021EA,B18105_021MA,B18105_022MA,B18105_022EA,B18105_023EA,B18105_023MA,B18105_024MA,B18105_024EA,B18105_025EA,B18105_025MA,B18105_026EA,B18105_026MA,B18105_027MA,B18105_027EA,B18105_028EA,B18105_028MA,B18105_029MA,B18105_029EA,B18105_030MA,B18105_030EA,B18105_031EA,B18105_031MA,B18105_032MA,B18105_032EA,B18105_033EA,B18105_033MA,state
0400000US01,4463027,3655,2137360,5880,415809,3961,2562,837,413247,3884,531617,4933,9607,1836,522010,4939,887106,4678,94710,4430,792396,6135,190180,1968,31925,2668,158255,3148,112648,1728,36466,2218,76182,2305,2325667,4666,399681,3242,3345,1168,396336,3475,552135,3993,11205,1923,540930,4681,974608,3537,124793,5180,849815,6123,224389,1875,49604,2986,174785,3425,174854,1842,74394,3023,100460,3728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,657543,1921,339435,2514,69544,1700,197,148,69347,1677,94246,2336,763,379,93483,2331,143384,1614,10534,1776,132850,2412,22353,942,3173,638,19180,992,9908,768,3098,740,6810,968,318108,1895,63636,1571,186,204,63450,1599,87427,1302,1373,758,86054,1528,134719,1425,10335,1444,124384,1871,20604,843,3347,692,17257,1046,11722,617,5628,810,6094,784,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6091145,2050,2985697,2855,602505,1744,2597,787,599908,1961,751798,3251,12177,2049,739621,3683,1168289,3029,86096,4961,1082193,5453,275142,1670,35264,3030,239878,3092,187963,1227,48847,3243,139116,3341,3105448,2613,580919,1609,4248,1185,576671,2062,744824,2254,12994,2177,731830,3233,1235989,2375,94367,4829,1141622,4680,310038,1235,51880,3465,258158,3591,233678,1241,79697,3926,153981,3786,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2716833,2704,1326964,4604,268655,3444,1758,680,266897,3459,326777,4149,8946,1610,317831,4332,535726,3544,64409,3215,471317,4224,119768,1332,23549,1937,96219,2176,76038,1155,25155,1981,50883,2140,1389869,4311,250289,3194,1318,573,248971,3260,327371,3255,6850,1315,320521,3303,570026,3297,73073,4046,496953,5175,137191,1477,30699,2419,106492,2715,104992,1495,47181,2382,57811,2290,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35331067,5998,17399664,7701,3406028,3716,22655,2549,3383373,4786,4752433,6837,55488,4847,4696945,8661,7165481,6126,368326,10232,6797155,11188,1239368,2545,163242,5266,1076126,5847,836354,2691,247197,6213,589157,6273,17931403,6353,3251441,3540,18356,2499,3233085,4061,4621321,4381,49113,3610,4572208,5264,7437283,4136,463572,11930,6973711,12232,1428312,2553,242984,7382,1185328,7722,1193046,2975,477284,8298,715762,8808,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4839699,3499,2399000,4366,460882,3139,3744,1089,457138,3350,631231,3992,8451,1749,622780,4160,1021905,3415,53249,3515,968656,4657,181353,1445,21305,2139,160048,2619,103629,1327,29405,2099,74224,2433,2440699,4220,444736,3321,2005,757,442731,3399,613076,2786,8322,1612,604754,3124,1038728,2995,65645,4127,973083,4939,197218,1766,28636,2304,168582,2636,146941,1868,48417,2777,98524,2738,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3350671,1584,1621714,2540,301805,1678,1173,563,300632,1778,383635,1995,4311,1154,379324,2398,709888,1833,30201,2793,679687,3510,133728,826,13149,1529,120579,1660,92658,1166,23564,2101,69094,2211,1728957,2490,291616,1458,1719,689,289897,1538,384055,1748,4351,1014,379704,1912,758117,1793,41917,3550,716200,4205,154423,973,18374,1833,136049,2011,140746,1503,47307,2442,93439,2690,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,855267,1151,408863,1194,74358,711,579,409,73779,877,100496,928,1083,625,99413,1060,170223,1060,11719,1703,158504,1973,39458,555,4512,872,34946,1087,24328,538,6987,905,17341,1023,446404,1126,72746,686,296,282,72450,760,105030,1268,2370,839,102660,1610,189389,1229,17138,2010,172251,2356,45855,526,6365,866,39490,1045,33384,540,11975,1146,21409,1115,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594772,656,277490,741,35045,410,444,340,34601,526,101450,559,721,540,100729,769,111773,630,7234,1358,104539,1521,17648,534,2598,668,15050,840,11574,675,2710,557,8864,732,317282,801,35181,411,342,338,34839,547,121093,343,651,381,120442,506,118837,521,12312,1639,106525,1697,22824,392,4239,796,18585,905,19347,497,7143,915,12204,958,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18171078,5381,8784022,8269,1510052,5559,11035,1904,1499017,5437,2048451,5131,28196,3339,2020255,6228,3615418,5769,256502,9669,3358916,10533,919338,3041,116617,5479,802721,6559,690763,3082,181173,5603,509590,6601,9387056,6304,1435734,4610,8091,1804,1427643,4931,2064048,4618,31230,3475,2032818,5455,3918978,5631,310372,9368,3608606,9784,1051243,2953,160359,6072,890884,6585,917053,2929,318708,7055,598345,6990,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
