B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039EA,B08524_039MA,B08524_040MA,B08524_040EA,B08524_041EA,B08524_041MA,B08524_042EA,B08524_042MA,B08524_043MA,B08524_043EA,B08524_044EA,B08524_044MA,B08524_045EA,B08524_045MA,B08524_046EA,B08524_046MA,B08524_047EA,B08524_047MA,B08524_048EA,B08524_048MA,B08524_049MA,B08524_049EA,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003EA,B08524_003MA,B08524_004MA,B08524_004EA,B08524_005MA,B08524_005EA,B08524_006MA,B08524_006EA,B08524_007MA,B08524_007EA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014EA,B08524_014MA,B08524_015EA,B08524_015MA,B08524_016MA,B08524_016EA,B08524_017EA,B08524_017MA,B08524_018MA,B08524_018EA,B08524_019EA,B08524_019MA,B08524_020EA,B08524_020MA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026MA,B08524_026EA,B08524_027EA,B08524_027MA,B08524_028MA,B08524_028EA,B08524_029MA,B08524_029EA,B08524_030EA,B08524_030MA,B08524_031MA,B08524_031EA,B08524_032EA,B08524_032MA,B08524_033EA,B08524_033MA,B08524_034MA,B08524_034EA,B08524_035EA,B08524_035MA,B08524_036MA,B08524_036EA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,state
9128,1506,4253,1011,12739,1628,123,149,164515,6370,73874,4001,33240,2649,38028,2759,9586,1818,9787,1448,0,168,0400000US26,4240614,19102,1465618,14875,773893,13242,1030258,12767,321192,7622,648154,11849,1499,485,3493387,21069,1238383,14728,598944,11601,869254,12719,253984,6976,531535,10406,1287,426,371014,9661,96960,4514,78424,4723,77454,3937,43698,3182,74389,4313,89,126,63869,4769,14573,1956,19769,2401,14711,2222,4060,1514,10756,1993,0,168,91809,4774,26925,2528,28642,2433,21683,2100,5611,1286,8948,1622,0,168,56020,3901,14903,1837,14874,1774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
9087,1565,2610,598,9240,1452,0,145,135427,4577,67858,3510,26178,1950,27927,2433,6671,983,6793,1181,0,145,0400000US27,2790174,13036,1086105,11294,471380,8979,655903,10571,210196,5727,366096,7905,494,266,2189446,12683,856067,9611,345739,7581,527345,9688,170317,5353,289492,6942,486,265,238756,7828,79206,3784,46514,3485,47325,3305,24591,2132,41112,3355,8,14,99302,4167,38904,2760,21189,2233,25481,2153,2613,820,11115,1565,0,145,80977,4748,28792,2770,21709,2337,18738,2188,3394,825,8344,1368,0,145,46266,3582,15278,1671,10051,1627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
3777,1386,3752,1174,4526,1158,0,208,22785,2576,8655,1403,3381,875,6327,1302,1667,756,2617,986,138,165,0400000US28,1135424,13277,345339,8651,213959,8333,273265,8059,111530,5859,186253,7312,5078,1276,951366,13242,296202,8020,177416,7753,240152,7928,84585,4711,150452,6477,2559,942,119796,6844,33176,3817,21745,2351,19584,2240,19485,3126,25708,3315,98,156,5056,1334,614,393,2015,875,1008,557,478,383,941,430,0,208,18185,2215,4159,1179,5754,1357,2417,608,1563,608,2009,942,2283,820,18236,2627,2533,871,3648,1142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
7158,1483,3994,1025,8649,1407,41,69,114179,4710,52745,3891,16080,2149,26680,2325,7833,1500,6633,1384,4208,1764,0400000US29,2813503,17093,993984,13481,507633,11611,699980,13779,235213,7805,366928,9366,9765,2000,2299416,17448,830112,11957,399412,10805,580883,13312,187283,6411,296570,8354,5156,1276,256151,8751,73101,4859,51695,3867,57135,4236,31497,2979,42363,3791,360,353,49276,3670,9857,1542,16623,2339,14478,1925,1272,535,7046,1436,0,184,56269,4066,16666,1907,16956,2258,13646,2164,3334,1017,5667,1289,0,184,38212,3476,11503,2021,6867,1166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1771,700,729,392,1847,600,113,151,28478,2805,14923,1607,4518,974,5098,1016,2067,617,1843,751,29,50,0400000US30,472100,6676,164206,5102,93340,4541,112935,5412,55578,3276,44740,3024,1301,597,354929,7078,119128,4976,67888,4103,89805,5157,42541,3074,34454,3052,1113,568,48207,3400,16217,1934,9471,1487,10409,1694,8529,1236,3554,847,27,45,3111,886,757,468,996,519,433,314,321,254,585,378,19,31,25084,2507,8216,1233,7601,1748,5419,1250,1391,478,2457,745,0,165,12291,1935,4965,1051,2866,791,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2596,869,786,290,3931,878,0,157,41789,2560,20086,1621,7050,1222,9271,1105,2971,758,2359,632,52,84,0400000US31,972334,6986,344846,7290,156633,5463,235645,5753,97318,3924,135766,5205,2126,630,792843,7895,282020,6621,123990,4988,196802,5209,79731,3703,108347,5022,1953,587,90098,5141,27023,2461,14982,2027,18803,2290,11600,1663,17576,1979,114,138,7284,1343,2133,693,1580,708,1794,629,757,475,1020,466,0,157,26217,2084,9543,1354,6282,970,6379,1045,1473,511,2533,763,7,12,14103,1636,4041,855,2749,723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
5065,1291,3187,997,3277,999,0,206,44378,3747,20761,2203,6411,1400,12868,2191,2460,1028,1878,949,0,206,0400000US32,1250232,13247,347106,8778,347404,10520,317367,9278,110208,5608,125683,6760,2464,717,981286,13420,278076,7793,267534,9542,248274,8413,83887,5101,101298,5801,2217,699,131358,5947,32044,3047,40148,2973,32529,3864,14122,2114,12341,1751,174,137,42186,3920,3957,1178,16519,2307,11897,2016,5425,1174,4323,1097,65,96,27145,3183,7278,1768,9432,1743,6734,1293,1127,657,2566,936,8,18,23879,2649,4990,1525,7360,1562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1366,744,1148,542,949,564,0,185,36720,3085,20089,2108,4546,1020,8025,1488,2845,984,1215,499,0,185,0400000US33,638308,10110,244548,6651,103727,5795,161544,6648,56566,4487,71027,4873,896,292,517055,10432,199494,6111,81107,5187,134236,6302,43117,3618,58312,4210,789,255,52394,3893,14813,2228,10081,1715,12261,1781,7384,1580,7757,1450,98,142,4295,1265,1589,885,716,375,955,526,273,435,762,493,0,185,20588,2564,6120,1207,5927,1188,4701,1029,1799,759,2032,733,9,17,7256,1549,2443,845,1350,684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
16118,2271,8710,2016,22288,2925,58,76,166363,6258,88528,4498,19353,2592,43579,3290,7320,1429,7398,1459,185,172,0400000US34,3884264,26647,1488453,15768,689912,16288,980289,17127,281841,9696,440650,11537,3119,732,2970924,24017,1209989,14406,476602,13690,765766,14473,209261,7958,306606,9447,2700,778,322269,9134,88120,4363,72069,5040,67962,4087,38495,3377,55498,3470,125,168,220659,7687,59338,3804,64232,5085,53889,3588,9946,2231,33254,3756,0,200,120747,6196,27196,2763,36810,3196,32975,3293,8109,1666,15606,2576,51,71,83302,6036,15282,2216,20846,2621,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2643,829,2827,779,3837,1110,23,37,37815,3287,15015,1987,9717,1623,6954,1527,3292,1004,2837,999,0,195,0400000US35,863562,10736,301295,7798,179305,8508,193062,6773,104182,5645,82689,5033,3029,735,681554,10800,238429,7064,136780,6861,159518,6274,81725,5650,62696,4522,2406,627,92550,6095,29293,2717,20653,3088,17537,2052,14076,2482,10773,2173,218,224,9193,1388,3676,920,1654,732,2923,852,339,317,601,398,0,195,19135,2259,5961,1114,5437,1327,3487,811,1923,763,1945,952,382,295,23315,2270,8921,1412,5064,1304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
31123,2920,14453,2346,26935,2498,334,283,360333,11526,191642,7465,61162,3929,73026,4409,15869,2269,16336,2633,2298,550,0400000US36,9369775,31153,3749464,28750,1858403,23694,2208655,18515,679954,13448,859680,15549,13619,1390,4827098,26864,1892897,19266,842779,15709,1157402,14870,403322,9824,524459,11426,6239,1152,636260,15423,204688,7796,133256,6628,145586,5698,74204,5133,76961,4695,1565,828,2789804,27298,1168563,18592,646493,14627,654837,13708,146431,7468,172959,7287,521,289,572590,14962,216581,7920,138961,7878,146681,6605,25675,3497,42030,4112,2662,486,183690,8286,75093,5042,35752,4015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
9115,1429,7378,1623,8754,1397,1374,887,196868,7649,104345,5516,23667,2120,45391,3743,10509,2155,10024,1728,2932,1123,0400000US37,4346403,23045,1541504,18905,781159,15623,1012314,17017,397665,11546,561829,11406,51932,3513,3534016,22599,1270955,16943,612944,12760,849659,15538,303464,10073,456984,9892,40010,3066,431500,10593,112201,5763,95595,7416,79474,4416,67106,5300,73864,5347,3260,926,49935,4059,14033,1971,16424,2423,11422,2056,2232,1028,5811,1152,13,27,80416,6455,24774,2862,20678,2635,17253,2467,6976,1724,6392,1414,4343,1035,53668,4725,15196,2130,11851,2492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1399,560,2306,939,1458,610,27,60,16917,1414,8409,1037,3334,829,3187,740,1115,350,872,315,0,149,0400000US38,426190,5770,141226,4718,69310,3849,94301,4509,60344,3683,58844,3542,2165,601,333761,5185,109920,4381,49663,3098,79182,3934,45835,3083,47646,3047,1515,410,44943,3631,12931,1550,8308,1612,6925,1289,9372,1474,6949,1315,458,358,2317,635,495,312,707,384,354,166,273,282,488,294,0,149,18047,1931,6596,1082,5158,949,3254,785,1443,557,1431,395,165,238,10205,1755,2875,963,2140,957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
9945,1369,5076,1107,15549,2160,0,190,182681,7490,87893,4994,24546,2312,46697,3580,11233,1702,12312,1657,0,190,0400000US39,5260763,23967,1847117,19808,932322,14135,1249811,16513,403835,10976,824222,13742,3456,737,4402917,24051,1582878,18613,746347,12719,1052122,15256,331336,9871,687540,12297,2694,700,406367,13300,108618,5698,83505,4786,87774,4589,46515,3977,79534,5121,421,215,89526,5060,20880,1949,27452,3339,23635,2536,3130,892,14401,2041,28,46,117731,5968,30302,2614,36047,3118,29638,2830,6545,1553,14886,2203,313,253,61541,4544,16546,1941,14425,2320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
3160,815,4012,1101,3335,739,74,75,57224,3337,25813,2366,8376,1246,11386,1225,5328,988,2672,497,3649,678,0400000US40,1696629,10537,553063,8603,304168,7946,409904,7360,197414,5538,223023,5722,9057,1120,1411954,11199,468349,7856,242025,7033,353277,6905,156862,5147,186869,5244,4572,1027,165928,6278,42378,2977,34784,3111,33722,2643,28123,2768,26382,2038,539,313,9247,1385,2377,727,2460,717,1948,621,696,365,1709,612,57,77,28910,2750,8224,1131,9660,1866,6411,972,2393,722,2056,536,166,167,23366,2368,5922,1272,6863,1173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
13039,2084,3975,1315,6740,1617,88,160,110334,5784,59864,3866,17264,2447,22136,2638,5835,1340,5232,1312,3,61,0400000US41,1790663,15630,648752,11732,329591,9146,431826,9530,159961,6749,219536,7109,997,545,1288901,15850,461887,9974,224694,7885,323310,9129,112156,5911,165987,6000,867,467,183668,9488,50281,3682,37298,4000,37564,2983,30621,3423,27874,3070,30,54,76642,4710,27554,2588,18182,3137,20266,2518,3394,1312,7246,1423,0,200,70401,4758,24829,2778,19615,2688,15511,2204,3980,1062,6457,1386,9,101,60717,4463,24337,2188,12538,2179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
15268,1862,8445,1580,16787,2412,0,172,227765,7559,115494,5108,30828,2770,57579,4009,12519,1655,11205,1563,140,206,0400000US42,5807772,22684,2126757,19694,1019683,15286,1418364,14858,465953,10643,774772,12197,2243,803,4447205,24600,1647717,17850,727402,12675,1092347,13511,361325,9002,616589,10116,1825,691,482322,12948,138686,5662,96318,5363,105352,5359,57356,4329,84472,5026,138,152,334650,10880,123216,6566,87898,5875,87387,4600,11328,2361,24761,2897,60,99,229153,8068,74131,4178,58573,4245,60431,3975,14980,1965,20958,2217,80,148,86677,4757,27513,2796,18664,2421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1441,596,496,439,1109,620,0,210,15751,1972,7892,1450,2496,899,3544,1074,832,452,610,432,377,190,0400000US44,479867,9766,185176,7241,97390,5628,113387,5697,33624,3229,49068,3850,1222,454,388963,9015,153025,6750,76523,4815,91733,5237,27589,2900,39490,3546,603,423,37003,3472,12319,1821,7520,1307,7611,1208,3652,953,5831,1245,70,117,10068,1844,3184,1021,2599,978,3127,1023,641,555,517,374,0,210,20314,2641,6663,1528,5623,1408,5931,1205,414,325,1511,659,172,125,7768,2040,2093,804,2629,1594,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
7226,1369,4142,1207,6636,1412,273,227,68335,4721,32372,3210,9242,1593,17886,1782,4931,1425,3444,903,460,379,0400000US45,2030002,15955,664137,12909,389613,12105,489833,9331,181830,8071,289060,7524,15529,1968,1678654,15315,563367,11548,310399,10169,417595,9499,137161,6632,244302,6711,5830,1446,186745,7374,49361,3706,43508,3726,33292,3178,30330,3557,29585,3299,669,424,13561,2219,2224,849,5635,1538,2958,998,1038,616,1635,679,71,126,50846,4113,11327,1693,12731,2292,10876,1772,4228,1351,3458,918,8226,1525,31861,2870,5486,1072,8098,1445,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1138,543,957,662,1099,544,0,155,22385,2147,11947,1598,3545,774,3026,644,2785,943,1063,383,19,31,0400000US46,430002,5164,144858,5566,75369,3926,109054,4542,47021,3058,52524,2851,1176,490,343774,5430,113002,4893,59333,3346,92861,4416,34911,2544,42593,2661,1074,502,38932,3085,12707,1632,6162,1268,8195,1222,5881,1363,5904,940,83,120,1259,536,77,67,253,203,456,357,302,310,171,136,0,155,18079,2126,6059,1069,4763,1165,3378,783,2185,993,1694,567,0,155,5573,1204,1066,372,1313,574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
5762,1493,4783,1423,8713,1595,61,75,100653,5560,46760,4016,14229,2289,26293,2662,7508,1634,5718,1561,145,139,0400000US47,2880910,20784,973278,13633,481134,11886,725453,15900,256419,7967,442160,11478,2466,835,2422208,19971,831182,12600,391408,10008,624350,14876,199819,7344,373450,10440,1999,757,264003,9648,69941,4739,51831,4724,55484,4084,40466,3751,46034,3889,247,256,21317,2676,5121,1117,5632,1351,5409,1212,1078,695,4077,1329,0,203,37602,3583,12479,1641,10021,1747,8155,1334,2765,1876,4168,1150,14,24,35127,3898,7795,1227,8013,1695,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
44803,4807,37211,4149,35601,4072,1126,485,491120,15266,241383,9715,66675,4416,121023,7071,32117,3354,24637,3080,5285,893,0400000US48,11932218,33744,4142318,30188,2111810,25525,2905336,27198,1302835,21880,1418548,25259,51371,4053,9575394,39070,3424958,29791,1616918,21936,2385917,25233,972889,20556,1143304,21921,31408,3494,1274287,25747,331841,10366,265292,11845,267509,9757,230006,10413,175596,8412,4043,1595,187472,8516,52000,5122,57863,4887,44529,3760,11169,2301,21911,2073,0,213,190537,8718,47071,4250,55460,4910,41555,3844,19443,2640,17499,2603,9509,1759,213408,9858,45065,3869,49602,5294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5071,1083,2998,716,3208,839,0,185,67201,4104,33785,2743,7539,1251,20152,2656,2143,810,3530,905,52,85,0400000US49,1309718,11980,483974,9373,202688,6773,345024,7551,116017,4737,160128,7177,1887,651,996730,12976,369313,8020,147886,6062,268245,6685,86678,4543,122885,6773,1723,663,155487,7867,47322,3475,26959,2943,35289,3340,20975,2135,24871,2734,71,119,30443,3235,12524,2216,6016,1232,7655,1396,1353,556,2854,778,41,70,33191,2803,10877,1661,9052,1583,8612,1459,1870,841,2780,971,0,185,26666,2816,10153,1567,5236,1257,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
758,393,460,261,720,394,0,151,21399,1782,11179,1202,4417,882,3357,642,1335,493,1106,354,5,190,0400000US50,312687,4827,120565,4295,56918,3517,69002,3594,31701,2240,34301,2257,200,171,233065,4550,90940,3490,39504,3037,52900,3042,23563,1955,26002,1911,156,156,32375,2225,10099,1291,5938,944,6349,1011,4752,856,5198,1002,39,64,3655,1112,872,489,1317,670,1225,736,136,199,105,111,0,151,17221,1847,5477,1005,4706,1006,4413,920,1455,451,1170,612,0,151,4972,1086,1998,568,1036,502,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
11661,1986,7438,1521,8456,1626,1432,826,182279,6807,96183,4300,27259,3018,36860,2972,11258,2145,8357,1457,2362,983,0400000US51,3930281,22386,1588898,16086,678518,14240,893771,14003,340788,11552,381132,9749,47174,4145,3108405,24073,1285540,16190,501258,11940,728778,13033,254413,8854,306968,9133,31448,2883,356673,10326,112453,4908,74586,5402,69910,4499,54373,5274,40882,3740,4469,1293,117477,5803,46637,3332,29495,2710,24792,2980,6047,1711,8870,1876,1636,538,99640,6150,28710,2737,28475,3356,21770,2597,7259,1758,7599,1569,5827,1567,65807,5047,19375,2122,17445,2651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
