GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001EA,C17023_001MA,C17023_002MA,C17023_002EA,C17023_003EA,C17023_003MA,C17023_004MA,C17023_004EA,C17023_005MA,C17023_005EA,C17023_006EA,C17023_006MA,C17023_007MA,C17023_007EA,C17023_008EA,C17023_008MA,C17023_009MA,C17023_009EA,C17023_010MA,C17023_010EA,C17023_011EA,C17023_011MA,C17023_012MA,C17023_012EA,C17023_013MA,C17023_013EA,C17023_014EA,C17023_014MA,C17023_015MA,C17023_015EA,C17023_016EA,C17023_016MA,C17023_017MA,C17023_017EA,C17023_018MA,C17023_018EA,C17023_019EA,C17023_019MA,C17023_020EA,C17023_020MA,C17023_021MA,C17023_021EA,C17023_022EA,C17023_022MA,C17023_023MA,C17023_023EA,state
0400000US01,1222568,14007,174593,5454,50938,3329,25244,2438,25694,2652,123655,5176,16642,2341,7152,1398,9490,1675,107013,4850,28856,2925,78157,4266,1047975,12811,806927,13011,527177,9068,279750,8233,241048,8506,63840,4466,38440,3195,25400,3223,177208,6823,103145,4364,74063,5025,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,1115,376,2109,471,6590,957,1602,421,442,210,1160,347,4988,887,858,270,4130,825,155617,3391,123278,3925,70537,2738,52741,2754,32339,2400,12502,1764,5807,1234,6695,1224,19837,1610,9754,1205,10083,1223,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,37677,2838,53885,4043,121950,5349,25835,2700,9847,1410,15988,2206,96115,4873,22862,2560,73253,4224,1358798,12983,1045031,11565,669131,9208,375900,7501,313767,10077,103626,6418,54903,4551,48723,4418,210141,7236,106390,4327,103751,5761,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,16163,2149,22895,2438,69735,4077,13064,2061,4092,1094,8972,1639,56671,3500,13570,1694,43101,3119,642331,9468,509479,8797,327549,6785,181930,5194,132852,5003,39438,3104,21969,1987,17469,2339,93414,4501,54343,3459,39071,3361,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,155660,5706,307110,9231,630207,11812,136695,5738,43410,3054,93285,5000,493512,9785,118451,5421,375061,8918,7552993,30734,5697544,28260,3250720,21357,2446824,21027,1855449,18633,621667,12504,375879,9589,245788,8642,1233782,13731,717276,10623,516506,10455,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,16836,2033,29076,2978,65682,3667,11582,1915,4715,1267,6867,1582,54100,3537,9491,1363,44609,3317,1168347,10778,936290,11617,553771,9327,382519,7699,232057,7209,76804,5221,36917,3038,39887,3840,155253,5684,74125,3633,81128,4526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,9508,1652,9444,1515,48673,3115,6060,1505,2255,959,3805,1113,42613,3022,9402,1478,33211,2754,822668,9009,638933,9589,385982,7804,252951,6584,183735,6411,51208,3549,31233,3011,19975,2416,132527,5470,67841,3518,64686,4428,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,2444,704,3763,1100,13128,1840,1747,768,575,335,1172,689,11381,1673,2917,814,8464,1526,209029,4873,158526,4790,106348,3360,52178,3175,50503,3510,12901,1748,6714,1137,6187,1447,37602,3276,21152,2742,16450,2049,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,2308,827,1173,464,15420,2011,2054,714,517,244,1537,749,13366,1966,4039,1115,9327,1703,101566,3750,62324,3075,38279,2449,24045,2178,39242,2530,9715,1504,5803,1312,3912,957,29527,2270,18244,1897,11283,1709,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,118700,5427,114788,6321,340159,11393,62065,4527,24357,3113,37708,3557,278094,10488,76957,4481,201137,9594,4052741,29605,3100895,28510,2106235,20831,994660,17310,951846,17055,273553,9186,165401,7116,108152,6080,678293,13031,380866,10960,297427,9226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
