GEO_ID,C17001D_001E,C17001D_001M,C17001D_002E,C17001D_002M,C17001D_003E,C17001D_003M,C17001D_004E,C17001D_004M,C17001D_005E,C17001D_005M,C17001D_006E,C17001D_006M,C17001D_007E,C17001D_007M,C17001D_008E,C17001D_008M,C17001D_009E,C17001D_009M,C17001D_010E,C17001D_010M,C17001D_011E,C17001D_011M,C17001D_012E,C17001D_012M,C17001D_013E,C17001D_013M,C17001D_014E,C17001D_014M,C17001D_015E,C17001D_015M,C17001D_016E,C17001D_016M,C17001D_017E,C17001D_017M,C17001D_018E,C17001D_018M,C17001D_019E,C17001D_019M,NAME,C17001D_001EA,C17001D_001MA,C17001D_002EA,C17001D_002MA,C17001D_003MA,C17001D_003EA,C17001D_004EA,C17001D_004MA,C17001D_005EA,C17001D_005MA,C17001D_006MA,C17001D_006EA,C17001D_007EA,C17001D_007MA,C17001D_008MA,C17001D_008EA,C17001D_009MA,C17001D_009EA,C17001D_010MA,C17001D_010EA,C17001D_011MA,C17001D_011EA,C17001D_012EA,C17001D_012MA,C17001D_013EA,C17001D_013MA,C17001D_014MA,C17001D_014EA,C17001D_015EA,C17001D_015MA,C17001D_016EA,C17001D_016MA,C17001D_017MA,C17001D_017EA,C17001D_018EA,C17001D_018MA,C17001D_019MA,C17001D_019EA,state
0400000US01,56790,2973,8571,2476,3237,1207,812,622,2176,784,249,261,5334,1679,1495,829,2649,840,1190,666,48219,2816,21996,1469,5151,1065,15569,1092,1276,572,26223,2138,7016,1160,16351,1602,2856,679,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41546,2543,2893,1495,1295,715,284,263,908,511,103,156,1598,1032,574,671,795,460,229,293,38653,2962,18788,1686,5560,897,11723,1163,1505,507,19865,1793,4451,1011,13771,1154,1643,486,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,187592,5279,28527,3834,14281,2158,2690,1059,10557,1559,1034,632,14246,2596,3092,1286,9818,1822,1336,539,159065,5795,73342,3305,17187,1744,49832,2245,6323,875,85723,3510,15798,1910,59646,2217,10279,927,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38394,2421,6198,1798,2960,1085,1190,752,1628,643,142,215,3238,1035,529,337,2490,895,219,213,32196,2612,14114,1640,3258,913,10113,1110,743,371,18082,2036,5311,1043,12136,1301,635,300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5132708,17623,614157,17594,276542,10700,62518,4769,180990,7977,33034,2721,337615,10558,57800,4502,222619,7305,57196,3804,4518551,23306,2141522,12716,447413,6379,1441545,9450,252564,2902,2377029,14958,427145,7862,1622899,9370,326985,4248,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,147830,3651,16411,3044,6492,1329,1458,624,4296,931,738,387,9919,2043,1954,837,7164,1405,801,430,131419,4338,60771,2394,15420,1582,41019,1849,4332,631,70648,2929,16212,1551,46902,2232,7534,744,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,142667,3526,15865,3211,8592,2195,1508,905,6767,1672,317,251,7273,1587,1437,740,5240,1159,596,329,126802,4335,59825,2606,15097,1216,40944,1929,3784,412,66977,2371,16661,1505,45053,1773,5263,637,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33168,1177,1609,817,887,581,173,214,654,509,60,100,722,470,166,189,504,375,52,91,31559,1356,14583,1076,3044,592,10169,820,1370,384,16976,1096,3755,521,11838,807,1383,197,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20981,1640,3931,1183,2537,953,449,311,1854,804,234,270,1394,529,103,119,1218,475,73,88,17050,1653,6268,984,722,352,5046,809,500,307,10782,1195,1048,384,8879,945,855,166,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,503334,6866,66496,6807,31382,3415,7399,1872,20921,2531,3062,752,35114,4362,6614,1474,25403,3352,3097,927,436838,8861,200675,4962,47305,3171,133432,3401,19938,1438,236163,6029,44884,2746,162616,4489,28663,1616,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
