GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001MA,C24030_001EA,C24030_002MA,C24030_002EA,C24030_003EA,C24030_003MA,C24030_004EA,C24030_004MA,C24030_005MA,C24030_005EA,C24030_006MA,C24030_006EA,C24030_007EA,C24030_007MA,C24030_008MA,C24030_008EA,C24030_009EA,C24030_009MA,C24030_010EA,C24030_010MA,C24030_011MA,C24030_011EA,C24030_012MA,C24030_012EA,C24030_013EA,C24030_013MA,C24030_014EA,C24030_014MA,C24030_015EA,C24030_015MA,C24030_016MA,C24030_016EA,C24030_017MA,C24030_017EA,C24030_018MA,C24030_018EA,C24030_019MA,C24030_019EA,C24030_020EA,C24030_020MA,C24030_021EA,C24030_021MA,C24030_022EA,C24030_022MA,C24030_023MA,C24030_023EA,C24030_024EA,C24030_024MA,C24030_025EA,C24030_025MA,C24030_026EA,C24030_026MA,C24030_027EA,C24030_027MA,C24030_028EA,C24030_028MA,C24030_029MA,C24030_029EA,C24030_030EA,C24030_030MA,C24030_031EA,C24030_031MA,C24030_032EA,C24030_032MA,C24030_033EA,C24030_033MA,C24030_034EA,C24030_034MA,C24030_035MA,C24030_035EA,C24030_036EA,C24030_036MA,C24030_037EA,C24030_037MA,C24030_038MA,C24030_038EA,C24030_039EA,C24030_039MA,C24030_040MA,C24030_040EA,C24030_041MA,C24030_041EA,C24030_042EA,C24030_042MA,C24030_043EA,C24030_043MA,C24030_044EA,C24030_044MA,C24030_045MA,C24030_045EA,C24030_046MA,C24030_046EA,C24030_047EA,C24030_047MA,C24030_048EA,C24030_048MA,C24030_049EA,C24030_049MA,C24030_050EA,C24030_050MA,C24030_051MA,C24030_051EA,C24030_052MA,C24030_052EA,C24030_053EA,C24030_053MA,C24030_054EA,C24030_054MA,C24030_055EA,C24030_055MA,state
0400000US01,2010934,16887,1053795,12624,29481,3392,19486,2926,9995,1800,114640,6212,210522,7568,36870,3096,118947,5479,78016,4042,54587,3198,23429,2254,16863,1734,40783,3451,25337,2766,15446,2150,109632,6029,57858,3766,228,187,51546,4520,109635,5271,58653,4338,50982,3287,75623,5960,12688,2027,62935,5461,51196,4023,61587,4040,957139,10689,5433,1222,4125,1077,1308,601,13542,2137,78565,3937,9404,1467,126617,6163,21226,2395,14844,1994,6382,1249,16566,1823,69056,4400,55561,3894,13495,2297,71533,4485,45370,3235,644,453,25519,2885,351239,8516,135525,6473,215714,7053,93951,5214,10612,1617,83339,5179,51414,3593,48593,3774,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352822,5552,190610,4233,18620,2185,5751,1058,12869,1926,23039,2232,10017,1567,4655,1086,20799,2226,20338,2139,17332,2113,3006,632,3801,948,6287,1411,3134,814,3153,1120,17916,2413,12504,2112,103,129,5309,1102,22794,2383,10977,1698,11817,1605,16314,2367,2495,652,13819,2188,6245,1225,19785,2101,162212,3399,3420,713,1359,354,2061,628,3551,1083,3157,940,2032,718,19346,2446,7531,1261,6908,1179,623,333,2705,665,8914,1611,6674,1382,2240,793,15355,2098,12566,1955,115,115,2674,766,57097,3368,21420,2219,35677,2658,14577,2547,3621,1054,10956,2095,8429,1589,16098,1651,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2791546,16636,1489709,10551,35377,3544,20532,3079,14845,2248,166765,6556,151427,6524,45284,3772,180134,7593,100233,4619,78816,4410,21417,2322,29110,3356,97283,5313,61508,3873,35775,2570,199324,8251,96187,5411,983,544,102154,6248,180593,6281,89407,4318,91186,4941,153164,7273,38683,3406,114481,6385,63723,4805,87292,4755,1301837,13302,8811,1926,5950,1718,2861,915,20887,2506,58434,4698,19948,2358,161679,6221,34486,3466,28827,3338,5659,1036,19927,2405,117720,4757,84767,4423,32953,3047,131876,6152,74132,3963,750,329,56994,4168,438441,10454,170936,6360,267505,8325,152079,6526,33942,3734,118137,6380,73710,4902,63839,4343,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1241828,12352,655176,7224,31840,3053,23071,2457,8769,1626,73735,3871,119726,4688,21768,2706,84545,4957,52844,3228,41185,3044,11659,1425,11491,2043,25852,2739,14921,2016,10931,1975,52362,3790,21326,2107,335,212,30701,3400,72803,4622,39468,3726,33335,2767,48284,5090,9629,2015,38655,4440,31890,3734,28036,2093,586652,8402,5146,1212,4412,1101,734,435,8186,1558,49500,3450,7834,1223,83552,4289,15469,2023,12107,1655,3362,907,9197,1589,32803,2653,26068,2639,6735,1315,36739,3254,21222,2396,766,506,14751,2397,228394,6142,82902,3720,145492,5389,54214,3734,6062,1175,48152,3658,29062,2806,26556,2619,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17132696,40053,9285337,29717,307711,10655,279742,10440,27969,2899,947770,16626,1144978,16284,355318,9650,1011910,19117,610996,12242,505463,11255,105533,4711,309730,9095,508353,13409,301295,9396,207058,7867,1336016,20168,783105,15778,3582,831,549329,13403,1018921,16354,477929,11352,540992,11465,919427,18509,251630,9476,667797,14675,416447,13723,397760,9881,7847359,28950,100457,5444,96123,5531,4334,1079,95537,5018,533523,11703,172030,5822,925354,17048,181382,6910,147525,6736,33857,3273,188693,7249,573721,11784,385944,10541,187777,7517,854355,14831,577488,12276,5944,1181,270923,9916,2537574,25105,935984,15347,1601590,21669,834236,15624,197482,7767,636754,13688,499309,11473,351188,9759,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2593798,15783,1390204,9509,52805,3836,22527,2297,30278,3242,169105,6355,132930,6612,46588,3634,149875,7045,90098,4684,72842,4286,17256,1796,46417,3299,85329,4569,51283,3530,34046,2803,205060,7168,128164,5218,1437,549,75459,5432,139478,5312,74063,3828,65415,3515,143303,6915,38021,3159,105282,6095,58233,4023,70983,3957,1203594,11162,14297,1874,7522,1355,6775,1318,18779,1913,51748,3511,21309,2180,142961,5648,28998,3204,23344,2668,5654,1269,32051,2837,95733,5179,69013,4047,26720,2786,148293,5304,94963,4285,1034,518,52296,3546,383417,7627,151431,5785,231986,6416,141607,5970,33607,3180,108000,5293,71416,4732,52985,3410,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1771141,10471,912563,6843,5318,1150,4738,1114,580,381,90849,5554,132124,5964,32227,2791,108341,5694,44430,3826,34128,3133,10302,1724,19935,2249,84935,4553,67372,4073,17563,2250,126202,6131,71196,3789,1417,510,53589,4777,116618,5475,59300,3925,57318,3919,78326,4966,24605,2770,53721,4242,36745,3374,36513,3011,858578,8591,2425,786,2266,795,159,128,7717,1254,61005,3996,12707,1500,90696,5018,16087,2186,13076,1957,3011,763,17281,2014,72287,5058,58866,4490,13421,1616,86045,5329,54418,3654,1103,419,30524,3593,340057,7853,125216,5736,214841,6762,77524,4689,20718,2339,56806,4490,47140,3772,27607,2731,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430247,5961,218471,3712,2546,943,2502,932,44,71,21732,2323,24998,2503,5422,1193,29654,2782,17678,2565,14598,2289,3080,924,2456,589,16533,2224,13200,1995,3333,880,25332,2597,14124,1792,407,228,10801,1896,30292,3111,15138,1900,15154,2106,17912,2503,4208,870,13704,2307,11044,1659,12872,1942,211776,4130,394,233,394,233,0,189,1464,538,11881,1557,1728,529,23383,2411,4358,1137,3322,1031,1036,521,2589,790,24773,2252,21457,2121,3316,866,20204,2206,13066,1948,154,148,6984,1451,78371,4419,26845,2468,51526,3638,21330,2363,5165,1455,16165,1891,10490,1381,10811,1814,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,333111,4763,160992,3096,245,277,170,196,75,126,7254,1690,2184,524,1158,539,9531,1392,5614,1275,5269,1260,345,228,5484,1123,8507,1393,4445,988,4062,1072,42103,2854,35639,2644,0,203,6464,1167,23783,2558,14724,2341,9059,1393,16089,2098,4796,1251,11293,1970,12322,1498,26718,2408,172119,3738,32,53,32,53,0,203,1039,495,2308,1123,690,435,8547,1422,2310,896,2243,855,67,108,5286,1210,7973,1453,4328,1160,3645,829,37812,2750,29740,2472,0,203,8072,1579,44033,3370,18055,2040,25978,2503,14390,1893,4063,841,10327,1848,17544,2101,30155,2549,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8459990,34236,4398690,25807,67973,5561,61449,5433,6524,1473,518040,15232,311557,9430,169683,8537,578058,13464,319493,10981,268371,10564,51122,3962,106668,6695,302558,10112,176878,7808,125680,6714,614748,13820,296998,9709,2882,925,314868,10067,448640,13608,204705,7689,243935,9998,530214,13694,151079,8669,379135,11489,216578,7571,214480,6971,4061300,23925,19761,2395,19270,2396,491,354,57306,4425,124942,5996,76430,5409,565370,14483,105831,5848,92910,5692,12921,1934,68687,5126,353371,10499,240179,8534,113192,5996,441316,12541,251640,8395,2690,868,186986,8935,1321383,18710,468936,11761,852447,15124,512091,15494,110431,6572,401660,14049,249620,8752,165192,7655,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
