GEO_ID,C18105_001E,C18105_001M,C18105_002E,C18105_002M,C18105_003E,C18105_003M,C18105_004E,C18105_004M,C18105_005E,C18105_005M,C18105_006E,C18105_006M,C18105_007E,C18105_007M,C18105_008E,C18105_008M,C18105_009E,C18105_009M,C18105_010E,C18105_010M,C18105_011E,C18105_011M,C18105_012E,C18105_012M,C18105_013E,C18105_013M,C18105_014E,C18105_014M,C18105_015E,C18105_015M,C18105_016E,C18105_016M,C18105_017E,C18105_017M,C18105_018E,C18105_018M,C18105_019E,C18105_019M,C18105_020E,C18105_020M,C18105_021E,C18105_021M,NAME,C18105_001EA,C18105_001MA,C18105_002EA,C18105_002MA,C18105_003MA,C18105_003EA,C18105_004EA,C18105_004MA,C18105_005EA,C18105_005MA,C18105_006EA,C18105_006MA,C18105_007EA,C18105_007MA,C18105_008EA,C18105_008MA,C18105_009EA,C18105_009MA,C18105_010EA,C18105_010MA,C18105_011EA,C18105_011MA,C18105_012EA,C18105_012MA,C18105_013EA,C18105_013MA,C18105_014EA,C18105_014MA,C18105_015EA,C18105_015MA,C18105_016MA,C18105_016EA,C18105_017EA,C18105_017MA,C18105_018EA,C18105_018MA,C18105_019MA,C18105_019EA,C18105_020EA,C18105_020MA,C18105_021EA,C18105_021MA,state
0400000US01,4463027,3655,2137360,5880,415809,3961,2562,837,413247,3884,1418723,4731,104317,4766,1314406,6448,302828,1900,68391,3524,234437,3307,2325667,4666,399681,3242,3345,1168,396336,3475,1526743,3765,135998,5612,1390745,6555,399243,1967,123998,3934,275245,4024,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,657543,1921,339435,2514,69544,1700,197,148,69347,1677,237630,1974,11297,1856,226333,2739,32261,848,6271,980,25990,1125,318108,1895,63636,1571,186,204,63450,1599,222146,1283,11708,1826,210438,2058,32326,832,8975,1096,23351,1387,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6091145,2050,2985697,2855,602505,1744,2597,787,599908,1961,1920087,2842,98273,5472,1821814,5768,463105,1334,84111,4267,378994,4220,3105448,2613,580919,1609,4248,1185,576671,2062,1980813,2354,107361,4901,1873452,4906,543716,1448,131577,5108,412139,5047,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2716833,2704,1326964,4604,268655,3444,1758,680,266897,3459,862503,3593,73355,3674,789148,5227,195806,1562,48704,2782,147102,3057,1389869,4311,250289,3194,1318,573,248971,3260,897397,3109,79923,4399,817474,5819,242183,2000,77880,3321,164303,3377,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35331067,5998,17399664,7701,3406028,3716,22655,2549,3383373,4786,11917914,6910,423814,11856,11494100,13862,2075722,3272,410439,7330,1665283,7172,17931403,6353,3251441,3540,18356,2499,3233085,4061,12058604,4800,512685,11951,11545919,12467,2621358,3316,720268,12046,1901090,12894,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4839699,3499,2399000,4366,460882,3139,3744,1089,457138,3350,1653136,3953,61700,3781,1591436,5457,284982,1510,50710,2833,234272,3177,2440699,4220,444736,3321,2005,757,442731,3399,1651804,2894,73967,4273,1577837,5189,344159,1664,77053,3400,267106,3893,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3350671,1584,1621714,2540,301805,1678,1173,563,300632,1778,1093523,1944,34512,3053,1059011,3747,226386,1298,36713,2636,189673,2734,1728957,2490,291616,1458,1719,689,289897,1538,1142172,1698,46268,3677,1095904,4096,295169,1346,65681,2898,229488,3035,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,855267,1151,408863,1194,74358,711,579,409,73779,877,270719,1081,12802,1865,257917,2143,63786,493,11499,1147,52287,1338,446404,1126,72746,686,296,282,72450,760,294419,998,19508,2251,274911,2473,79239,492,18340,1429,60899,1453,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594772,656,277490,741,35045,410,444,340,34601,526,213223,658,7955,1447,205268,1573,29222,519,5308,816,23914,962,317282,801,35181,411,342,338,34839,547,239930,641,12963,1755,226967,1884,42171,552,11382,1143,30789,1174,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18171078,5381,8784022,8269,1510052,5559,11035,1904,1499017,5437,5663869,6338,284698,10240,5379171,12307,1610101,3180,297790,7625,1312311,9141,9387056,6304,1435734,4610,8091,1804,1427643,4931,5983026,4806,341602,9833,5641424,9967,1968296,3245,479067,9202,1489229,9100,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9143871,5417,4394801,7940,936023,6292,4808,1288,931215,6343,2952986,6612,153281,6815,2799705,9414,505792,2817,101790,4127,404002,4510,4749070,6398,894040,5201,4084,1153,889956,5286,3198904,4639,194569,7675,3004335,9167,656126,2761,192600,5931,463526,6009,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1254479,3311,614399,3095,111492,790,885,500,110607,837,406345,3039,12420,1818,393925,3334,96562,764,17638,1885,78924,2118,640080,1884,104667,825,421,316,104246,878,416197,1526,14885,1745,401312,2370,119216,740,29780,2017,89436,2109,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1480933,1688,738042,2421,162843,1973,1208,593,161635,2007,472071,2045,24093,2650,447978,3419,103128,1063,19725,1960,83403,1973,742891,2423,151866,1727,837,590,151029,1776,474872,1821,23894,2762,450978,3312,116153,1047,30643,2493,85510,2565,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11907527,3577,5807941,5305,1133067,3462,7321,1395,1125746,3378,3944682,4452,163064,6213,3781618,8360,730192,1870,140332,4682,589860,4580,6099586,5060,1087804,3034,6288,1118,1081516,3313,4066089,3904,202673,6995,3863416,8257,945693,2495,244258,6749,701435,7166,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6047487,3004,2947426,4827,590063,3488,4959,1101,585104,3522,1971787,3603,109963,5702,1861824,6714,385576,2103,80326,3766,305250,4135,3100061,4249,569888,3006,4933,1157,564955,3222,2037163,3120,136969,5278,1900194,5959,493010,2060,134548,4878,358462,5207,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2852377,2599,1405022,3739,269301,2848,962,351,268339,2919,934207,2350,34715,2369,899492,3208,201514,1379,34805,2137,166709,2169,1447355,3130,259056,2481,979,465,258077,2565,934645,2397,46515,3500,888130,4236,253654,1437,52365,2452,201289,2816,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2637429,2497,1298262,3525,266356,2474,1415,559,264941,2486,860822,2848,36164,2890,824658,3745,171084,1296,33281,2164,137803,2350,1339167,3386,253274,2288,1021,319,252253,2333,869547,2618,47223,2891,822324,3659,216346,1852,55477,2714,160869,2513,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4040263,2917,1965735,3735,379070,3105,4076,1129,374994,3371,1315811,3308,106589,5122,1209222,6663,270854,1649,65754,2971,205100,3448,2074528,4090,361213,2741,2563,814,358650,2780,1371368,3652,131911,5176,1239457,5685,341947,2192,101745,4069,240202,4144,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4217912,2291,2023223,4199,407267,3234,3708,1170,403559,3370,1359668,3039,86329,5223,1273339,5487,256288,2011,61706,3033,194582,3528,2194689,3687,398712,3005,1481,633,397231,2932,1465433,2823,100626,4860,1364807,5720,330544,1809,103487,3062,227057,3315,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1250182,1112,609067,2120,100721,1639,482,282,100239,1669,404804,1749,24867,2371,379937,2916,103542,903,17231,1668,86311,1929,641115,1840,95097,1208,361,251,94736,1194,420703,1445,27144,2327,393559,2446,125315,939,28419,2189,96896,2343,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5467327,2448,2620705,3816,496670,2057,2171,860,494499,2283,1790937,3081,69099,4919,1721838,5404,333098,1601,57970,2683,275128,2901,2846622,3572,479736,1768,2135,910,477601,2085,1931264,2835,88376,4527,1842888,4437,435622,1752,106187,3754,329435,3862,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6249828,1957,3012802,2537,525009,1817,4838,1259,520171,1964,2077396,2161,81133,5402,1996263,5739,410397,1522,68883,3317,341514,3209,3237026,2331,500330,1456,3307,1051,497023,1854,2195447,1966,100090,5396,2095357,5535,541249,1493,129490,4800,411759,5047,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9214148,1983,4489818,4589,854033,2425,7361,1739,846672,2843,2993301,3793,175896,5373,2817405,6683,642484,2055,118427,4120,524057,4283,4724330,4519,815667,2392,5518,1164,810149,2666,3103460,3883,219163,6834,2884297,7435,805203,1958,214989,5830,590214,5685,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5016349,1857,2480738,3906,476223,2961,2907,774,473316,2981,1679652,2650,53586,3361,1626066,4399,324863,1570,48435,2531,276428,3001,2535611,3698,457681,2456,1578,444,456103,2515,1677519,2746,61087,3074,1616432,3684,400411,1589,80010,3446,320401,3749,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2727329,2134,1303776,4927,276748,3378,2372,946,274376,3394,854907,3621,73489,4490,781418,6052,172121,1842,47194,2814,124927,3247,1423553,4690,259445,3407,1419,573,258026,3417,935839,3223,84058,4513,851781,5355,228269,1667,80635,3869,147634,3758,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
