GEO_ID,C17022_001E,C17022_001M,C17022_002E,C17022_002M,C17022_003E,C17022_003M,C17022_004E,C17022_004M,C17022_005E,C17022_005M,C17022_006E,C17022_006M,C17022_007E,C17022_007M,C17022_008E,C17022_008M,C17022_009E,C17022_009M,C17022_010E,C17022_010M,C17022_011E,C17022_011M,C17022_012E,C17022_012M,C17022_013E,C17022_013M,C17022_014E,C17022_014M,C17022_015E,C17022_015M,C17022_016E,C17022_016M,C17022_017E,C17022_017M,C17022_018E,C17022_018M,C17022_019E,C17022_019M,C17022_020E,C17022_020M,C17022_021E,C17022_021M,NAME,C17022_001EA,C17022_001MA,C17022_002MA,C17022_002EA,C17022_003MA,C17022_003EA,C17022_004EA,C17022_004MA,C17022_005EA,C17022_005MA,C17022_006MA,C17022_006EA,C17022_007EA,C17022_007MA,C17022_008EA,C17022_008MA,C17022_009EA,C17022_009MA,C17022_010EA,C17022_010MA,C17022_011EA,C17022_011MA,C17022_012MA,C17022_012EA,C17022_013EA,C17022_013MA,C17022_014EA,C17022_014MA,C17022_015MA,C17022_015EA,C17022_016EA,C17022_016MA,C17022_017EA,C17022_017MA,C17022_018MA,C17022_018EA,C17022_019EA,C17022_019MA,C17022_020EA,C17022_020MA,C17022_021EA,C17022_021MA,state
0400000US01,1222568,14007,244567,6847,84036,4658,160531,5753,24250,3044,136281,5474,47789,3515,27047,2680,20742,2289,4155,924,16587,2051,77678,4003,47433,3359,30245,2904,6072,1378,24173,2928,852534,13182,699349,11777,153185,7369,46005,3785,107180,5355,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,14942,1574,6320,963,8622,1143,2260,496,6362,1004,4055,1062,2238,722,1817,602,666,374,1151,510,6548,1252,4231,954,2317,786,596,277,1721,751,139886,3680,113713,3934,26173,2330,10582,1660,15591,1521,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,296981,8233,134732,5491,162249,6613,36654,3640,125595,5697,57513,3804,33837,2821,23676,2789,6569,1483,17107,2449,99524,5360,60410,3924,39114,3265,11300,1627,27814,2728,1118292,11791,907614,11316,210678,8651,74938,5110,135740,6319,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,156974,5710,65410,3731,91564,4611,18114,2161,73450,3875,32890,3096,20361,2202,12529,1724,2211,822,10318,1617,53562,2774,35062,2615,18500,1890,5123,1052,13377,1722,507698,8937,427704,8339,79994,4053,27054,2589,52940,3163,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1584297,17813,752699,13430,831598,12900,193543,6274,638055,10857,294857,8983,176199,6490,118658,5389,32143,2960,86515,4653,521436,10676,325596,7824,195840,7625,56774,3854,139066,6447,6245380,33665,4905820,30087,1339560,16758,475902,11953,863658,13224,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,168377,6445,77535,4732,90842,4319,16636,2100,74206,4507,35358,3286,20462,2016,14896,2184,4356,1282,10540,1815,65212,3481,41583,2909,23629,2802,6340,1559,17289,2373,1010994,9888,842622,11297,168372,6222,61054,4098,107318,4950,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,95783,4785,30377,2683,65406,3764,9254,1785,56152,3381,17809,2451,8441,1600,9368,1666,1550,711,7818,1471,33168,3084,17125,2065,16043,2238,3948,1055,12095,2019,743533,8957,601942,9416,141591,5718,42516,3464,99075,4757,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,29775,2603,11991,1866,17784,2000,2287,790,15497,1849,6127,1160,3462,1003,2665,808,415,339,2250,763,11441,1481,5712,1018,5729,1177,1427,703,4302,901,181021,4889,143568,4813,37453,2907,10519,1677,26934,2576,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,24853,2217,5286,1132,19567,2233,2528,734,17039,2159,3699,1019,1403,544,2296,891,924,543,1372,631,5805,1369,1684,511,4121,1336,1272,795,2849,947,86110,3767,57432,3058,28678,2081,7045,1304,21633,1918,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,827643,15685,370075,10192,457568,12959,89945,5309,367623,12037,163996,5873,96639,4844,67357,3925,14513,2463,52844,3387,309897,10315,188719,8104,121178,6234,29820,3500,91358,5211,3324852,24851,2678950,23580,645902,14302,201340,8530,444562,10137,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,482712,11680,190323,7809,292389,9332,51663,4293,240726,8817,85679,5305,44390,3263,41289,4130,10280,2209,31009,3217,154641,5952,90246,4711,64395,4332,14684,2099,49711,3933,1666771,17529,1347745,16895,319026,10069,99075,4631,219951,8432,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,34508,2600,15989,1826,18519,2086,4717,1141,13802,1854,6400,1318,4184,1080,2216,611,361,325,1855,562,16149,1839,10716,1434,5433,1301,1510,783,3923,983,254146,4341,204301,4273,49845,3304,16456,1897,33389,2723,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,66782,4014,36150,2757,30632,2982,7760,1779,22872,2647,16872,2087,12581,1816,4291,958,1352,532,2939,855,28727,2593,20503,2312,8224,1600,2672,990,5552,1220,297680,6642,255688,6100,41992,3248,15834,2116,26158,2657,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,474349,10644,184738,6976,289611,7056,54052,3893,235559,7125,91710,4916,51610,3428,40100,3244,9430,1656,30670,2842,160007,6034,93008,4718,66999,4427,17737,2346,49262,3750,2402303,17351,1970288,17787,432015,10321,141040,5490,290975,8541,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,273023,8237,105393,5373,167630,5978,30281,3050,137349,6068,51300,3911,30396,2953,20904,2508,4758,1234,16146,2105,102950,4225,66373,3979,36577,2861,9121,1374,27456,2349,1220668,12147,1024042,11768,196626,7438,70113,3742,126513,6119,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
