GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002EA,B21005_002MA,B21005_003EA,B21005_003MA,B21005_004MA,B21005_004EA,B21005_005EA,B21005_005MA,B21005_006EA,B21005_006MA,B21005_007MA,B21005_007EA,B21005_008EA,B21005_008MA,B21005_009MA,B21005_009EA,B21005_010EA,B21005_010MA,B21005_011MA,B21005_011EA,B21005_012MA,B21005_012EA,B21005_013EA,B21005_013MA,B21005_014MA,B21005_014EA,B21005_015MA,B21005_015EA,B21005_016MA,B21005_016EA,B21005_017EA,B21005_017MA,B21005_018MA,B21005_018EA,B21005_019MA,B21005_019EA,B21005_020MA,B21005_020EA,B21005_021EA,B21005_021MA,B21005_022EA,B21005_022MA,B21005_023EA,B21005_023MA,B21005_024MA,B21005_024EA,B21005_025MA,B21005_025EA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028EA,B21005_028MA,B21005_029EA,B21005_029MA,B21005_030EA,B21005_030MA,B21005_031EA,B21005_031MA,B21005_032MA,B21005_032EA,B21005_033MA,B21005_033EA,B21005_034EA,B21005_034MA,state
0400000US01,2990903,4291,1104222,5530,27049,2745,22048,2632,18541,2437,3507,1185,5001,1038,1077173,5619,771490,8714,660537,9268,110953,6412,305683,7290,1264871,5012,97470,5515,81233,4796,76103,4479,5130,1354,16237,1941,1167401,7202,878537,9741,815958,9962,62579,4438,288864,7769,621810,2555,81050,4577,43861,3256,41590,3206,2271,483,37189,2983,540760,5362,300579,6109,282208,6258,18371,2424,240181,6777,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,464849,2202,184486,2801,10339,1622,9198,1647,8273,1512,925,533,1141,502,174147,3233,135867,4049,120270,4272,15597,1992,38280,2748,188434,1815,20149,1885,17269,1730,16752,1768,517,280,2880,707,168285,2615,139653,2967,129426,3162,10227,1608,28632,2391,91929,1091,14290,1702,9422,1323,8297,1203,1125,715,4868,973,77639,1979,53073,2735,50104,2670,2969,706,24566,2061,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3977358,2532,1534910,3260,41576,3698,32726,3275,29589,3084,3137,1147,8850,1639,1493334,4779,1085637,9566,958281,10457,127356,6305,407697,8974,1665034,2643,114365,5055,97100,4643,91269,4561,5831,1417,17265,2238,1550669,5430,1203030,10077,1121804,10687,81226,4502,347639,8831,777414,1789,93933,4392,51573,3720,48508,3734,3065,859,42360,2780,683481,4608,410295,7283,381032,7415,29263,2814,273186,6622,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1790092,3051,667677,4677,17307,2333,14181,2226,12734,2083,1447,537,3126,1015,650370,4639,471073,7270,414538,7917,56535,3691,179297,6686,755659,4660,55267,4096,43003,3848,39896,3950,3107,896,12264,2056,700392,6046,531431,7828,499451,8481,31980,3062,168961,5915,366756,2321,47693,3235,24180,2427,22629,2420,1551,580,23513,2254,319063,4257,178232,5014,171150,4867,7082,1048,140831,4817,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24233654,6163,9487509,6217,163251,7791,130886,6602,112468,5869,18418,2920,32365,3406,9324258,9512,6844678,25596,5934073,28171,910605,14159,2479580,23193,10343245,5929,373094,10900,313700,10091,286978,9617,26722,2640,59394,4893,9970151,11444,7974629,24623,7347014,25488,627615,12518,1995522,21431,4402900,3338,334098,7738,194036,6182,175489,6060,18547,1916,140062,5058,4068802,8430,2621682,16326,2421428,15941,200254,6286,1447120,15124,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3347397,4473,1262837,4550,40323,3597,34579,3224,31252,3114,3327,1003,5744,1397,1222514,5133,961161,9423,871156,10339,90005,4959,261353,7949,1427426,3426,102818,5166,88577,4698,83557,4789,5020,1286,14241,1891,1324608,6120,1104060,8473,1047597,8341,56463,4035,220548,7037,657134,2659,78880,3605,51841,2987,48575,2953,3266,810,27039,2225,578254,4264,388060,5909,367486,5963,20574,2087,190194,5404,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2258090,1672,778437,2367,9104,1414,7715,1380,6421,1342,1294,569,1389,546,769333,2665,596996,6775,522568,6742,74428,4371,172337,6059,1002215,2173,39754,2960,34245,2563,31677,2411,2568,786,5509,1384,962461,3465,817648,6165,757023,6769,60625,4277,144813,5930,477438,1076,33541,2281,24076,1837,20871,1566,3205,1143,9465,1379,443897,2356,324196,3911,303386,4172,20810,2054,119701,4443,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,572438,1315,209230,1473,4927,1556,4447,1455,3984,1387,463,384,480,442,204303,2212,156382,3874,136837,3554,19545,2378,47921,3161,242048,1586,15248,1826,13728,1720,13152,1729,576,403,1520,559,226800,2415,187450,3478,175169,3902,12281,1678,39350,3090,121160,962,15187,1737,9624,1483,9178,1423,446,242,5563,953,105973,1996,67713,3522,62996,3192,4717,1258,38260,2672,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,457843,811,224549,615,3200,1082,2474,894,2220,819,254,269,726,587,221349,1121,170869,3604,149756,3685,21113,2446,50480,3491,165144,590,7864,1472,6463,1482,6248,1492,215,287,1401,542,157280,1517,129788,2606,117387,2977,12401,1819,27492,2569,68150,254,5019,1006,3099,740,2874,724,225,152,1920,596,63131,1018,42211,1870,38702,1843,3509,809,20920,1834,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11826840,5644,4195006,6736,94454,5591,75369,5435,66448,5314,8921,1666,19085,2678,4100552,9135,3030833,16830,2624302,19020,406531,12193,1069719,17023,5120995,6673,320409,9479,268650,8831,249850,8458,18800,2391,51759,4412,4800586,10591,3844410,19337,3555898,18529,288512,10829,956176,16948,2510839,4043,270557,8360,156059,6079,142831,5466,13228,1788,114498,5734,2240282,9444,1371667,13250,1269608,15114,102059,5170,868615,12645,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
