GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001EA,B19037_001MA,B19037_002MA,B19037_002EA,B19037_003EA,B19037_003MA,B19037_004EA,B19037_004MA,B19037_005EA,B19037_005MA,B19037_006EA,B19037_006MA,B19037_007EA,B19037_007MA,B19037_008EA,B19037_008MA,B19037_009EA,B19037_009MA,B19037_010EA,B19037_010MA,B19037_011EA,B19037_011MA,B19037_012MA,B19037_012EA,B19037_013EA,B19037_013MA,B19037_014EA,B19037_014MA,B19037_015MA,B19037_015EA,B19037_016EA,B19037_016MA,B19037_017EA,B19037_017MA,B19037_018EA,B19037_018MA,B19037_019MA,B19037_019EA,B19037_020MA,B19037_020EA,B19037_021EA,B19037_021MA,B19037_022MA,B19037_022EA,B19037_023MA,B19037_023EA,B19037_024MA,B19037_024EA,B19037_025EA,B19037_025MA,B19037_026MA,B19037_026EA,B19037_027EA,B19037_027MA,B19037_028MA,B19037_028EA,B19037_029MA,B19037_029EA,B19037_030MA,B19037_030EA,B19037_031MA,B19037_031EA,B19037_032EA,B19037_032MA,B19037_033MA,B19037_033EA,B19037_034EA,B19037_034MA,B19037_035MA,B19037_035EA,B19037_036MA,B19037_036EA,B19037_037EA,B19037_037MA,B19037_038EA,B19037_038MA,B19037_039EA,B19037_039MA,B19037_040EA,B19037_040MA,B19037_041MA,B19037_041EA,B19037_042EA,B19037_042MA,B19037_043EA,B19037_043MA,B19037_044EA,B19037_044MA,B19037_045EA,B19037_045MA,B19037_046MA,B19037_046EA,B19037_047EA,B19037_047MA,B19037_048EA,B19037_048MA,B19037_049MA,B19037_049EA,B19037_050MA,B19037_050EA,B19037_051EA,B19037_051MA,B19037_052EA,B19037_052MA,B19037_053EA,B19037_053MA,B19037_054MA,B19037_054EA,B19037_055MA,B19037_055EA,B19037_056EA,B19037_056MA,B19037_057EA,B19037_057MA,B19037_058EA,B19037_058MA,B19037_059EA,B19037_059MA,B19037_060EA,B19037_060MA,B19037_061MA,B19037_061EA,B19037_062EA,B19037_062MA,B19037_063EA,B19037_063MA,B19037_064MA,B19037_064EA,B19037_065EA,B19037_065MA,B19037_066EA,B19037_066MA,B19037_067EA,B19037_067MA,B19037_068EA,B19037_068MA,B19037_069EA,B19037_069MA,state
0400000US01,1822439,11200,76571,4812,22973,3011,9308,1526,8098,1526,6985,1483,4788,1366,3913,1001,4151,1134,3017,867,2582,1022,3997,1412,3180,788,2337,780,1053,720,69,78,0,192,120,151,567004,9168,56489,4177,27621,2730,30972,3189,35887,3205,32512,3268,32147,3542,27947,2827,32890,2699,26119,2838,45906,3545,60124,4604,71617,4056,42172,3529,20364,2174,14705,1906,9532,1422,721946,7071,67594,4293,42590,3053,36460,2977,34209,2400,32021,2624,35097,2938,34200,2489,34052,2737,30583,2737,58948,3511,75718,4133,83814,4278,61514,4046,33233,2546,34794,2503,27119,2568,456918,4469,41266,2805,44727,2999,40805,2636,41262,2352,36191,2855,32825,2860,28221,2611,23553,2315,20415,2089,36277,2515,36244,2700,32817,2438,16631,1555,7968,1054,7587,1135,10129,1625,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,11287,1683,670,326,206,124,381,246,911,422,868,630,637,325,657,406,1664,870,404,184,1581,597,1811,599,600,336,592,351,241,242,47,59,17,27,88619,2454,2276,604,1833,498,1918,524,3829,1049,2549,769,2789,757,4450,1126,3050,877,3534,925,6223,1049,11777,1780,15480,1945,10654,1646,8443,1403,5729,1207,4085,1089,106333,2260,3871,935,4508,1000,3042,622,2839,714,2177,480,3557,795,3046,658,3830,991,2489,557,7288,1353,11241,1590,16295,1877,12753,1453,10651,1552,9974,1648,8772,1450,39776,1570,1205,499,2580,662,2766,633,2317,466,1719,560,2404,776,2556,814,1762,503,1734,778,2782,595,3895,898,4495,840,2894,697,1889,511,2929,727,1849,565,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,116085,5034,22505,2173,12545,1860,8998,1619,15471,2802,8755,1543,9434,1912,6142,1417,7620,1363,5667,1156,6944,1451,5604,1249,3990,1063,1320,441,818,459,210,184,62,103,794442,7939,53426,4420,34650,3350,37564,2889,44225,3517,40043,3729,42434,3961,41477,3447,46074,3712,33891,3515,70466,4128,88696,4910,107049,4939,67951,4243,32392,2737,28616,2484,25488,2495,881824,7335,74357,4485,37577,3226,36664,3145,40362,3449,37274,2855,41462,3430,38633,3167,39760,2975,34427,2759,75074,5237,89917,4431,112984,4361,77446,4527,46910,3050,53574,3208,45403,3046,608458,5353,38676,2780,46403,3365,50494,3338,48548,2840,46696,2961,42361,2972,38089,2803,34926,2765,31149,2381,47631,3015,56915,2747,53054,2862,31260,2207,16025,1704,13182,1649,13049,1795,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,59319,3811,13546,2063,6079,1413,7012,1387,4916,1062,5278,1278,3404,886,3395,1029,4211,1315,2955,954,3090,937,2776,937,1813,749,481,354,193,211,155,177,15,27,357543,5814,30766,3014,19296,2348,21371,2437,24223,3127,20322,2345,24910,2755,21470,2649,19394,2428,17840,2601,32990,3491,37785,2960,37312,3110,22262,2277,9875,1452,10813,1985,6914,1264,426909,4484,39559,2872,25518,2440,26570,2930,22247,2142,22612,2369,23887,2535,21927,2311,20605,2156,19186,2028,34935,2519,42413,2965,50844,2884,32225,2681,17439,2173,13731,1849,13211,1682,282128,3104,24228,2306,31756,2797,28699,2465,26020,2163,22468,1965,18730,2288,16124,1940,15009,1589,13358,1742,21471,1886,22067,1832,19482,1844,8903,1324,5166,868,3918,815,4729,923,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,427258,8079,86927,4705,35523,3605,30784,3271,38910,3291,29927,2896,28712,3218,23152,2463,24022,2755,17955,2419,31349,2892,29047,3022,26626,2847,12080,1929,5517,1205,3693,1231,3034,1060,4476569,20206,255178,7837,168940,7841,186286,7754,201032,7243,196228,7681,211419,8149,192981,6533,194730,7528,184363,7985,350100,10608,467165,11916,576820,12600,427640,11069,257677,8027,291737,8256,314273,8807,5018800,17843,275628,8369,212513,7516,180074,7510,197682,6968,181377,6750,189828,7843,182589,6666,183981,7249,169773,5947,344520,7461,473450,11182,643729,10862,509883,9856,336198,8219,420225,8985,517350,10472,2727965,14565,169615,5816,243935,7810,216122,6622,186189,5909,166648,6336,150240,5730,137063,4222,127062,4895,113776,4370,186765,4795,238549,6306,264114,7580,176326,5914,103162,3725,113009,5185,135390,5090,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,99819,3948,17668,1790,8697,1412,8938,1554,9639,1842,10447,2048,9555,1844,6299,1609,4673,1119,4369,1138,6231,1274,5416,1129,4893,1166,1517,741,534,309,648,490,295,366,724332,7155,33427,3086,19931,2095,22913,2518,33363,3694,34054,3016,35259,3714,32921,3129,36042,3086,32736,3085,61733,3460,84084,4170,106349,4863,72438,3598,42571,3313,42775,2791,33736,2691,779863,6355,44851,3179,24655,2408,25170,2648,28030,2568,29277,2850,33487,3115,28549,2998,31436,2431,28838,2862,56649,3436,79762,3767,111906,4560,83128,4349,50985,3246,61186,3278,61954,3034,398786,4110,23776,2030,29858,2674,32718,2291,29395,2436,27853,2201,21836,1871,20568,1844,19468,1889,18028,1966,32254,2275,38684,2548,41321,2743,22259,2108,14162,1825,13740,1485,12866,1344,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,28790,2831,5343,1174,2089,834,1841,551,3346,1193,2414,1047,1902,878,1144,517,1506,571,840,396,1685,658,1775,618,2001,622,1515,758,571,364,48,57,770,602,404472,6432,21803,2319,11353,2122,13948,2083,16200,2443,13581,2298,15945,2122,13645,2010,15880,2311,16864,2143,34138,3419,41086,3660,54505,3178,44622,2595,26376,2535,29415,2369,35111,2663,575698,5026,30256,2897,18213,2434,13803,2293,16396,2129,14415,1997,19989,2493,17386,1880,17479,2028,14820,1771,38910,2769,54050,3443,79006,3725,61308,3834,48556,3158,58254,3579,72857,3321,330900,4677,21395,1958,21449,2476,27041,2294,26660,2626,18214,1963,18917,2091,17426,1822,16596,2033,14332,1391,24559,2202,28933,2469,32548,2480,22055,1815,12411,1529,12766,1572,15598,1512,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,10867,1746,2002,667,450,298,696,459,840,411,816,551,652,429,697,348,934,535,494,306,606,329,1159,611,952,651,76,93,389,427,40,73,64,101,103215,2922,5302,1273,2371,724,4220,1154,4229,1140,4497,1470,6214,1240,3031,866,5293,1266,5254,1313,7860,1417,14092,2101,13379,1678,10023,1768,7616,1394,5267,985,4567,1092,135999,2745,7542,1389,4419,1007,3990,944,4096,1056,6448,1244,5255,1180,5054,935,4453,930,5118,991,12562,1666,13878,1773,19362,1791,13724,1619,8693,1222,12200,1597,9205,1115,88990,2267,6072,1247,6473,1236,7282,1215,5445,845,4984,906,5102,921,5823,813,4869,1046,5009,956,7769,1156,9038,1234,9861,1275,4484,773,1827,517,2292,570,2660,611,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,11507,1401,3528,790,889,481,708,402,772,465,213,163,255,196,442,284,765,443,272,182,688,444,856,405,566,325,601,311,547,330,228,199,177,156,123099,2828,8807,1319,3137,884,3181,1092,2964,933,3924,1243,2838,871,3713,1194,4244,1322,4596,1377,7989,1588,10764,1651,16559,1980,13500,1696,10550,1524,11388,1650,14945,1626,87564,2415,10751,1749,3318,918,4199,1105,2771,976,2332,767,4882,1269,2762,832,2151,732,1954,632,6756,1083,6212,1355,7126,1439,6644,1330,5027,949,8349,1445,12330,1305,49481,1838,6564,1136,4561,1009,2794,723,2733,601,1600,458,2706,715,1554,500,1692,592,1171,398,3743,790,3390,810,4024,783,3288,713,2017,547,2380,543,5264,689,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,225843,8372,53753,3557,21717,2500,18899,2680,20604,2796,16471,1923,15052,2313,12885,2002,12611,2222,9333,1609,16817,2241,13007,2303,8578,1548,3078,964,1317,876,1375,628,346,285,2067458,16967,149969,8102,88430,5551,99616,6750,111464,6827,117179,6364,135294,6797,120410,7403,123838,8062,97419,4715,181061,7861,226660,9232,256607,9303,156043,7762,71293,4627,69457,3882,62718,3663,2762568,16905,211854,7787,123596,5926,130555,5695,148373,6260,128435,5493,137090,5745,132665,5286,135315,6065,111446,5598,236796,8062,289191,8283,334533,9159,228696,7435,128156,5321,134503,5718,151364,7147,2155715,14220,178032,6729,189665,6856,178346,7087,177922,7444,158502,5890,139455,5903,127873,6004,116723,5711,99744,4532,171676,5242,174425,6557,175169,6485,101514,4702,50558,3276,47906,2916,68205,3700,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
