GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001EA,C21001A_001MA,C21001A_002EA,C21001A_002MA,C21001A_003EA,C21001A_003MA,C21001A_004MA,C21001A_004EA,C21001A_005EA,C21001A_005MA,C21001A_006EA,C21001A_006MA,C21001A_007EA,C21001A_007MA,C21001A_008EA,C21001A_008MA,C21001A_009MA,C21001A_009EA,C21001A_010EA,C21001A_010MA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013EA,C21001A_013MA,C21001A_014MA,C21001A_014EA,C21001A_015EA,C21001A_015MA,state
0400000US37,5333334,10639,2560238,7383,2057480,6979,228808,7642,1828672,9486,502758,1607,252419,4865,250339,5227,2773096,5183,2133785,5153,32669,3436,2101116,6105,639311,1041,7244,1155,632067,1527,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,504751,1262,255554,1282,211311,1283,22815,2364,188496,2640,44243,132,20437,1135,23806,1156,249197,824,194046,817,2459,735,191587,1074,55151,230,353,195,54798,247,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7501949,5799,3631213,3906,2951156,3813,316164,8243,2634992,9491,680057,890,337753,4933,342304,4947,3870736,3530,2983790,3433,29790,2698,2954000,4447,886946,1060,9579,1318,877367,1637,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2199063,4276,1070176,2969,860675,2985,107897,3811,752778,4831,209501,563,106931,2467,102570,2645,1128887,2324,866946,2270,12881,1591,854065,2611,261941,513,2964,828,258977,1029,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2682124,6123,1311864,3763,1054659,3538,118168,5576,936491,6626,257205,838,136768,3808,120437,3812,1370260,3675,1060011,3525,13924,1809,1046087,3795,310249,949,5087,1098,305162,1452,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8394356,9272,4056636,5670,3240969,5202,308622,7134,2932347,8385,815667,1334,411260,6855,404407,6981,4337720,5596,3260121,5297,33159,2898,3226962,5960,1077599,1287,9081,1336,1068518,1855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,691477,4516,327152,2638,263837,2557,24077,2257,239760,3239,63315,426,32414,1708,30901,1672,364325,2632,277465,2414,3198,1038,274267,2505,86860,725,1290,657,85570,970,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2540640,4859,1229681,3344,973265,3158,124413,5451,848852,6067,256416,784,131704,3682,124712,3727,1310959,2701,997947,2615,16463,2026,981484,3227,313012,734,4066,983,308946,1305,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,556912,1726,275538,1373,222303,1371,25994,2181,196309,2533,53235,139,25777,1539,27458,1559,281374,948,215807,987,4313,1056,211494,1332,65567,190,866,334,64701,379,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3977014,6222,1918776,4521,1549410,4532,181605,6535,1367805,7985,369366,741,183575,4173,185791,4184,2058238,3280,1592346,3355,22047,2401,1570299,4193,465892,896,5009,988,460883,1219,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,14654951,30439,7195892,18679,6085226,17879,579603,13282,5505623,21227,1110666,3484,523446,8511,587220,8276,7459059,16222,6075313,15399,83486,4957,5991827,15890,1383746,3915,15853,1592,1367893,4277,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1775045,6493,878612,3835,754609,3643,57932,3174,696677,4905,124003,751,58210,2197,65793,2207,896433,3824,750881,3800,6442,1222,744439,4015,145552,659,1615,583,143937,809,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,482205,622,235219,654,189814,633,16907,1285,172907,1364,45405,132,20767,1264,24638,1261,246986,567,192150,551,1560,392,190590,667,54836,120,1086,444,53750,456,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4470053,8876,2169069,6538,1776817,6601,258800,7868,1518017,9197,392252,1285,203077,4657,189175,4686,2300984,4962,1813772,4721,48195,3438,1765577,5490,487212,1248,6505,1023,480707,1499,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4270019,9882,2103482,5950,1717178,5906,226855,6911,1490323,9371,386304,1167,211446,4511,174858,4519,2166537,5705,1705337,5559,33856,3048,1671481,6045,461200,1044,6189,1175,455011,1513,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1387452,2157,675308,1690,537291,1681,66314,4226,470977,4568,138017,358,67182,2796,70835,2808,712144,1061,541470,1035,5817,1089,535653,1632,170674,590,1715,512,168959,748,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3933176,5023,1934663,3036,1576014,2991,145920,4365,1430094,5673,358649,564,177272,3106,181377,3036,1998513,3154,1551127,3151,16203,1583,1534924,3325,447386,782,4678,1079,442708,1207,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,405949,2579,205820,2059,170199,1811,23858,2496,146341,2516,35621,752,18385,1323,17236,1425,200129,1414,160894,1303,2962,917,157932,1790,39235,483,305,236,38930,572,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2022787,15892,942161,9275,741976,9210,23751,2457,718225,9661,200185,3258,40915,2878,159270,3805,1080626,9608,818184,8650,2172,712,816012,8701,262442,3182,787,338,261655,3133,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
