GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001EA,C21001A_001MA,C21001A_002EA,C21001A_002MA,C21001A_003EA,C21001A_003MA,C21001A_004MA,C21001A_004EA,C21001A_005EA,C21001A_005MA,C21001A_006EA,C21001A_006MA,C21001A_007EA,C21001A_007MA,C21001A_008EA,C21001A_008MA,C21001A_009MA,C21001A_009EA,C21001A_010EA,C21001A_010MA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013EA,C21001A_013MA,C21001A_014MA,C21001A_014EA,C21001A_015EA,C21001A_015MA,state
0400000US01,2623089,5027,1271019,3875,1017061,4009,128805,5746,888256,6625,253958,769,128130,3612,125828,3518,1352070,2646,1026992,2806,15989,2273,1011003,3528,325078,838,3620,718,321458,1066,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,370692,2195,194326,1926,168432,1898,32048,2483,136384,2836,25894,387,14760,1276,11134,1346,176366,1165,151741,1122,4933,972,146808,1432,24625,507,639,382,23986,571,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4041945,13795,1985244,8194,1558127,7908,183487,7324,1374640,9919,427117,1926,224946,4635,202171,4744,2056701,8375,1559817,7906,24750,2695,1535067,8148,496884,1846,7971,1443,488913,2468,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1793112,4044,871500,2618,692128,2458,83620,4344,608508,4597,179372,806,89202,2513,90170,2541,921612,2654,699041,2628,11514,1894,687527,3094,222571,788,2397,736,220174,985,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18378726,44458,9093291,26734,7536051,26013,543207,11540,6992844,27660,1557240,4747,709173,7877,848067,8819,9285435,22154,7350865,21047,63234,4019,7287631,20966,1934570,5670,27005,2008,1907565,5781,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3416724,11974,1695154,7423,1425648,7065,161878,6277,1263770,8984,269506,1176,142726,2948,126780,3204,1721570,6202,1397674,6239,25484,2542,1372190,6621,323896,1429,5520,1005,318376,1652,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2222793,8273,1063308,5881,853755,5531,63326,3624,790429,6984,209553,965,99984,2881,109569,3040,1159485,4022,881824,3841,5144,1106,876680,4045,277661,1158,2467,585,275194,1405,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,514579,3424,246918,2317,192315,2266,20968,2277,171347,3114,54603,262,29488,1719,25115,1691,267661,1670,200078,1623,2711,782,197367,1936,67583,233,530,221,67053,299,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,231607,3568,114926,2355,103016,2219,5176,1289,97840,2201,11910,462,4474,757,7436,964,116681,1717,102903,1619,1012,400,101891,1580,13778,513,226,287,13552,582,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12127112,16881,5878362,11437,4418301,11288,477512,11278,3940789,13040,1460061,2882,702039,8823,758022,9105,6248750,10873,4479063,10771,61046,3845,4418017,11718,1769687,3172,21383,2174,1748304,3598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4652346,12521,2269687,8640,1873035,8474,200216,8312,1672819,12191,396652,1811,204412,5380,192240,5120,2382659,6460,1882545,6297,23667,2544,1858878,6911,500114,1451,6100,1060,494014,1778,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,275522,3507,142446,2896,112818,2861,21965,2210,90853,2845,29628,446,14600,1073,15028,1081,133076,1757,103919,1652,3470,795,100449,1828,29157,582,769,357,28388,628,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1095091,3523,541659,2013,441101,1996,51861,3160,389240,3329,100558,636,53543,2432,47015,2489,553432,2244,439388,2120,5437,1152,433951,2251,114044,542,1398,491,112646,767,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7338500,15810,3580574,9990,2959531,9724,228678,6967,2730853,10872,621043,1680,286564,5469,334479,5958,3757926,7847,2943368,7482,20574,1940,2922794,7796,814558,2064,8094,1656,806464,2586,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4284277,6261,2083891,4248,1716864,4173,180212,6377,1536652,6851,367027,986,176918,3794,190109,3674,2200386,3322,1724721,3459,15828,2122,1708893,3848,475665,1375,5149,1092,470516,1655,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2195715,4053,1070558,2829,865736,2684,86791,4539,778945,4659,204822,682,103120,3008,101702,2869,1125157,2424,860828,2285,9175,1512,851653,2714,264329,803,2911,710,261418,1123,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1877371,4470,917975,3072,752842,3175,79894,4212,672948,4824,165133,709,82725,2723,82408,2707,959396,2569,747612,2498,9724,1485,737888,2946,211784,771,2061,533,209723,905,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2998442,3442,1452261,2540,1192471,2546,127162,5421,1065309,5733,259790,729,118727,3480,141063,3591,1546181,1847,1213594,1710,15041,1772,1198553,2657,332587,520,3094,848,329493,1047,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2278328,5268,1112623,3768,911158,3746,87820,4456,823338,5726,201465,692,96170,3335,105295,3314,1165705,2908,911665,2961,9489,1657,902176,3448,254040,852,2578,759,251462,1255,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1021352,1369,492418,1176,388569,1077,53353,2702,335216,2819,103849,388,55676,1977,48173,1960,528934,883,401973,881,5643,973,396330,1462,126961,296,1990,588,124971,642,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2715010,9950,1313459,5786,1067608,5686,112578,4556,955030,6421,245851,1414,125083,3156,120768,3476,1401551,5194,1085568,4927,21415,2495,1064153,5168,315983,959,4414,912,311569,1164,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4311758,9588,2059299,5432,1677597,5271,123783,5505,1553814,7738,381702,1273,179244,3389,202458,3429,2252459,5540,1738877,5383,11206,1574,1727671,5355,513582,1120,4836,1103,508746,1801,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6184810,5112,3019172,3386,2444248,3208,229206,6632,2215042,7093,574924,961,277757,4289,297167,4467,3165638,3296,2444251,3157,22771,1992,2421480,3463,721387,1125,7143,992,714244,1402,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3615190,4393,1775524,2972,1455950,2939,141172,4302,1314778,5289,319574,511,161118,3179,158456,3210,1839666,2302,1440063,2183,13258,1380,1426805,2859,399603,785,4133,749,395470,956,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1377292,3338,667968,2587,532571,2479,62981,3931,469590,5004,135397,675,67891,2769,67506,2786,709324,2295,536590,2219,6213,1392,530377,2697,172734,655,2404,756,170330,1049,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3904156,4695,1892076,3611,1530956,3616,178308,5037,1352648,6176,361120,545,186021,4582,175099,4611,2012080,2857,1553020,2825,18864,1879,1534156,3211,459060,754,4012,819,455048,1093,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,717118,1840,357421,1473,282736,1479,34866,2782,247870,3020,74685,275,38001,1618,36684,1673,359697,1406,276960,1311,3876,880,273084,1520,82737,366,862,347,81875,550,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1259228,3408,616239,2321,505455,2269,51504,2739,453951,3349,110784,432,55084,2114,55700,2166,642989,1837,501667,1756,7113,1106,494554,1836,141322,588,1512,514,139810,760,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1494468,11036,757623,6203,610089,5789,81181,4950,528908,7698,147534,1180,80062,2966,67472,3039,736845,6027,577612,5572,10837,1735,566775,5601,159233,1467,3414,844,155819,1841,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,992019,2319,484360,1543,395156,1513,44703,3184,350453,3492,89204,431,50193,1813,39011,1900,507659,1420,399007,1334,5936,1194,393071,1838,108652,395,2120,774,106532,934,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4795322,17443,2311871,9839,1867155,9676,101471,4532,1765684,10429,444716,1479,202063,4222,242653,4432,2483451,9645,1886137,8845,9929,1438,1876208,8876,597314,2025,4888,978,592426,2178,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1207845,9025,589152,5287,468451,4971,62795,3333,405656,5466,120701,1135,62735,2720,57966,2666,618693,5560,477038,5341,8246,1434,468792,5320,141655,1452,2405,709,139250,1692,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10205308,20818,4932579,11325,4000061,10837,254843,6892,3745218,12461,932518,3110,385247,6675,547271,6713,5272729,12808,4028796,11668,28114,2284,4000682,11830,1243933,3729,10175,1510,1233758,4108,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
