GEO_ID,C08126_001E,C08126_001M,C08126_002E,C08126_002M,C08126_003E,C08126_003M,C08126_004E,C08126_004M,C08126_005E,C08126_005M,C08126_006E,C08126_006M,C08126_007E,C08126_007M,C08126_008E,C08126_008M,C08126_009E,C08126_009M,C08126_010E,C08126_010M,C08126_011E,C08126_011M,C08126_012E,C08126_012M,C08126_013E,C08126_013M,C08126_014E,C08126_014M,C08126_015E,C08126_015M,C08126_016E,C08126_016M,C08126_017E,C08126_017M,C08126_018E,C08126_018M,C08126_019E,C08126_019M,C08126_020E,C08126_020M,C08126_021E,C08126_021M,C08126_022E,C08126_022M,C08126_023E,C08126_023M,C08126_024E,C08126_024M,C08126_025E,C08126_025M,C08126_026E,C08126_026M,C08126_027E,C08126_027M,C08126_028E,C08126_028M,C08126_029E,C08126_029M,C08126_030E,C08126_030M,C08126_031E,C08126_031M,C08126_032E,C08126_032M,C08126_033E,C08126_033M,C08126_034E,C08126_034M,C08126_035E,C08126_035M,C08126_036E,C08126_036M,C08126_037E,C08126_037M,C08126_038E,C08126_038M,C08126_039E,C08126_039M,C08126_040E,C08126_040M,C08126_041E,C08126_041M,C08126_042E,C08126_042M,C08126_043E,C08126_043M,C08126_044E,C08126_044M,C08126_045E,C08126_045M,C08126_046E,C08126_046M,C08126_047E,C08126_047M,C08126_048E,C08126_048M,C08126_049E,C08126_049M,C08126_050E,C08126_050M,C08126_051E,C08126_051M,C08126_052E,C08126_052M,C08126_053E,C08126_053M,C08126_054E,C08126_054M,C08126_055E,C08126_055M,C08126_056E,C08126_056M,C08126_057E,C08126_057M,C08126_058E,C08126_058M,C08126_059E,C08126_059M,C08126_060E,C08126_060M,C08126_061E,C08126_061M,C08126_062E,C08126_062M,C08126_063E,C08126_063M,C08126_064E,C08126_064M,C08126_065E,C08126_065M,C08126_066E,C08126_066M,C08126_067E,C08126_067M,C08126_068E,C08126_068M,C08126_069E,C08126_069M,C08126_070E,C08126_070M,C08126_071E,C08126_071M,C08126_072E,C08126_072M,C08126_073E,C08126_073M,C08126_074E,C08126_074M,C08126_075E,C08126_075M,C08126_076E,C08126_076M,C08126_077E,C08126_077M,C08126_078E,C08126_078M,C08126_079E,C08126_079M,C08126_080E,C08126_080M,C08126_081E,C08126_081M,C08126_082E,C08126_082M,C08126_083E,C08126_083M,C08126_084E,C08126_084M,NAME,C08126_001EA,C08126_001MA,C08126_002EA,C08126_002MA,C08126_003MA,C08126_003EA,C08126_004MA,C08126_004EA,C08126_005EA,C08126_005MA,C08126_006MA,C08126_006EA,C08126_007EA,C08126_007MA,C08126_008EA,C08126_008MA,C08126_009MA,C08126_009EA,C08126_010EA,C08126_010MA,C08126_011EA,C08126_011MA,C08126_012EA,C08126_012MA,C08126_013MA,C08126_013EA,C08126_014MA,C08126_014EA,C08126_015EA,C08126_015MA,C08126_016MA,C08126_016EA,C08126_017EA,C08126_017MA,C08126_018EA,C08126_018MA,C08126_019EA,C08126_019MA,C08126_020MA,C08126_020EA,C08126_021EA,C08126_021MA,C08126_022EA,C08126_022MA,C08126_023MA,C08126_023EA,C08126_024EA,C08126_024MA,C08126_025EA,C08126_025MA,C08126_026EA,C08126_026MA,C08126_027EA,C08126_027MA,C08126_028EA,C08126_028MA,C08126_029EA,C08126_029MA,C08126_030EA,C08126_030MA,C08126_031EA,C08126_031MA,C08126_032EA,C08126_032MA,C08126_033EA,C08126_033MA,C08126_034EA,C08126_034MA,C08126_035MA,C08126_035EA,C08126_036EA,C08126_036MA,C08126_037EA,C08126_037MA,C08126_038MA,C08126_038EA,C08126_039EA,C08126_039MA,C08126_040MA,C08126_040EA,C08126_041MA,C08126_041EA,C08126_042EA,C08126_042MA,C08126_043MA,C08126_043EA,C08126_044MA,C08126_044EA,C08126_045EA,C08126_045MA,C08126_046EA,C08126_046MA,C08126_047MA,C08126_047EA,C08126_048EA,C08126_048MA,C08126_049EA,C08126_049MA,C08126_050MA,C08126_050EA,C08126_051EA,C08126_051MA,C08126_052EA,C08126_052MA,C08126_053MA,C08126_053EA,C08126_054MA,C08126_054EA,C08126_055EA,C08126_055MA,C08126_056MA,C08126_056EA,C08126_057EA,C08126_057MA,C08126_058EA,C08126_058MA,C08126_059EA,C08126_059MA,C08126_060EA,C08126_060MA,C08126_061EA,C08126_061MA,C08126_062MA,C08126_062EA,C08126_063EA,C08126_063MA,C08126_064EA,C08126_064MA,C08126_065MA,C08126_065EA,C08126_066EA,C08126_066MA,C08126_067EA,C08126_067MA,C08126_068MA,C08126_068EA,C08126_069EA,C08126_069MA,C08126_070EA,C08126_070MA,C08126_071MA,C08126_071EA,C08126_072EA,C08126_072MA,C08126_073EA,C08126_073MA,C08126_074MA,C08126_074EA,C08126_075MA,C08126_075EA,C08126_076EA,C08126_076MA,C08126_077EA,C08126_077MA,C08126_078MA,C08126_078EA,C08126_079MA,C08126_079EA,C08126_080EA,C08126_080MA,C08126_081MA,C08126_081EA,C08126_082EA,C08126_082MA,C08126_083EA,C08126_083MA,C08126_084MA,C08126_084EA,state
0400000US01,1983610,17231,34457,3837,125727,6191,284222,8273,45305,3732,241355,8724,97556,4418,141781,5878,178196,7973,449431,10110,165456,8128,99772,5158,109101,5458,11251,1805,1713067,16092,26499,2909,100418,5681,249238,8179,39601,3547,214266,7746,86371,4470,123242,5350,146029,6780,396464,8638,138634,6771,83494,4808,98879,5188,9932,1646,169281,7633,4513,1726,17936,2616,26294,3233,3554,1114,16503,2553,5956,1248,8532,1740,16224,2594,34070,3615,18156,2853,8869,1678,7774,1458,900,490,9592,1522,8,14,117,170,753,497,0,192,1693,699,513,433,232,235,492,293,2905,893,1753,649,697,438,358,269,71,83,41615,3929,1253,551,2741,1416,4026,945,153,138,4565,1108,2950,1076,2567,1042,4884,1200,8658,1596,4607,1097,3734,1164,1284,452,193,149,50055,3837,2184,856,4515,1258,3911,1155,1997,664,4328,1187,1766,669,7208,1181,10567,1885,7334,1237,2306,877,2978,826,806,483,155,201,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,21174,2391,25079,2531,13126,1867,6460,1440,39587,3616,26516,2407,21422,2426,32250,3234,76225,4370,30360,3826,14255,1961,35102,2545,16220,1960,238572,6380,10399,1678,16782,2179,6424,1284,5305,1295,27241,2979,20594,2163,15503,2238,19632,2346,54028,3653,17087,2695,9918,1620,24894,2135,10765,1789,46463,3762,2513,820,4387,1066,1270,527,589,383,5184,1885,1848,640,2583,804,3724,1108,9526,1608,5203,1911,1999,631,5088,1396,2549,1009,6589,1186,415,342,501,277,594,593,0,147,1290,577,271,223,240,207,757,392,1076,571,921,452,52,80,472,240,0,147,50781,3871,6913,1408,2429,565,4437,939,298,177,4377,1024,2875,722,2487,869,4941,1104,8709,1209,5234,1740,1447,578,4329,638,2305,687,15371,2129,934,441,980,456,401,218,268,401,1495,635,928,585,609,332,3196,1055,2886,697,1915,938,839,425,319,158,601,436,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,43331,4195,184821,6915,207872,7827,64549,4430,335307,9497,131157,5979,261451,7845,325570,10390,602537,12524,300047,10087,134701,6752,148512,6238,14596,1727,2100376,17326,28462,2803,139100,5340,166284,6758,52093,3947,266900,8457,102027,5283,197040,6897,225530,7172,479115,11049,212374,8338,100706,6191,121447,5543,9298,1485,304044,12325,7809,1936,30211,3842,22481,2638,4709,1295,30729,3641,13406,2352,24403,2410,37953,3921,63819,3985,35382,3595,15299,2112,16236,1907,1607,590,64986,5490,527,361,2530,802,2988,965,1085,583,9562,2113,3327,927,4677,1279,8023,1463,9457,1775,15361,2694,3730,1364,3577,1056,142,170,134698,7413,2695,1277,6680,1525,5815,1125,1799,685,15864,2390,6668,1583,9601,1887,16890,2716,25834,2568,29319,3491,6120,1380,4342,1129,3071,644,150347,7170,3838,1348,6300,1283,10304,1618,4863,1190,12252,2088,5729,1423,25730,2615,37174,3352,24312,2328,7611,1572,8846,1734,2910,903,478,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,36040,3353,80211,4126,165754,5977,29420,2923,165835,6440,67332,4001,78647,4980,87063,5055,294448,8204,100177,6036,60077,5186,54093,3340,4117,1233,1020341,11819,26530,2936,62659,3968,140050,5961,25089,2774,143941,6139,57550,3824,68081,4446,68677,4271,246420,8532,82022,5270,47190,4766,48300,3142,3832,1223,124069,6716,4064,1020,12407,1921,18998,2737,1978,768,13359,1882,4986,1220,5321,1206,9646,1998,32044,3069,10700,1995,6654,1408,3794,1100,118,185,5803,1288,0,192,186,261,568,353,41,71,457,278,208,284,256,234,337,309,2413,840,1208,792,129,158,0,192,0,192,38412,3101,2296,670,1388,446,4515,1274,1001,553,5505,1357,2856,878,1734,882,1756,584,8459,1666,5633,1346,2259,904,898,553,112,124,34589,3457,3150,875,3571,1143,1623,600,1311,591,2573,755,1732,800,3255,963,6647,1396,5112,1167,614,276,3845,1177,1101,625,55,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,389557,12350,1012898,17771,1636694,21192,514763,10738,1885585,27162,762466,14443,1540185,23277,2132596,26013,3408962,32323,1707454,23799,892997,17707,732429,14105,129257,5181,12260080,42986,238433,9363,727113,13836,1248572,18142,391417,9007,1412661,20820,602273,12201,1133901,18959,1439296,23232,2606644,30293,1196245,21432,637319,14291,551760,12600,74446,5507,1825475,24341,95394,8914,171236,8465,207682,8636,59741,4975,179027,7921,78984,4604,115370,5542,225341,8846,323973,9727,180821,7380,100056,6406,75355,4714,12495,1888,889921,17947,6954,1994,35082,3679,73215,4972,18270,2302,116094,5187,31007,3183,86171,5049,144528,7080,141635,6119,132055,6805,55543,3803,45986,3739,3381,961,892534,18223,32004,4405,38225,4286,54861,3715,15678,2065,111504,6108,28354,2810,72166,5034,108522,5713,176659,6725,146046,7259,50719,4411,31234,2328,26562,3764,877833,17079,16772,2603,41242,4282,52364,3738,29657,2762,66299,4847,21848,2987,132577,6047,214909,8141,160051,5965,52287,4567,49360,4106,28094,2350,12373,2589,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,65930,4381,184005,6678,182623,7710,67150,4505,288331,9652,116462,6101,255361,8139,348237,9237,506582,9728,277724,10144,127665,6456,122986,4942,34128,2651,1923952,17524,42628,3022,137136,5458,145058,6779,51482,4013,224838,8345,93387,5507,191022,6743,234142,8262,396877,8634,190294,8370,94234,5434,99940,4480,22914,2674,250316,8641,9629,2043,32739,3368,16520,2527,5512,1381,25439,3158,10051,1999,18795,1937,31559,3106,40197,2672,33063,3794,13390,2339,10199,1804,3223,1016,86249,4528,2723,858,2434,918,3846,1162,984,465,8217,1392,3560,1074,8306,1619,13956,1750,14719,1985,17839,2776,3647,1114,5953,1181,65,135,139047,5633,4326,1100,3344,869,6027,1241,2628,818,15695,1843,5592,1081,10876,1665,16424,2147,28046,2605,27481,3479,6463,1128,4269,1208,7876,1039,177620,7065,6624,1149,8352,1980,11172,1539,6544,1237,14142,1835,3872,1161,26362,2999,52156,3464,26743,2258,9047,1787,9931,1882,2625,884,50,83,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,7446,1395,95160,5590,190874,6952,44240,3578,193405,7830,58921,4274,192253,7543,208460,8044,442057,9600,150892,7457,81741,5148,62897,4402,7810,1180,1353252,13031,5311,1202,74587,4841,158818,6484,36646,3115,143959,6282,50128,3907,144494,6425,145418,6314,361396,8590,109028,6715,64458,4048,55329,4141,3680,1037,143902,6763,853,455,11558,2118,17265,2782,2461,888,20895,2844,4714,1063,9784,1898,20752,2859,32401,2842,13309,1851,5688,1566,4027,833,195,214,89137,5194,14,22,2610,937,5492,1042,1740,776,13667,2409,2359,821,17690,2028,13191,1685,14476,2117,12228,2071,4023,1101,1647,592,0,201,74736,4683,886,576,2659,999,4642,1137,869,463,9660,1898,1086,471,6632,1402,7816,1247,21931,2336,11300,2183,3420,1255,1143,779,2692,815,75129,4216,382,302,3746,1121,4657,880,2524,867,5224,1143,634,279,13653,1770,21283,2221,11853,1641,5027,1022,4152,1004,751,387,1243,659,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,2940,982,22926,2430,36246,3161,7017,1279,51631,3583,21368,2674,45344,3448,44263,3539,106467,5450,38197,3273,21220,2146,23245,2748,2678,1115,340270,7136,2067,713,17771,2201,31030,2827,5044,1081,41991,3362,17519,2569,36067,2757,32493,3250,88721,4806,28396,2611,16500,2018,20148,2630,2523,1152,38451,3555,332,365,3409,946,3452,1077,984,478,4593,1028,1741,833,5077,1548,3187,958,7759,1464,3881,1262,2514,989,1508,548,14,31,14919,2159,0,189,129,115,499,282,138,165,2302,998,764,511,1423,477,2502,689,3901,1057,1638,697,737,483,886,525,0,189,14056,1969,382,421,1075,684,276,227,187,236,1423,534,889,672,477,242,1628,708,3478,762,3014,1129,608,312,478,308,141,210,15846,1986,159,137,542,340,989,393,664,390,1322,529,455,353,2300,842,4453,1002,2608,748,1268,815,861,463,225,161,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,277,282,7876,1663,4492,1205,1744,791,17354,1748,7816,1611,27136,2708,79005,3868,65290,4300,30213,2971,29765,2297,56006,3587,3113,704,106657,5460,114,143,4279,1159,1476,623,697,399,5615,991,4361,1450,8067,1361,22171,2540,27236,2902,6837,1671,8300,1306,16350,2013,1154,489,17512,2064,0,203,661,461,93,111,120,117,1328,477,131,167,1084,473,2753,803,4452,1098,2328,908,1027,446,3431,847,104,157,127045,5859,32,53,1884,824,1273,677,465,467,7245,1115,2293,879,10299,1696,33658,2705,19478,2326,12649,2145,12104,1542,25546,2315,119,147,64399,4235,131,183,334,232,943,488,199,227,2796,939,831,572,6257,1407,15542,2130,12044,1953,7593,1642,6842,1065,9830,1618,1057,755,14474,2265,0,203,718,669,707,549,263,212,370,332,200,219,1429,518,4881,1228,2080,660,806,453,1492,575,849,445,679,704,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,86366,6787,563314,16824,430241,12233,242882,9270,1126979,20688,414862,11779,819053,18052,1039037,17810,1720493,23932,1024559,20290,456831,11303,375732,9515,52914,3893,6652563,35087,47932,3849,419872,13938,354695,11184,198870,7658,912393,18936,348081,10547,661195,16500,754163,15858,1450969,22866,786389,18326,351555,10505,330615,8948,35834,4333,786821,18680,16549,3287,83948,8105,38170,3893,19998,3017,100702,6612,30890,3898,56218,5429,103138,6796,151465,7132,111967,8019,44141,4378,26257,2704,3378,982,175495,7663,4817,1988,10846,3089,5877,1426,3263,1339,28586,3581,6322,1723,6811,1552,21176,2460,28868,2688,38347,4133,15074,2213,4967,1327,541,312,314203,10765,11707,3430,19562,3089,12081,2033,5210,1280,49217,5009,16869,2499,22711,2775,39106,4105,42074,3475,64561,4751,19871,2781,7860,1547,3374,1840,424181,12099,5361,1658,29086,4174,19418,2184,15541,2418,36081,4030,12700,2025,72118,4917,121454,6749,47117,3892,23295,2879,26190,3590,6033,1511,9787,2417,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
