GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002MA,B16007_002EA,B16007_003MA,B16007_003EA,B16007_004MA,B16007_004EA,B16007_005MA,B16007_005EA,B16007_006MA,B16007_006EA,B16007_007MA,B16007_007EA,B16007_008MA,B16007_008EA,B16007_009MA,B16007_009EA,B16007_010MA,B16007_010EA,B16007_011EA,B16007_011MA,B16007_012MA,B16007_012EA,B16007_013MA,B16007_013EA,B16007_014EA,B16007_014MA,B16007_015EA,B16007_015MA,B16007_016EA,B16007_016MA,B16007_017MA,B16007_017EA,B16007_018EA,B16007_018MA,B16007_019MA,B16007_019EA,state
0400000US13,9335151,3801,1833365,5105,1552255,8993,198374,7468,34090,4409,34468,3706,14178,3360,6311013,5179,5396274,14821,520137,9088,176982,9401,157150,6060,60470,6962,1190773,4113,1119787,5163,22896,2256,27332,3837,16670,1800,4088,1106,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1313348,394,216520,743,173645,4966,3159,1082,2477,1468,37116,4411,123,199,876720,818,654133,9889,20275,2486,11975,2132,188625,8846,1712,909,220108,727,155753,3364,1788,837,3158,831,58897,3064,512,317,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1500897,1466,315615,1851,275802,3998,32300,2941,3850,1456,1677,694,1986,1282,962178,1778,849268,5764,82778,4311,16258,2954,9285,1434,4589,1476,223104,1353,211905,1253,5897,950,2564,653,1822,695,916,464,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12085046,3404,2225066,3896,1680054,12741,386644,7945,87207,6964,42411,3784,28750,5013,8119892,2725,6189424,16645,1110455,10710,467781,14316,261936,7830,90296,7373,1740088,1985,1476828,6266,91302,2131,115084,5684,47563,2757,9311,2111,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6146838,2969,1163478,3430,1051200,6474,74376,4201,27894,3548,7235,1670,2773,1289,4067527,3064,3716365,9479,192561,5181,90565,6755,52227,3946,15809,2888,915833,2767,877646,3243,15017,1586,17612,2130,4181,1042,1377,592,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2897339,2384,530389,2695,482014,4191,28717,2669,10539,2645,7111,1158,2008,783,1887325,2224,1738109,5847,75321,3377,32374,4031,32458,2103,9063,1756,479625,1501,467474,1661,3982,1174,5777,951,2138,550,254,160,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2694653,1648,521238,2342,451129,4669,55514,3412,5637,1471,6717,1401,2241,1183,1767190,2795,1565137,5902,129824,4293,24316,3267,35358,2274,12555,2572,406225,1756,385950,2321,9343,1264,5786,1221,4223,754,923,449,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4123458,2572,742748,3219,698521,4666,24060,2827,11490,2051,5055,1246,3622,1639,2744652,3116,2594578,6737,78239,4874,37112,3818,22775,2370,11948,2538,636058,2353,624404,2435,2905,767,4477,1045,3307,900,965,536,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4320472,1953,807676,2308,760486,5662,26749,3310,11678,2407,6352,1051,2411,1426,2905838,2689,2665035,9035,113829,5415,79032,5762,36768,2864,11174,3383,606958,2345,537241,3207,10581,1333,53155,2779,4922,971,1059,727,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264125,996,196158,1380,186972,1997,1990,782,4004,1241,1378,562,1814,1094,831983,1668,783070,3701,7794,1362,30149,2828,6218,1244,4752,1576,235984,1040,214910,2218,1015,427,18606,2071,1058,378,395,290,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5562102,1310,977745,1684,814251,6683,84699,3661,35291,4324,27383,3170,16121,3746,3790489,2266,3099587,12531,290985,6570,166859,9815,147066,5948,85992,8258,793868,2118,704060,3731,20022,1575,36186,3094,27418,1912,6182,1303,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6328899,1440,1029030,1655,804177,6426,109669,3580,67220,4861,33934,2342,14030,2456,4309772,1886,3284998,14418,391738,5911,379157,11655,190235,6471,63644,5177,990097,1372,823257,4547,34783,1412,101838,4647,23670,1531,6549,1193,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9325319,1863,1673436,2462,1504698,7458,69782,3742,38975,3750,22268,2324,37713,3788,6165100,2912,5597356,12635,175801,6827,162789,6917,106578,4413,122576,7532,1486783,2150,1385288,4514,19615,1661,51560,3594,13542,1340,16778,2178,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5074032,1826,936246,2490,811617,5719,56376,3307,14788,2376,33590,2737,19875,3651,3383068,2426,3010795,8139,131111,4357,63441,5559,114689,4474,63032,4162,754718,1470,715415,2094,5698,952,17455,2145,9601,1050,6549,1198,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2793325,1896,539258,2262,518161,3132,13694,2136,2063,772,3224,1225,2116,1122,1839702,2288,1764929,5595,43330,3424,12042,2786,12890,1597,6511,1518,414365,2212,407397,2188,2680,847,2672,754,1338,584,278,241,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5669938,2760,1024842,3553,957537,5104,36457,3040,18326,2532,8156,1497,4366,1314,3736738,3190,3503993,9028,97016,4908,67384,5650,49685,3440,18660,3131,908358,2280,877640,2612,9096,1116,14011,2248,6149,1060,1462,574,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,954022,1548,162953,1642,158815,1891,1255,459,1736,776,172,203,975,336,625989,1610,600135,2543,9130,1290,7554,1480,3396,891,5774,1090,165080,1196,159367,1353,1184,588,2717,731,665,406,1147,377,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1739686,1130,334922,1597,287458,3569,34998,2320,3279,1044,4498,933,4689,1924,1140136,1450,1014166,4630,81600,3743,16789,2411,19229,1847,8352,1813,264628,1215,254696,1413,4897,895,3470,866,1017,410,548,356,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2612849,907,484360,1131,323000,6084,136233,5788,6732,1689,13604,2200,4791,1704,1747657,1391,1192343,10636,376926,7959,47097,4621,111280,4507,20011,3500,380832,1234,305467,2765,31206,1651,13773,1799,27115,1266,3271,997,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1257652,1100,205368,1442,190440,2647,6094,1354,6032,1638,2393,907,409,411,849324,1606,778872,4334,20940,1785,32659,3218,13572,1676,3281,1385,202960,1397,183156,2262,2219,817,16235,2228,982,568,368,224,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8368158,1706,1490716,1911,1071890,10894,253939,6244,87872,5476,52666,3287,24349,4072,5593035,1671,3755929,18463,955778,8493,491026,13842,294820,6812,95482,6790,1284407,1472,994050,6283,105031,2084,123657,6142,46633,2704,15036,2529,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1946891,1358,369688,1523,254152,5900,95726,5630,1885,877,3204,1054,14721,1801,1270046,1709,795477,11667,371972,10274,16179,2114,14584,1818,71834,3024,307157,1339,195658,2907,90956,2439,4999,1180,2091,560,13453,969,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18480702,2387,3068837,2849,2159274,15602,494457,10013,253649,10464,104670,4579,56787,8749,12582022,3263,8638231,29160,2006991,15039,1077237,23174,668176,13259,191387,11267,2829843,2652,2113257,10125,270548,4493,301181,7748,119596,3415,25261,3247,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9240578,3658,1676686,3723,1434259,7283,192435,5802,20099,2746,23097,1860,6796,2032,6159174,3603,5433160,11602,475468,8944,109502,7478,108782,4469,32262,4808,1404718,3110,1352256,3484,21091,1910,17657,1932,11479,1319,2235,710,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,675918,1110,113218,1344,109163,1501,1840,655,1085,568,671,301,459,279,460150,1282,435017,2589,7447,1420,8100,1881,4628,1105,4958,1289,102550,529,95580,1087,467,309,5711,1056,327,224,465,178,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10879145,2799,1957123,3363,1821267,7458,52812,3680,43813,4873,18756,2802,20475,3592,7170059,3211,6671622,14993,165257,6089,167759,8570,96157,4415,69264,8363,1751963,2383,1665863,4377,16504,1472,50050,3380,10904,1395,8642,1647,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3587881,1439,685145,1743,605058,3653,63513,2863,4257,1144,9020,1462,3297,890,2354809,2032,2104579,6457,169251,3970,23422,2758,38753,2849,18804,2170,547927,1791,524853,2129,9519,1066,5499,997,4715,587,3341,662,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3701662,2380,631125,2360,497060,6212,91925,4445,18878,3308,17343,2300,5919,2318,2465941,2548,2088962,8256,220907,6030,62575,5538,76565,3971,16932,3506,604596,2022,565095,2706,12216,1480,13424,1942,11580,1317,2281,766,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12059233,2027,2001685,2391,1770111,8225,114684,5512,70736,6069,33577,2884,12577,2505,7967576,3501,7071242,14329,396947,7990,271679,10404,174121,6828,53587,5519,2089972,2915,1944810,5514,33954,1799,80253,4112,24800,1682,6155,1592,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,997310,734,158646,1070,121506,2228,27529,1425,5622,1305,3209,901,780,536,675800,1289,528769,5260,82902,1917,41134,4370,17285,1787,5710,1479,162864,883,134523,2511,5824,625,19687,2273,1656,425,1174,670,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4481196,2393,785677,2800,724074,4959,48539,3684,7244,1857,4119,1140,1701,1060,2970412,2861,2745614,7446,148435,5126,39712,4378,29661,3055,6990,1969,725107,2256,703112,2330,7233,1392,10768,1801,3734,1025,260,219,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,786260,939,149864,1106,141512,1620,3812,774,922,454,691,373,2927,1123,511893,1364,475873,2900,12534,1354,7506,1555,4856,1030,11124,1433,124503,829,118130,1070,537,329,3493,856,378,416,1965,364,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6098770,3058,1094873,3826,1008542,6026,59262,4160,10952,2040,7442,1639,8675,3060,4053707,3607,3767125,8354,160882,4564,52899,4970,43982,3075,28819,4373,950190,2946,928631,3257,6129,1030,7863,1399,4546,968,3021,1029,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24521695,4129,5114420,5362,3324238,21246,1604841,17891,60051,5694,100524,5547,24766,3903,16440748,5773,10450595,29174,4999734,23502,375287,14944,488030,11630,127102,9271,2966527,4212,2229822,7501,602643,6247,61553,4370,67218,2952,5291,1206,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2647463,1240,643422,1608,557574,4693,67013,4223,6367,1558,8121,1426,4347,1274,1721361,1505,1458420,8921,169240,6771,37267,3691,40591,3000,15843,2676,282680,1138,258607,1785,10753,1205,7183,1158,4193,794,1944,535,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,596324,668,93824,1029,90106,1339,682,347,1942,763,555,243,539,392,399842,1032,380255,1932,3925,802,11449,1643,3086,962,1127,431,102658,644,95909,1141,75,57,5868,978,713,345,93,114,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7750801,3831,1354727,3906,1160154,7836,105844,4905,35928,3374,34596,3013,18205,2818,5291265,4334,4423486,13977,381607,8506,197750,8998,204943,7175,83479,6710,1104809,3693,1014875,4257,21247,2074,29760,2943,31901,1783,7026,1558,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6529296,1778,1154074,2155,897652,9728,145536,6164,44332,5017,51409,3905,15145,3434,4424456,2621,3552111,16410,373560,8318,182172,10438,264631,8022,51982,6116,950766,2221,843605,3761,23977,1868,33296,3362,46405,2040,3483,883,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1751468,1300,279421,1418,272693,1704,4657,1014,1292,647,697,408,82,141,1152034,1695,1123461,2591,14345,1986,7871,1417,4861,1194,1496,647,320013,1276,315572,1339,1325,529,2276,771,485,328,355,222,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5401273,1624,964482,2096,851771,5605,67946,3941,21174,2295,19564,2001,4027,1388,3588184,2535,3272749,7736,172078,5534,62121,4605,68327,3734,12909,2284,848607,1537,808702,2176,10946,1065,20897,2024,5861,1075,2201,617,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,544279,1221,101396,1946,94409,1906,5072,993,355,240,281,224,1279,589,365329,1852,341499,2643,14280,1820,4857,1372,2629,742,2064,637,77554,1187,73891,1240,2087,742,1101,458,102,156,373,156,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3415739,-555555555,614727,-555555555,22465,2409,591883,2423,151,151,177,247,51,85,2201349,-555555555,128589,8553,2068957,8511,1928,594,1484,1512,391,344,599663,-555555555,49800,3767,548840,3837,680,343,343,294,0,225,Puerto Rico,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,72
