GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001MA,B25125_001EA,B25125_002MA,B25125_002EA,B25125_003MA,B25125_003EA,B25125_004EA,B25125_004MA,B25125_005MA,B25125_005EA,B25125_006MA,B25125_006EA,B25125_007EA,B25125_007MA,B25125_008MA,B25125_008EA,B25125_009MA,B25125_009EA,B25125_010EA,B25125_010MA,B25125_011MA,B25125_011EA,B25125_012MA,B25125_012EA,B25125_013EA,B25125_013MA,B25125_014MA,B25125_014EA,B25125_015EA,B25125_015MA,B25125_016EA,B25125_016MA,B25125_017MA,B25125_017EA,B25125_018MA,B25125_018EA,B25125_019MA,B25125_019EA,B25125_020EA,B25125_020MA,B25125_021MA,B25125_021EA,B25125_022MA,B25125_022EA,B25125_023MA,B25125_023EA,B25125_024EA,B25125_024MA,B25125_025MA,B25125_025EA,B25125_026EA,B25125_026MA,B25125_027EA,B25125_027MA,B25125_028MA,B25125_028EA,B25125_029MA,B25125_029EA,B25125_030EA,B25125_030MA,B25125_031MA,B25125_031EA,B25125_032EA,B25125_032MA,B25125_033MA,B25125_033EA,B25125_034EA,B25125_034MA,B25125_035EA,B25125_035MA,B25125_036MA,B25125_036EA,B25125_037EA,B25125_037MA,B25125_038MA,B25125_038EA,B25125_039MA,B25125_039EA,B25125_040EA,B25125_040MA,B25125_041MA,B25125_041EA,B25125_042EA,B25125_042MA,B25125_043EA,B25125_043MA,B25125_044MA,B25125_044EA,B25125_045EA,B25125_045MA,state
0400000US01,1822439,11200,1240017,12974,126598,4853,103979,4056,866,480,1228,620,197,172,432,497,19896,2438,728247,9439,621089,10438,2021,613,1174,569,765,421,247,173,102951,4700,385172,4718,345743,5021,1643,626,1336,650,197,211,711,330,35542,2697,582422,10924,209400,7213,71112,4381,30571,2640,63788,4136,10413,1596,8094,1436,25422,2798,301276,8373,145303,5360,42305,3411,54812,3847,10014,1982,7916,1151,40926,3472,71746,3949,28162,2491,12206,1938,10563,1571,4815,1344,10418,1519,5582,1155,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,19272,1786,15890,1721,1498,639,602,337,62,102,0,147,1220,566,104121,3002,94925,3120,2768,653,996,389,286,219,81,53,5065,1103,32714,1639,29274,1663,848,388,547,289,97,104,233,164,1715,577,89908,3375,37564,2514,14517,1624,12600,1676,5937,1206,1809,591,1547,667,1154,651,45282,2261,17273,1678,12322,1540,9071,1904,3449,955,1993,837,1174,444,7062,1246,2114,796,1417,416,1499,579,1135,419,632,315,265,261,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,150778,5166,135098,4737,1706,566,2442,760,828,506,1807,734,8897,2001,836666,9667,748182,9219,5390,1263,5848,1099,1535,562,2341,641,73370,4186,502587,6196,407985,6422,3966,805,4320,852,1549,589,2115,608,82652,3841,910778,13688,335453,8607,123275,5389,44848,3008,98311,6443,22079,2489,32881,3013,14059,2008,469454,10462,239507,8210,48189,3819,91148,5639,22501,2544,33262,3070,34847,3796,105871,4425,38345,2857,10170,1780,17291,2277,6815,1021,23787,2110,9463,1310,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,81456,4151,69485,4185,0,192,182,142,0,192,43,72,11746,1597,426900,6135,368149,6055,1586,749,159,156,53,93,236,311,56717,2853,231631,4177,204585,4348,1039,506,402,285,140,166,225,195,25240,1892,385912,7213,149288,5504,57018,4006,26865,2944,36660,3757,5742,1476,7537,1306,15466,2195,186127,5541,98956,5371,30361,3160,25444,2990,2834,790,6466,1316,22066,2319,50497,3133,20796,1960,11161,1775,6895,1264,2333,738,5424,1126,3888,907,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,551974,10003,475245,9552,14794,1840,20513,2299,9403,1324,15497,1603,16522,2048,4262568,23525,3888524,22970,74743,4014,71037,4270,32452,2757,43674,3350,152138,5687,1990097,12633,1728615,12088,34360,2909,33555,2170,15869,2037,22775,2266,154923,5652,5845953,25919,1879860,16300,587876,12168,307030,9362,502335,11566,210263,6277,242592,8147,29764,2737,3228225,22218,1386301,17623,500125,11885,688239,12341,281106,9757,298443,8398,74011,4773,737868,12528,216076,6234,92371,4845,132193,5884,76105,4648,198423,7133,22700,2366,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,147784,5715,126291,5422,3024,826,6192,1349,2351,803,2347,826,7579,1478,824390,8112,752500,7997,9628,1585,19701,2081,5402,1083,4974,1145,32185,2599,319771,4380,285073,4495,4213,760,7059,1201,5031,986,3470,846,14925,1715,710855,11436,298084,7505,99374,4479,36537,2626,82202,5334,44584,4176,28008,2421,7379,1424,333756,7926,148452,6532,36443,3043,72073,5409,33418,3444,27361,2447,16009,2235,79015,3701,22339,2098,7674,1454,13289,1668,9326,1606,24026,1988,2361,663,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,68426,3434,57841,3056,4500,1017,3882,914,755,378,931,506,517,411,570970,7347,516934,7502,28093,2537,15227,1948,2985,958,4147,963,3584,962,249082,4627,215254,4537,17100,1862,6682,1137,2829,698,3174,755,4043,812,451382,9182,139247,5721,23558,2919,57012,3935,33133,2942,10750,1858,13676,1653,1118,586,230317,6939,60099,3987,88455,4406,42578,3634,16356,2383,21611,2331,1218,637,81818,4042,15894,1974,19016,2277,14601,1993,11130,1588,20775,1943,402,280,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,23752,2328,20713,2062,179,215,232,264,0,189,39,64,2589,927,144047,3256,132619,3448,230,176,887,396,411,301,161,120,9739,1492,75248,2156,65072,2253,395,257,1088,448,409,230,975,523,7309,1167,96024,4093,35120,2667,13700,1843,3452,838,13654,1711,1327,479,1229,535,1758,651,47162,3055,21302,2149,5872,1150,13065,2079,1591,595,1697,717,3635,997,13742,1769,3612,834,1163,448,2699,735,1190,532,3999,899,1079,454,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,13777,1629,6965,1256,1113,457,1373,543,1198,511,3128,944,0,203,66325,3275,46186,2395,2930,762,4316,966,3887,1175,9006,1568,0,203,30411,1600,23266,1491,751,457,1083,457,660,361,4651,892,0,203,161138,4370,66670,3013,9261,1293,11786,1895,13482,1577,7160,1539,24981,2314,0,203,75398,3868,13439,1827,10687,1508,22073,2435,6872,1433,22327,2537,0,203,19070,1670,2162,832,2632,735,4402,917,1805,570,8069,1159,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,311480,9517,258292,8893,7162,1432,12834,2010,5604,1307,9346,1601,18242,2250,2582437,18600,2188109,18312,37277,2903,65213,4235,35203,2618,57795,3632,198840,5972,1778565,13348,1277233,12822,47790,3146,73077,3931,69874,3554,87995,3700,222596,6534,2539102,20898,807681,14583,263316,7354,116403,5246,231648,10514,85296,5722,69222,4761,41796,3745,1354271,17375,582905,11613,187013,7148,275521,9470,115222,6718,104021,5112,89589,6073,377150,9394,103012,4904,41147,3145,72223,4168,40438,3468,94883,5017,25447,2544,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
