GEO_ID,B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,NAME,B24041_001MA,B24041_001EA,B24041_002EA,B24041_002MA,B24041_003EA,B24041_003MA,B24041_004MA,B24041_004EA,B24041_005EA,B24041_005MA,B24041_006MA,B24041_006EA,B24041_007MA,B24041_007EA,B24041_008EA,B24041_008MA,B24041_009MA,B24041_009EA,B24041_010EA,B24041_010MA,B24041_011MA,B24041_011EA,B24041_012EA,B24041_012MA,B24041_013MA,B24041_013EA,B24041_014MA,B24041_014EA,B24041_015MA,B24041_015EA,B24041_016EA,B24041_016MA,B24041_017EA,B24041_017MA,B24041_018MA,B24041_018EA,B24041_019EA,B24041_019MA,B24041_020EA,B24041_020MA,B24041_021MA,B24041_021EA,B24041_022EA,B24041_022MA,B24041_023MA,B24041_023EA,B24041_024EA,B24041_024MA,B24041_025EA,B24041_025MA,B24041_026MA,B24041_026EA,B24041_027EA,B24041_027MA,state
0400000US01,39026,803,40591,3882,27109,2686,70842,10367,37174,1819,39892,1376,43496,4525,27403,1013,50098,1825,45836,2500,60430,2931,47231,2918,41609,1065,43628,3102,37293,2163,45843,2074,61422,2156,41842,52121,26985,1683,40282,625,42545,1935,36277,865,21263,871,28662,3519,20693,879,31928,1021,49128,1584,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50738,785,79319,9486,60856,19416,91505,13384,67601,6703,41685,9372,51697,6803,40436,2083,56010,4318,52280,4172,70216,18409,55428,5083,41102,3065,41318,4050,39714,16529,56101,6902,61189,7019,64583,413985,42982,2372,50179,2888,58246,6050,46317,3213,29157,4204,34848,5387,26775,3393,40040,5757,56610,3719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41093,217,45334,6353,33246,4765,63099,3106,39469,2158,51627,1046,46627,1866,31203,482,48850,3422,42492,3702,65484,6267,48776,5321,48721,2192,51095,1008,41607,1369,43419,2093,62836,3148,65927,12077,28021,1678,40948,418,40804,477,41133,770,25927,810,32370,3632,23503,1149,31722,777,50885,594,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35718,420,37609,3094,31048,2373,62100,12141,33352,2127,35006,1203,45455,6179,29721,1396,47663,2833,46058,1443,57032,4088,49941,5153,36510,1340,36971,2138,32459,7061,35788,2031,47758,3737,47284,37246,26126,1333,38025,1725,41416,1083,35717,1402,21470,1173,24136,4810,20770,1664,31265,874,40423,1387,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46938,188,27212,711,25626,679,63459,4560,43129,1878,50706,475,43156,1814,34323,1122,50888,385,45841,803,80653,1612,70195,1800,56098,915,61159,658,47125,1398,60034,1233,77540,1763,60566,8360,31188,582,50542,305,55993,654,46473,505,27458,492,37192,1182,25286,383,31784,439,65728,818,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46347,341,52957,6804,30930,1007,76404,5019,45367,1250,52206,1410,53683,4281,34864,1214,49929,1462,46379,1117,61581,4034,64690,4788,51605,1088,53164,2312,46690,3843,57867,2805,72557,2895,90825,27140,32385,1832,44491,1416,44602,1847,44405,1773,29279,1466,37036,2245,26561,943,36269,1359,58805,2861,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54206,1081,24080,5223,23379,1746,60716,1445,51050,712,62057,2029,52402,5616,40158,1614,57284,2609,52672,2627,81382,4725,63315,6314,77083,3071,82408,4358,52065,4447,61418,1530,79356,4108,88750,21290,36702,4048,52339,951,58876,3345,48562,2266,31145,1345,45314,7071,25431,1660,37046,1679,71093,2024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46343,1116,42472,20086,48261,25133,-666666666,-222222222,42214,4639,58232,8356,50662,5847,35393,2888,52969,3760,51505,6519,61208,8179,47857,6884,54470,4829,55951,2731,42306,8863,52129,4129,61539,3935,60200,110385,36554,7247,45131,2526,47890,2186,42656,3471,28797,3335,38362,4586,25836,5465,36191,3080,51042,2524,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65361,2395,101354,381173,94263,43097,-666666666,-222222222,42134,13154,77215,21806,63702,18573,39934,5590,54207,7389,53128,7465,120260,71920,70542,10138,76325,6626,82537,7235,67741,11128,75675,3711,82780,3624,-666666666,-222222222,35331,8610,51925,3009,56806,5733,48631,5761,39648,8932,50973,3686,31838,4865,60778,3232,87268,4081,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37176,185,27315,2156,26238,1231,50522,10285,34289,1480,41869,700,42490,1812,30432,372,42479,1963,41233,693,57003,4802,45757,2955,44374,1501,46993,783,38818,2561,40936,568,57059,1898,54738,14796,29010,1120,40149,254,40975,247,38369,897,26011,417,31896,1193,23814,714,27962,1385,46557,793,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
