GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001MA,B17006_001EA,B17006_002EA,B17006_002MA,B17006_003EA,B17006_003MA,B17006_004MA,B17006_004EA,B17006_005EA,B17006_005MA,B17006_006EA,B17006_006MA,B17006_007EA,B17006_007MA,B17006_008MA,B17006_008EA,B17006_009MA,B17006_009EA,B17006_010MA,B17006_010EA,B17006_011EA,B17006_011MA,B17006_012EA,B17006_012MA,B17006_013EA,B17006_013MA,B17006_014EA,B17006_014MA,B17006_015MA,B17006_015EA,B17006_016EA,B17006_016MA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019MA,B17006_019EA,B17006_020MA,B17006_020EA,B17006_021EA,B17006_021MA,B17006_022MA,B17006_022EA,B17006_023EA,B17006_023MA,B17006_024EA,B17006_024MA,B17006_025MA,B17006_025EA,B17006_026EA,B17006_026MA,B17006_027MA,B17006_027EA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US01,1090655,4301,293936,10474,69714,6876,20133,3054,5471,1127,44110,4964,224222,11101,21084,3592,7076,1727,715,461,13293,2668,203138,10487,64285,4504,12902,2409,125951,8049,796719,10877,584223,12042,148695,5860,33020,3002,402508,9695,212496,10829,51269,5968,12256,2115,2096,897,36917,4999,161227,9889,35650,3622,7714,1945,117863,7974,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183947,1592,21680,2558,7025,1662,1965,509,319,166,4741,1429,14655,2189,3070,991,1194,520,471,394,1405,482,11585,2128,4356,812,913,494,6316,1467,162267,2818,125248,4386,37530,2055,6164,1016,81554,3759,37019,3449,15698,2747,5380,1250,1271,541,9047,2134,21321,2603,3724,959,1065,409,16532,2433,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1578782,4128,410802,16209,161388,13099,46375,4605,9241,1523,105772,9563,249414,13245,43380,6094,14801,2609,3353,1166,25226,3837,206034,12646,60615,5464,13370,2169,132049,8515,1167980,15628,849755,17034,230688,6767,47621,3504,571446,12521,318225,12137,94315,8409,25123,3421,3399,1068,65793,6375,223910,9995,44703,3936,11860,1604,167347,7648,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693298,3466,198516,9517,66480,6274,20983,3160,4579,1064,40918,4644,132036,7860,20413,3769,6485,1668,2753,1308,11175,2401,111623,7761,33240,3515,9458,1792,68925,5738,494782,9283,376432,9189,98698,3826,22653,2729,255081,8206,118350,8393,34587,5020,9730,2095,2299,936,22558,3580,83763,7095,16709,2645,3887,1008,63167,5836,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8984586,11956,2078671,33769,853894,24625,239908,9078,52156,4318,561830,18375,1224777,28023,234145,12486,78313,5994,12266,2165,143566,8950,990632,23705,290510,12126,63087,4405,637035,15510,6905915,33147,5222491,37316,1445722,18340,291794,8002,3484975,26916,1683424,29251,533090,18259,148664,8006,28431,3155,355995,14517,1150334,23524,254488,10228,61600,4452,834246,18275,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1220859,4052,201750,10933,81607,7787,24641,3334,6403,1602,50563,5044,120143,8341,16291,3761,6451,1941,1187,679,8653,2172,103852,7505,29649,3778,8020,1854,66183,5443,1019109,10680,786776,13032,217880,5412,43912,3303,524984,10721,232333,11786,70114,6569,16384,2525,4220,1500,49510,5216,162219,9769,34755,3345,5698,1372,121766,7792,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,772594,2664,110426,7071,23286,3791,6621,2098,1623,738,15042,2476,87140,5917,8090,2691,2980,1363,231,236,4879,1606,79050,5924,22631,2775,5596,1411,50823,4482,662168,7178,502819,10394,123780,3585,27528,2385,351511,8494,159349,9916,37043,4187,7970,1748,2105,764,26968,3508,122306,8663,23838,2992,5297,1336,93171,6703,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,199523,1129,35193,5130,9488,2742,3052,1097,615,389,5821,1795,25705,4058,2912,1743,1176,713,303,278,1433,1049,22793,3890,7539,1875,1928,697,13326,2567,164330,5359,114533,5681,31127,2179,6975,1692,76431,4150,49797,4644,13881,2838,4661,1405,305,248,8915,2135,35916,4035,7964,1539,2715,1110,25237,3472,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108655,1017,29020,3889,2429,962,1223,619,176,169,1030,462,26591,3890,3304,1629,1263,996,115,133,1926,921,23287,3763,6688,1668,2029,843,14570,2309,79635,3891,47273,3688,22132,1836,2675,873,22466,2388,32362,3498,6634,1692,2417,961,274,250,3943,1270,25728,3348,6861,1835,1467,627,17400,1937,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3935989,8075,951379,29810,309032,17849,85769,5972,20556,3018,202707,13912,642347,25553,91080,8970,33234,4779,5731,1609,52115,5856,551267,24446,166129,9148,34530,4051,350608,17993,2984610,30098,2121663,28949,553042,11596,113106,6128,1455515,22751,862947,23459,223732,11254,65897,5306,13122,2304,144713,9136,639215,20887,150483,8607,34156,3333,454576,15729,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
