GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001EA,B25087_001MA,B25087_002MA,B25087_002EA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006EA,B25087_006MA,B25087_007MA,B25087_007EA,B25087_008EA,B25087_008MA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011EA,B25087_011MA,B25087_012MA,B25087_012EA,B25087_013EA,B25087_013MA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016EA,B25087_016MA,B25087_017MA,B25087_017EA,B25087_018MA,B25087_018EA,B25087_019EA,B25087_019MA,B25087_020MA,B25087_020EA,B25087_021MA,B25087_021EA,B25087_022EA,B25087_022MA,B25087_023EA,B25087_023MA,B25087_024EA,B25087_024MA,B25087_025EA,B25087_025MA,B25087_026EA,B25087_026MA,B25087_027MA,B25087_027EA,B25087_028EA,B25087_028MA,B25087_029EA,B25087_029MA,state
0400000US01,1240017,12974,719189,11998,243,224,2376,690,7797,1446,17687,1694,34138,2820,47304,2876,59188,3830,71768,3863,65109,3479,144557,5848,99681,5298,99218,4580,37465,2649,15397,1605,17261,1888,520828,7917,7618,1381,20393,2574,44850,3485,63673,2835,76856,3540,73138,3550,65683,4110,83649,4039,40039,3057,22396,2315,22533,2072,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,99127,3509,95,76,143,92,274,155,689,337,884,357,1037,392,1579,446,2306,757,3178,740,9260,1338,13892,1866,30635,2374,20318,2132,7297,1235,7540,1499,56980,2687,849,240,950,304,2184,641,3117,913,3452,729,3319,604,3659,790,7686,1106,6373,943,7659,1313,17732,2045,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,962561,11844,1698,578,2461,685,7229,1113,13997,1591,24700,2255,38893,2626,52834,2989,62314,3203,75512,4208,185646,6035,146288,5406,182388,5687,85915,3802,39685,3105,43001,2923,527470,8593,17254,1551,22532,1742,37068,2748,47239,3206,58744,3613,61622,3505,55293,3133,88957,4077,55667,3168,34947,2803,48147,3091,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,412235,8171,410,283,867,311,5266,984,15957,1794,25487,2364,40102,2967,45651,3485,41271,3307,39568,3091,78389,4580,43725,3535,46412,3274,15133,1841,5670,1045,8327,1630,327752,6053,6543,1037,16389,1849,31447,2481,46724,3073,51161,3783,44632,3124,37106,2792,47657,3407,21540,1807,11455,1576,13098,1513,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,4941183,28332,2880,643,8085,1195,18800,1695,29761,2461,47741,2746,63730,3658,78887,5034,103820,5261,121378,4066,397801,8159,488155,10813,1007033,15755,861684,12645,595569,11035,1115859,13255,1863456,15586,38541,2811,44914,3273,75798,3894,105679,4437,135591,5055,142865,4955,147648,4784,280816,5830,230486,7379,176812,5753,484306,8932,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,934605,10783,925,508,1831,478,5317,962,8324,1263,14378,1656,21486,2004,29163,2846,38319,2828,43467,3106,140638,4936,154754,5375,234504,6815,122881,5414,59366,3259,59252,3220,357340,6897,3873,898,6931,1251,14567,1715,25643,1860,33878,2413,43644,2941,45071,2546,74299,3839,40872,2864,25233,2117,43329,2801,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,614989,8583,312,264,470,308,600,247,1431,464,3247,859,4859,1027,7158,1437,8578,1275,10484,1786,46764,3485,65789,3428,162241,5162,119958,4314,72449,4231,110649,4999,273489,6462,1103,438,1180,484,1357,554,2070,669,2718,675,3448,809,4014,855,16669,1872,29131,2717,38091,2815,173708,5401,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,165067,4059,62,91,576,262,1212,412,1782,600,3346,759,3599,796,6169,1107,6867,1238,9107,1523,22744,2093,26650,2579,45903,2944,21526,2156,8478,1311,7046,944,77980,3302,513,298,1568,532,3654,719,4990,804,7109,1011,10034,1267,8273,1035,12853,1424,10727,1324,6944,1136,11315,1544,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,84271,3620,55,91,416,248,417,230,341,202,768,305,483,241,1711,577,1317,456,1748,627,5444,1086,6674,1154,15719,1784,14891,1658,11058,1739,23229,1843,26242,2017,562,309,146,111,386,336,625,315,862,374,1284,384,1711,461,3778,813,2953,771,2528,749,11407,1464,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,2766041,21294,1458,528,7484,1212,19076,2187,39517,3119,69270,4570,111726,5229,143794,5965,167258,6668,180540,6106,451579,13032,406455,8453,537032,11670,280696,8310,146494,5961,203662,6744,1906441,20472,32726,2507,71688,4186,110242,5577,140210,5116,164221,7096,160219,5947,165544,7012,291004,7473,223890,6902,155692,6082,391005,9611,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2222377,19196,1501828,15909,759,309,3337,878,8173,1205,24862,2349,42198,3031,62764,4477,85969,4542,95388,5231,110841,5086,279958,7916,240783,6971,281754,8057,130034,6157,60998,3545,74010,3460,720549,11953,7521,1409,21618,2042,39826,2637,73901,4717,89032,4533,91509,4971,83178,4165,119464,5091,73181,4346,45773,3430,75546,4030,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252999,3913,171544,4301,22,36,149,169,448,254,772,363,1758,576,2426,649,2684,800,3099,766,3228,577,10758,1650,12120,1346,34122,2626,32221,2700,25453,2263,42284,2751,81455,3246,1724,529,1511,564,2826,787,4593,948,5454,1007,6836,1111,6613,1146,13422,1561,10769,1193,8911,1069,18796,1633,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
