GEO_ID,B12501_001E,B12501_001M,B12501_002E,B12501_002M,B12501_003E,B12501_003M,B12501_004E,B12501_004M,B12501_005E,B12501_005M,B12501_006E,B12501_006M,B12501_007E,B12501_007M,B12501_008E,B12501_008M,B12501_009E,B12501_009M,B12501_010E,B12501_010M,B12501_011E,B12501_011M,NAME,B12501_001EA,B12501_001MA,B12501_002MA,B12501_002EA,B12501_003MA,B12501_003EA,B12501_004EA,B12501_004MA,B12501_005MA,B12501_005EA,B12501_006EA,B12501_006MA,B12501_007MA,B12501_007EA,B12501_008MA,B12501_008EA,B12501_009EA,B12501_009MA,B12501_010MA,B12501_010EA,B12501_011EA,B12501_011MA,state
0400000US01,3910998,3826,1870698,4613,624137,9820,1246561,9266,36015,3207,1210546,9230,2040300,3552,560067,8673,1480233,8311,34208,2799,1446025,8435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,304721,1723,119349,4154,185372,4292,6905,1783,178467,3729,271658,1627,82025,3144,189633,2979,5281,1163,184352,2967,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,2609804,1840,952891,10839,1656913,10621,44342,3812,1612571,11075,2671285,1773,788288,9927,1882997,9707,43760,3414,1839237,10241,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,1151058,3436,357959,7844,793099,7560,26560,2416,766539,7803,1212821,3585,298052,7092,914769,6872,25322,2320,889447,6506,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,15182718,4293,6144649,26080,9038069,24815,264847,9293,8773222,24250,15550134,4157,5158797,23383,10391337,24079,252574,8159,10138763,24191,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,2110584,2715,744052,10278,1366532,10191,46168,3245,1320364,10029,2114093,3401,582322,8282,1531771,8576,46448,3159,1485323,7980,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1426766,2000,533616,7587,893150,7661,20966,2460,872184,7074,1528565,1350,472375,7475,1056190,7455,22101,2576,1034089,6980,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,361111,1047,130211,3699,230900,3728,7320,1470,223580,3566,393701,1004,122516,3652,271185,3795,6727,1507,264458,3774,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,257524,580,145319,3821,112205,3696,6237,1354,105968,3732,292586,512,162736,3530,129850,3637,5400,1133,124450,3808,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,7863088,4676,2762490,19078,5100598,19043,122919,5603,4977679,18580,8363408,4668,2335383,21626,6028025,22132,118838,5180,5909187,22458,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
