GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001EA,B19201_001MA,B19201_002EA,B19201_002MA,B19201_003EA,B19201_003MA,B19201_004EA,B19201_004MA,B19201_005EA,B19201_005MA,B19201_006EA,B19201_006MA,B19201_007MA,B19201_007EA,B19201_008EA,B19201_008MA,B19201_009EA,B19201_009MA,B19201_010MA,B19201_010EA,B19201_011EA,B19201_011MA,B19201_012EA,B19201_012MA,B19201_013EA,B19201_013MA,B19201_014EA,B19201_014MA,B19201_015MA,B19201_015EA,B19201_016EA,B19201_016MA,B19201_017EA,B19201_017MA,state
0400000US01,599871,11825,113724,4916,78740,4494,60446,4078,52418,3192,42679,3411,39075,3536,32097,2904,30276,2671,21837,2684,39465,3092,33933,2731,27599,2431,12393,1842,6114,1514,4135,1052,4940,1396,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,80584,3744,5539,1110,6675,1062,5736,1003,5710,1266,3192,877,4888,1079,4322,1214,4341,1156,3649,879,6872,1323,10284,1497,8077,1220,4689,1012,3042,968,2163,659,1405,587,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,828499,11938,114908,4831,78119,5319,74119,4510,69296,4015,57004,3996,53700,3679,48701,4118,47094,3634,33926,3196,56999,4153,66280,4163,58089,4052,33318,3125,14030,1848,11985,1555,10931,1373,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,374775,8769,69945,4612,53400,3540,42451,3167,33090,2338,27540,2891,26062,2848,19028,2584,19406,1989,13496,2022,22356,2553,22114,2801,12259,1748,5530,1342,2548,805,2842,867,2708,714,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4004622,27783,468935,10527,394397,9908,267137,8164,262584,8172,215669,6964,202554,8268,176190,7135,178256,6986,155636,6575,287115,7585,355032,9929,384643,9548,244303,8250,124029,5587,136593,7568,151549,7056,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,722859,10884,82249,4635,56240,4092,57063,3663,50558,2949,49739,3327,46965,3705,39183,3249,40248,2626,36241,2874,55119,3011,63670,3590,63158,3798,34738,2984,17200,2011,16263,1954,14225,1955,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449567,8875,52271,3433,36527,3060,35772,3121,36813,3136,21403,2411,27672,2705,22187,2598,21544,2706,19647,2320,36049,2771,41161,3093,43388,3105,24020,2395,9989,1272,10463,1582,10661,1454,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,110707,4007,13244,1646,9508,1593,8715,1337,7202,1212,7641,1252,6870,1360,7064,1209,6671,1304,7026,1500,8632,1419,9342,1559,9232,1298,3205,710,2377,750,2483,841,1495,532,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,151184,4516,19638,2112,7472,1493,6099,1346,5149,1060,4068,1037,4710,1040,4892,843,5810,1479,4376,1160,9912,1580,14290,1935,17984,2175,14832,1949,10751,1462,11379,1775,9822,1264,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2585196,26111,382070,10266,267345,9241,235129,8493,230973,8412,183666,7072,170996,6988,148255,6011,141113,6798,108007,4972,183490,6936,181627,7412,156722,7877,84451,4131,33839,2991,35610,3249,41903,2730,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1157162,14852,188898,6952,119874,5463,100311,4586,89464,5434,74640,4348,74242,4458,68497,5331,60929,4335,45472,4324,82772,4372,83747,4756,78581,4671,41762,3966,16651,1959,16883,2073,14439,1987,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,138917,4576,17254,2105,9893,1419,9056,1763,10816,1940,6698,994,8784,1535,6595,1088,6770,1291,4657,994,11034,2002,15206,2021,13183,1663,8359,1333,3706,995,4044,1032,2862,628,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178428,6386,29026,2910,21888,2485,16267,2212,16442,2080,14869,2095,13999,2211,9602,1595,9875,1757,7836,1435,11552,1974,10417,1784,8973,1779,3161,838,2139,869,1309,525,1073,620,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1655052,16321,242654,6479,146501,5424,139871,5442,122319,5235,106832,5321,102222,4679,81886,4378,86875,4609,65305,4077,117984,4843,140856,5812,132067,5270,72461,4660,32717,3097,29889,2964,34613,2528,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,850454,10768,122031,4412,89875,4694,84072,3855,81980,4150,69123,3594,64612,3407,51757,3333,50266,3210,32970,2784,57297,4071,56170,4039,47723,3532,20748,2350,10227,1601,4634,1170,6969,1429,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
