GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001EA,C16004_001MA,C16004_002EA,C16004_002MA,C16004_003EA,C16004_003MA,C16004_004MA,C16004_004EA,C16004_005EA,C16004_005MA,C16004_006EA,C16004_006MA,C16004_007MA,C16004_007EA,C16004_008EA,C16004_008MA,C16004_009EA,C16004_009MA,C16004_010MA,C16004_010EA,C16004_011MA,C16004_011EA,C16004_012EA,C16004_012MA,C16004_013EA,C16004_013MA,C16004_014MA,C16004_014EA,C16004_015EA,C16004_015MA,C16004_016MA,C16004_016EA,C16004_017MA,C16004_017EA,C16004_018EA,C16004_018MA,C16004_019MA,C16004_019EA,C16004_020MA,C16004_020EA,C16004_021EA,C16004_021MA,C16004_022MA,C16004_022EA,C16004_023EA,C16004_023MA,C16004_024MA,C16004_024EA,C16004_025MA,C16004_025EA,C16004_026EA,C16004_026MA,C16004_027EA,C16004_027MA,C16004_028MA,C16004_028EA,C16004_029MA,C16004_029EA,C16004_030MA,C16004_030EA,C16004_031EA,C16004_031MA,C16004_032MA,C16004_032EA,C16004_033MA,C16004_033EA,C16004_034EA,C16004_034MA,C16004_035EA,C16004_035MA,C16004_036MA,C16004_036EA,C16004_037MA,C16004_037EA,C16004_038EA,C16004_038MA,C16004_039EA,C16004_039MA,C16004_040MA,C16004_040EA,C16004_041EA,C16004_041MA,C16004_042MA,C16004_042EA,C16004_043MA,C16004_043EA,state
0400000US01,4541368,2912,817537,3418,769208,4391,35916,3677,26020,3455,9896,1828,3933,1131,3089,911,844,577,6104,1236,4281,1103,1823,779,2376,1148,2073,1127,303,276,3002293,3786,2834571,5951,102613,4846,45735,4206,56878,4679,25846,3319,19495,2550,6351,1959,27279,2673,14852,2083,12427,2036,11984,3998,7598,3236,4386,1996,721538,2489,705883,2491,5010,1228,3147,999,1863,850,6456,1400,4424,1223,2032,758,3623,1136,1087,508,2536,966,566,399,299,265,267,291,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,680427,1049,133661,1231,115801,2783,3516,1184,3461,1179,55,64,2937,1037,2717,1007,220,248,5337,1726,3017,1149,2320,1599,6070,1084,4958,908,1112,575,481182,1494,403676,3923,16270,2062,12245,1751,4025,1138,10885,1939,8354,1742,2531,1070,25682,2424,11336,1931,14346,2346,24669,1912,21241,1782,3428,630,65584,1088,55548,1091,581,253,483,243,98,112,1638,418,1085,381,553,300,2940,695,748,433,2192,622,4877,539,3423,506,1454,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6196543,887,1185881,1273,838070,9355,293151,8412,251177,9683,41974,4444,11762,2086,11031,1973,731,380,16149,2089,12153,1997,3996,1058,26749,3172,22100,2667,4649,1517,3991938,1874,2841768,16744,868932,11709,507710,12643,361222,10569,81398,5676,68450,5121,12948,2001,89634,4492,51395,3894,38239,3382,110206,6160,84191,4802,26015,3395,1018724,1545,855839,4214,104754,2637,56874,3526,47880,3163,25131,2636,18022,2266,7109,1415,13737,1730,4500,1070,9237,1471,19263,2193,8593,1142,10670,1814,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2769171,2391,521420,2750,473627,4169,39842,3546,29695,3386,10147,1987,3310,1688,2738,1457,572,525,3590,1203,1320,640,2270,1155,1051,842,596,601,455,407,1794209,2745,1660732,6550,95145,4271,40962,3459,54183,3838,14977,2508,11083,2114,3894,1357,17814,2358,8861,1550,8953,1745,5541,1991,4028,1711,1513,878,453542,2039,444581,1774,4567,1099,2137,838,2430,848,2395,889,1900,807,495,264,1862,749,586,488,1276,570,137,138,137,138,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35831956,3033,6673619,3473,3696661,25978,2336226,22870,1873728,24458,462498,12833,187472,7747,161878,7242,25594,3312,396800,7855,302653,7287,94147,5001,56460,6389,47179,5951,9281,2109,24364229,3621,13295011,37579,7220703,30363,3740634,31620,3480069,32155,1103416,20117,777625,16842,325791,13619,2490688,20677,1319564,17325,1171124,18615,254411,14574,168976,11686,85435,6717,4794108,2956,3139327,10849,765525,5763,251487,7926,514038,8736,289521,9806,130846,5658,158675,7641,557784,7108,144207,4901,413577,8226,41951,4238,18571,2576,23380,3078,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934794,2520,907752,3528,726413,7245,143084,6798,112801,6379,30283,3254,15526,2343,12972,2134,2554,940,16049,1849,11725,1643,4324,1095,6680,2037,4038,1371,2642,1569,3382099,3365,2813324,11785,388542,10824,218000,9282,170542,7229,80702,5317,61223,4303,19479,2697,71864,2973,39738,2912,32126,2573,27667,4204,14445,2539,13222,2905,644943,1852,569303,3611,46198,2437,28870,2320,17328,1644,16988,1935,12282,1795,4706,1162,10241,1583,2816,907,7425,1265,2213,1096,1207,985,1006,512,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405334,868,594596,1199,476163,5453,76770,4039,63577,3969,13193,2406,27273,3113,24316,3034,2957,1011,10316,1629,8575,1471,1741,682,4074,1744,3208,1634,866,476,2266232,1218,1738901,10019,285184,5708,158415,6625,126769,6052,163109,8184,109361,6475,53748,4015,62065,4179,33777,2658,28288,3580,16973,3368,12127,2729,4846,1842,544506,1116,456701,4172,26555,1222,7119,1277,19436,1496,52109,3980,29152,2600,22957,2624,7129,1136,2492,914,4637,988,2012,718,1081,463,931,466,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,869514,423,147453,360,127442,2296,12637,1696,9340,1466,3297,1021,3890,1237,2889,935,1001,666,2971,920,2971,920,0,189,513,390,513,390,0,189,575116,663,498386,4247,40022,2763,20188,2639,19834,2758,18158,2933,12649,2203,5509,1531,13870,1848,8655,1504,5215,1371,4680,1419,4013,1314,667,462,146945,535,138329,1160,2174,440,1403,493,771,399,4450,1017,3090,723,1360,701,1472,641,632,416,840,476,520,381,243,286,277,243,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605388,270,70471,143,56844,1694,7921,1196,6355,1029,1566,847,3139,1124,2674,1035,465,316,1361,320,1044,369,317,216,1206,519,914,518,292,319,460956,433,374712,4677,41551,2715,26800,2681,14751,2116,20692,2794,16132,2270,4560,1432,11689,1540,8101,1359,3588,1113,12312,2426,8552,1782,3760,1548,73961,367,65472,1066,3623,657,1624,675,1999,656,2805,617,2200,550,605,353,1433,436,283,270,1150,525,628,322,491,279,137,158,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18478811,3217,2954681,3358,2145563,12529,626215,10131,506103,10298,120112,8736,133786,8518,109775,7550,24011,3438,33622,3556,26311,3352,7311,1749,15495,3190,13537,2988,1958,848,11879847,4413,8334230,28084,2661045,18154,1482195,20951,1178850,20049,610512,21392,393062,15942,217450,11093,208298,7705,113684,6787,94614,6143,65762,5980,46491,4887,19271,3274,3644283,3809,2932052,9866,477241,5351,130290,6261,346951,7201,180476,7213,96642,4669,83834,5654,38197,2802,15993,2140,22204,2144,16317,2918,8665,1750,7652,1858,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
