GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001MA,B27004_001EA,B27004_002EA,B27004_002MA,B27004_003MA,B27004_003EA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006MA,B27004_006EA,B27004_007EA,B27004_007MA,B27004_008MA,B27004_008EA,B27004_009MA,B27004_009EA,B27004_010MA,B27004_010EA,B27004_011MA,B27004_011EA,B27004_012MA,B27004_012EA,B27004_013MA,B27004_013EA,B27004_014MA,B27004_014EA,B27004_015EA,B27004_015MA,B27004_016MA,B27004_016EA,B27004_017MA,B27004_017EA,B27004_018EA,B27004_018MA,B27004_019MA,B27004_019EA,B27004_020EA,B27004_020MA,B27004_021MA,B27004_021EA,B27004_022MA,B27004_022EA,B27004_023EA,B27004_023MA,B27004_024MA,B27004_024EA,B27004_025EA,B27004_025MA,B27004_026EA,B27004_026MA,B27004_027EA,B27004_027MA,B27004_028MA,B27004_028EA,B27004_029EA,B27004_029MA,B27004_030EA,B27004_030MA,B27004_031MA,B27004_031EA,B27004_032EA,B27004_032MA,B27004_033EA,B27004_033MA,B27004_034EA,B27004_034MA,B27004_035MA,B27004_035EA,B27004_036MA,B27004_036EA,B27004_037EA,B27004_037MA,B27004_038MA,B27004_038EA,B27004_039EA,B27004_039MA,B27004_040MA,B27004_040EA,B27004_041EA,B27004_041MA,B27004_042MA,B27004_042EA,B27004_043EA,B27004_043MA,B27004_044EA,B27004_044MA,B27004_045MA,B27004_045EA,B27004_046EA,B27004_046MA,B27004_047EA,B27004_047MA,B27004_048EA,B27004_048MA,B27004_049MA,B27004_049EA,B27004_050EA,B27004_050MA,B27004_051MA,B27004_051EA,B27004_052EA,B27004_052MA,B27004_053EA,B27004_053MA,B27004_054MA,B27004_054EA,B27004_055MA,B27004_055EA,B27004_056EA,B27004_056MA,B27004_057EA,B27004_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,72006,4424,107767,5268,383344,4647,189567,6668,193777,7076,243352,4259,131823,4509,111529,5183,288265,4614,156334,5086,131931,5426,279410,3586,168302,5131,111108,4893,313967,2963,195602,4263,118365,4717,293729,1999,176551,4115,117178,3992,190180,1968,76299,2888,113881,3435,112648,1728,43689,2358,68959,2441,2470713,5159,175160,3797,69994,3694,105166,4784,369567,3768,182443,6020,187124,6791,244927,3282,132274,4893,112653,5160,307208,4066,160597,4935,146611,5984,314523,3522,187689,4653,126834,5292,337379,2481,213070,5855,124309,5660,322706,1851,194342,4694,128364,4733,224389,1875,81281,2823,143108,3221,174854,1842,56800,2531,118054,2907,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,14402,1300,18118,1622,64453,1770,33553,2595,30900,2509,41124,1698,21863,2052,19261,1546,53122,1828,28909,2440,24213,2272,44886,1749,26660,2211,18226,2201,50630,1328,32789,1600,17841,1527,47868,960,31100,1561,16768,1395,22353,942,13440,1140,8913,1218,9908,768,4259,904,5649,909,345384,2157,32990,1529,12750,1677,20240,1838,57922,1803,28916,2472,29006,2260,36049,1261,17944,1560,18105,1760,51378,1318,27044,2015,24334,1983,42352,1227,26894,1843,15458,1755,49128,1073,32383,1549,16745,1525,43239,814,29616,1420,13623,1259,20604,843,11408,1041,9196,806,11722,617,4320,620,7402,845,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,118660,4511,146523,5078,558687,4205,265059,7357,293628,7879,326762,2780,152210,6406,174552,5887,425036,3282,217991,5348,207045,5208,401090,2253,227446,5578,173644,5933,403433,1984,226295,4827,177138,5103,363766,1445,203430,5277,160336,5275,275142,1670,86684,3154,188458,3379,187963,1227,56562,2968,131401,3193,3314164,2699,255713,3782,113394,5441,142319,5433,533922,3863,248624,7605,285298,7789,319421,1819,144964,5610,174457,5470,425403,2362,218480,5755,206923,5898,409803,1821,230000,4892,179803,4872,418774,1670,244901,5728,173873,5453,407412,1292,230529,5364,176883,5392,310038,1235,87110,3377,222928,3697,233678,1241,62197,3847,171481,4028,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,43781,3635,82044,4681,243712,4285,102208,4500,141504,5441,143084,3384,71279,4088,71805,4291,183693,4213,96121,4771,87572,3860,173279,3081,95549,3756,77730,3826,187840,3143,107862,4493,79978,3930,174607,1658,89545,3276,85062,3061,119768,1332,34779,2029,84989,2107,76038,1155,18335,1732,57703,1830,1479168,4700,110963,3302,37212,3157,73751,4222,228625,3962,97303,4683,131322,4821,138908,2462,69630,3109,69278,3369,188463,3491,95566,4895,92897,5019,186682,3062,106936,4065,79746,4023,194570,2228,116104,2817,78466,3466,188774,1745,102799,3322,85975,2931,137191,1477,35669,2383,101522,2515,104992,1495,21921,1626,83071,2336,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,682661,10839,861944,12159,3140230,9566,1493247,18160,1646983,19539,1990437,5393,955072,13953,1035365,14259,2761996,5444,1369280,14914,1392716,14435,2516012,5082,1433819,13991,1082193,12642,2544631,3997,1509051,15174,1035580,14654,2104838,2803,1205578,10523,899260,10229,1239368,2545,458448,8737,780920,8709,836354,2691,269573,5667,566781,5692,19153082,6595,1474376,8848,648275,12110,826101,12885,2998744,9025,1424162,15423,1574582,15944,1922021,3846,898946,14301,1023075,13947,2699300,3515,1393255,11533,1306045,11780,2563856,3779,1470511,13155,1093345,13008,2604238,2991,1540584,12321,1063654,11998,2269189,2414,1262599,12770,1006590,12440,1428312,2553,470633,8108,957679,8222,1193046,2975,323092,6553,869954,7087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,97821,3781,109712,5005,425567,4242,229358,6603,196209,7105,253817,3558,138317,4543,115500,4971,377414,3735,206310,5997,171104,6668,355744,3044,220745,4398,134999,5173,347512,2629,221814,4700,125698,4290,318649,1686,194652,3945,123997,3532,181353,1445,62028,2658,119325,3021,103629,1327,36521,2236,67108,2388,2602054,4073,196257,3886,94749,3853,101508,3975,409834,4312,218952,6622,190882,6564,240889,2145,124266,3605,116623,3708,372187,3081,207456,5059,164731,4770,346376,2587,217276,4983,129100,4854,357361,2122,233468,4695,123893,4914,334991,1945,203043,4522,131948,4322,197218,1766,63092,2885,134126,3159,146941,1868,41486,2732,105455,2594,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,68257,3248,50608,3258,279925,2900,171888,4986,108037,4956,171600,1501,108113,3922,63487,3933,212035,1698,121758,4510,90277,4747,213632,1589,141704,3763,71928,4009,267654,1488,189837,4613,77817,4322,228602,913,158705,3339,69897,3335,133728,826,62186,2725,71542,2885,92658,1166,37991,2160,54667,2065,1822710,2714,114793,2384,63188,3637,51605,3243,270576,2866,166960,4920,103616,4982,166172,1517,103381,4275,62791,4061,217883,1625,129307,3668,88576,3895,227989,1482,157438,3670,70551,3651,284237,1091,198860,4078,85377,4035,245891,926,168478,3543,77413,3634,154423,973,62741,2556,91682,2587,140746,1503,49889,2593,90857,2667,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,18772,1751,16982,1819,67333,1523,38985,2339,28348,2284,44355,663,27473,2165,16882,2147,56141,1006,35994,2401,20147,2259,52652,888,34894,1916,17758,2116,61152,756,41556,2081,19596,2071,56419,677,39329,1542,17090,1486,39458,555,19861,1295,19597,1332,24328,538,12662,937,11666,848,473910,1235,33363,1495,17949,2045,15414,2089,66889,1553,39950,2557,26939,2828,45687,714,26316,2142,19371,2109,59343,1106,34832,2299,24511,2405,57455,1112,38319,2169,19136,2082,68179,944,47458,2180,20721,1961,63755,729,44135,1882,19620,1649,45855,526,21251,1233,24604,1321,33384,540,13875,1045,19509,1112,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,13092,1559,10740,1612,32035,891,13610,1693,18425,1778,36013,593,19377,1496,16636,1524,65437,642,45445,2064,19992,2026,43171,546,30162,1552,13009,1364,37719,426,20932,1416,16787,1460,30883,390,19021,1033,11862,986,17648,534,9513,1056,8135,982,11574,675,6109,793,5465,881,337521,821,24158,1108,12616,1481,11542,1506,31262,1118,14077,1795,17185,2219,43536,160,23936,1562,19600,1540,77557,268,54256,2023,23301,1984,44988,130,29283,1706,15705,1688,37282,373,22717,1509,14565,1506,36567,274,20975,1591,15592,1572,22824,392,13796,1105,9028,1058,19347,497,9805,1022,9542,1015,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,236219,8096,428541,10963,1395215,7113,600174,13877,795041,14643,874610,5099,381456,10599,493154,10441,1173841,6011,502885,12094,670956,12819,1146955,5913,574240,8736,572715,11191,1301898,5130,677491,11745,624407,12829,1166565,3295,610503,8367,556062,8431,919338,3041,277721,6777,641617,6796,690763,3082,201471,5862,489292,6072,9911182,7269,635168,7689,223205,9069,411963,9353,1324692,7203,567997,13926,756695,13250,869636,4841,385948,10123,483688,9530,1194412,4768,555943,11333,638469,10396,1212030,4534,653771,9840,558259,9957,1385275,4376,757129,12165,628146,11670,1321673,3135,705764,9981,615909,10161,1051243,2953,281128,7292,770115,7402,917053,2929,220491,6275,696562,6528,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
