GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002EA,B01001H_002MA,B01001H_003MA,B01001H_003EA,B01001H_004MA,B01001H_004EA,B01001H_005EA,B01001H_005MA,B01001H_006MA,B01001H_006EA,B01001H_007EA,B01001H_007MA,B01001H_008EA,B01001H_008MA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011MA,B01001H_011EA,B01001H_012MA,B01001H_012EA,B01001H_013EA,B01001H_013MA,B01001H_014MA,B01001H_014EA,B01001H_015EA,B01001H_015MA,B01001H_016MA,B01001H_016EA,B01001H_017MA,B01001H_017EA,B01001H_018EA,B01001H_018MA,B01001H_019MA,B01001H_019EA,B01001H_020MA,B01001H_020EA,B01001H_021EA,B01001H_021MA,B01001H_022MA,B01001H_022EA,B01001H_023MA,B01001H_023EA,B01001H_024EA,B01001H_024MA,B01001H_025EA,B01001H_025MA,B01001H_026EA,B01001H_026MA,B01001H_027MA,B01001H_027EA,B01001H_028EA,B01001H_028MA,B01001H_029EA,B01001H_029MA,B01001H_030EA,B01001H_030MA,B01001H_031EA,B01001H_031MA,state
0400000US01,3204524,3006,1566760,2074,82894,1217,90731,3525,99287,3602,59389,1251,40082,2047,108590,2172,94132,1582,94868,1047,198451,1290,228989,832,217639,21,154008,368,75851,1931,21849,1864,1637764,2078,81624,1113,86953,4118,92874,3975,57094,1135,40946,2099,102786,2459,94877,1213,94640,920,200997,1239,232166,718,230583,272,175174,450,103490,2741,43560,2666,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,459168,243,245392,775,14145,137,12681,1362,14548,1420,8745,764,7696,1130,18729,1145,20567,256,18387,245,31147,138,36684,139,36979,160,17701,598,5457,840,1926,616,213776,722,13071,91,11609,1355,13646,1362,7189,702,4943,880,14411,870,16676,136,15821,58,27744,120,32791,179,31926,97,15287,108,5970,724,2692,720,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3750664,2271,1853447,1452,87232,555,90816,3527,100736,3605,59744,621,41121,824,112895,936,112606,604,113292,362,223153,740,256671,741,268029,248,226447,494,123103,2616,37602,2656,1897217,1512,83423,497,91000,3662,91094,3784,56368,684,37972,1274,107372,1413,104826,734,108685,657,214510,478,260998,428,294676,396,248301,390,136322,3682,61670,3608,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2178091,1723,1069942,1842,62207,895,67478,2812,64726,2818,40100,1596,27872,2102,72129,2298,65292,1261,67243,1025,133550,1167,149160,652,142993,52,106969,362,54488,1385,15735,1307,1108149,1981,57860,783,63435,3024,61066,3048,38535,1458,26163,2149,70396,2038,65968,1187,65445,926,133909,1187,151194,592,153279,10,120201,87,70724,1822,29974,1816,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884539,6586,7423040,4108,320976,1570,339942,7524,353674,7484,229012,1183,163433,1337,484597,1949,506507,1955,492151,1160,926099,1730,1160776,1716,1148939,808,756286,466,379669,4655,160979,4605,7461499,3948,307602,1067,321342,7925,336166,7748,215311,1119,148459,1875,442205,2124,467621,1248,454416,1409,871954,1468,1130376,1544,1173672,652,824866,491,479364,6351,288145,6349,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3643026,3406,1820333,2312,96142,715,99028,3444,106019,3441,60546,813,45901,1281,123479,1273,135533,925,130668,1369,249594,1356,265337,737,261403,235,155412,527,70634,1726,20637,1626,1822693,2300,90204,837,97496,3585,97252,3453,58142,950,41825,1287,112315,1366,125302,1169,124920,880,236683,950,270454,480,270999,474,166203,779,86995,2577,43903,2534,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493100,2018,1213798,918,52464,80,62717,3174,72575,3115,47507,220,34686,167,73654,251,68902,363,64261,421,141191,350,203899,277,189379,188,116433,76,58751,1814,27379,1824,1279302,1231,49141,450,59352,2798,69056,2845,44814,167,34045,159,67928,277,66151,195,64763,364,145952,352,212095,542,198353,324,131003,201,79757,2641,56892,2662,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,592064,1118,286570,997,14314,189,15379,1451,14442,1440,9476,189,7435,189,18784,189,17676,968,16588,107,32417,189,43350,44,42908,189,32432,189,16105,887,5264,879,305494,321,13570,189,14458,1435,14047,1428,9038,57,7544,28,18821,31,18172,129,16978,189,33482,219,45514,27,47409,123,36613,62,20137,1041,9711,1041,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,230264,560,114582,409,5673,110,3178,448,1965,441,884,164,3398,1034,10181,1048,18542,203,17046,203,19416,203,12944,203,10344,149,6879,203,3030,360,1102,339,115682,302,5125,245,3582,490,1394,490,980,203,3803,1127,13251,1127,21746,86,16816,203,16624,203,9752,151,9943,203,7356,203,3237,533,2073,533,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10992388,6011,5389353,3980,231218,1718,244835,6863,264433,6739,169059,1510,111685,1698,317641,2151,307793,1340,290520,1429,596990,1610,783913,1665,801961,1042,705352,646,415570,4690,148383,4656,5603035,3934,219306,1595,235250,5937,249405,5851,157863,1413,106251,2133,302170,2380,293718,1756,281810,1013,587754,756,792923,1267,873302,804,778850,353,477956,6919,246477,6866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5454931,5003,2685685,4180,144026,2308,167464,5446,167986,5208,103040,1689,72458,3048,182117,3458,169250,2154,162963,1621,358998,2032,408157,1240,360446,685,249237,1029,109339,2353,30204,2308,2769246,3745,139516,2147,157114,5400,160589,5079,96114,1405,68194,2712,170608,3084,167471,2349,166933,1199,360342,2083,408657,1371,384895,771,278212,460,147536,3196,63065,3168,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,322726,450,178151,921,7249,650,6235,725,5681,748,2984,371,2926,314,17722,314,18135,42,14476,296,23348,194,23175,26,27600,185,19227,93,7049,561,2344,561,144575,821,6639,717,5142,762,5534,822,2798,341,1948,777,10169,792,11770,188,11098,185,16932,28,19312,185,25218,185,16778,70,7132,664,4105,664,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1340870,560,669667,1116,43794,844,45235,3342,50863,3385,28427,783,17117,1173,45943,1280,40610,620,42983,674,82034,706,86578,388,87715,49,60180,275,28884,1270,9304,1268,671203,1153,39686,760,44397,2671,45968,2664,26107,783,17450,877,42486,1007,41314,729,42070,313,81449,328,87618,127,91030,159,62346,210,34595,1530,14687,1503,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
