GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001MA,B08128_001EA,B08128_002EA,B08128_002MA,B08128_003EA,B08128_003MA,B08128_004EA,B08128_004MA,B08128_005MA,B08128_005EA,B08128_006EA,B08128_006MA,B08128_007EA,B08128_007MA,B08128_008EA,B08128_008MA,B08128_009EA,B08128_009MA,B08128_010EA,B08128_010MA,B08128_011MA,B08128_011EA,B08128_012EA,B08128_012MA,B08128_013EA,B08128_013MA,B08128_014MA,B08128_014EA,B08128_015MA,B08128_015EA,B08128_016MA,B08128_016EA,B08128_017MA,B08128_017EA,B08128_018EA,B08128_018MA,B08128_019EA,B08128_019MA,B08128_020EA,B08128_020MA,B08128_021EA,B08128_021MA,B08128_022MA,B08128_022EA,B08128_023EA,B08128_023MA,B08128_024EA,B08128_024MA,B08128_025EA,B08128_025MA,B08128_026EA,B08128_026MA,B08128_027MA,B08128_027EA,B08128_028EA,B08128_028MA,B08128_029EA,B08128_029MA,B08128_030MA,B08128_030EA,B08128_031MA,B08128_031EA,B08128_032EA,B08128_032MA,B08128_033MA,B08128_033EA,B08128_034EA,B08128_034MA,B08128_035EA,B08128_035MA,B08128_036EA,B08128_036MA,B08128_037MA,B08128_037EA,B08128_038EA,B08128_038MA,B08128_039MA,B08128_039EA,B08128_040MA,B08128_040EA,B08128_041EA,B08128_041MA,B08128_042MA,B08128_042EA,B08128_043MA,B08128_043EA,B08128_044MA,B08128_044EA,B08128_045MA,B08128_045EA,B08128_046EA,B08128_046MA,B08128_047MA,B08128_047EA,B08128_048MA,B08128_048EA,B08128_049MA,B08128_049EA,B08128_050MA,B08128_050EA,B08128_051EA,B08128_051MA,B08128_052EA,B08128_052MA,B08128_053EA,B08128_053MA,B08128_054MA,B08128_054EA,B08128_055EA,B08128_055MA,B08128_056EA,B08128_056MA,B08128_057EA,B08128_057MA,B08128_058MA,B08128_058EA,B08128_059MA,B08128_059EA,B08128_060MA,B08128_060EA,B08128_061MA,B08128_061EA,B08128_062MA,B08128_062EA,B08128_063EA,B08128_063MA,B08128_064EA,B08128_064MA,B08128_065MA,B08128_065EA,B08128_066MA,B08128_066EA,B08128_067EA,B08128_067MA,B08128_068EA,B08128_068MA,B08128_069MA,B08128_069EA,B08128_070EA,B08128_070MA,state
0400000US01,1983610,17231,1419604,14928,1368267,14073,51337,3427,128307,5744,124475,5608,122279,5730,82379,4841,103257,5949,3309,1041,1713067,16092,1237636,14656,1196786,13724,40850,3271,111083,5230,111450,5014,105912,5508,72483,4406,72310,4558,2193,906,169281,7633,119921,6235,115851,6184,4070,1013,11078,1718,10021,1791,10504,1804,7286,1540,10182,1956,289,220,9592,1522,5977,1103,5930,1098,47,78,863,620,532,318,1328,743,458,344,403,315,31,51,20806,2495,12101,2034,11352,1914,749,596,1618,663,482,276,2547,805,815,338,3189,916,54,76,20809,2552,15243,2455,14874,2427,369,257,1057,541,1005,444,631,318,581,299,2167,822,125,130,50055,3837,28726,2674,23474,2494,5252,1199,2608,765,985,500,1357,545,756,411,15006,2404,617,399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,207873,5437,198487,5660,9386,1699,33968,2794,29052,2639,29747,2498,36879,2971,19767,2381,490,277,238572,6380,139124,6143,133892,6102,5232,1039,24811,2566,18439,2374,20105,1899,26377,2619,9517,1562,199,142,46463,3762,26312,3328,25362,3375,950,516,4247,1025,3870,806,4043,1096,5449,1527,2526,798,16,21,6589,1186,4944,993,4944,993,0,147,552,336,59,52,739,481,286,186,9,21,0,147,31566,2754,18334,2352,17401,2298,933,609,2209,563,3980,502,2653,764,3258,727,1126,355,6,11,19215,2075,12035,1891,11390,1847,645,313,1452,448,2284,365,1566,605,676,249,1202,567,0,147,15371,2129,7124,1639,5498,1500,1626,563,697,291,420,208,641,391,833,478,5387,1162,269,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,2002335,15167,1901169,15570,101166,5091,174683,7156,186289,7357,132096,5569,95390,4743,158988,7300,4670,1070,2100376,17326,1538564,15219,1472596,15643,65968,4151,140083,6338,152044,6233,96743,5325,72927,3877,97374,5886,2641,813,304044,12325,219518,9910,210422,9745,9096,1486,16599,2036,20157,2365,18402,2257,11516,2109,17010,2548,842,486,64986,5490,50793,5087,50091,5068,702,486,3256,1273,4328,1240,3324,994,1719,723,1541,573,25,44,56982,4507,40013,3944,38418,3770,1595,704,3019,837,2047,601,3539,954,4737,1010,3111,979,516,581,77716,5044,54531,4197,52577,4099,1954,879,4593,1094,4626,1167,6072,1191,2555,949,5262,1444,77,92,150347,7170,98916,5621,77065,5227,21851,2443,7133,1588,3087,778,4016,955,1936,672,34690,3458,569,296,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,857139,9156,819931,8794,37208,3163,92881,4728,68896,4409,99949,4850,29499,3114,73221,4325,1629,631,1020341,11819,727607,9538,698691,9370,28916,2809,75758,4325,58874,4127,83753,4545,26433,3016,46928,3178,988,467,124069,6716,83839,5583,80948,5716,2891,775,10421,1794,7876,1348,11244,1825,1263,489,9231,1644,195,184,5803,1288,3260,932,3201,924,59,91,603,408,327,271,1309,705,65,115,239,282,0,192,20212,2476,12905,1955,11614,1828,1291,551,2271,753,914,562,1790,760,540,463,1672,708,120,176,18200,2229,14116,1963,13626,1890,490,287,1214,638,686,385,774,350,268,182,1089,633,53,90,34589,3457,15412,2084,11851,1804,3561,1052,2614,762,219,177,1079,472,930,584,14062,2288,273,205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,11891292,48992,11344015,47979,547277,11907,1109969,18832,1197744,17715,680600,15100,466472,12073,1372695,23992,27071,2470,12260080,42986,8871140,44207,8510232,42963,360908,9770,812926,16195,947615,14077,467138,12186,334049,11450,813363,17497,13849,1500,1825475,24341,1319811,20999,1266615,20634,53196,5118,116345,5810,116570,5081,76491,5149,49339,3924,141458,6864,5461,1241,889921,17947,653548,15743,645300,15732,8248,1500,69287,4373,51799,4571,43929,3900,21925,2555,48635,3462,798,359,457693,13269,295983,10789,281454,10357,14529,2578,43936,3697,23337,2129,29109,2688,28188,3552,36199,3567,941,473,434841,11066,311303,9921,298942,9636,12361,2101,29838,2829,23236,3043,25962,2730,13811,2218,30034,2806,657,361,877833,17079,439507,11766,341472,10605,98035,5321,37637,2741,35187,3043,37971,2935,19160,2920,303006,10141,5365,1134,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,1833070,16124,1704553,16250,128517,6140,194472,6680,173351,6001,101260,4635,108723,4630,161707,7132,4601,1158,1923952,17524,1379848,15724,1300013,15121,79835,5089,149283,5536,144194,5269,72361,4096,81855,4549,93539,5947,2872,932,250316,8641,181323,7331,168773,6981,12550,1939,16119,2059,16995,1993,9543,1424,10064,1721,15930,2562,342,207,86249,4528,65196,3791,64452,3816,744,341,7127,1285,2676,737,6051,1209,3584,768,1457,642,158,193,75639,4373,48017,3939,45294,4026,2723,735,6263,1239,2983,760,4799,1239,8241,1016,5181,1096,155,136,63408,4119,43200,3326,41241,3317,1959,623,5698,1130,3420,876,4456,869,3320,1087,3109,849,205,282,177620,7065,115486,5527,84780,4768,30706,2798,9982,2021,3083,937,4050,1001,1659,611,42491,3232,869,459,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,1227757,13123,1168057,12989,59700,4082,165246,5982,125019,5162,70474,4569,33826,2892,110881,5486,2953,907,1353252,13031,956375,12161,912872,11769,43503,3435,130808,5577,111967,5134,58587,4298,25084,2417,68757,4420,1674,633,143902,6763,107412,5939,102637,5903,4775,1167,10791,1494,7378,1195,4706,1250,2680,785,10341,2022,594,481,89137,5194,73170,4901,72012,4786,1158,492,7396,1403,2105,702,1884,675,1427,608,3123,1037,32,52,54686,4012,32818,3573,31659,3536,1159,486,10437,1522,1736,633,2885,745,2481,665,4057,1014,272,320,20050,2897,14649,2240,14398,2240,251,221,1698,582,685,348,753,716,613,533,1652,668,0,201,75129,4216,43333,3305,34479,2819,8854,1649,4116,907,1148,432,1659,649,1541,684,22951,2411,381,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,304092,6533,290402,5964,13690,1748,41077,3517,12715,1672,37351,2579,12731,1976,15313,2031,263,203,340270,7136,243602,6179,234419,5884,9183,1396,33487,3111,11569,1535,31734,2272,10787,2030,8944,1571,147,160,38451,3555,29165,3214,27521,3091,1644,925,3471,936,503,361,3266,923,908,477,1074,594,64,84,14919,2159,11258,1882,11252,1882,6,9,1735,906,422,261,742,435,544,418,218,191,0,189,9098,1507,6399,1408,5995,1244,404,310,1239,422,146,195,533,342,249,246,480,444,52,88,4958,1311,3141,983,3018,973,123,125,307,216,8,13,549,309,88,107,865,743,0,189,15846,1986,10527,1537,8197,1372,2330,787,838,418,67,103,527,276,155,140,3732,1113,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,167635,5319,159625,5516,8010,1465,63191,3204,16388,1828,6344,1404,62374,3509,13915,1820,240,312,106657,5460,54574,4013,51340,4022,3234,1006,17354,1700,9198,1579,3445,870,17446,2169,4640,1089,0,203,17512,2064,8238,1447,7818,1434,420,283,3192,992,1107,535,288,222,3865,856,769,438,53,85,127045,5859,64744,4754,63751,4820,993,569,24498,2549,4720,1177,1710,601,28144,2259,3229,1115,0,203,45003,3716,23447,2636,22364,2606,1083,459,11899,1504,770,458,368,399,6985,1368,1347,461,187,297,19396,2474,8825,1827,8658,1811,167,173,4582,1055,416,249,399,463,4434,983,740,483,0,203,14474,2265,7807,1608,5694,1295,2113,804,1666,504,177,151,134,132,1500,817,3190,931,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,6295345,34829,5816012,33421,479333,12569,518018,14128,581912,12145,262237,9065,223561,7976,461050,11899,11140,1632,6652563,35087,5035767,32241,4709295,31404,326472,10184,418223,12475,502383,10924,218371,8409,183402,7843,289196,9861,5221,1081,786821,18680,597661,16576,547476,15811,50185,4055,53545,4411,50745,3840,23784,2869,16662,2364,42366,4665,2058,678,175495,7663,135760,7694,132878,7713,2882,939,9803,1743,9216,2018,4508,1116,3079,921,13056,2272,73,86,127509,7074,96068,6465,90180,6271,5888,1255,9046,1559,6104,1449,2858,734,3427,1836,9132,1676,874,460,186694,9132,145176,8488,136226,8160,8950,1698,9178,1980,7407,1517,6296,1346,4016,1033,14255,2243,366,287,424181,12099,284913,10040,199957,8068,84956,5602,18223,2349,6057,1429,6420,1373,12975,2647,93045,5834,2548,1051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
