GEO_ID,B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,NAME,B25007_001EA,B25007_001MA,B25007_002EA,B25007_002MA,B25007_003EA,B25007_003MA,B25007_004MA,B25007_004EA,B25007_005MA,B25007_005EA,B25007_006EA,B25007_006MA,B25007_007MA,B25007_007EA,B25007_008EA,B25007_008MA,B25007_009MA,B25007_009EA,B25007_010EA,B25007_010MA,B25007_011MA,B25007_011EA,B25007_012MA,B25007_012EA,B25007_013EA,B25007_013MA,B25007_014EA,B25007_014MA,B25007_015EA,B25007_015MA,B25007_016MA,B25007_016EA,B25007_017MA,B25007_017EA,B25007_018EA,B25007_018MA,B25007_019EA,B25007_019MA,B25007_020EA,B25007_020MA,B25007_021EA,B25007_021MA,state
0400000US01,1822439,11200,1240017,12974,11530,1633,115068,4618,184352,6392,264939,5855,141416,5223,137540,4819,219784,4330,123884,3850,41504,2381,582422,10924,65041,4439,144359,5802,123225,5787,95960,4846,44512,3571,37579,3318,40598,3102,20160,1886,10988,1942,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,1023,367,18249,1701,24392,1980,38768,1965,22418,1801,18543,1608,21264,1244,8677,1169,2773,786,89908,3375,10264,1657,27300,2082,18678,1488,15483,1635,5832,932,5289,996,4723,1159,1749,532,590,250,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,16700,1764,134078,4945,217748,5528,295347,6370,157100,4684,166471,5181,289211,5236,165167,4893,48209,3110,910778,13688,99385,4635,236068,6708,206548,7078,153873,6708,60059,3621,48974,3759,56634,3915,29511,2676,19726,1921,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,9173,1346,72283,3592,112126,4172,150632,4215,81685,3583,82457,3908,132741,3511,74334,2749,24556,1807,385912,7213,50146,3740,99142,4708,73992,4064,63981,3835,25486,1992,22668,2429,27373,2256,15222,1814,7902,1398,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,36914,2719,515060,9665,1076724,14596,1590948,14563,836231,10649,758665,10103,1113641,9670,612573,8903,263883,6678,5845953,25919,390344,7731,1489516,13574,1395269,16236,1078567,14613,429528,10646,324861,8091,395742,9284,219694,8060,122432,5540,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,11454,1741,136330,5239,236969,4919,287221,4912,156096,5018,144104,3477,192758,3906,95726,2838,31287,2102,710855,11436,88365,3973,209719,6785,141314,5011,107283,4465,47973,3745,37186,3102,40731,2764,22882,2077,15402,1739,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,4118,1219,64308,3125,141560,4947,217853,4522,118232,3555,93325,4006,138430,3330,74847,2924,35805,2064,451382,9182,24672,2352,114575,5062,84029,4331,82940,4666,34512,2734,28836,2854,39635,3037,23369,2397,18814,2098,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,2455,828,21297,2208,36973,2116,52310,2333,27515,2310,27249,2039,44638,1743,23121,1551,7489,1044,96024,4093,8412,1567,26708,2115,18237,1886,16812,1948,6157,1199,5956,1260,7207,1355,4120,857,2415,752,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,414,306,13363,1582,21817,2250,22050,1570,10894,1373,11564,1365,16887,1233,8655,987,4869,818,161138,4370,11093,1388,55577,2577,32342,2338,22861,2001,11054,1390,9141,1537,10701,1184,5978,1222,2391,721,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,25942,2415,285538,9218,621227,10838,935500,12146,513462,9673,512248,8363,965487,9863,588982,8958,224096,6979,2539102,20898,199901,7853,607780,12754,552913,12075,465341,10795,194517,6403,141500,5081,196030,7457,113223,5400,67897,3716,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
