GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001EA,C01001D_001MA,C01001D_002MA,C01001D_002EA,C01001D_003MA,C01001D_003EA,C01001D_004EA,C01001D_004MA,C01001D_005EA,C01001D_005MA,C01001D_006MA,C01001D_006EA,C01001D_007MA,C01001D_007EA,C01001D_008MA,C01001D_008EA,C01001D_009MA,C01001D_009EA,state
0400000US13,355900,5458,171381,3756,43087,2166,116925,2889,11369,794,184519,3615,41162,1927,130384,2534,12973,1196,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,531218,10881,249686,6342,40426,3170,157175,4229,52085,996,281532,6062,38900,3001,170521,4059,72111,1226,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24845,1855,12089,1336,3202,907,8033,1024,854,401,12756,1319,2086,775,8645,1127,2025,577,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,635385,4984,306964,3719,69557,2577,207490,2175,29917,738,328421,3489,67508,2134,224901,2286,36012,961,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,116856,3681,55960,2225,12994,1276,40352,1727,2614,702,60896,2716,13269,1633,43571,2228,4056,988,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63431,2349,29981,1634,8024,1033,20871,1105,1086,365,33450,1776,7733,1221,23878,1004,1839,501,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,73219,3039,34895,1948,8829,1432,24132,1081,1934,400,38324,1849,8517,964,26573,1276,3234,633,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,53187,2394,23840,1454,6751,1153,15696,821,1393,377,29347,1928,8082,1216,18266,1506,2999,655,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74227,2619,35141,2219,7562,1347,24707,1651,2872,611,39086,1951,8862,1153,27142,1558,3082,524,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14059,1403,5612,897,1272,542,3985,622,355,289,8447,1107,2122,670,5386,749,939,428,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,354430,4723,169016,2879,38962,1692,113335,1891,16719,999,185414,2929,35752,1651,129564,2199,20098,656,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,388317,4924,185654,2973,41507,2042,130152,2144,13995,552,202663,2813,39706,1586,146889,2108,16068,742,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,266406,4477,129937,2906,33057,1935,87067,1742,9813,645,136469,2551,33981,1724,91354,1701,11134,507,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,234013,3604,112906,2488,34596,1577,73510,1542,4800,459,121107,2020,33864,1413,80030,1603,7213,600,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,28159,2430,14226,1802,3360,876,9733,1358,1133,453,13933,1423,3236,906,9616,1035,1081,521,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,102626,3401,47590,2229,10416,1013,33725,1921,3449,561,55036,2263,11443,1284,38654,1697,4939,680,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6548,961,2705,687,339,242,2119,603,247,218,3843,733,687,315,2793,651,363,254,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37356,1611,17377,899,3608,617,12791,676,978,377,19979,1180,5690,788,13070,782,1219,482,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,215121,4286,98132,2734,20441,1583,65835,2199,11856,476,116989,2633,18412,1597,80734,1663,17843,570,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31156,1791,14553,1244,3581,935,10363,762,609,354,16603,1242,4109,768,11359,885,1135,595,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,801879,6084,390740,3682,93852,2627,261992,2172,34896,589,411139,3468,90748,1990,280483,2509,39908,843,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28274,2559,12510,1706,2715,888,8546,1249,1249,253,15764,1735,3055,1136,10848,1165,1861,468,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1554980,9200,744991,5412,156044,2803,516343,3871,72604,1163,809989,5733,151054,3037,573351,4116,85584,1247,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,238502,4452,111549,2894,28992,1971,76034,2296,6523,783,126953,2885,32297,1877,85618,2349,9038,1019,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9096,1178,4588,732,584,338,3767,625,237,166,4508,947,934,398,3475,723,99,89,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,212547,5049,101425,3336,22412,1962,70832,2160,8181,837,111122,2782,25811,1814,76011,1838,9300,763,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71433,3415,33326,1940,8607,1104,22649,1411,2070,354,38107,2135,8457,1161,26475,1501,3175,533,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152271,4385,69591,2638,14890,1716,48657,1868,6044,604,82680,3069,16553,1837,57779,1886,8348,558,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,384783,4798,184574,3653,44032,2173,125964,2387,14578,757,200209,3164,44335,2028,139498,1998,16376,926,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33240,2461,15453,1437,3121,814,11469,858,863,302,17787,1433,3653,738,12813,1120,1321,317,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65048,3121,27689,2045,5549,1117,20466,1521,1674,500,37359,1969,8420,1324,25208,1434,3731,966,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9105,1240,3850,724,903,281,2784,614,163,217,5255,1024,2233,933,2816,582,206,201,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,98746,3220,45871,2258,11061,1497,31954,1740,2856,805,52875,2143,12250,1348,36216,1617,4409,759,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1089907,10307,531490,6507,132734,3530,360280,4542,38476,1465,558417,6536,124618,3703,385119,4722,48680,1642,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62671,2745,28989,1756,6999,1082,20137,1172,1853,262,33682,1724,6664,1001,24483,1302,2535,392,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7640,1131,3464,641,832,449,2214,344,418,223,4176,759,634,294,3132,632,410,227,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,484497,6079,227704,3898,53773,2385,155451,2981,18480,972,256793,3605,54035,2377,179793,2693,22965,1188,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,536093,8185,246245,4805,55789,3118,167929,3064,22527,855,289848,5023,56864,2680,198785,3610,34199,932,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10455,1525,4404,976,1086,568,2827,646,491,291,6051,1054,891,437,4639,902,521,268,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,142590,3212,68399,2419,20686,1521,44308,1513,3405,676,74191,2517,21154,1716,49171,1964,3866,660,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5729,1326,2813,1121,281,224,2532,1073,0,193,2916,643,162,127,2448,571,306,316,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10998,2381,2180,987,342,338,1479,745,359,332,8818,1734,2617,1228,5037,1226,1164,604,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
