GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001MA,B25091_001EA,B25091_002MA,B25091_002EA,B25091_003EA,B25091_003MA,B25091_004MA,B25091_004EA,B25091_005MA,B25091_005EA,B25091_006EA,B25091_006MA,B25091_007MA,B25091_007EA,B25091_008MA,B25091_008EA,B25091_009MA,B25091_009EA,B25091_010MA,B25091_010EA,B25091_011EA,B25091_011MA,B25091_012EA,B25091_012MA,B25091_013MA,B25091_013EA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016MA,B25091_016EA,B25091_017EA,B25091_017MA,B25091_018EA,B25091_018MA,B25091_019MA,B25091_019EA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022EA,B25091_022MA,B25091_023EA,B25091_023MA,state
0400000US01,1240017,12974,719189,11998,59045,3928,132884,5826,148767,6448,112473,4770,71832,4125,43558,3121,29365,2894,37692,3394,78668,3916,4905,1149,520828,7917,243428,6038,97807,4176,56383,3307,31219,2270,20203,2072,14451,1708,10860,1525,10774,1567,26296,2372,9407,1471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,99127,3509,6623,1142,15535,2033,20286,2148,17057,1887,13007,1766,8121,1217,4027,801,4507,1138,9790,1190,174,166,56980,2687,27814,2125,11461,1551,4925,912,3417,841,3004,858,1263,396,1024,506,1012,357,2911,650,149,146,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,962561,11844,69622,3832,144520,5577,184204,7513,148012,6265,104434,3938,72140,4176,46649,3276,61730,4388,121761,5517,9489,1533,527470,8593,248308,6276,95255,3912,53645,3713,35414,2915,21032,2241,14491,1826,9343,1644,10685,1577,27061,2343,12236,1874,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,412235,8171,38664,2681,85561,4728,82754,3863,62723,4077,37565,3184,25204,2263,15675,2355,22504,2011,38528,2727,3057,1004,327752,6053,161592,4918,65105,3491,34566,2712,20980,1833,10529,1588,7747,1209,5196,864,5028,780,12241,1612,4768,1030,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,4941183,28332,258339,7363,503262,10287,725262,11797,745032,12390,617508,12618,458657,10885,328119,9052,404088,10050,865738,15333,35178,3882,1863456,15586,850531,10694,321326,7580,191879,6176,121125,5270,76492,3947,55544,3180,42362,3105,50800,2830,127582,4831,25815,2348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,934605,10783,60882,3332,140628,5020,188908,6551,155412,5563,103979,4935,72183,4107,44950,3071,56081,3500,107015,5240,4567,1150,357340,6897,180752,5235,66239,3511,35200,2385,19877,2335,12570,1731,7283,1432,6358,985,8442,1161,16973,1943,3646,689,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,614989,8583,33916,2427,76629,4163,109798,4640,98851,4892,77088,4362,54479,3706,35966,3225,44325,3393,81117,3483,2820,766,273489,6462,77917,3622,48330,2542,34983,2312,26980,2000,18379,1688,12075,1705,9208,1212,13623,1846,28924,2453,3070,793,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,165067,4059,13419,1710,26023,2253,29656,2269,26612,2680,17769,1785,13460,1796,7853,1299,9298,1464,19918,2203,1059,453,77980,3302,35546,2020,14158,1617,8469,1173,5182,1094,4139,924,1786,600,1745,526,1861,546,4262,975,832,453,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,84271,3620,8529,1424,14322,1812,13157,1666,13964,1757,9790,1441,6366,1389,3707,731,3550,777,10301,1313,585,379,26242,2017,11593,1369,4421,768,3188,869,1700,594,711,350,565,282,383,220,372,313,2708,901,601,337,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,2766041,21294,161636,6321,350570,10769,443877,10240,413114,9738,304491,10142,220258,6587,158215,7340,208563,8093,481611,13059,23706,2416,1906441,20472,747007,12051,362156,7358,226393,6852,137400,5738,88649,4729,69546,4418,48689,3429,57855,3319,131213,5044,37533,3284,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
