GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001MA,C16010_001EA,C16010_002MA,C16010_002EA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006MA,C16010_006EA,C16010_007EA,C16010_007MA,C16010_008EA,C16010_008MA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014EA,C16010_014MA,C16010_015EA,C16010_015MA,C16010_016MA,C16010_016EA,C16010_017EA,C16010_017MA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020MA,C16010_020EA,C16010_021EA,C16010_021MA,C16010_022MA,C16010_022EA,C16010_023MA,C16010_023EA,C16010_024EA,C16010_024MA,C16010_025MA,C16010_025EA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030EA,C16010_030MA,C16010_031MA,C16010_031EA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034MA,C16010_034EA,C16010_035EA,C16010_035MA,C16010_036EA,C16010_036MA,C16010_037MA,C16010_037EA,state
0400000US01,3225447,5448,498648,11199,179180,7949,151304,6989,24296,3059,3580,1172,319468,8838,304186,8515,11225,1839,4057,1200,1001134,14815,538422,11401,515671,11295,17976,2922,4775,1338,462712,8410,449745,8650,6365,1832,6602,1545,968712,12845,630503,12346,613256,12027,8127,1599,9120,1268,338209,8095,327462,7592,5370,1301,5377,1288,756953,14652,547455,12703,516802,11787,8765,1765,21888,2433,209498,6568,196490,6276,4040,1110,8968,1533,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462659,1764,38677,2519,18083,2063,11256,1618,1127,427,5700,1126,20594,1751,12327,1565,504,372,7763,1077,129029,4752,88921,4385,72064,3932,3125,858,13732,1692,40108,2863,33108,2591,1242,515,5758,809,165540,4573,124885,4519,108829,4839,3515,922,12541,1625,40655,2471,35630,2459,1358,449,3667,741,129413,5080,103380,4760,91220,4440,2501,901,9659,1640,26033,2179,23242,2122,855,629,1936,474,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4344737,3583,612204,13203,290121,9737,91492,5708,180252,8598,18377,2365,322083,9352,142928,6833,145078,6866,34077,2946,1079149,14393,578171,11193,403704,10716,144055,6018,30412,2894,500978,11273,395115,9127,74618,5181,31245,2683,1464943,14856,916853,15160,728449,13443,136438,6204,51966,4017,548090,9845,472481,9701,45033,3197,30576,3012,1188441,14354,810132,12830,672924,13758,63110,4475,74098,4605,378309,8503,328399,8173,21167,2584,28743,2930,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1960503,4652,305438,8434,117160,6116,88456,5466,25616,3414,3088,1084,188278,7123,171827,6759,12990,1827,3461,998,691814,10847,383592,8932,363351,7983,14964,2314,5277,1488,308222,6765,301199,6715,4514,1155,2509,839,559314,11801,356328,9862,339060,9283,12019,2087,5249,1174,202986,7387,196690,7236,3396,1003,2900,955,403937,10454,290957,9550,274771,9430,6080,1312,10106,1680,112980,4567,106984,4386,2266,976,3730,927,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25147232,5443,4608007,33639,2456821,20480,408090,9545,1825167,19958,223564,9561,2151186,23177,636686,14511,1129820,18018,384680,9828,5228893,38304,3166841,29787,1615922,21605,1161860,19175,389059,13063,2062052,21932,1329967,17033,420898,10548,311187,9977,7504598,43011,5035643,36584,3293992,27797,1067342,18717,674309,15729,2468955,25317,1842000,19912,309959,9064,316996,8713,7805734,32043,5824059,32216,3801476,28034,567411,14279,1455172,16746,1981675,16149,1349011,14536,124318,5615,508346,9285,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3514235,4596,332384,9170,178250,7768,75772,5190,92987,4892,9491,1965,154134,6092,89536,5102,53593,4190,11005,1721,761103,12648,460533,10771,376822,9843,65340,4693,18371,2359,300570,7611,259530,6749,28911,2695,12129,1624,1092467,13552,763725,13535,677067,12379,52822,4080,33836,3319,328742,7935,291395,7666,22101,2305,15246,2200,1328281,12257,1016952,11413,913348,10971,39285,3316,64319,3520,311329,7534,281694,6826,9065,1573,20570,2353,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2465315,2243,254990,9172,112824,5725,48841,4340,50270,4533,13713,2279,142166,6545,81958,5091,34151,2910,26057,2990,673455,11612,418044,10036,318830,8368,61286,4170,37928,3214,255411,7642,211813,6639,19523,2708,24075,2785,619416,11669,449610,9960,360305,8961,50402,4343,38903,3583,169806,6178,144298,5502,10623,1931,14885,1667,917454,13432,708905,11578,590627,10523,31068,3727,87210,3577,208549,6402,172577,5289,5758,1265,30214,3128,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629730,1121,73547,4252,31331,2726,21021,2460,8664,1468,1646,767,42216,2987,34591,2883,4222,1016,3403,1194,196726,5342,113751,4461,103690,4104,6492,1331,3569,1062,82975,4080,78881,4214,2250,751,1844,607,172072,5904,117826,5327,109113,5294,5013,1217,3700,948,54246,2870,51079,2670,1541,556,1626,647,187385,5510,142229,4631,120169,4071,4433,1105,17627,2415,45156,3300,39009,3014,1473,681,4674,1037,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453014,428,44846,3643,17433,2339,10578,1616,5450,1499,1405,490,27413,2610,23262,2459,2753,900,1398,616,84220,3589,46326,3056,37597,2971,4434,1273,4295,1269,37894,2852,35036,2755,1376,642,1482,676,74342,3536,51303,3099,43080,2649,4318,1524,3905,1285,23039,2268,20889,2299,1184,541,966,477,249606,5387,210502,5192,172217,4435,16222,2216,22063,2753,39104,2944,30575,2520,3253,1159,5276,1099,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13726996,7120,1807169,22937,764334,17686,368370,12982,320413,12434,75551,5940,1042835,15985,624964,13519,323459,10368,94412,4836,4042708,31787,2207706,23590,1542902,21080,526098,16080,138706,6743,1835002,23196,1469350,20667,264550,10522,101102,7528,4142944,29423,2658748,24884,1965226,21236,524585,11506,168937,8382,1484196,20687,1221466,18453,180524,8807,82206,4891,3734175,31175,2533588,27787,1833493,23531,463820,12342,236275,9483,1200587,18698,962039,17279,135888,6203,102660,4605,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
